ablation_mode,complex_id,ligand_id,denticity,n_donors,all_correct_top1
no_geometry_stereo,tmqm_7358,L1,dent=1,1,1
no_geometry_stereo,tmqm_7358,L4,dent=1,1,1
no_geometry_stereo,tmqm_7359,L1,dent=1,1,1
no_geometry_stereo,tmqm_7359,L2,dent=1,1,1
no_geometry_stereo,tmqm_7360,L1,dent=2,2,1
no_geometry_stereo,tmqm_7361,L1,dent=2,2,1
no_geometry_stereo,tmqm_7362,L1,dent=1,1,0
no_geometry_stereo,tmqm_7362,L3,dent=1,1,1
no_geometry_stereo,tmqm_7363,L1,dent=2,2,0
no_geometry_stereo,tmqm_7364,L1,dent=2,2,1
no_geometry_stereo,tmqm_7365,L1,dent=2,2,1
no_geometry_stereo,tmqm_7366,L1,dent=2,2,1
no_geometry_stereo,tmqm_7367,L1,dent=2,2,1
no_geometry_stereo,tmqm_7368,L1,dent=1,1,1
no_geometry_stereo,tmqm_7368,L2,dent=1,1,0
no_geometry_stereo,tmqm_7369,L1,dent=2,2,1
no_geometry_stereo,tmqm_7370,L1,dent=2,2,1
no_geometry_stereo,tmqm_7371,L2,dent=2,2,0
no_geometry_stereo,tmqm_7372,L2,dent=2,2,1
no_geometry_stereo,tmqm_7373,L2,dent=2,2,1
no_geometry_stereo,tmqm_7374,L2,dent=2,2,1
no_geometry_stereo,tmqm_7375,L2,dent=1,1,0
no_geometry_stereo,tmqm_7375,L1,dent=1,1,1
no_geometry_stereo,tmqm_7376,L2,dent=1,1,1
no_geometry_stereo,tmqm_7376,L1,dent=1,1,1
no_geometry_stereo,tmqm_7377,L2,dent=2,2,1
no_geometry_stereo,tmqm_7378,L1,dent=1,1,1
no_geometry_stereo,tmqm_7378,L2,dent=1,1,1
no_geometry_stereo,tmqm_7379,L1,dent=2,2,1
no_geometry_stereo,tmqm_7380,L2,dent=2,2,1
no_geometry_stereo,tmqm_7381,L2,dent=2,2,0
no_geometry_stereo,tmqm_7382,L1,dent=2,2,1
no_geometry_stereo,tmqm_7383,L1,dent=2,2,1
no_geometry_stereo,tmqm_7384,L1,dent=1,1,1
no_geometry_stereo,tmqm_7384,L2,dent=1,1,1
no_geometry_stereo,tmqm_7385,L4,dent=1,1,1
no_geometry_stereo,tmqm_7385,L2,dent=1,1,1
no_geometry_stereo,tmqm_7386,L1,dent=1,1,1
no_geometry_stereo,tmqm_7386,L2,dent=1,1,1
no_geometry_stereo,tmqm_7387,L1,dent=2,2,1
no_geometry_stereo,tmqm_7388,L1,dent=2,2,1
no_geometry_stereo,tmqm_7389,L4,dent=1,1,1
no_geometry_stereo,tmqm_7389,L3,dent=1,1,1
no_geometry_stereo,tmqm_7390,L2,dent=2,2,0
no_geometry_stereo,tmqm_7391,L1,dent=1,1,0
no_geometry_stereo,tmqm_7391,L3,dent=1,1,1
no_geometry_stereo,tmqm_7392,L1,dent=2,2,1
no_geometry_stereo,tmqm_7393,L1,dent=1,1,1
no_geometry_stereo,tmqm_7393,L2,dent=1,1,0
no_geometry_stereo,tmqm_7394,L3,dent=2,2,1
no_geometry_stereo,tmqm_7395,L1,dent=2,2,1
no_geometry_stereo,tmqm_7396,L1,dent=2,2,1
no_geometry_stereo,tmqm_7397,L1,dent=2,2,1
no_geometry_stereo,tmqm_7398,L3,dent=1,1,0
no_geometry_stereo,tmqm_7398,L1,dent=1,1,1
no_geometry_stereo,tmqm_7399,L2,dent=1,1,0
no_geometry_stereo,tmqm_7399,L1,dent=1,1,1
no_geometry_stereo,tmqm_7400,L2,dent=1,1,0
no_geometry_stereo,tmqm_7400,L3,dent=1,1,1
no_geometry_stereo,tmqm_7401,L1,dent=2,2,1
no_geometry_stereo,tmqm_7402,L1,dent=1,1,1
no_geometry_stereo,tmqm_7402,L2,dent=1,1,1
no_geometry_stereo,tmqm_7403,L3,dent=1,1,1
no_geometry_stereo,tmqm_7403,L2,dent=1,1,1
no_geometry_stereo,tmqm_7404,L2,dent=2,2,1
no_geometry_stereo,tmqm_7405,L2,dent=2,2,0
no_geometry_stereo,tmqm_7406,L2,dent=2,2,1
no_geometry_stereo,tmqm_7407,L1,dent=1,1,1
no_geometry_stereo,tmqm_7407,L2,dent=1,1,0
no_geometry_stereo,tmqm_7408,L2,dent=1,1,1
no_geometry_stereo,tmqm_7408,L3,dent=1,1,1
no_geometry_stereo,tmqm_7409,L1,dent=1,1,1
no_geometry_stereo,tmqm_7409,L3,dent=1,1,0
no_geometry_stereo,tmqm_7410,L2,dent=1,1,1
no_geometry_stereo,tmqm_7410,L1,dent=1,1,1
no_geometry_stereo,tmqm_7411,L1,dent=1,1,1
no_geometry_stereo,tmqm_7411,L2,dent=1,1,1
no_geometry_stereo,tmqm_7412,L1,dent=2,2,1
no_geometry_stereo,tmqm_7413,L3,dent=1,1,1
no_geometry_stereo,tmqm_7413,L1,dent=1,1,1
no_geometry_stereo,tmqm_7414,L1,dent=1,1,0
no_geometry_stereo,tmqm_7414,L2,dent=1,1,1
no_geometry_stereo,tmqm_7415,L3,dent=1,1,1
no_geometry_stereo,tmqm_7415,L4,dent=1,1,1
no_geometry_stereo,tmqm_7416,L1,dent=1,1,1
no_geometry_stereo,tmqm_7416,L2,dent=1,1,1
no_geometry_stereo,tmqm_7417,L1,dent=1,1,1
no_geometry_stereo,tmqm_7417,L2,dent=1,1,1
no_geometry_stereo,tmqm_7418,L2,dent=1,1,1
no_geometry_stereo,tmqm_7418,L1,dent=1,1,1
no_geometry_stereo,tmqm_7419,L2,dent=1,1,1
no_geometry_stereo,tmqm_7419,L3,dent=1,1,1
no_geometry_stereo,tmqm_7420,L1,dent=1,1,1
no_geometry_stereo,tmqm_7420,L3,dent=1,1,1
no_geometry_stereo,tmqm_7421,L1,dent=1,1,1
no_geometry_stereo,tmqm_7421,L2,dent=1,1,1
no_geometry_stereo,tmqm_7422,L2,dent=2,2,1
no_geometry_stereo,tmqm_7423,L3,dent=2,2,1
no_geometry_stereo,tmqm_7424,L2,dent=2,2,1
no_geometry_stereo,tmqm_7425,L2,dent=1,1,1
no_geometry_stereo,tmqm_7425,L1,dent=1,1,1
no_geometry_stereo,tmqm_7426,L1,dent=1,1,1
no_geometry_stereo,tmqm_7426,L3,dent=1,1,1
no_geometry_stereo,tmqm_7427,L2,dent=2,2,1
no_geometry_stereo,tmqm_7428,L1,dent=2,2,1
no_geometry_stereo,tmqm_7429,L1,dent=1,1,1
no_geometry_stereo,tmqm_7429,L2,dent=1,1,1
no_geometry_stereo,tmqm_7430,L3,dent=1,1,1
no_geometry_stereo,tmqm_7430,L1,dent=1,1,0
no_geometry_stereo,tmqm_7431,L1,dent=2,2,1
no_geometry_stereo,tmqm_7432,L1,dent=1,1,1
no_geometry_stereo,tmqm_7432,L4,dent=1,1,1
no_geometry_stereo,tmqm_7433,L2,dent=2,2,0
no_geometry_stereo,tmqm_7434,L1,dent=2,2,1
no_geometry_stereo,tmqm_7435,L2,dent=1,1,1
no_geometry_stereo,tmqm_7435,L3,dent=1,1,1
no_geometry_stereo,tmqm_7436,L3,dent=1,1,1
no_geometry_stereo,tmqm_7436,L2,dent=1,1,1
no_geometry_stereo,tmqm_7437,L1,dent=2,2,1
no_geometry_stereo,tmqm_7438,L2,dent=1,1,0
no_geometry_stereo,tmqm_7438,L4,dent=1,1,0
no_geometry_stereo,tmqm_7439,L1,dent=1,1,1
no_geometry_stereo,tmqm_7439,L2,dent=1,1,1
no_geometry_stereo,tmqm_7440,L2,dent=1,1,1
no_geometry_stereo,tmqm_7440,L1,dent=1,1,1
no_geometry_stereo,tmqm_7441,L3,dent=1,1,1
no_geometry_stereo,tmqm_7441,L1,dent=1,1,1
no_geometry_stereo,tmqm_7442,L1,dent=2,2,1
no_geometry_stereo,tmqm_7443,L2,dent=1,1,1
no_geometry_stereo,tmqm_7443,L1,dent=1,1,1
no_geometry_stereo,tmqm_7444,L2,dent=1,1,1
no_geometry_stereo,tmqm_7444,L1,dent=1,1,1
no_geometry_stereo,tmqm_7445,L2,dent=2,2,0
no_geometry_stereo,tmqm_7446,L2,dent=2,2,1
no_geometry_stereo,tmqm_7447,L1,dent=2,2,1
no_geometry_stereo,tmqm_7448,L1,dent=2,2,1
no_geometry_stereo,tmqm_7449,L2,dent=1,1,1
no_geometry_stereo,tmqm_7449,L1,dent=1,1,1
no_geometry_stereo,tmqm_7450,L1,dent=1,1,1
no_geometry_stereo,tmqm_7450,L3,dent=1,1,1
no_geometry_stereo,tmqm_7451,L2,dent=1,1,1
no_geometry_stereo,tmqm_7451,L1,dent=1,1,1
no_geometry_stereo,tmqm_7452,L1,dent=2,2,1
no_geometry_stereo,tmqm_7453,L2,dent=2,2,1
no_geometry_stereo,tmqm_7454,L3,dent=1,1,1
no_geometry_stereo,tmqm_7454,L2,dent=1,1,1
no_geometry_stereo,tmqm_7455,L3,dent=1,1,1
no_geometry_stereo,tmqm_7455,L1,dent=1,1,1
no_geometry_stereo,tmqm_7456,L2,dent=2,2,1
no_geometry_stereo,tmqm_7457,L1,dent=2,2,1
no_geometry_stereo,tmqm_7458,L3,dent=1,1,1
no_geometry_stereo,tmqm_7458,L2,dent=1,1,0
no_geometry_stereo,tmqm_7459,L2,dent=1,1,1
no_geometry_stereo,tmqm_7459,L1,dent=1,1,1
no_geometry_stereo,tmqm_7460,L2,dent=2,2,1
no_geometry_stereo,tmqm_7461,L1,dent=1,1,1
no_geometry_stereo,tmqm_7461,L2,dent=1,1,1
no_geometry_stereo,tmqm_7462,L2,dent=1,1,1
no_geometry_stereo,tmqm_7462,L1,dent=1,1,1
no_geometry_stereo,tmqm_7463,L1,dent=1,1,1
no_geometry_stereo,tmqm_7463,L2,dent=1,1,0
no_geometry_stereo,tmqm_7464,L2,dent=1,1,1
no_geometry_stereo,tmqm_7464,L1,dent=1,1,0
no_geometry_stereo,tmqm_7465,L2,dent=1,1,1
no_geometry_stereo,tmqm_7465,L1,dent=1,1,1
no_geometry_stereo,tmqm_7466,L2,dent=2,2,0
no_geometry_stereo,tmqm_7467,L2,dent=2,2,0
no_geometry_stereo,tmqm_7468,L2,dent=1,1,0
no_geometry_stereo,tmqm_7468,L1,dent=1,1,1
no_geometry_stereo,tmqm_7469,L3,dent=1,1,1
no_geometry_stereo,tmqm_7469,L2,dent=1,1,1
no_geometry_stereo,tmqm_7470,L2,dent=2,2,0
no_geometry_stereo,tmqm_7471,L1,dent=1,1,1
no_geometry_stereo,tmqm_7471,L2,dent=1,1,1
no_geometry_stereo,tmqm_7472,L1,dent=1,1,1
no_geometry_stereo,tmqm_7472,L4,dent=1,1,1
no_geometry_stereo,tmqm_7473,L1,dent=2,2,1
no_geometry_stereo,tmqm_7474,L3,dent=2,2,1
no_geometry_stereo,tmqm_7475,L2,dent=1,1,0
no_geometry_stereo,tmqm_7475,L1,dent=1,1,1
no_geometry_stereo,tmqm_7476,L3,dent=1,1,1
no_geometry_stereo,tmqm_7476,L2,dent=1,1,1
no_geometry_stereo,tmqm_7477,L2,dent=1,1,1
no_geometry_stereo,tmqm_7477,L1,dent=1,1,0
no_geometry_stereo,tmqm_7478,L1,dent=1,1,1
no_geometry_stereo,tmqm_7478,L3,dent=1,1,1
no_geometry_stereo,tmqm_7479,L2,dent=1,1,0
no_geometry_stereo,tmqm_7479,L3,dent=1,1,1
no_geometry_stereo,tmqm_7480,L2,dent=2,2,1
no_geometry_stereo,tmqm_7481,L1,dent=1,1,1
no_geometry_stereo,tmqm_7481,L2,dent=1,1,1
no_geometry_stereo,tmqm_7482,L2,dent=2,2,0
no_geometry_stereo,tmqm_7483,L2,dent=1,1,1
no_geometry_stereo,tmqm_7483,L1,dent=1,1,1
no_geometry_stereo,tmqm_7484,L1,dent=1,1,1
no_geometry_stereo,tmqm_7484,L2,dent=1,1,0
no_geometry_stereo,tmqm_7485,L2,dent=2,2,1
no_geometry_stereo,tmqm_7486,L1,dent=1,1,1
no_geometry_stereo,tmqm_7486,L2,dent=1,1,1
no_geometry_stereo,tmqm_7487,L1,dent=1,1,1
no_geometry_stereo,tmqm_7487,L3,dent=1,1,1
no_geometry_stereo,tmqm_7488,L4,dent=1,1,1
no_geometry_stereo,tmqm_7488,L1,dent=1,1,1
no_geometry_stereo,tmqm_7489,L2,dent=2,2,0
no_geometry_stereo,tmqm_7490,L1,dent=2,2,0
no_geometry_stereo,tmqm_7491,L2,dent=2,2,1
no_geometry_stereo,tmqm_7492,L1,dent=2,2,1
no_geometry_stereo,tmqm_7493,L1,dent=2,2,1
no_geometry_stereo,tmqm_7494,L1,dent=2,2,1
no_geometry_stereo,tmqm_7495,L1,dent=2,2,1
no_geometry_stereo,tmqm_7496,L2,dent=2,2,1
no_geometry_stereo,tmqm_7497,L2,dent=1,1,1
no_geometry_stereo,tmqm_7497,L3,dent=1,1,1
no_geometry_stereo,tmqm_7498,L2,dent=2,2,1
no_geometry_stereo,tmqm_7499,L5,dent=2,2,1
no_geometry_stereo,tmqm_7500,L1,dent=2,2,1
no_geometry_stereo,tmqm_7501,L1,dent=2,2,1
no_geometry_stereo,tmqm_7502,L2,dent=1,1,1
no_geometry_stereo,tmqm_7502,L1,dent=1,1,1
no_geometry_stereo,tmqm_7503,L1,dent=2,2,1
no_geometry_stereo,tmqm_7504,L1,dent=2,2,1
no_geometry_stereo,tmqm_7505,L1,dent=2,2,0
no_geometry_stereo,tmqm_7506,L1,dent=2,2,1
no_geometry_stereo,tmqm_7507,L3,dent=2,2,1
no_geometry_stereo,tmqm_7508,L1,dent=2,2,0
no_geometry_stereo,tmqm_7509,L1,dent=1,1,1
no_geometry_stereo,tmqm_7509,L2,dent=1,1,1
no_geometry_stereo,tmqm_7510,L1,dent=1,1,0
no_geometry_stereo,tmqm_7510,L4,dent=1,1,0
no_geometry_stereo,tmqm_7511,L1,dent=2,2,1
no_geometry_stereo,tmqm_7512,L1,dent=2,2,0
no_geometry_stereo,tmqm_7513,L1,dent=2,2,1
no_geometry_stereo,tmqm_7514,L3,dent=2,2,1
no_geometry_stereo,tmqm_7515,L1,dent=1,1,1
no_geometry_stereo,tmqm_7515,L2,dent=1,1,1
no_geometry_stereo,tmqm_7516,L1,dent=2,2,1
no_geometry_stereo,tmqm_7517,L2,dent=1,1,1
no_geometry_stereo,tmqm_7517,L1,dent=1,1,1
no_geometry_stereo,tmqm_7518,L1,dent=2,2,1
no_geometry_stereo,tmqm_7519,L2,dent=2,2,1
no_geometry_stereo,tmqm_7520,L5,dent=1,1,1
no_geometry_stereo,tmqm_7520,L4,dent=1,1,1
no_geometry_stereo,tmqm_7521,L1,dent=2,2,1
no_geometry_stereo,tmqm_7522,L2,dent=1,1,1
no_geometry_stereo,tmqm_7522,L1,dent=1,1,1
no_geometry_stereo,tmqm_7523,L1,dent=1,1,1
no_geometry_stereo,tmqm_7523,L3,dent=1,1,1
no_geometry_stereo,tmqm_7524,L1,dent=2,2,1
no_geometry_stereo,tmqm_7525,L2,dent=2,2,1
no_geometry_stereo,tmqm_7526,L1,dent=2,2,1
no_geometry_stereo,tmqm_7527,L2,dent=2,2,1
no_geometry_stereo,tmqm_7528,L1,dent=1,1,1
no_geometry_stereo,tmqm_7528,L2,dent=1,1,0
no_geometry_stereo,tmqm_7529,L2,dent=2,2,0
no_geometry_stereo,tmqm_7530,L1,dent=2,2,0
no_geometry_stereo,tmqm_7531,L1,dent=1,1,1
no_geometry_stereo,tmqm_7531,L3,dent=1,1,1
no_geometry_stereo,tmqm_7532,L1,dent=2,2,1
no_geometry_stereo,tmqm_7533,L1,dent=2,2,0
no_geometry_stereo,tmqm_7534,L2,dent=1,1,1
no_geometry_stereo,tmqm_7534,L1,dent=1,1,1
no_geometry_stereo,tmqm_7535,L1,dent=1,1,0
no_geometry_stereo,tmqm_7535,L2,dent=1,1,1
no_geometry_stereo,tmqm_7536,L1,dent=2,2,1
no_geometry_stereo,tmqm_7537,L1,dent=2,2,1
no_geometry_stereo,tmqm_7538,L3,dent=1,1,0
no_geometry_stereo,tmqm_7538,L1,dent=1,1,1
no_geometry_stereo,tmqm_7539,L1,dent=2,2,0
no_geometry_stereo,tmqm_7540,L1,dent=2,2,1
no_geometry_stereo,tmqm_7541,L1,dent=2,2,0
no_geometry_stereo,tmqm_7542,L3,dent=1,1,1
no_geometry_stereo,tmqm_7542,L1,dent=1,1,0
no_geometry_stereo,tmqm_7543,L1,dent=2,2,0
no_geometry_stereo,tmqm_7544,L3,dent=2,2,0
no_geometry_stereo,tmqm_7545,L2,dent=1,1,1
no_geometry_stereo,tmqm_7545,L1,dent=1,1,1
no_geometry_stereo,tmqm_7546,L1,dent=2,2,1
no_geometry_stereo,tmqm_7547,L1,dent=1,1,1
no_geometry_stereo,tmqm_7547,L2,dent=1,1,0
no_geometry_stereo,tmqm_7548,L1,dent=2,2,1
no_geometry_stereo,tmqm_7549,L1,dent=2,2,1
no_geometry_stereo,tmqm_7550,L3,dent=2,2,1
no_geometry_stereo,tmqm_7551,L4,dent=1,1,1
no_geometry_stereo,tmqm_7551,L1,dent=1,1,1
no_geometry_stereo,tmqm_7552,L3,dent=1,1,1
no_geometry_stereo,tmqm_7552,L1,dent=1,1,0
no_geometry_stereo,tmqm_7553,L1,dent=1,1,1
no_geometry_stereo,tmqm_7553,L2,dent=1,1,1
no_geometry_stereo,tmqm_7554,L1,dent=2,2,1
no_geometry_stereo,tmqm_7555,L1,dent=2,2,1
no_geometry_stereo,tmqm_7556,L2,dent=2,2,1
no_geometry_stereo,tmqm_7557,L2,dent=2,2,1
no_geometry_stereo,tmqm_7558,L1,dent=1,1,1
no_geometry_stereo,tmqm_7558,L2,dent=1,1,0
no_geometry_stereo,tmqm_7559,L1,dent=2,2,1
no_geometry_stereo,tmqm_7560,L1,dent=1,1,1
no_geometry_stereo,tmqm_7560,L3,dent=1,1,1
no_geometry_stereo,tmqm_7561,L2,dent=1,1,1
no_geometry_stereo,tmqm_7561,L4,dent=1,1,1
no_geometry_stereo,tmqm_7562,L1,dent=1,1,0
no_geometry_stereo,tmqm_7562,L4,dent=1,1,0
no_geometry_stereo,tmqm_7563,L2,dent=1,1,0
no_geometry_stereo,tmqm_7563,L3,dent=1,1,1
no_geometry_stereo,tmqm_7564,L2,dent=1,1,1
no_geometry_stereo,tmqm_7564,L1,dent=1,1,0
no_geometry_stereo,tmqm_7565,L4,dent=2,2,1
no_geometry_stereo,tmqm_7566,L2,dent=2,2,1
no_geometry_stereo,tmqm_7567,L1,dent=1,1,1
no_geometry_stereo,tmqm_7567,L3,dent=1,1,1
no_geometry_stereo,tmqm_7568,L2,dent=2,2,1
no_geometry_stereo,tmqm_7569,L2,dent=1,1,1
no_geometry_stereo,tmqm_7569,L1,dent=1,1,0
no_geometry_stereo,tmqm_7570,L1,dent=2,2,1
no_geometry_stereo,tmqm_7571,L2,dent=2,2,1
no_geometry_stereo,tmqm_7572,L2,dent=1,1,1
no_geometry_stereo,tmqm_7572,L1,dent=1,1,0
no_geometry_stereo,tmqm_7573,L2,dent=2,2,1
no_geometry_stereo,tmqm_7574,L1,dent=1,1,1
no_geometry_stereo,tmqm_7574,L2,dent=1,1,0
no_geometry_stereo,tmqm_7575,L3,dent=2,2,1
no_geometry_stereo,tmqm_7576,L3,dent=2,2,0
no_geometry_stereo,tmqm_7577,L4,dent=1,1,1
no_geometry_stereo,tmqm_7577,L1,dent=1,1,1
no_geometry_stereo,tmqm_7578,L2,dent=2,2,1
no_geometry_stereo,tmqm_7579,L1,dent=2,2,0
no_geometry_stereo,tmqm_7580,L2,dent=2,2,1
no_geometry_stereo,tmqm_7581,L2,dent=1,1,1
no_geometry_stereo,tmqm_7581,L1,dent=1,1,1
no_geometry_stereo,tmqm_7582,L1,dent=1,1,1
no_geometry_stereo,tmqm_7582,L2,dent=1,1,1
no_geometry_stereo,tmqm_7583,L1,dent=2,2,1
no_geometry_stereo,tmqm_7584,L1,dent=2,2,1
no_geometry_stereo,tmqm_7585,L2,dent=1,1,1
no_geometry_stereo,tmqm_7585,L4,dent=1,1,0
no_geometry_stereo,tmqm_7586,L2,dent=2,2,0
no_geometry_stereo,tmqm_7587,L1,dent=1,1,1
no_geometry_stereo,tmqm_7587,L2,dent=1,1,1
no_geometry_stereo,tmqm_7588,L3,dent=1,1,1
no_geometry_stereo,tmqm_7588,L1,dent=1,1,1
no_geometry_stereo,tmqm_7589,L1,dent=2,2,1
no_geometry_stereo,tmqm_7590,L1,dent=1,1,1
no_geometry_stereo,tmqm_7590,L2,dent=1,1,1
no_geometry_stereo,tmqm_7591,L1,dent=1,1,1
no_geometry_stereo,tmqm_7591,L2,dent=1,1,1
no_geometry_stereo,tmqm_7592,L1,dent=2,2,1
no_geometry_stereo,tmqm_7593,L1,dent=2,2,1
no_geometry_stereo,tmqm_7594,L1,dent=1,1,1
no_geometry_stereo,tmqm_7594,L2,dent=1,1,1
no_geometry_stereo,tmqm_7595,L1,dent=2,2,1
no_geometry_stereo,tmqm_7596,L1,dent=1,1,1
no_geometry_stereo,tmqm_7596,L2,dent=1,1,0
no_geometry_stereo,tmqm_7597,L1,dent=1,1,1
no_geometry_stereo,tmqm_7597,L2,dent=1,1,0
no_geometry_stereo,tmqm_7598,L3,dent=1,1,1
no_geometry_stereo,tmqm_7598,L1,dent=1,1,1
no_geometry_stereo,tmqm_7599,L2,dent=1,1,1
no_geometry_stereo,tmqm_7599,L1,dent=1,1,0
no_geometry_stereo,tmqm_7600,L3,dent=1,1,1
no_geometry_stereo,tmqm_7600,L1,dent=1,1,1
no_geometry_stereo,tmqm_7601,L2,dent=1,1,1
no_geometry_stereo,tmqm_7601,L1,dent=1,1,1
no_geometry_stereo,tmqm_7602,L2,dent=2,2,0
no_geometry_stereo,tmqm_7603,L3,dent=2,2,1
no_geometry_stereo,tmqm_7604,L1,dent=1,1,1
no_geometry_stereo,tmqm_7604,L4,dent=1,1,1
no_geometry_stereo,tmqm_7605,L1,dent=1,1,1
no_geometry_stereo,tmqm_7605,L4,dent=1,1,1
no_geometry_stereo,tmqm_7606,L1,dent=2,2,1
no_geometry_stereo,tmqm_7607,L1,dent=1,1,1
no_geometry_stereo,tmqm_7607,L4,dent=1,1,1
no_geometry_stereo,tmqm_7608,L3,dent=1,1,1
no_geometry_stereo,tmqm_7608,L2,dent=1,1,1
no_geometry_stereo,tmqm_7609,L2,dent=1,1,1
no_geometry_stereo,tmqm_7609,L1,dent=1,1,1
no_geometry_stereo,tmqm_7610,L4,dent=1,1,1
no_geometry_stereo,tmqm_7610,L2,dent=1,1,1
no_geometry_stereo,tmqm_7611,L2,dent=2,2,1
no_geometry_stereo,tmqm_7612,L3,dent=1,1,0
no_geometry_stereo,tmqm_7612,L1,dent=1,1,1
no_geometry_stereo,tmqm_7613,L2,dent=2,2,1
no_geometry_stereo,tmqm_7614,L2,dent=1,1,1
no_geometry_stereo,tmqm_7614,L1,dent=1,1,1
no_geometry_stereo,tmqm_7615,L2,dent=2,2,0
no_geometry_stereo,tmqm_7616,L1,dent=2,2,1
no_geometry_stereo,tmqm_7617,L2,dent=2,2,1
no_geometry_stereo,tmqm_7618,L1,dent=2,2,1
no_geometry_stereo,tmqm_7619,L2,dent=1,1,1
no_geometry_stereo,tmqm_7619,L3,dent=1,1,1
no_geometry_stereo,tmqm_7620,L1,dent=2,2,1
no_geometry_stereo,tmqm_7621,L1,dent=2,2,0
no_geometry_stereo,tmqm_7622,L4,dent=2,2,0
no_geometry_stereo,tmqm_7623,L1,dent=2,2,1
no_geometry_stereo,tmqm_7624,L1,dent=1,1,1
no_geometry_stereo,tmqm_7624,L2,dent=1,1,1
no_geometry_stereo,tmqm_7625,L2,dent=1,1,1
no_geometry_stereo,tmqm_7625,L3,dent=1,1,1
no_geometry_stereo,tmqm_7626,L5,dent=1,1,1
no_geometry_stereo,tmqm_7626,L3,dent=1,1,1
no_geometry_stereo,tmqm_7627,L2,dent=2,2,0
no_geometry_stereo,tmqm_7628,L1,dent=2,2,1
no_geometry_stereo,tmqm_7629,L2,dent=1,1,1
no_geometry_stereo,tmqm_7629,L1,dent=1,1,1
no_geometry_stereo,tmqm_7630,L2,dent=2,2,0
no_geometry_stereo,tmqm_7631,L2,dent=2,2,1
no_geometry_stereo,tmqm_7632,L1,dent=2,2,1
no_geometry_stereo,tmqm_7633,L2,dent=2,2,0
no_geometry_stereo,tmqm_7634,L1,dent=1,1,1
no_geometry_stereo,tmqm_7634,L2,dent=1,1,1
no_geometry_stereo,tmqm_7635,L2,dent=1,1,1
no_geometry_stereo,tmqm_7635,L1,dent=1,1,1
no_geometry_stereo,tmqm_7636,L1,dent=1,1,1
no_geometry_stereo,tmqm_7636,L4,dent=1,1,1
no_geometry_stereo,tmqm_7637,L1,dent=2,2,1
no_geometry_stereo,tmqm_7638,L3,dent=1,1,1
no_geometry_stereo,tmqm_7638,L4,dent=1,1,1
no_geometry_stereo,tmqm_7639,L1,dent=1,1,1
no_geometry_stereo,tmqm_7639,L2,dent=1,1,1
no_geometry_stereo,tmqm_7640,L1,dent=1,1,1
no_geometry_stereo,tmqm_7640,L3,dent=1,1,1
no_geometry_stereo,tmqm_7641,L2,dent=1,1,1
no_geometry_stereo,tmqm_7641,L1,dent=1,1,1
no_geometry_stereo,tmqm_7642,L1,dent=2,2,1
no_geometry_stereo,tmqm_7643,L1,dent=1,1,1
no_geometry_stereo,tmqm_7643,L2,dent=1,1,1
no_geometry_stereo,tmqm_7644,L2,dent=1,1,1
no_geometry_stereo,tmqm_7644,L1,dent=1,1,1
no_geometry_stereo,tmqm_7645,L1,dent=2,2,1
no_geometry_stereo,tmqm_7646,L1,dent=1,1,1
no_geometry_stereo,tmqm_7646,L2,dent=1,1,1
no_geometry_stereo,tmqm_7647,L3,dent=1,1,1
no_geometry_stereo,tmqm_7647,L1,dent=1,1,1
no_geometry_stereo,tmqm_7648,L1,dent=2,2,1
no_geometry_stereo,tmqm_7649,L1,dent=2,2,1
no_geometry_stereo,tmqm_7650,L4,dent=2,2,1
no_geometry_stereo,tmqm_7651,L1,dent=2,2,1
no_geometry_stereo,tmqm_7652,L1,dent=2,2,1
no_geometry_stereo,tmqm_7653,L1,dent=2,2,1
no_geometry_stereo,tmqm_7654,L2,dent=2,2,0
no_geometry_stereo,tmqm_7655,L2,dent=2,2,0
no_geometry_stereo,tmqm_7656,L1,dent=2,2,0
no_geometry_stereo,tmqm_7657,L2,dent=2,2,0
no_geometry_stereo,tmqm_7658,L1,dent=2,2,1
no_geometry_stereo,tmqm_7659,L1,dent=1,1,1
no_geometry_stereo,tmqm_7659,L3,dent=1,1,1
no_geometry_stereo,tmqm_7660,L1,dent=2,2,1
no_geometry_stereo,tmqm_7661,L1,dent=2,2,0
no_geometry_stereo,tmqm_7662,L2,dent=1,1,1
no_geometry_stereo,tmqm_7662,L3,dent=1,1,1
no_geometry_stereo,tmqm_7663,L2,dent=2,2,1
no_geometry_stereo,tmqm_7664,L1,dent=2,2,0
no_geometry_stereo,tmqm_7665,L1,dent=1,1,1
no_geometry_stereo,tmqm_7665,L2,dent=1,1,1
no_geometry_stereo,tmqm_7666,L1,dent=1,1,1
no_geometry_stereo,tmqm_7666,L2,dent=1,1,1
no_geometry_stereo,tmqm_7667,L2,dent=2,2,1
no_geometry_stereo,tmqm_7668,L3,dent=1,1,0
no_geometry_stereo,tmqm_7668,L2,dent=1,1,0
no_geometry_stereo,tmqm_7669,L2,dent=1,1,1
no_geometry_stereo,tmqm_7669,L4,dent=1,1,1
no_geometry_stereo,tmqm_7670,L1,dent=1,1,1
no_geometry_stereo,tmqm_7670,L2,dent=1,1,1
no_geometry_stereo,tmqm_7671,L2,dent=1,1,0
no_geometry_stereo,tmqm_7671,L1,dent=1,1,1
no_geometry_stereo,tmqm_7672,L4,dent=1,1,1
no_geometry_stereo,tmqm_7672,L1,dent=1,1,1
