ablation_mode,complex_id,ligand_id,denticity,n_donors,all_correct_top1
full_context,tmqm_3121,L1,dent=1,1,1
full_context,tmqm_3122,L3,dent=1,1,1
full_context,tmqm_3122,L4,dent=1,1,1
full_context,tmqm_3123,L1,dent=2,2,0
full_context,tmqm_3124,L1,dent=2,2,1
full_context,tmqm_3125,L2,dent=2,2,1
full_context,tmqm_3126,L1,dent=2,2,1
full_context,tmqm_3127,L2,dent=1,1,0
full_context,tmqm_3127,L1,dent=1,1,1
full_context,tmqm_3128,L1,dent=1,1,0
full_context,tmqm_3128,L6,dent=1,1,1
full_context,tmqm_3129,L1,dent=2,2,0
full_context,tmqm_3130,L1,dent=2,2,1
full_context,tmqm_3131,L1,dent=2,2,1
full_context,tmqm_3132,L2,dent=2,2,0
full_context,tmqm_3133,L2,dent=1,1,1
full_context,tmqm_3133,L1,dent=1,1,1
full_context,tmqm_3134,L2,dent=1,1,1
full_context,tmqm_3134,L1,dent=1,1,0
full_context,tmqm_3135,L1,dent=2,2,1
full_context,tmqm_3136,L1,dent=2,2,1
full_context,tmqm_3137,L5,dent=2,2,1
full_context,tmqm_3138,L4,dent=2,2,1
full_context,tmqm_3139,L1,dent=2,2,1
full_context,tmqm_3140,L3,dent=1,1,1
full_context,tmqm_3140,L2,dent=1,1,0
full_context,tmqm_3141,L1,dent=1,1,1
full_context,tmqm_3141,L3,dent=1,1,0
full_context,tmqm_3142,L1,dent=2,2,1
full_context,tmqm_3143,L1,dent=2,2,0
full_context,tmqm_3144,L1,dent=2,2,1
full_context,tmqm_3145,L6,dent=1,1,1
full_context,tmqm_3145,L5,dent=1,1,1
full_context,tmqm_3146,L1,dent=2,2,0
full_context,tmqm_3147,L4,dent=2,2,1
full_context,tmqm_3148,L1,dent=2,2,1
full_context,tmqm_3149,L1,dent=1,1,1
full_context,tmqm_3149,L3,dent=1,1,1
full_context,tmqm_3150,L1,dent=1,1,0
full_context,tmqm_3150,L2,dent=1,1,1
full_context,tmqm_3151,L1,dent=2,2,0
full_context,tmqm_3152,L2,dent=1,1,0
full_context,tmqm_3152,L4,dent=1,1,1
full_context,tmqm_3153,L2,dent=2,2,1
full_context,tmqm_3154,L6,dent=1,1,1
full_context,tmqm_3154,L3,dent=1,1,1
full_context,tmqm_3155,L1,dent=1,1,1
full_context,tmqm_3155,L4,dent=1,1,1
full_context,tmqm_3156,L1,dent=2,2,1
full_context,tmqm_3157,L1,dent=2,2,1
full_context,tmqm_3158,L2,dent=1,1,1
full_context,tmqm_3158,L3,dent=1,1,1
full_context,tmqm_3159,L1,dent=2,2,1
full_context,tmqm_3160,L1,dent=2,2,0
full_context,tmqm_3161,L1,dent=2,2,0
full_context,tmqm_3162,L4,dent=1,1,1
full_context,tmqm_3162,L5,dent=1,1,1
full_context,tmqm_3163,L2,dent=2,2,0
full_context,tmqm_3164,L2,dent=2,2,0
full_context,tmqm_3165,L1,dent=1,1,1
full_context,tmqm_3165,L5,dent=1,1,1
full_context,tmqm_3166,L2,dent=1,1,1
full_context,tmqm_3166,L5,dent=1,1,1
full_context,tmqm_3167,L1,dent=2,2,1
full_context,tmqm_3168,L5,dent=1,1,1
full_context,tmqm_3168,L1,dent=1,1,0
full_context,tmqm_3169,L1,dent=2,2,1
full_context,tmqm_3170,L1,dent=2,2,1
full_context,tmqm_3171,L1,dent=2,2,1
full_context,tmqm_3172,L2,dent=2,2,0
full_context,tmqm_3173,L4,dent=1,1,1
full_context,tmqm_3173,L6,dent=1,1,1
full_context,tmqm_3174,L2,dent=2,2,1
full_context,tmqm_3175,L5,dent=1,1,1
full_context,tmqm_3175,L6,dent=1,1,0
full_context,tmqm_3176,L4,dent=2,2,1
full_context,tmqm_3177,L3,dent=1,1,1
full_context,tmqm_3177,L1,dent=1,1,1
full_context,tmqm_3178,L1,dent=2,2,1
full_context,tmqm_3179,L2,dent=2,2,1
full_context,tmqm_3180,L1,dent=2,2,0
full_context,tmqm_3181,L4,dent=1,1,1
full_context,tmqm_3181,L1,dent=1,1,1
full_context,tmqm_3182,L1,dent=2,2,1
full_context,tmqm_3183,L1,dent=2,2,1
full_context,tmqm_3184,L2,dent=1,1,0
full_context,tmqm_3184,L1,dent=1,1,1
full_context,tmqm_3185,L3,dent=1,1,1
full_context,tmqm_3185,L4,dent=1,1,1
full_context,tmqm_3186,L2,dent=1,1,1
full_context,tmqm_3186,L6,dent=1,1,1
full_context,tmqm_3187,L5,dent=1,1,1
full_context,tmqm_3187,L6,dent=1,1,1
full_context,tmqm_3188,L2,dent=2,2,1
full_context,tmqm_3189,L2,dent=2,2,1
full_context,tmqm_3190,L1,dent=2,2,1
full_context,tmqm_3191,L1,dent=2,2,0
full_context,tmqm_3192,L3,dent=1,1,1
full_context,tmqm_3192,L4,dent=1,1,1
full_context,tmqm_3193,L6,dent=1,1,1
full_context,tmqm_3193,L2,dent=1,1,1
full_context,tmqm_3194,L1,dent=2,2,1
full_context,tmqm_3195,L1,dent=1,1,0
full_context,tmqm_3195,L3,dent=1,1,1
full_context,tmqm_3196,L1,dent=2,2,1
full_context,tmqm_3197,L6,dent=2,2,1
full_context,tmqm_3198,L1,dent=2,2,1
full_context,tmqm_3199,L1,dent=2,2,1
full_context,tmqm_3200,L1,dent=2,2,1
full_context,tmqm_3201,L1,dent=2,2,1
full_context,tmqm_3202,L2,dent=1,1,0
full_context,tmqm_3202,L1,dent=1,1,1
full_context,tmqm_3203,L1,dent=1,1,1
full_context,tmqm_3203,L2,dent=1,1,0
full_context,tmqm_3204,L2,dent=1,1,1
full_context,tmqm_3204,L1,dent=1,1,1
full_context,tmqm_3205,L1,dent=2,2,1
full_context,tmqm_3206,L1,dent=2,2,1
full_context,tmqm_3207,L1,dent=2,2,1
full_context,tmqm_3208,L1,dent=2,2,0
full_context,tmqm_3209,L1,dent=1,1,1
full_context,tmqm_3209,L6,dent=1,1,1
full_context,tmqm_3210,L3,dent=1,1,1
full_context,tmqm_3210,L1,dent=1,1,0
full_context,tmqm_3211,L1,dent=1,1,1
full_context,tmqm_3211,L5,dent=1,1,1
full_context,tmqm_3212,L2,dent=1,1,1
full_context,tmqm_3212,L3,dent=1,1,1
full_context,tmqm_3213,L6,dent=1,1,1
full_context,tmqm_3213,L1,dent=1,1,1
full_context,tmqm_3214,L1,dent=2,2,0
full_context,tmqm_3215,L1,dent=2,2,1
full_context,tmqm_3216,L1,dent=2,2,1
full_context,tmqm_3217,L3,dent=1,1,1
full_context,tmqm_3217,L2,dent=1,1,1
full_context,tmqm_3218,L2,dent=2,2,1
full_context,tmqm_3219,L5,dent=1,1,1
full_context,tmqm_3219,L1,dent=1,1,1
full_context,tmqm_3220,L4,dent=1,1,1
full_context,tmqm_3220,L5,dent=1,1,1
full_context,tmqm_3221,L2,dent=2,2,1
full_context,tmqm_3222,L1,dent=2,2,1
full_context,tmqm_3223,L1,dent=2,2,1
full_context,tmqm_3224,L6,dent=1,1,1
full_context,tmqm_3224,L4,dent=1,1,1
full_context,tmqm_3225,L3,dent=1,1,1
full_context,tmqm_3225,L1,dent=1,1,1
full_context,tmqm_3226,L1,dent=2,2,0
full_context,tmqm_3227,L1,dent=1,1,1
full_context,tmqm_3227,L3,dent=1,1,1
full_context,tmqm_3228,L1,dent=1,1,1
full_context,tmqm_3228,L3,dent=1,1,1
full_context,tmqm_3229,L1,dent=2,2,1
full_context,tmqm_3230,L3,dent=2,2,0
full_context,tmqm_3231,L1,dent=2,2,0
full_context,tmqm_3232,L1,dent=1,1,1
full_context,tmqm_3232,L2,dent=1,1,1
full_context,tmqm_3233,L1,dent=2,2,1
full_context,tmqm_3234,L1,dent=2,2,1
full_context,tmqm_3235,L1,dent=1,1,0
full_context,tmqm_3235,L2,dent=1,1,1
full_context,tmqm_3236,L1,dent=2,2,1
full_context,tmqm_3237,L3,dent=1,1,1
full_context,tmqm_3237,L1,dent=1,1,1
full_context,tmqm_3238,L1,dent=2,2,1
full_context,tmqm_3239,L6,dent=2,2,1
full_context,tmqm_3240,L2,dent=1,1,0
full_context,tmqm_3240,L4,dent=1,1,1
full_context,tmqm_3241,L6,dent=1,1,1
full_context,tmqm_3241,L5,dent=1,1,1
full_context,tmqm_3242,L1,dent=2,2,1
full_context,tmqm_3243,L2,dent=2,2,1
full_context,tmqm_3244,L1,dent=2,2,0
full_context,tmqm_3245,L1,dent=2,2,1
full_context,tmqm_3246,L3,dent=1,1,1
full_context,tmqm_3246,L4,dent=1,1,1
full_context,tmqm_3247,L1,dent=1,1,1
full_context,tmqm_3247,L2,dent=1,1,0
full_context,tmqm_3248,L2,dent=1,1,1
full_context,tmqm_3248,L4,dent=1,1,0
full_context,tmqm_3249,L6,dent=2,2,1
full_context,tmqm_3250,L1,dent=2,2,1
full_context,tmqm_3251,L1,dent=1,1,1
full_context,tmqm_3251,L4,dent=1,1,1
full_context,tmqm_3252,L3,dent=2,2,0
full_context,tmqm_3253,L3,dent=1,1,1
full_context,tmqm_3253,L1,dent=1,1,1
full_context,tmqm_3254,L3,dent=1,1,1
full_context,tmqm_3254,L2,dent=1,1,1
full_context,tmqm_3255,L1,dent=1,1,1
full_context,tmqm_3255,L4,dent=1,1,1
full_context,tmqm_3256,L1,dent=2,2,0
full_context,tmqm_3257,L4,dent=1,1,1
full_context,tmqm_3257,L6,dent=1,1,0
full_context,tmqm_3258,L2,dent=2,2,1
full_context,tmqm_3259,L5,dent=1,1,1
full_context,tmqm_3259,L6,dent=1,1,1
full_context,tmqm_3260,L3,dent=1,1,1
full_context,tmqm_3260,L1,dent=1,1,1
full_context,tmqm_3261,L1,dent=2,2,1
full_context,tmqm_3262,L2,dent=2,2,1
full_context,tmqm_3263,L1,dent=2,2,0
full_context,tmqm_3264,L6,dent=2,2,1
full_context,tmqm_3265,L1,dent=2,2,1
full_context,tmqm_3266,L4,dent=2,2,1
full_context,tmqm_3267,L4,dent=1,1,1
full_context,tmqm_3267,L1,dent=1,1,1
full_context,tmqm_3268,L1,dent=2,2,1
full_context,tmqm_3269,L2,dent=2,2,1
full_context,tmqm_3270,L4,dent=1,1,0
full_context,tmqm_3270,L1,dent=1,1,1
full_context,tmqm_3271,L1,dent=2,2,1
full_context,tmqm_3272,L2,dent=1,1,0
full_context,tmqm_3272,L1,dent=1,1,0
full_context,tmqm_3273,L1,dent=2,2,0
full_context,tmqm_3274,L3,dent=1,1,1
full_context,tmqm_3274,L1,dent=1,1,1
full_context,tmqm_3275,L1,dent=2,2,1
full_context,tmqm_3276,L3,dent=1,1,1
full_context,tmqm_3276,L1,dent=1,1,1
full_context,tmqm_3277,L3,dent=2,2,1
full_context,tmqm_3278,L2,dent=1,1,1
full_context,tmqm_3278,L3,dent=1,1,1
full_context,tmqm_3279,L2,dent=1,1,1
full_context,tmqm_3279,L5,dent=1,1,1
full_context,tmqm_3280,L6,dent=2,2,1
full_context,tmqm_3281,L1,dent=2,2,1
full_context,tmqm_3282,L1,dent=2,2,0
full_context,tmqm_3283,L2,dent=1,1,1
full_context,tmqm_3283,L5,dent=1,1,1
full_context,tmqm_3284,L5,dent=1,1,1
full_context,tmqm_3284,L2,dent=1,1,1
full_context,tmqm_3285,L3,dent=1,1,1
full_context,tmqm_3285,L4,dent=1,1,1
full_context,tmqm_3286,L6,dent=1,1,1
full_context,tmqm_3286,L1,dent=1,1,0
full_context,tmqm_3287,L4,dent=1,1,1
full_context,tmqm_3287,L3,dent=1,1,1
full_context,tmqm_3288,L2,dent=1,1,1
full_context,tmqm_3288,L3,dent=1,1,1
full_context,tmqm_3289,L2,dent=2,2,1
full_context,tmqm_3290,L1,dent=2,2,0
full_context,tmqm_3291,L1,dent=1,1,1
full_context,tmqm_3291,L3,dent=1,1,1
full_context,tmqm_3292,L3,dent=1,1,1
full_context,tmqm_3292,L1,dent=1,1,1
full_context,tmqm_3293,L2,dent=1,1,1
full_context,tmqm_3293,L5,dent=1,1,1
full_context,tmqm_3294,L3,dent=2,2,1
full_context,tmqm_3295,L1,dent=2,2,0
full_context,tmqm_3296,L1,dent=1,1,1
full_context,tmqm_3296,L5,dent=1,1,1
full_context,tmqm_3297,L1,dent=1,1,1
full_context,tmqm_3297,L2,dent=1,1,1
full_context,tmqm_3298,L2,dent=1,1,1
full_context,tmqm_3298,L1,dent=1,1,1
full_context,tmqm_3299,L1,dent=2,2,1
full_context,tmqm_3300,L1,dent=1,1,1
full_context,tmqm_3300,L2,dent=1,1,0
full_context,tmqm_3301,L2,dent=2,2,1
full_context,tmqm_3302,L1,dent=2,2,1
full_context,tmqm_3303,L1,dent=1,1,1
full_context,tmqm_3303,L3,dent=1,1,1
full_context,tmqm_3304,L1,dent=2,2,1
full_context,tmqm_3305,L3,dent=1,1,1
full_context,tmqm_3305,L1,dent=1,1,1
full_context,tmqm_3306,L6,dent=2,2,1
full_context,tmqm_3307,L2,dent=2,2,1
full_context,tmqm_3308,L1,dent=2,2,1
full_context,tmqm_3309,L1,dent=2,2,1
full_context,tmqm_3310,L1,dent=1,1,1
full_context,tmqm_3310,L2,dent=1,1,1
full_context,tmqm_3311,L3,dent=2,2,0
full_context,tmqm_3312,L1,dent=2,2,0
full_context,tmqm_3313,L2,dent=2,2,1
full_context,tmqm_3314,L1,dent=1,1,0
full_context,tmqm_3314,L2,dent=1,1,1
full_context,tmqm_3315,L2,dent=1,1,1
full_context,tmqm_3315,L1,dent=1,1,1
full_context,tmqm_3316,L2,dent=2,2,0
full_context,tmqm_3317,L1,dent=2,2,0
full_context,tmqm_3318,L2,dent=2,2,1
full_context,tmqm_3319,L1,dent=2,2,1
full_context,tmqm_3320,L1,dent=1,1,1
full_context,tmqm_3320,L2,dent=1,1,1
full_context,tmqm_3321,L1,dent=2,2,0
full_context,tmqm_3322,L4,dent=2,2,0
full_context,tmqm_3323,L1,dent=2,2,1
full_context,tmqm_3324,L2,dent=2,2,1
full_context,tmqm_3325,L2,dent=1,1,0
full_context,tmqm_3325,L1,dent=1,1,0
full_context,tmqm_3326,L2,dent=1,1,1
full_context,tmqm_3326,L1,dent=1,1,1
full_context,tmqm_3327,L5,dent=1,1,1
full_context,tmqm_3327,L4,dent=1,1,1
full_context,tmqm_3328,L3,dent=1,1,0
full_context,tmqm_3328,L2,dent=1,1,1
full_context,tmqm_3329,L1,dent=1,1,1
full_context,tmqm_3329,L4,dent=1,1,1
full_context,tmqm_3330,L3,dent=1,1,1
full_context,tmqm_3330,L1,dent=1,1,1
full_context,tmqm_3331,L2,dent=2,2,1
full_context,tmqm_3332,L1,dent=1,1,1
full_context,tmqm_3332,L2,dent=1,1,1
full_context,tmqm_3333,L6,dent=1,1,1
full_context,tmqm_3333,L4,dent=1,1,1
full_context,tmqm_3334,L1,dent=1,1,0
full_context,tmqm_3334,L4,dent=1,1,1
full_context,tmqm_3335,L1,dent=2,2,1
full_context,tmqm_3336,L1,dent=2,2,1
full_context,tmqm_3337,L1,dent=2,2,1
full_context,tmqm_3338,L5,dent=1,1,1
full_context,tmqm_3338,L2,dent=1,1,1
full_context,tmqm_3339,L1,dent=1,1,1
full_context,tmqm_3339,L2,dent=1,1,1
full_context,tmqm_3340,L1,dent=1,1,1
full_context,tmqm_3340,L3,dent=1,1,1
full_context,tmqm_3341,L5,dent=1,1,1
full_context,tmqm_3341,L1,dent=1,1,1
full_context,tmqm_3342,L4,dent=2,2,0
full_context,tmqm_3343,L5,dent=2,2,1
full_context,tmqm_3344,L1,dent=1,1,1
full_context,tmqm_3344,L2,dent=1,1,1
full_context,tmqm_3345,L1,dent=1,1,1
full_context,tmqm_3345,L2,dent=1,1,1
full_context,tmqm_3346,L3,dent=2,2,1
full_context,tmqm_3347,L1,dent=2,2,1
full_context,tmqm_3348,L1,dent=2,2,1
full_context,tmqm_3349,L1,dent=2,2,1
full_context,tmqm_3350,L1,dent=2,2,1
full_context,tmqm_3351,L1,dent=2,2,1
full_context,tmqm_3352,L1,dent=2,2,1
full_context,tmqm_3353,L1,dent=2,2,1
full_context,tmqm_3354,L1,dent=2,2,1
full_context,tmqm_3355,L1,dent=2,2,0
full_context,tmqm_3356,L3,dent=1,1,1
full_context,tmqm_3356,L1,dent=1,1,1
full_context,tmqm_3357,L1,dent=2,2,1
full_context,tmqm_3358,L1,dent=2,2,1
full_context,tmqm_3359,L1,dent=2,2,0
full_context,tmqm_3360,L2,dent=2,2,1
full_context,tmqm_3361,L1,dent=2,2,1
full_context,tmqm_3362,L3,dent=1,1,1
full_context,tmqm_3362,L1,dent=1,1,1
full_context,tmqm_3363,L1,dent=2,2,1
full_context,tmqm_3364,L2,dent=2,2,1
full_context,tmqm_3365,L1,dent=2,2,1
full_context,tmqm_3366,L4,dent=1,1,1
full_context,tmqm_3366,L6,dent=1,1,0
full_context,tmqm_3367,L1,dent=1,1,1
full_context,tmqm_3367,L2,dent=1,1,1
full_context,tmqm_3368,L1,dent=1,1,1
full_context,tmqm_3368,L2,dent=1,1,1
full_context,tmqm_3369,L1,dent=2,2,0
full_context,tmqm_3370,L1,dent=2,2,1
full_context,tmqm_3371,L1,dent=2,2,1
full_context,tmqm_3372,L5,dent=1,1,1
full_context,tmqm_3372,L1,dent=1,1,1
full_context,tmqm_3373,L1,dent=2,2,1
full_context,tmqm_3374,L1,dent=2,2,1
full_context,tmqm_3375,L2,dent=2,2,0
full_context,tmqm_3376,L3,dent=1,1,1
full_context,tmqm_3376,L1,dent=1,1,1
full_context,tmqm_3377,L1,dent=2,2,1
full_context,tmqm_3378,L1,dent=2,2,1
full_context,tmqm_3379,L1,dent=2,2,0
full_context,tmqm_3380,L5,dent=2,2,0
full_context,tmqm_3381,L1,dent=1,1,1
full_context,tmqm_3381,L2,dent=1,1,1
full_context,tmqm_3382,L1,dent=2,2,0
full_context,tmqm_3383,L2,dent=2,2,0
full_context,tmqm_3384,L1,dent=1,1,1
full_context,tmqm_3384,L2,dent=1,1,1
full_context,tmqm_3385,L3,dent=1,1,1
full_context,tmqm_3385,L4,dent=1,1,1
full_context,tmqm_3386,L1,dent=1,1,1
full_context,tmqm_3386,L4,dent=1,1,1
full_context,tmqm_3387,L1,dent=2,2,0
full_context,tmqm_3388,L5,dent=1,1,1
full_context,tmqm_3388,L1,dent=1,1,0
full_context,tmqm_3389,L1,dent=1,1,1
full_context,tmqm_3389,L5,dent=1,1,1
full_context,tmqm_3390,L1,dent=2,2,1
full_context,tmqm_3391,L1,dent=2,2,1
full_context,tmqm_3392,L1,dent=1,1,1
full_context,tmqm_3392,L3,dent=1,1,1
full_context,tmqm_3393,L2,dent=1,1,1
full_context,tmqm_3393,L4,dent=1,1,1
full_context,tmqm_3394,L1,dent=2,2,1
full_context,tmqm_3395,L2,dent=1,1,1
full_context,tmqm_3396,L1,dent=2,2,0
full_context,tmqm_3397,L1,dent=2,2,1
full_context,tmqm_3398,L2,dent=1,1,1
full_context,tmqm_3398,L3,dent=1,1,1
full_context,tmqm_3399,L5,dent=1,1,1
full_context,tmqm_3399,L4,dent=1,1,1
full_context,tmqm_3400,L2,dent=1,1,1
full_context,tmqm_3400,L3,dent=1,1,1
full_context,tmqm_3401,L1,dent=2,2,0
full_context,tmqm_3402,L1,dent=2,2,1
full_context,tmqm_3403,L2,dent=1,1,0
full_context,tmqm_3403,L1,dent=1,1,1
full_context,tmqm_3404,L5,dent=1,1,1
full_context,tmqm_3404,L4,dent=1,1,1
full_context,tmqm_3405,L1,dent=2,2,0
full_context,tmqm_3406,L1,dent=2,2,0
full_context,tmqm_3407,L3,dent=1,1,1
full_context,tmqm_3407,L1,dent=1,1,0
full_context,tmqm_3408,L1,dent=1,1,1
full_context,tmqm_3408,L3,dent=1,1,0
full_context,tmqm_3409,L1,dent=1,1,1
full_context,tmqm_3409,L2,dent=1,1,1
full_context,tmqm_3410,L1,dent=2,2,1
full_context,tmqm_3411,L1,dent=1,1,0
full_context,tmqm_3411,L2,dent=1,1,0
full_context,tmqm_3412,L2,dent=1,1,1
full_context,tmqm_3412,L3,dent=1,1,1
full_context,tmqm_3413,L2,dent=2,2,0
full_context,tmqm_3414,L1,dent=1,1,1
full_context,tmqm_3414,L5,dent=1,1,1
full_context,tmqm_3415,L1,dent=2,2,1
full_context,tmqm_3416,L5,dent=1,1,1
full_context,tmqm_3416,L3,dent=1,1,1
full_context,tmqm_3417,L2,dent=2,2,1
full_context,tmqm_3418,L1,dent=2,2,0
full_context,tmqm_3419,L1,dent=2,2,1
full_context,tmqm_3420,L1,dent=1,1,1
full_context,tmqm_3420,L4,dent=1,1,1
full_context,tmqm_3421,L1,dent=1,1,1
full_context,tmqm_3421,L2,dent=1,1,0
full_context,tmqm_3422,L5,dent=2,2,1
full_context,tmqm_3423,L3,dent=1,1,1
full_context,tmqm_3423,L2,dent=1,1,1
full_context,tmqm_3424,L1,dent=1,1,1
full_context,tmqm_3424,L2,dent=1,1,1
full_context,tmqm_3425,L2,dent=1,1,0
full_context,tmqm_3425,L1,dent=1,1,1
full_context,tmqm_3426,L1,dent=2,2,1
full_context,tmqm_3427,L2,dent=2,2,1
full_context,tmqm_3428,L1,dent=1,1,0
full_context,tmqm_3428,L3,dent=1,1,1
full_context,tmqm_3429,L5,dent=2,2,0
full_context,tmqm_3430,L2,dent=1,1,1
full_context,tmqm_3430,L1,dent=1,1,0
full_context,tmqm_3431,L1,dent=1,1,1
full_context,tmqm_3431,L3,dent=1,1,1
full_context,tmqm_3432,L4,dent=1,1,0
full_context,tmqm_3432,L1,dent=1,1,1
full_context,tmqm_3433,L1,dent=1,1,0
full_context,tmqm_3433,L5,dent=1,1,1
full_context,tmqm_3434,L3,dent=1,1,1
full_context,tmqm_3434,L1,dent=1,1,1
full_context,tmqm_3435,L5,dent=1,1,1
full_context,tmqm_3435,L4,dent=1,1,1
full_context,tmqm_3436,L1,dent=1,1,1
full_context,tmqm_3436,L4,dent=1,1,1
full_context,tmqm_3437,L1,dent=2,2,1
full_context,tmqm_3438,L1,dent=1,1,0
full_context,tmqm_3438,L4,dent=1,1,1
full_context,tmqm_3439,L1,dent=1,1,1
full_context,tmqm_3439,L5,dent=1,1,1
full_context,tmqm_3440,L1,dent=1,1,1
full_context,tmqm_3440,L4,dent=1,1,1
full_context,tmqm_3441,L2,dent=1,1,1
full_context,tmqm_3441,L1,dent=1,1,0
full_context,tmqm_3442,L2,dent=1,1,1
full_context,tmqm_3442,L1,dent=1,1,1
full_context,tmqm_3443,L3,dent=1,1,1
full_context,tmqm_3443,L4,dent=1,1,1
full_context,tmqm_3444,L2,dent=2,2,1
full_context,tmqm_3445,L1,dent=1,1,1
full_context,tmqm_3445,L2,dent=1,1,0
full_context,tmqm_3446,L4,dent=1,1,1
full_context,tmqm_3446,L3,dent=1,1,1
full_context,tmqm_3447,L1,dent=2,2,0
full_context,tmqm_3448,L1,dent=2,2,1
full_context,tmqm_3449,L1,dent=1,1,1
full_context,tmqm_3449,L2,dent=1,1,1
full_context,tmqm_3450,L4,dent=1,1,0
full_context,tmqm_3450,L1,dent=1,1,1
full_context,tmqm_3451,L1,dent=2,2,1
full_context,tmqm_3452,L1,dent=2,2,0
full_context,tmqm_3453,L2,dent=1,1,1
full_context,tmqm_3454,L2,dent=2,2,1
full_context,tmqm_3455,L1,dent=2,2,1
full_context,tmqm_3456,L1,dent=2,2,0
full_context,tmqm_3457,L2,dent=2,2,1
full_context,tmqm_3458,L1,dent=2,2,0
full_context,tmqm_3459,L2,dent=1,1,1
full_context,tmqm_3459,L1,dent=1,1,1
full_context,tmqm_3460,L1,dent=2,2,0
full_context,tmqm_3461,L1,dent=1,1,0
full_context,tmqm_3461,L4,dent=1,1,1
full_context,tmqm_3462,L5,dent=1,1,1
full_context,tmqm_3462,L4,dent=1,1,1
full_context,tmqm_3463,L1,dent=1,1,1
full_context,tmqm_3463,L4,dent=1,1,1
full_context,tmqm_3464,L1,dent=2,2,1
full_context,tmqm_3465,L2,dent=1,1,0
full_context,tmqm_3465,L3,dent=1,1,1
full_context,tmqm_3466,L2,dent=1,1,1
full_context,tmqm_3466,L1,dent=1,1,0
full_context,tmqm_3467,L2,dent=1,1,0
full_context,tmqm_3467,L1,dent=1,1,1
full_context,tmqm_3468,L2,dent=1,1,1
full_context,tmqm_3468,L3,dent=1,1,1
full_context,tmqm_3469,L3,dent=2,2,1
full_context,tmqm_3470,L3,dent=2,2,0
full_context,tmqm_3471,L1,dent=2,2,0
full_context,tmqm_3472,L1,dent=2,2,1
full_context,tmqm_3473,L1,dent=2,2,0
full_context,tmqm_3474,L2,dent=1,1,1
full_context,tmqm_3474,L1,dent=1,1,1
full_context,tmqm_3475,L3,dent=1,1,0
full_context,tmqm_3475,L2,dent=1,1,1
full_context,tmqm_3476,L1,dent=2,2,1
full_context,tmqm_3477,L1,dent=2,2,1
full_context,tmqm_3478,L1,dent=2,2,1
full_context,tmqm_3479,L1,dent=2,2,1
full_context,tmqm_3480,L5,dent=2,2,1
full_context,tmqm_3481,L1,dent=2,2,1
full_context,tmqm_3482,L1,dent=2,2,1
full_context,tmqm_3483,L1,dent=2,2,1
full_context,tmqm_3484,L1,dent=1,1,1
full_context,tmqm_3484,L3,dent=1,1,1
full_context,tmqm_3485,L1,dent=1,1,1
full_context,tmqm_3485,L5,dent=1,1,1
full_context,tmqm_3486,L1,dent=1,1,1
full_context,tmqm_3486,L2,dent=1,1,1
full_context,tmqm_3487,L1,dent=2,2,1
full_context,tmqm_3488,L1,dent=2,2,1
full_context,tmqm_3489,L1,dent=1,1,1
full_context,tmqm_3489,L3,dent=1,1,1
full_context,tmqm_3490,L1,dent=2,2,1
full_context,tmqm_3491,L5,dent=1,1,1
full_context,tmqm_3491,L1,dent=1,1,1
full_context,tmqm_3492,L1,dent=1,1,0
full_context,tmqm_3492,L2,dent=1,1,1
full_context,tmqm_3493,L3,dent=1,1,1
full_context,tmqm_3493,L2,dent=1,1,1
full_context,tmqm_3494,L1,dent=2,2,0
full_context,tmqm_3495,L1,dent=2,2,1
full_context,tmqm_3496,L2,dent=1,1,1
full_context,tmqm_3496,L1,dent=1,1,1
full_context,tmqm_3497,L1,dent=2,2,1
full_context,tmqm_3498,L1,dent=2,2,1
full_context,tmqm_3499,L2,dent=2,2,0
full_context,tmqm_3500,L1,dent=2,2,1
full_context,tmqm_3501,L1,dent=2,2,1
full_context,tmqm_3502,L1,dent=2,2,1
full_context,tmqm_3503,L1,dent=2,2,1
full_context,tmqm_3504,L1,dent=2,2,1
full_context,tmqm_3505,L1,dent=1,1,1
full_context,tmqm_3505,L3,dent=1,1,1
full_context,tmqm_3506,L2,dent=1,1,0
full_context,tmqm_3506,L1,dent=1,1,0
full_context,tmqm_3507,L1,dent=2,2,1
full_context,tmqm_3508,L1,dent=2,2,1
full_context,tmqm_3509,L1,dent=2,2,0
full_context,tmqm_3510,L1,dent=1,1,1
full_context,tmqm_3510,L4,dent=1,1,1
full_context,tmqm_3511,L5,dent=1,1,0
full_context,tmqm_3511,L1,dent=1,1,1
full_context,tmqm_3512,L1,dent=2,2,0
full_context,tmqm_3513,L3,dent=2,2,0
full_context,tmqm_3514,L1,dent=1,1,1
full_context,tmqm_3514,L5,dent=1,1,1
full_context,tmqm_3515,L1,dent=1,1,1
full_context,tmqm_3515,L3,dent=1,1,1
full_context,tmqm_3516,L1,dent=2,2,1
full_context,tmqm_3517,L1,dent=2,2,1
full_context,tmqm_3518,L5,dent=1,1,1
full_context,tmqm_3518,L4,dent=1,1,1
full_context,tmqm_3519,L3,dent=1,1,1
full_context,tmqm_3519,L1,dent=1,1,1
full_context,tmqm_3520,L3,dent=2,2,1
full_context,tmqm_3521,L3,dent=1,1,0
full_context,tmqm_3521,L1,dent=1,1,1
full_context,tmqm_3522,L1,dent=2,2,1
full_context,tmqm_3523,L3,dent=1,1,1
full_context,tmqm_3523,L1,dent=1,1,1
