refcode,n_metals,is_polymeric,has_disorder,old_record_generated,scope_class
SAYYOG,2,False,False,True,molecular_multinuclear_supported
GUNWAQ,3,True,False,True,molecular_multinuclear_supported
WIZFER,2,False,False,True,molecular_multinuclear_supported
LOXYOO,2,True,False,True,molecular_multinuclear_supported
HOCSUN,4,False,False,True,molecular_multinuclear_supported
PUKFEG,2,False,False,True,molecular_multinuclear_supported
KERKAV,6,True,False,True,molecular_multinuclear_supported
UTOVUV,4,False,False,False,molecular_multinuclear_supported
JITHOJ,3,False,False,True,molecular_multinuclear_supported
YUBQUI01,5,True,False,True,molecular_multinuclear_supported
TEHMAV,3,True,True,True,molecular_multinuclear_supported
NIXSOF,6,True,False,False,molecular_multinuclear_supported
QALTON,2,False,True,True,molecular_multinuclear_supported
ULOFUX,3,True,False,True,molecular_multinuclear_supported
YACSIG,8,False,True,True,molecular_multinuclear_supported
IJIGEQ,13,True,True,False,polymeric_or_extended_future_scope
MACGAZ,2,True,False,True,molecular_multinuclear_supported
VEHPAD,2,True,False,True,molecular_multinuclear_supported
MOTKUE,16,False,True,False,polymeric_or_extended_future_scope
UDAKUJ,3,False,True,True,molecular_multinuclear_supported
CUDQAU,17,True,False,False,polymeric_or_extended_future_scope
HUJDEX,14,False,True,False,polymeric_or_extended_future_scope
SARKOO,2,False,True,True,molecular_multinuclear_supported
ZIYROQ,2,False,False,True,molecular_multinuclear_supported
FOCVIG,2,False,True,True,molecular_multinuclear_supported
URIPIV,3,True,False,True,molecular_multinuclear_supported
ICOYUY,4,False,True,False,molecular_multinuclear_supported
PUSBEM08,3,True,False,True,molecular_multinuclear_supported
CENDEE01,2,False,False,True,molecular_multinuclear_supported
NIDDIP02,7,True,True,True,molecular_multinuclear_supported
YIQPUK,2,False,False,True,molecular_multinuclear_supported
QAPPUT,7,True,False,True,molecular_multinuclear_supported
SADYAA,2,False,True,True,molecular_multinuclear_supported
ESOJEB,19,True,True,False,polymeric_or_extended_future_scope
FENMIU,2,False,False,True,molecular_multinuclear_supported
MOKXOD,3,False,False,True,molecular_multinuclear_supported
PATDAQ,6,True,False,True,molecular_multinuclear_supported
MOWWOM,2,False,False,True,molecular_multinuclear_supported
NELCUF,6,False,True,True,molecular_multinuclear_supported
HOJGIX,2,False,True,True,molecular_multinuclear_supported
MODMUN,21,True,True,False,polymeric_or_extended_future_scope
QITXEW02,3,False,True,True,molecular_multinuclear_supported
QAFFIP,2,False,False,True,molecular_multinuclear_supported
MEHGIP,2,False,False,True,molecular_multinuclear_supported
WAYRAT,4,False,True,True,molecular_multinuclear_supported
IDUYOW,3,False,False,True,molecular_multinuclear_supported
POSSAR,3,False,False,True,molecular_multinuclear_supported
IVIGIE,2,False,False,True,molecular_multinuclear_supported
HOYROC,4,False,True,True,molecular_multinuclear_supported
BOGDEK,6,False,True,True,molecular_multinuclear_supported
IQEZAF,4,True,True,True,molecular_multinuclear_supported
AVONAD03,5,True,True,True,molecular_multinuclear_supported
KAPBAF,3,False,True,True,molecular_multinuclear_supported
TITMAO,27,True,True,False,polymeric_or_extended_future_scope
MEYPUB,2,False,False,True,molecular_multinuclear_supported
WEKXUG,3,False,False,True,molecular_multinuclear_supported
QEMKOJ,3,False,False,True,molecular_multinuclear_supported
XUSVUF,2,False,True,False,molecular_multinuclear_supported
EFOYOR,4,False,False,True,molecular_multinuclear_supported
MOXQUP,3,False,False,True,molecular_multinuclear_supported
ZNCROC,2,True,False,True,molecular_multinuclear_supported
XOMDOU,6,False,False,True,molecular_multinuclear_supported
IWUZAC,7,True,False,True,molecular_multinuclear_supported
JANMOB,2,False,False,False,ambiguous_bonding_uncertain
RUWYUF,4,False,True,False,molecular_multinuclear_supported
OBUMUX,2,False,False,True,molecular_multinuclear_supported
FAZQEF,2,False,True,True,molecular_multinuclear_supported
HOSMUZ,2,False,False,True,molecular_multinuclear_supported
OFABOP,4,False,False,True,molecular_multinuclear_supported
TAKGUK,5,True,True,True,molecular_multinuclear_supported
XEHXUD,2,False,False,True,molecular_multinuclear_supported
YINHEL,2,True,False,True,molecular_multinuclear_supported
FEXWOV,2,False,False,True,molecular_multinuclear_supported
KEBYEV,3,False,False,False,molecular_multinuclear_supported
PAGSIB,2,False,False,True,molecular_multinuclear_supported
YEQLIS,18,False,True,False,polymeric_or_extended_future_scope
MUZXUA,2,False,False,True,molecular_multinuclear_supported
MURVUR,2,True,True,True,molecular_multinuclear_supported
RUZSAK,4,True,True,True,molecular_multinuclear_supported
GIGPOD,6,False,False,True,molecular_multinuclear_supported
FAJLUY,2,False,True,True,molecular_multinuclear_supported
MPECFE,2,False,False,True,molecular_multinuclear_supported
HULKIL,4,False,False,False,molecular_multinuclear_supported
WONBAD,6,True,True,True,molecular_multinuclear_supported
CIRPOM,2,False,False,True,molecular_multinuclear_supported
DOHXEG,2,True,True,True,molecular_multinuclear_supported
GIXVAN,2,False,True,True,molecular_multinuclear_supported
AFAPOP,5,True,False,True,molecular_multinuclear_supported
FONBOB,2,False,False,True,molecular_multinuclear_supported
QURCEN,24,False,True,False,polymeric_or_extended_future_scope
JALSIB,4,False,False,True,molecular_multinuclear_supported
NIGTEE,4,False,True,True,molecular_multinuclear_supported
ITOQIT,12,False,False,True,molecular_multinuclear_supported
DAHGEA,4,False,True,True,molecular_multinuclear_supported
HIGKEQ01,2,False,False,True,molecular_multinuclear_supported
LAGRET,8,True,True,True,molecular_multinuclear_supported
JEGJOU01,3,True,False,True,molecular_multinuclear_supported
RUGWAV,10,True,True,True,molecular_multinuclear_supported
XINKAH,2,True,False,True,molecular_multinuclear_supported
KEJXUU,4,False,True,True,molecular_multinuclear_supported
SOFNUZ,7,True,True,True,molecular_multinuclear_supported
UHORAK,4,False,True,True,molecular_multinuclear_supported
QUHHUA,9,True,True,True,molecular_multinuclear_supported
QAGYEE,3,True,True,True,molecular_multinuclear_supported
HOHMUO,2,True,True,True,molecular_multinuclear_supported
COPZAJ,2,False,False,True,molecular_multinuclear_supported
LOLDOH,2,False,False,False,molecular_multinuclear_supported
LOQWAT,3,True,True,True,molecular_multinuclear_supported
KUDPUX,14,False,False,False,polymeric_or_extended_future_scope
FAYPOM,8,True,True,True,molecular_multinuclear_supported
WAJLUQ,3,False,True,True,molecular_multinuclear_supported
JORRIR10,2,False,True,True,molecular_multinuclear_supported
ULODOQ,12,False,True,True,molecular_multinuclear_supported
DOTVEQ,4,False,True,True,molecular_multinuclear_supported
TASSAK,25,False,True,False,polymeric_or_extended_future_scope
IJUYAN,2,False,True,True,molecular_multinuclear_supported
HIFGUA,4,False,True,True,molecular_multinuclear_supported
PAMBEL,3,True,False,True,molecular_multinuclear_supported
GOKFAN,4,True,False,True,molecular_multinuclear_supported
TURXOX,3,True,False,True,molecular_multinuclear_supported
INISIK,3,True,False,True,molecular_multinuclear_supported
MICWED,4,False,False,True,molecular_multinuclear_supported
NIZNIV,12,False,False,True,molecular_multinuclear_supported
BUFKUL,2,False,False,True,molecular_multinuclear_supported
WOCHUS,7,True,False,True,molecular_multinuclear_supported
VEJNUU,2,False,False,False,ambiguous_bonding_uncertain
OMITUB,38,True,True,False,polymeric_or_extended_future_scope
YOPCIS,9,True,True,True,molecular_multinuclear_supported
CPCNCB,2,False,True,True,molecular_multinuclear_supported
EMANEN03,2,False,False,True,molecular_multinuclear_supported
IVURUM,3,False,True,True,molecular_multinuclear_supported
CBUPRH,2,False,True,False,molecular_multinuclear_supported
UBOREI,2,False,False,True,molecular_multinuclear_supported
ETOREN,2,False,True,True,molecular_multinuclear_supported
IBAGID,2,False,True,True,molecular_multinuclear_supported
YOWLON,19,True,True,False,polymeric_or_extended_future_scope
XUYPIQ02,2,False,False,False,ambiguous_bonding_uncertain
DEJYOG,2,False,False,True,molecular_multinuclear_supported
TIMMUY,2,True,True,True,molecular_multinuclear_supported
GIXWUG,2,True,False,True,molecular_multinuclear_supported
JANZOQ,3,True,False,True,molecular_multinuclear_supported
SUKQIY,3,False,True,True,molecular_multinuclear_supported
WUDMER,8,True,False,True,molecular_multinuclear_supported
GEKJIQ,4,False,True,True,molecular_multinuclear_supported
GATJIU10,3,False,False,True,molecular_multinuclear_supported
DEFGIG,2,False,True,True,molecular_multinuclear_supported
ETIXUC,7,True,True,True,molecular_multinuclear_supported
YANXAO,4,True,True,True,molecular_multinuclear_supported
DULHOK,7,True,True,False,molecular_multinuclear_supported
XEBZIO,2,False,True,True,molecular_multinuclear_supported
VUTKEB,3,False,False,True,molecular_multinuclear_supported
XIZPII01,3,True,False,True,molecular_multinuclear_supported
YOFKAF,2,False,True,True,molecular_multinuclear_supported
BEGWOZ,2,False,False,True,molecular_multinuclear_supported
XEHQUY,2,False,False,True,molecular_multinuclear_supported
EBIROY,6,True,False,True,molecular_multinuclear_supported
VUKYIL,6,True,False,True,molecular_multinuclear_supported
GUFLAW,2,False,False,True,molecular_multinuclear_supported
VEJYUF,5,True,True,True,molecular_multinuclear_supported
MAZFAW,2,False,True,False,disorder_or_partial_occupancy
ABEZOW,2,False,False,True,molecular_multinuclear_supported
ERIMAT,4,False,False,False,ambiguous_bonding_uncertain
KURPIX,2,False,True,True,molecular_multinuclear_supported
BCPDMN,2,False,False,True,molecular_multinuclear_supported
GUQVAS,2,False,True,True,molecular_multinuclear_supported
CEZWOV,2,False,False,True,molecular_multinuclear_supported
DUJMIH,2,False,False,True,molecular_multinuclear_supported
YOXZUH,12,False,True,True,molecular_multinuclear_supported
YEXJUH,4,False,False,True,molecular_multinuclear_supported
YAXYUV01,2,False,True,True,molecular_multinuclear_supported
HXPAUP,4,False,False,True,molecular_multinuclear_supported
WODKUZ,3,False,True,True,molecular_multinuclear_supported
HUQCOO,4,False,True,True,molecular_multinuclear_supported
ZAYLUJ,6,False,True,True,molecular_multinuclear_supported
HEBVIW,2,False,False,False,ambiguous_bonding_uncertain
RUFWIA,2,False,False,True,molecular_multinuclear_supported
HAJRAO,4,True,True,True,molecular_multinuclear_supported
SEMXER,32,False,True,False,polymeric_or_extended_future_scope
MAVLOO,2,False,True,True,molecular_multinuclear_supported
KIZPAN,4,False,False,True,molecular_multinuclear_supported
RIRDAA,2,False,False,True,molecular_multinuclear_supported
YOSPUV,3,True,False,True,molecular_multinuclear_supported
QUVPIH,2,False,True,True,molecular_multinuclear_supported
IHOKOI,2,False,False,True,molecular_multinuclear_supported
PIMFAU,5,False,True,True,molecular_multinuclear_supported
WUQYIU,2,False,True,True,molecular_multinuclear_supported
REQZIY,2,False,False,True,molecular_multinuclear_supported
QAWWUK,4,True,False,True,molecular_multinuclear_supported
XECTIK,3,False,False,True,molecular_multinuclear_supported
FAQLIT01,2,False,True,True,molecular_multinuclear_supported
HUXTUT,2,False,False,True,molecular_multinuclear_supported
GALTOD,5,True,False,True,molecular_multinuclear_supported
MAMQIA,3,False,False,True,molecular_multinuclear_supported
PIBKOE,2,True,False,True,molecular_multinuclear_supported
HIMTEE,2,False,False,False,molecular_multinuclear_supported
GUCXAF,30,False,True,False,polymeric_or_extended_future_scope
NOJYAM,2,False,False,True,molecular_multinuclear_supported
RIXCIL,2,True,False,True,molecular_multinuclear_supported
AQIPUM,2,True,False,True,molecular_multinuclear_supported
EMOSUV01,2,True,False,True,molecular_multinuclear_supported
MURFIQ,3,True,False,True,molecular_multinuclear_supported
ADAMOJ06,2,False,True,True,molecular_multinuclear_supported
INEWOO,10,False,True,False,molecular_multinuclear_supported
TIZGOA01,22,False,False,False,polymeric_or_extended_future_scope
QEBBUY,16,False,True,False,polymeric_or_extended_future_scope
ZUMVIM,6,False,True,True,molecular_multinuclear_supported
BIRMUK,2,False,False,True,molecular_multinuclear_supported
IFAPAH,2,True,False,True,molecular_multinuclear_supported
XOVLEA,2,False,False,True,molecular_multinuclear_supported
RUYHUS,6,True,True,True,molecular_multinuclear_supported
VOJGUW,2,False,False,True,molecular_multinuclear_supported
TAXXUP,6,True,True,True,molecular_multinuclear_supported
VEYQEX,2,False,True,True,molecular_multinuclear_supported
CABKAS,2,False,False,True,molecular_multinuclear_supported
QONKIQ19,8,True,True,True,molecular_multinuclear_supported
MTCAZN02,2,False,False,True,molecular_multinuclear_supported
ALAXOC,2,False,False,True,molecular_multinuclear_supported
TONJOY,2,True,True,True,molecular_multinuclear_supported
NALYII,2,False,False,True,molecular_multinuclear_supported
VIZQEA,4,False,False,True,molecular_multinuclear_supported
KABMEI,2,False,False,False,ambiguous_bonding_uncertain
FUYYUV,2,False,False,True,molecular_multinuclear_supported
IQEGOA,4,False,False,True,molecular_multinuclear_supported
XOBBUO,6,True,True,True,molecular_multinuclear_supported
EBAXEL,2,False,True,True,molecular_multinuclear_supported
QOLHOP,2,False,False,True,molecular_multinuclear_supported
COBGEF,4,False,False,True,molecular_multinuclear_supported
FANKUC,2,False,False,True,molecular_multinuclear_supported
GOCXAY,4,True,False,True,molecular_multinuclear_supported
BAJJOM,2,False,True,True,molecular_multinuclear_supported
NADJUZ,4,False,True,True,molecular_multinuclear_supported
LUSCEK,4,True,False,True,molecular_multinuclear_supported
JUGXAN,3,False,True,True,molecular_multinuclear_supported
TASBEU,2,False,False,True,molecular_multinuclear_supported
GAQJUE,2,True,False,True,molecular_multinuclear_supported
NURXOO,5,True,False,True,molecular_multinuclear_supported
SAGRIF,2,False,False,True,molecular_multinuclear_supported
QOXNOG,4,False,False,False,ambiguous_bonding_uncertain
TACWON,2,True,False,True,molecular_multinuclear_supported
XURKOL,2,False,True,True,molecular_multinuclear_supported
MOHMEE17,8,True,False,True,molecular_multinuclear_supported
GAKMEL,2,False,True,True,molecular_multinuclear_supported
BIQBUB,2,False,True,True,molecular_multinuclear_supported
EQEVON,3,True,True,True,molecular_multinuclear_supported
EMOSOP,5,True,False,True,molecular_multinuclear_supported
NUVFIT,2,False,False,True,molecular_multinuclear_supported
QINMUY,2,False,True,True,molecular_multinuclear_supported
YUDTIA,2,True,False,True,molecular_multinuclear_supported
GUJGUN,2,False,True,False,molecular_multinuclear_supported
TISHUY,2,False,False,False,molecular_multinuclear_supported
DIWGUL,4,False,False,True,molecular_multinuclear_supported
CAVLIV,6,True,False,True,molecular_multinuclear_supported
ZUTMIN,19,True,True,False,polymeric_or_extended_future_scope
QUFZOI,9,False,True,True,molecular_multinuclear_supported
BAMREO,3,False,True,True,molecular_multinuclear_supported
KOCQOL,24,False,True,False,polymeric_or_extended_future_scope
IXEJIH,2,False,True,True,molecular_multinuclear_supported
ELEQER,2,False,False,True,molecular_multinuclear_supported
MENDER,2,False,True,True,molecular_multinuclear_supported
VEGBES,2,True,False,True,molecular_multinuclear_supported
WAWCEC,4,False,False,True,molecular_multinuclear_supported
FEGNOX,3,True,True,True,molecular_multinuclear_supported
ICIZID,5,True,False,True,molecular_multinuclear_supported
WEJFAU,2,False,False,True,molecular_multinuclear_supported
WUDCEH,8,True,True,True,molecular_multinuclear_supported
EBIYIZ,3,True,False,True,molecular_multinuclear_supported
QOMSES,7,False,False,True,molecular_multinuclear_supported
DUDPAU,2,False,False,True,molecular_multinuclear_supported
XEVZAZ,2,False,True,True,molecular_multinuclear_supported
KEVCEW,4,True,False,True,molecular_multinuclear_supported
QOYKOG,22,False,True,False,polymeric_or_extended_future_scope
VUFJEO,2,False,False,True,molecular_multinuclear_supported
GAHDAU,3,False,False,True,molecular_multinuclear_supported
IXELON,3,True,True,True,molecular_multinuclear_supported
ABAJOG,2,False,False,True,molecular_multinuclear_supported
TUMGUE,2,False,False,True,molecular_multinuclear_supported
ESULOW,3,False,True,True,molecular_multinuclear_supported
HIWMOT,4,False,False,True,molecular_multinuclear_supported
ONIBET,3,False,True,False,molecular_multinuclear_supported
UXUBEX,4,False,False,True,molecular_multinuclear_supported
WEYWIH,3,False,False,True,molecular_multinuclear_supported
POSPUI,4,False,False,True,molecular_multinuclear_supported
REBXIG,2,False,False,True,molecular_multinuclear_supported
WEXZIJ03,3,True,True,True,molecular_multinuclear_supported
GITLUQ,2,False,False,True,molecular_multinuclear_supported
ZAZFIS,6,False,True,False,molecular_multinuclear_supported
JODYIO,2,False,False,True,molecular_multinuclear_supported
VIWKOD,8,True,False,True,molecular_multinuclear_supported
LEPWEL,6,True,True,True,molecular_multinuclear_supported
KORFEG,6,True,True,False,molecular_multinuclear_supported
XANPOS01,2,False,False,True,molecular_multinuclear_supported
NOKRUE,3,True,True,True,molecular_multinuclear_supported
REWVIC,2,False,False,True,molecular_multinuclear_supported
YUJPOI,2,False,False,True,molecular_multinuclear_supported
EFAVUD,4,False,False,True,molecular_multinuclear_supported
POHCAT,4,False,True,True,molecular_multinuclear_supported
PICFOX,2,False,False,True,molecular_multinuclear_supported
KUVRUO,2,False,False,True,molecular_multinuclear_supported
MERWOW,8,False,False,True,molecular_multinuclear_supported
TEXSEV,6,False,True,False,molecular_multinuclear_supported
UGEJOJ,2,False,True,True,molecular_multinuclear_supported
ITERUV,6,False,False,False,molecular_multinuclear_supported
JAYSEK,2,True,True,True,molecular_multinuclear_supported
NOPXUO,6,False,True,False,molecular_multinuclear_supported
ISAKUK,18,True,True,False,polymeric_or_extended_future_scope
QEMXUF09,3,True,False,True,molecular_multinuclear_supported
SALRII,7,False,True,True,molecular_multinuclear_supported
WEYNUM,2,False,True,True,molecular_multinuclear_supported
LUXDOX,6,False,False,False,molecular_multinuclear_supported
LAQJUI,5,True,False,True,molecular_multinuclear_supported
HEWWEO,17,True,True,False,polymeric_or_extended_future_scope
SAQTUA,2,False,True,True,molecular_multinuclear_supported
ZECBER,2,False,False,True,molecular_multinuclear_supported
VASVUK,2,True,False,True,molecular_multinuclear_supported
CASMAK,2,False,False,True,molecular_multinuclear_supported
JUFZER,11,True,False,False,molecular_multinuclear_supported
ORUMIY,2,False,False,True,molecular_multinuclear_supported
ZIQSUN,8,False,False,True,molecular_multinuclear_supported
HUXWAY,11,True,True,True,molecular_multinuclear_supported
KEGGIQ,8,False,True,True,molecular_multinuclear_supported
PYDAMN03,5,True,False,False,molecular_multinuclear_supported
UCAFUZ,5,True,True,True,molecular_multinuclear_supported
FATGOZ,3,True,False,True,molecular_multinuclear_supported
ZIYBES,2,False,False,True,molecular_multinuclear_supported
MEGVIH,3,False,False,True,molecular_multinuclear_supported
LAJPUH,2,False,True,True,molecular_multinuclear_supported
VAFGUE,2,True,False,True,molecular_multinuclear_supported
FARYAZ,3,True,False,True,molecular_multinuclear_supported
DIKZED,7,True,False,True,molecular_multinuclear_supported
TISCUV,2,False,False,True,molecular_multinuclear_supported
ILELOD,12,True,True,False,molecular_multinuclear_supported
RUTBUG,2,False,False,True,molecular_multinuclear_supported
XOQBOW,14,False,False,False,polymeric_or_extended_future_scope
KUSLIV,4,False,False,False,molecular_multinuclear_supported
LIMLID,17,False,False,False,polymeric_or_extended_future_scope
JOFHOF,2,False,True,True,molecular_multinuclear_supported
ZETVAV,2,False,False,True,molecular_multinuclear_supported
UCICAM,3,True,False,True,molecular_multinuclear_supported
PAQFAR,6,False,False,True,molecular_multinuclear_supported
KUWNOI,4,False,False,True,molecular_multinuclear_supported
GUXSAV,2,False,True,False,disorder_or_partial_occupancy
SIWBAF,2,False,True,True,molecular_multinuclear_supported
OBAXIY,2,False,True,True,molecular_multinuclear_supported
BELTET,2,False,False,False,molecular_multinuclear_supported
XESTIB,2,False,False,False,ambiguous_bonding_uncertain
ZAZFUB,5,False,False,True,molecular_multinuclear_supported
OLAFAJ,2,False,False,True,molecular_multinuclear_supported
CILMIU26,28,True,False,False,polymeric_or_extended_future_scope
FAQGUC,4,False,True,True,molecular_multinuclear_supported
DOXYUO,2,False,False,True,molecular_multinuclear_supported
QIBDAK,2,True,False,True,molecular_multinuclear_supported
XULVAE,4,False,False,True,molecular_multinuclear_supported
MIVQEO,2,False,False,True,molecular_multinuclear_supported
HEDZUM,2,False,False,True,molecular_multinuclear_supported
CUJZAK,5,True,False,True,molecular_multinuclear_supported
WOBCOF,2,False,True,True,molecular_multinuclear_supported
JURYEE,2,False,False,True,molecular_multinuclear_supported
BETFIS,2,False,False,True,molecular_multinuclear_supported
YUWGUV,6,True,True,True,molecular_multinuclear_supported
KAZLIK,2,True,False,True,molecular_multinuclear_supported
UDUZUP,3,True,True,True,molecular_multinuclear_supported
HAYWIQ,2,False,False,True,molecular_multinuclear_supported
QOYVUV,2,False,False,True,molecular_multinuclear_supported
GEWNAZ01,2,False,False,True,molecular_multinuclear_supported
HEPPUR,14,False,True,False,polymeric_or_extended_future_scope
SEKLUQ,2,False,False,True,molecular_multinuclear_supported
KEVWER05,5,True,True,True,molecular_multinuclear_supported
COJNUL,3,False,False,True,molecular_multinuclear_supported
RULGAH,2,False,False,True,molecular_multinuclear_supported
ESOLED,2,False,True,True,molecular_multinuclear_supported
DOSWOZ,4,False,False,False,molecular_multinuclear_supported
XAWQUI,2,False,False,True,molecular_multinuclear_supported
KICTEW,2,False,False,True,molecular_multinuclear_supported
EZUPUK,10,False,True,False,molecular_multinuclear_supported
OZENEN,8,False,True,True,molecular_multinuclear_supported
XAFLIB,12,True,False,True,molecular_multinuclear_supported
ZEBPEB,2,False,False,True,molecular_multinuclear_supported
DOHPIB,13,False,False,False,polymeric_or_extended_future_scope
INAWAX,6,True,False,True,molecular_multinuclear_supported
WUDTUK,6,False,False,True,molecular_multinuclear_supported
JADVET,4,False,True,True,molecular_multinuclear_supported
GEFXEX,5,True,False,False,molecular_multinuclear_supported
LIFZUX,2,False,False,True,molecular_multinuclear_supported
ZIJNEP,32,False,True,False,polymeric_or_extended_future_scope
FEHNOY,3,True,False,True,molecular_multinuclear_supported
OZENOX,2,False,False,True,molecular_multinuclear_supported
EBEXAN,8,True,True,True,molecular_multinuclear_supported
FACLUS,2,False,True,True,molecular_multinuclear_supported
NAFRAR02,3,True,True,True,molecular_multinuclear_supported
PUVBIT,3,False,True,True,molecular_multinuclear_supported
MOPBOL03,8,True,True,True,molecular_multinuclear_supported
YIWKOH,2,True,False,True,molecular_multinuclear_supported
MUJCAZ,2,False,True,True,molecular_multinuclear_supported
VEXRUM,4,False,True,True,molecular_multinuclear_supported
JAMLOB,3,False,True,True,molecular_multinuclear_supported
AWENUN,22,False,True,False,polymeric_or_extended_future_scope
XIRYOP04,3,True,True,True,molecular_multinuclear_supported
KUFXUF,2,False,False,True,molecular_multinuclear_supported
OTUGEQ,2,True,False,True,molecular_multinuclear_supported
FEPVUR,2,False,False,True,molecular_multinuclear_supported
WEHGEY,6,True,False,True,molecular_multinuclear_supported
KEZRAK,2,False,True,True,molecular_multinuclear_supported
GILVOP,48,False,True,False,polymeric_or_extended_future_scope
TIVTEB,2,True,False,True,molecular_multinuclear_supported
KAJDIL,8,False,False,True,molecular_multinuclear_supported
IJETOH,2,False,False,True,molecular_multinuclear_supported
VIHBUL,4,False,True,True,molecular_multinuclear_supported
FAJKIK,2,False,True,True,molecular_multinuclear_supported
QOCKOJ,20,True,True,False,polymeric_or_extended_future_scope
VAZGEL,2,False,True,True,molecular_multinuclear_supported
HEGBOL,2,False,False,True,molecular_multinuclear_supported
ETRAMN01,3,True,False,True,molecular_multinuclear_supported
FABKIF,2,False,False,True,molecular_multinuclear_supported
IYOCEH,8,False,False,False,molecular_multinuclear_supported
JUJPUD,2,False,False,True,molecular_multinuclear_supported
BAHBIA,6,False,True,True,molecular_multinuclear_supported
YULKOG,6,False,True,True,molecular_multinuclear_supported
YAJKEZ,2,False,False,True,molecular_multinuclear_supported
ECOFEJ,3,True,True,True,molecular_multinuclear_supported
QICCUD,2,False,True,True,molecular_multinuclear_supported
UQOMOD,6,True,False,True,molecular_multinuclear_supported
QEJHUL,2,False,True,True,molecular_multinuclear_supported
BEXMID,8,True,True,True,molecular_multinuclear_supported
SEYQUL01,8,True,True,True,molecular_multinuclear_supported
FUPXUN,10,True,False,True,molecular_multinuclear_supported
KOVKOV,3,True,False,True,molecular_multinuclear_supported
NOYGAN,3,False,True,True,molecular_multinuclear_supported
NEVJUW,2,False,True,True,molecular_multinuclear_supported
LELRID,2,False,False,True,molecular_multinuclear_supported
SOGJOO,2,False,False,True,molecular_multinuclear_supported
WOPVAC,2,False,False,True,molecular_multinuclear_supported
RELZEO,2,False,True,True,molecular_multinuclear_supported
VIXVEH,4,False,False,True,molecular_multinuclear_supported
ZEKXUK,2,False,True,True,molecular_multinuclear_supported
BEMYIB10,4,False,False,False,molecular_multinuclear_supported
LADYEX01,2,True,True,True,molecular_multinuclear_supported
HAPMES,4,False,True,True,molecular_multinuclear_supported
OVUHEV01,4,True,True,True,molecular_multinuclear_supported
ZIQGUD,3,False,False,True,molecular_multinuclear_supported
TATYOE,2,False,True,True,molecular_multinuclear_supported
YUKTUW,2,False,True,True,molecular_multinuclear_supported
NUHQAJ,3,True,False,True,molecular_multinuclear_supported
TIHCOE,5,False,False,True,molecular_multinuclear_supported
SOZGET,2,False,False,True,molecular_multinuclear_supported
NUWRIG01,2,False,False,True,molecular_multinuclear_supported
GABLEC,2,False,False,True,molecular_multinuclear_supported
CINHIQ,4,False,False,True,molecular_multinuclear_supported
TOBXAJ,2,False,True,True,molecular_multinuclear_supported
VITMUK,4,False,True,True,molecular_multinuclear_supported
KIDLER,15,False,False,False,polymeric_or_extended_future_scope
HIMVOQ,5,False,False,True,molecular_multinuclear_supported
GUQLAF,2,False,True,True,molecular_multinuclear_supported
QUYXIU,2,False,False,True,molecular_multinuclear_supported
SAHVOQ,2,True,False,True,molecular_multinuclear_supported
MOHMIG,5,True,False,True,molecular_multinuclear_supported
YEFCOD,6,False,True,True,molecular_multinuclear_supported
AGUPOL,6,True,False,True,molecular_multinuclear_supported
FEWVOT,2,False,False,True,molecular_multinuclear_supported
EJERUJ,2,False,True,True,molecular_multinuclear_supported
QEYRAR,2,False,True,True,molecular_multinuclear_supported
BUYFOU,3,True,False,True,molecular_multinuclear_supported
KUVWEE,6,False,False,True,molecular_multinuclear_supported
ZUGZOU,6,True,False,True,molecular_multinuclear_supported
DAHTUD,2,False,False,True,molecular_multinuclear_supported
DAKYAR,10,True,True,True,molecular_multinuclear_supported
SIVWAZ,6,True,False,True,molecular_multinuclear_supported
RUNXAA,6,True,False,True,molecular_multinuclear_supported
IBAMOO,3,False,True,True,molecular_multinuclear_supported
ULACUH,2,False,True,True,molecular_multinuclear_supported
TIBZOW,4,False,True,True,molecular_multinuclear_supported
IYOYIE,4,True,True,True,molecular_multinuclear_supported
YUKBIQ,2,False,False,True,molecular_multinuclear_supported
MATHOH,2,False,False,True,molecular_multinuclear_supported
ZOVMUS,12,False,False,True,molecular_multinuclear_supported
TUDTIY,6,True,False,True,molecular_multinuclear_supported
YOSMEZ,2,False,True,True,molecular_multinuclear_supported
LORNAJ,2,False,False,True,molecular_multinuclear_supported
SULHOA,2,False,True,True,molecular_multinuclear_supported
LEWZES,2,False,False,True,molecular_multinuclear_supported
WODNEI,3,False,False,False,molecular_multinuclear_supported
CDMSOR10,2,False,False,True,molecular_multinuclear_supported
IBODIM,6,False,True,True,molecular_multinuclear_supported
VANFEZ,3,False,True,True,molecular_multinuclear_supported
SERXAR,2,False,True,True,molecular_multinuclear_supported
JIYSIT,2,True,True,True,molecular_multinuclear_supported
LUYHAP,8,True,True,True,molecular_multinuclear_supported
ZEYMIB,2,False,False,True,molecular_multinuclear_supported
MAVWIQ,5,False,False,True,molecular_multinuclear_supported
JOVWAU06,2,False,False,False,ambiguous_bonding_uncertain
MOQBEC34,8,True,True,True,molecular_multinuclear_supported
BIZJOK,4,True,False,False,molecular_multinuclear_supported
FESFEP,3,False,True,True,molecular_multinuclear_supported
YEKMUA,4,False,True,True,molecular_multinuclear_supported
UYEFAG,3,False,False,True,molecular_multinuclear_supported
VALSEH,2,False,True,True,molecular_multinuclear_supported
KAXXIS,3,True,False,True,molecular_multinuclear_supported
NENNUQ,2,False,False,True,molecular_multinuclear_supported
