refcode,n_metals,is_polymeric,has_disorder,old_record_generated,scope_class
GUCYUZ,5,True,False,True,molecular_multinuclear_supported
RINDOH,6,False,False,True,molecular_multinuclear_supported
ULUREY,4,True,False,True,molecular_multinuclear_supported
DEHWOE,6,True,False,True,molecular_multinuclear_supported
IDIRAQ,2,False,False,True,molecular_multinuclear_supported
IVOJEL,6,False,True,False,molecular_multinuclear_supported
TACYOQ,2,False,True,True,molecular_multinuclear_supported
SUNPUO,3,False,True,True,molecular_multinuclear_supported
JIPHID,2,False,True,True,molecular_multinuclear_supported
NETLIH,16,False,False,False,polymeric_or_extended_future_scope
JECSEQ,2,True,False,True,molecular_multinuclear_supported
JIHHUG,4,False,True,False,molecular_multinuclear_supported
HUJCUM,4,False,True,False,disorder_or_partial_occupancy
RUHKEN,3,True,False,True,molecular_multinuclear_supported
HUXZIM,2,False,False,True,molecular_multinuclear_supported
NOCSOP,2,False,False,True,molecular_multinuclear_supported
FUMCUL,2,True,False,True,molecular_multinuclear_supported
CUJFOE,3,False,True,True,molecular_multinuclear_supported
RIRWEW,3,False,True,True,molecular_multinuclear_supported
QEJFAM,3,False,False,True,molecular_multinuclear_supported
HOPPIP,3,True,False,True,molecular_multinuclear_supported
DAHJOL,8,True,False,True,molecular_multinuclear_supported
RAZNIR,2,False,False,True,molecular_multinuclear_supported
RAKBIO,3,True,False,True,molecular_multinuclear_supported
FOTQAH,2,False,False,True,molecular_multinuclear_supported
ZUDSIA,2,True,False,True,molecular_multinuclear_supported
WOYPUX,72,False,True,False,polymeric_or_extended_future_scope
NEYBUQ,2,False,True,True,molecular_multinuclear_supported
TUZFOK,2,False,False,False,ambiguous_bonding_uncertain
ZITTOL,3,True,False,True,molecular_multinuclear_supported
BUZQOD,8,False,False,False,molecular_multinuclear_supported
PILPOS,3,True,True,True,molecular_multinuclear_supported
KATVOR,4,False,False,True,molecular_multinuclear_supported
PIQQAJ,12,True,False,True,molecular_multinuclear_supported
YUNKAU,3,True,True,True,molecular_multinuclear_supported
PEKWAD,4,False,False,False,molecular_multinuclear_supported
LUBJIF,2,False,True,True,molecular_multinuclear_supported
GUVQEU,2,False,False,True,molecular_multinuclear_supported
PUMQUN,4,False,True,True,molecular_multinuclear_supported
MOJPOT39,8,True,False,True,molecular_multinuclear_supported
MEKPOL,6,False,True,True,molecular_multinuclear_supported
PEBCEE,8,True,False,True,molecular_multinuclear_supported
HAFGIE,15,False,True,False,polymeric_or_extended_future_scope
ODURUB,6,True,False,True,molecular_multinuclear_supported
XAMBUJ,2,True,False,True,molecular_multinuclear_supported
PEHNIA,6,False,False,False,ambiguous_bonding_uncertain
YANDAW,3,False,False,True,molecular_multinuclear_supported
SOYBEP,29,False,True,False,polymeric_or_extended_future_scope
UHUQOD,3,False,True,True,molecular_multinuclear_supported
SICBUD,2,False,False,True,molecular_multinuclear_supported
GUJTOW,4,False,False,True,molecular_multinuclear_supported
HIJGEP,6,False,False,True,molecular_multinuclear_supported
BIBRIR,4,False,True,True,molecular_multinuclear_supported
ETIFIZ,2,True,False,True,molecular_multinuclear_supported
UBANES,3,False,True,True,molecular_multinuclear_supported
HULKEH,2,False,True,True,molecular_multinuclear_supported
DADLUU,2,False,True,True,molecular_multinuclear_supported
AHAGOI,2,False,False,True,molecular_multinuclear_supported
OBONAY,2,False,True,True,molecular_multinuclear_supported
AVUBUQ,2,False,False,True,molecular_multinuclear_supported
NUWLAU16,8,True,False,True,molecular_multinuclear_supported
TOGCUN,4,True,False,True,molecular_multinuclear_supported
XISSEZ,12,False,True,True,molecular_multinuclear_supported
KATMEB,3,True,True,True,molecular_multinuclear_supported
GEDMUZ,12,False,True,True,molecular_multinuclear_supported
EBOXUO,2,True,False,True,molecular_multinuclear_supported
XORNOL,2,False,False,True,molecular_multinuclear_supported
IHIXIG,2,False,False,True,molecular_multinuclear_supported
MASKIE,3,False,False,True,molecular_multinuclear_supported
DACJIC,2,False,True,True,molecular_multinuclear_supported
JELHAJ,3,False,False,True,molecular_multinuclear_supported
QOTNIA,2,False,True,True,molecular_multinuclear_supported
IQUQOC,2,True,True,True,molecular_multinuclear_supported
IKOXUE,2,False,True,True,molecular_multinuclear_supported
QAQQIK,3,False,True,True,molecular_multinuclear_supported
DUDROM,6,True,True,True,molecular_multinuclear_supported
SAXMUZ10,2,False,True,True,molecular_multinuclear_supported
DECLAZ,2,False,False,True,molecular_multinuclear_supported
XEBPIE,2,False,True,True,molecular_multinuclear_supported
TAJBAJ,2,False,False,True,molecular_multinuclear_supported
FAFZOE,2,False,True,True,molecular_multinuclear_supported
VANLUR,2,False,False,True,molecular_multinuclear_supported
GUHPAB,6,False,True,True,molecular_multinuclear_supported
KAFTOF,7,True,True,True,molecular_multinuclear_supported
JEBKAD,4,False,False,True,molecular_multinuclear_supported
FAJBAW,2,False,True,True,molecular_multinuclear_supported
GUPBOJ03,3,False,True,True,molecular_multinuclear_supported
PAJCUC,8,True,True,True,molecular_multinuclear_supported
GOVXAS,5,False,False,True,molecular_multinuclear_supported
YAQBIC,2,False,False,True,molecular_multinuclear_supported
KUYTOO,3,True,False,True,molecular_multinuclear_supported
DUYCOR,2,False,True,True,molecular_multinuclear_supported
KIVYAT,8,False,True,True,molecular_multinuclear_supported
DUKFIA,4,True,True,True,molecular_multinuclear_supported
TAGBAG,4,False,False,True,molecular_multinuclear_supported
GAJBEA,2,True,False,True,molecular_multinuclear_supported
JEFVAU,3,False,True,False,molecular_multinuclear_supported
AKOBOU,8,False,True,True,molecular_multinuclear_supported
BECQEF,4,True,False,True,molecular_multinuclear_supported
HOXRUH,8,True,True,False,molecular_multinuclear_supported
XEKREM,11,True,False,True,molecular_multinuclear_supported
HUZTAZ,2,False,False,True,molecular_multinuclear_supported
BUNZAL,2,False,False,True,molecular_multinuclear_supported
AQINAR,2,False,False,False,molecular_multinuclear_supported
ISUCOP,16,False,True,False,polymeric_or_extended_future_scope
JAKPOD,5,True,False,True,molecular_multinuclear_supported
HAHKIN,3,True,False,True,molecular_multinuclear_supported
ASIZOR,2,False,False,True,molecular_multinuclear_supported
FAZXEL,2,False,False,True,molecular_multinuclear_supported
UFAHEO,8,False,True,True,molecular_multinuclear_supported
BULXEP,3,False,False,True,molecular_multinuclear_supported
HEHNAJ,2,False,True,True,molecular_multinuclear_supported
OJUPEQ,20,True,True,False,polymeric_or_extended_future_scope
JARDAH10,8,False,False,True,molecular_multinuclear_supported
NAPZUZ01,2,False,False,True,molecular_multinuclear_supported
HOLDUJ,2,False,False,True,molecular_multinuclear_supported
WAZROE,2,False,False,True,molecular_multinuclear_supported
DITNAW,8,True,False,True,molecular_multinuclear_supported
IDAWOZ,2,False,False,True,molecular_multinuclear_supported
UYEDIM,11,True,False,True,molecular_multinuclear_supported
LAHRIW,2,False,False,True,molecular_multinuclear_supported
OQUGUE,16,True,True,False,polymeric_or_extended_future_scope
MEHCEK,4,True,False,True,molecular_multinuclear_supported
QODCAQ,4,True,True,True,molecular_multinuclear_supported
VOXCAO,3,False,False,True,molecular_multinuclear_supported
QOYFOA,4,True,False,True,molecular_multinuclear_supported
QEZQIW,3,False,False,True,molecular_multinuclear_supported
POJZUL,2,False,False,True,molecular_multinuclear_supported
DAYWAE,3,True,False,True,molecular_multinuclear_supported
ZIMGOV,140,False,True,False,polymeric_or_extended_future_scope
REQBOE,2,False,False,True,molecular_multinuclear_supported
BERQUM,2,False,True,True,molecular_multinuclear_supported
OHESEB,5,True,False,True,molecular_multinuclear_supported
TIYGEO,6,False,False,True,molecular_multinuclear_supported
DIQPIE02,2,False,False,True,molecular_multinuclear_supported
YAWXOM,12,False,True,True,molecular_multinuclear_supported
SIYXIK,2,False,True,False,molecular_multinuclear_supported
TIVWUQ,2,False,False,True,molecular_multinuclear_supported
ETOJAA,17,True,True,False,polymeric_or_extended_future_scope
CASWEZ,6,False,False,True,molecular_multinuclear_supported
IHEXOL,2,False,True,True,molecular_multinuclear_supported
HAWLAS,3,False,False,True,molecular_multinuclear_supported
VAPHUT,6,True,True,True,molecular_multinuclear_supported
HEHCEG,25,True,True,False,polymeric_or_extended_future_scope
BOVNEH,3,True,False,True,molecular_multinuclear_supported
GONXAL,3,False,True,True,molecular_multinuclear_supported
NIMQEH,9,False,True,False,molecular_multinuclear_supported
XUKQAZ,48,False,True,False,polymeric_or_extended_future_scope
GUFLAV,2,False,True,True,molecular_multinuclear_supported
MNFORD06,5,True,False,True,molecular_multinuclear_supported
LAHYUP,6,True,False,True,molecular_multinuclear_supported
EHIDEE,4,False,True,True,molecular_multinuclear_supported
RURZOU,2,False,False,False,molecular_multinuclear_supported
NUTQAX,21,True,True,False,polymeric_or_extended_future_scope
ZEQTOG,2,True,True,True,molecular_multinuclear_supported
HAYFOC05,2,False,True,False,disorder_or_partial_occupancy
XURNAC,2,False,False,True,molecular_multinuclear_supported
VANGUP,9,True,False,True,molecular_multinuclear_supported
XAYJAJ,7,False,False,True,molecular_multinuclear_supported
IGAJUV,9,True,False,True,molecular_multinuclear_supported
NOGLOM,4,False,True,True,molecular_multinuclear_supported
VIBJOI,2,False,True,False,molecular_multinuclear_supported
CABHAO,2,False,True,True,molecular_multinuclear_supported
TISRUL,23,True,False,False,polymeric_or_extended_future_scope
OJOKEF,3,False,False,True,molecular_multinuclear_supported
EHESOA,2,False,True,True,molecular_multinuclear_supported
GODBEJ,2,False,False,True,molecular_multinuclear_supported
NOWJEO,3,False,False,False,molecular_multinuclear_supported
ZERSUM,2,False,False,True,molecular_multinuclear_supported
ATUHUT,4,False,False,True,molecular_multinuclear_supported
ODODAM,4,False,False,True,molecular_multinuclear_supported
ENSXCO,2,False,True,True,molecular_multinuclear_supported
ZADRIJ,4,False,True,True,molecular_multinuclear_supported
AYECOZ,2,False,False,True,molecular_multinuclear_supported
UZONED,2,False,False,True,molecular_multinuclear_supported
MESIRE,6,False,False,True,molecular_multinuclear_supported
PAYONI,2,False,False,True,molecular_multinuclear_supported
QOGXUI09,8,True,True,True,molecular_multinuclear_supported
CIYQAC02,2,True,False,True,molecular_multinuclear_supported
KIFVIG,2,False,True,True,molecular_multinuclear_supported
NAJJAJ,3,True,True,True,molecular_multinuclear_supported
FIZPUB,14,False,True,False,polymeric_or_extended_future_scope
ELUHUR,7,True,True,True,molecular_multinuclear_supported
JELWAC,4,True,False,False,molecular_multinuclear_supported
NIFSIH,3,True,True,True,molecular_multinuclear_supported
HEFPAK,6,False,False,True,molecular_multinuclear_supported
DIQKUL03,9,False,False,False,molecular_multinuclear_supported
FIDTAN,2,False,True,True,molecular_multinuclear_supported
QONNUF29,8,True,True,True,molecular_multinuclear_supported
YILVIZ,2,True,False,True,molecular_multinuclear_supported
GELHEM,4,False,False,True,molecular_multinuclear_supported
VEDTAB,4,False,True,False,molecular_multinuclear_supported
QUNQAS,9,False,True,True,molecular_multinuclear_supported
TUDJIM,3,True,True,True,molecular_multinuclear_supported
LEKJIY,10,True,False,True,molecular_multinuclear_supported
KARHOB,2,False,True,True,molecular_multinuclear_supported
DOKHET,6,True,True,True,molecular_multinuclear_supported
ENOKAV,5,False,True,True,molecular_multinuclear_supported
USORUR,6,True,False,True,molecular_multinuclear_supported
JIJGOB,4,False,True,True,molecular_multinuclear_supported
LOQVIW,4,True,False,True,molecular_multinuclear_supported
UYUKEF,5,True,False,True,molecular_multinuclear_supported
WATGEE,3,True,False,True,molecular_multinuclear_supported
FIBCUP,2,False,False,False,molecular_multinuclear_supported
RUNVIG,4,False,False,True,molecular_multinuclear_supported
VERQOC,2,False,False,True,molecular_multinuclear_supported
VEXHAK,2,False,True,True,molecular_multinuclear_supported
YIXWEK,2,False,True,True,molecular_multinuclear_supported
SABBEG,2,False,False,True,molecular_multinuclear_supported
BUGLOG,3,True,False,True,molecular_multinuclear_supported
NISFII,24,True,True,False,polymeric_or_extended_future_scope
QIYHEM,2,True,True,True,molecular_multinuclear_supported
WUHGUC,2,False,False,True,molecular_multinuclear_supported
XIWHOB,5,True,False,True,molecular_multinuclear_supported
DEYGAS,6,True,True,True,molecular_multinuclear_supported
FAZMID,2,False,True,True,molecular_multinuclear_supported
ZEVBIN,6,False,True,True,molecular_multinuclear_supported
PEDMER,10,True,True,True,molecular_multinuclear_supported
YADYAF,2,True,False,True,molecular_multinuclear_supported
BURYUK,2,False,True,True,molecular_multinuclear_supported
JUNNOZ,2,False,False,True,molecular_multinuclear_supported
RIGMOL05,2,False,False,True,molecular_multinuclear_supported
QUPXOQ,4,True,False,True,molecular_multinuclear_supported
GIWFIC,3,False,False,True,molecular_multinuclear_supported
ZUFFUF,3,True,False,True,molecular_multinuclear_supported
NIFPID,5,False,False,True,molecular_multinuclear_supported
GOCWAZ,2,False,False,True,molecular_multinuclear_supported
ZOKFEM,2,False,True,True,molecular_multinuclear_supported
UZEJUG,11,False,True,False,molecular_multinuclear_supported
BIRPUP,2,False,False,True,molecular_multinuclear_supported
FIXXAP,6,True,True,True,molecular_multinuclear_supported
JACBIZ,3,False,False,True,molecular_multinuclear_supported
JETGOE,2,False,True,True,molecular_multinuclear_supported
DIKVEY,2,False,False,True,molecular_multinuclear_supported
COSRUA,2,True,False,True,molecular_multinuclear_supported
NULMOX,8,True,False,True,molecular_multinuclear_supported
YECJUN,2,False,False,False,ambiguous_bonding_uncertain
QEPYOA,4,True,True,True,molecular_multinuclear_supported
JEKWOO,2,False,False,True,molecular_multinuclear_supported
VIQZON,38,True,False,False,polymeric_or_extended_future_scope
NALQAU,4,True,False,True,molecular_multinuclear_supported
UWEHEK,2,False,True,True,molecular_multinuclear_supported
ZOKNEU,2,False,True,True,molecular_multinuclear_supported
AHOZUS,10,False,True,False,molecular_multinuclear_supported
ISUROG,6,True,False,True,molecular_multinuclear_supported
JAJTUM,2,False,True,True,molecular_multinuclear_supported
BIKJEK,2,False,False,True,molecular_multinuclear_supported
DOHXOP,19,False,True,False,polymeric_or_extended_future_scope
VUBPEN,4,False,False,True,molecular_multinuclear_supported
MAJZON,4,False,False,True,molecular_multinuclear_supported
TAGQUP,3,True,True,True,molecular_multinuclear_supported
MOTVEY,20,True,False,False,polymeric_or_extended_future_scope
FINMEX,12,True,True,True,molecular_multinuclear_supported
WUWHAZ,3,False,True,True,molecular_multinuclear_supported
DOBROD,18,False,True,False,polymeric_or_extended_future_scope
BIPNAS,9,True,False,False,molecular_multinuclear_supported
QEFMAP01,5,False,False,False,molecular_multinuclear_supported
FEFJEJ,6,False,True,True,molecular_multinuclear_supported
IVUTOJ,13,False,True,False,polymeric_or_extended_future_scope
CUPNIO,2,False,False,True,molecular_multinuclear_supported
DUBBOT,2,False,True,True,molecular_multinuclear_supported
LIGCAF,3,False,True,True,molecular_multinuclear_supported
ZZZAPP02,3,True,False,True,molecular_multinuclear_supported
QITZAW,3,False,False,True,molecular_multinuclear_supported
EXEMOK,2,True,False,True,molecular_multinuclear_supported
PUDRAI,2,False,True,True,molecular_multinuclear_supported
UKUXOR,4,False,False,True,molecular_multinuclear_supported
DOSVIR,2,False,True,True,molecular_multinuclear_supported
NUHWOC,4,False,False,False,molecular_multinuclear_supported
DEYXIQ,11,False,False,True,molecular_multinuclear_supported
CECLIH,2,False,False,True,molecular_multinuclear_supported
NEVJED,3,False,True,True,molecular_multinuclear_supported
YOSJOG,3,True,False,True,molecular_multinuclear_supported
AMONAT,7,True,True,True,molecular_multinuclear_supported
UGAJUI,3,False,False,True,molecular_multinuclear_supported
CONROQ,2,True,True,True,molecular_multinuclear_supported
DOTZUJ01,2,True,False,True,molecular_multinuclear_supported
KEHZON,2,False,True,True,molecular_multinuclear_supported
FEJJAF10,6,False,False,True,molecular_multinuclear_supported
UNATEL,2,True,False,True,molecular_multinuclear_supported
QEZYIG,4,True,True,True,molecular_multinuclear_supported
KUJJUX,11,True,True,True,molecular_multinuclear_supported
JUSSID,14,True,True,False,polymeric_or_extended_future_scope
NIPQIN,2,False,False,False,molecular_multinuclear_supported
UJINAD,7,False,True,True,molecular_multinuclear_supported
EJUREG,2,True,False,True,molecular_multinuclear_supported
YUJGES,10,True,True,True,molecular_multinuclear_supported
KIHGUF,3,False,False,True,molecular_multinuclear_supported
FAXLOG,3,True,False,True,molecular_multinuclear_supported
VAJTIJ,2,False,False,True,molecular_multinuclear_supported
QORBAA,3,True,False,True,molecular_multinuclear_supported
MIHNOH,5,True,False,True,molecular_multinuclear_supported
MALWAY,3,True,True,True,molecular_multinuclear_supported
COBBUQ,3,False,False,True,molecular_multinuclear_supported
YAZWAX,3,False,False,True,molecular_multinuclear_supported
ICADUP,2,False,False,True,molecular_multinuclear_supported
TEWNIU,2,False,False,True,molecular_multinuclear_supported
TIKVUG,4,False,False,True,molecular_multinuclear_supported
LEYVOA,2,False,False,True,molecular_multinuclear_supported
IMICAK,2,False,False,True,molecular_multinuclear_supported
TOLCUT,2,False,False,True,molecular_multinuclear_supported
IYIMEK,2,False,True,True,molecular_multinuclear_supported
LIBPNI,2,False,False,True,molecular_multinuclear_supported
MAJKIS,2,True,False,True,molecular_multinuclear_supported
ROBNOL,6,False,False,True,molecular_multinuclear_supported
IMAHAF,2,False,False,True,molecular_multinuclear_supported
FEPHNB12,3,False,False,True,molecular_multinuclear_supported
HESWEL,2,False,True,False,disorder_or_partial_occupancy
DPURFE01,2,False,False,True,molecular_multinuclear_supported
YOBREP,2,False,True,True,molecular_multinuclear_supported
IWATIK,3,True,False,True,molecular_multinuclear_supported
JIGVII,2,False,True,True,molecular_multinuclear_supported
BOQZIU,3,True,True,True,molecular_multinuclear_supported
YUCFOR,13,False,True,False,polymeric_or_extended_future_scope
FASWAX,4,False,False,False,molecular_multinuclear_supported
IZIFUT,2,False,True,True,molecular_multinuclear_supported
ETAHIT,5,True,False,True,molecular_multinuclear_supported
FIRNEZ,3,True,False,True,molecular_multinuclear_supported
FERYAF,3,True,False,True,molecular_multinuclear_supported
OHAPOE,2,False,False,True,molecular_multinuclear_supported
INEYOR,3,False,True,True,molecular_multinuclear_supported
LEYWIV,7,False,False,True,molecular_multinuclear_supported
BUSXOD,5,True,True,True,molecular_multinuclear_supported
WOHGIJ,2,False,True,True,molecular_multinuclear_supported
QOQDAD,11,False,False,True,molecular_multinuclear_supported
PUJKIO,6,False,True,True,molecular_multinuclear_supported
SOTKOD,2,False,False,True,molecular_multinuclear_supported
SOSGUG,2,False,True,True,molecular_multinuclear_supported
LURZAA,25,False,False,False,polymeric_or_extended_future_scope
ONUPIZ,4,True,False,True,molecular_multinuclear_supported
EZABUC,2,False,False,True,molecular_multinuclear_supported
UDONUX,2,False,False,True,molecular_multinuclear_supported
NUMFAG24,2,True,True,True,molecular_multinuclear_supported
JUSLUH,2,False,True,True,molecular_multinuclear_supported
NIWLIO01,2,False,True,True,molecular_multinuclear_supported
AZEFOD,4,False,False,True,molecular_multinuclear_supported
OXIBIJ,6,True,True,True,molecular_multinuclear_supported
LUSREZ,6,False,True,False,molecular_multinuclear_supported
GONQEJ,3,False,True,False,molecular_multinuclear_supported
IHAKAG,2,True,False,True,molecular_multinuclear_supported
OQEMON,6,False,True,True,molecular_multinuclear_supported
CASZUV,4,False,False,True,molecular_multinuclear_supported
DADZUH,3,False,True,True,molecular_multinuclear_supported
YUKLAV,11,True,True,True,molecular_multinuclear_supported
UYOYEN,6,False,False,False,molecular_multinuclear_supported
THACAU10,4,False,False,False,molecular_multinuclear_supported
XOSTAB,2,False,False,True,molecular_multinuclear_supported
NEBRIZ,4,True,True,False,molecular_multinuclear_supported
HUWYUW,5,False,True,True,molecular_multinuclear_supported
BOCPES,4,False,False,True,molecular_multinuclear_supported
WUZVAP,2,True,False,True,molecular_multinuclear_supported
UBEWOR,3,True,True,True,molecular_multinuclear_supported
TOGMIL,3,False,False,True,molecular_multinuclear_supported
LIZKAH,4,False,False,True,molecular_multinuclear_supported
MIZKIQ,9,True,True,False,molecular_multinuclear_supported
DEHKEG,2,False,False,True,molecular_multinuclear_supported
VIQLIS,2,False,True,True,molecular_multinuclear_supported
MIQREL,3,False,False,True,molecular_multinuclear_supported
ZUXNUB,2,False,False,True,molecular_multinuclear_supported
FOWNUC,2,False,False,True,molecular_multinuclear_supported
EXOZAT,2,False,False,True,molecular_multinuclear_supported
TIKXUI,4,False,False,True,molecular_multinuclear_supported
SOLPIW,6,True,False,True,molecular_multinuclear_supported
FUXXEF,5,True,False,True,molecular_multinuclear_supported
FESFAN,2,False,False,True,molecular_multinuclear_supported
ZEBVAF,19,True,True,False,polymeric_or_extended_future_scope
BUJZOY,2,False,True,True,molecular_multinuclear_supported
NAKCAH,12,False,False,False,molecular_multinuclear_supported
VUVWIV,2,False,False,True,molecular_multinuclear_supported
XAVYOI,3,False,False,False,molecular_multinuclear_supported
IZETAJ,3,True,True,True,molecular_multinuclear_supported
KATXAF,2,False,True,True,molecular_multinuclear_supported
KUWJUH,2,False,False,True,molecular_multinuclear_supported
MAJJOW,3,False,False,True,molecular_multinuclear_supported
NIXZOJ,2,True,False,True,molecular_multinuclear_supported
CEVVAE,3,True,True,True,molecular_multinuclear_supported
CEVDAI,2,False,False,True,molecular_multinuclear_supported
LULQEP,4,False,False,True,molecular_multinuclear_supported
XUBXOL,2,False,True,True,molecular_multinuclear_supported
VUBFED,2,False,False,True,molecular_multinuclear_supported
HISCUB10,2,False,False,True,molecular_multinuclear_supported
TAKYAG,3,False,False,True,molecular_multinuclear_supported
RUGPOC,3,False,True,True,molecular_multinuclear_supported
BUBLAO,4,True,False,True,molecular_multinuclear_supported
BEDWOA,2,False,True,True,molecular_multinuclear_supported
ZAVDEI,3,False,False,True,molecular_multinuclear_supported
FOSGUT,3,True,True,True,molecular_multinuclear_supported
NOJQOT,2,False,False,True,molecular_multinuclear_supported
NARFUL,2,False,False,True,molecular_multinuclear_supported
MOJPOT08,8,True,False,True,molecular_multinuclear_supported
JEKYAC01,6,True,True,True,molecular_multinuclear_supported
UWUXIU,4,False,False,True,molecular_multinuclear_supported
INABOP,5,True,False,True,molecular_multinuclear_supported
GIJKES,8,False,True,False,molecular_multinuclear_supported
POBZOY,4,False,True,True,molecular_multinuclear_supported
RUDSER,2,False,True,False,disorder_or_partial_occupancy
RAJMIZ,6,True,False,True,molecular_multinuclear_supported
SOQTEB,3,False,True,True,molecular_multinuclear_supported
CEGBAR,4,False,False,True,molecular_multinuclear_supported
COGPOD,4,False,True,True,molecular_multinuclear_supported
ZIVWOU,9,True,True,True,molecular_multinuclear_supported
JAFFOQ,2,False,False,True,molecular_multinuclear_supported
TEKKEB,7,False,True,True,molecular_multinuclear_supported
UGENOJ,3,True,False,True,molecular_multinuclear_supported
LAXREK,36,False,True,False,polymeric_or_extended_future_scope
JODDOY,21,True,True,False,polymeric_or_extended_future_scope
CUMLIF,3,False,False,True,molecular_multinuclear_supported
EWOHAC01,2,False,True,True,molecular_multinuclear_supported
JOCGEP,2,False,False,True,molecular_multinuclear_supported
COBPUI,2,False,False,True,molecular_multinuclear_supported
YUCYOL,2,True,False,True,molecular_multinuclear_supported
XEDHAP,3,False,False,True,molecular_multinuclear_supported
IBOSAX,4,True,True,True,molecular_multinuclear_supported
TEMTUC,6,True,True,True,molecular_multinuclear_supported
GOGSIE,4,False,False,True,molecular_multinuclear_supported
VENNUZ,2,False,False,True,molecular_multinuclear_supported
FIFFAE,4,True,True,True,molecular_multinuclear_supported
FIVXUG,8,True,True,True,molecular_multinuclear_supported
CABPAW,3,False,True,True,molecular_multinuclear_supported
NAPFUH,2,False,True,True,molecular_multinuclear_supported
CUCPYO12,3,True,False,True,molecular_multinuclear_supported
DULDAR,11,False,True,True,molecular_multinuclear_supported
ILUSIS,6,True,False,True,molecular_multinuclear_supported
DORSIM,3,True,False,False,molecular_multinuclear_supported
SAZZIC10,2,False,True,True,molecular_multinuclear_supported
NEXQUE,3,False,False,True,molecular_multinuclear_supported
POSGUC,2,False,True,True,molecular_multinuclear_supported
YOQFER,2,False,False,True,molecular_multinuclear_supported
MUQRUO,2,False,True,False,molecular_multinuclear_supported
UPEZIB,7,True,True,True,molecular_multinuclear_supported
BOGNES,11,True,True,True,molecular_multinuclear_supported
WITCUX01,4,True,False,True,molecular_multinuclear_supported
YOYTUD,17,True,False,False,polymeric_or_extended_future_scope
YAWFUY,2,False,True,True,molecular_multinuclear_supported
BAKJAZ02,3,True,False,True,molecular_multinuclear_supported
EHULEZ,3,True,False,True,molecular_multinuclear_supported
HAZFAQ,3,False,False,True,molecular_multinuclear_supported
MUQWOK,4,False,True,True,molecular_multinuclear_supported
KODSED,4,False,True,True,molecular_multinuclear_supported
UCIPAB,2,False,False,True,molecular_multinuclear_supported
KUFXIT,2,False,False,True,molecular_multinuclear_supported
ADUBOR,8,False,False,True,molecular_multinuclear_supported
WOZZOC04,2,False,False,True,molecular_multinuclear_supported
WITSOK,3,True,False,True,molecular_multinuclear_supported
ENIJET,8,True,True,True,molecular_multinuclear_supported
MIFPOK,4,False,True,True,molecular_multinuclear_supported
TUZWUJ05,4,True,True,True,molecular_multinuclear_supported
ZUJCOA,3,False,False,True,molecular_multinuclear_supported
WEVHAK,5,False,True,True,molecular_multinuclear_supported
DOHZAE,2,False,False,True,molecular_multinuclear_supported
TIBCEQ02,6,True,False,True,molecular_multinuclear_supported
ATITUT,3,False,False,True,molecular_multinuclear_supported
VIPMEN,3,True,True,True,molecular_multinuclear_supported
VAMXEO01,6,True,True,True,molecular_multinuclear_supported
ATUSOA,5,True,True,True,molecular_multinuclear_supported
SOBNOO,2,False,False,True,molecular_multinuclear_supported
SEWMIT,2,False,False,True,molecular_multinuclear_supported
GUXYIK,5,True,False,True,molecular_multinuclear_supported
VUKCIR,8,True,False,False,molecular_multinuclear_supported
VOVBEN,3,False,False,True,molecular_multinuclear_supported
VAVXEV,4,True,False,False,molecular_multinuclear_supported
YOMNOD,2,False,True,False,molecular_multinuclear_supported
CEJPEO,19,False,True,False,polymeric_or_extended_future_scope
XAPPOX,5,True,True,True,molecular_multinuclear_supported
EFONEW,2,False,False,True,molecular_multinuclear_supported
MEVQEM,4,False,True,True,molecular_multinuclear_supported
LOTFOT,2,False,True,False,molecular_multinuclear_supported
XEKKIJ,2,False,False,True,molecular_multinuclear_supported
ZOLXUV,2,False,False,True,molecular_multinuclear_supported
CIQSUQ,2,False,False,True,molecular_multinuclear_supported
XUGBAF,4,False,False,True,molecular_multinuclear_supported
SALTEG,2,False,True,True,molecular_multinuclear_supported
ZUGGIT,8,False,False,True,molecular_multinuclear_supported
PIKPUU,2,False,True,True,molecular_multinuclear_supported
JARGIS,6,False,False,True,molecular_multinuclear_supported
XULRED,7,True,True,True,molecular_multinuclear_supported
WUFJUE,4,True,False,True,molecular_multinuclear_supported
BAXYUX,2,False,True,True,molecular_multinuclear_supported
UCOMUV,2,False,False,False,ambiguous_bonding_uncertain
FIHHAF,2,False,False,True,molecular_multinuclear_supported
DITWUA,3,False,False,True,molecular_multinuclear_supported
PURREA,3,True,False,True,molecular_multinuclear_supported
BEMKAF10,5,True,True,True,molecular_multinuclear_supported
NIXLAJ,2,False,True,True,molecular_multinuclear_supported
QADZON,24,True,False,False,polymeric_or_extended_future_scope
QAGSIA,2,False,False,True,molecular_multinuclear_supported
FOSKUU,2,False,False,True,molecular_multinuclear_supported
RUTGUL,3,False,True,True,molecular_multinuclear_supported
HAFMAD,2,False,True,True,molecular_multinuclear_supported
EHIKIR,2,False,False,True,molecular_multinuclear_supported
COHHEN,4,False,False,False,ambiguous_bonding_uncertain
ADASUW,2,True,False,True,molecular_multinuclear_supported
DIDKUY,4,True,False,True,molecular_multinuclear_supported
GASPIC,2,False,False,True,molecular_multinuclear_supported
VIRMAO04,2,False,False,True,molecular_multinuclear_supported
PILTEM,2,True,False,True,molecular_multinuclear_supported
FAWDOA,2,False,False,True,molecular_multinuclear_supported
