refcode,metal_count,metals,n_sites,bridge_count,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,identity_keys_present,record_generated,failure_stage,failure_reason
KEGGIQ,8,Cu+Cu+Cu+Cu+Zr+Zr+Zr+Zr,24,16,True,True,True,True,True,True,True,True,True,,
PYDAMN03,5,Mn+Mn+Mn+Mn+Mn,8,4,True,True,True,True,True,True,True,True,True,,
UCAFUZ,5,Mn+Mn+Mn+Mn+Mn,11,6,True,True,True,True,True,True,True,True,True,,
FATGOZ,3,Cu+Cu+Cu,7,3,True,True,True,True,True,True,True,True,True,,
ZIYBES,2,Cu+Cu,4,0,True,True,True,True,True,True,True,True,True,,
MEGVIH,3,Cd+Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
LAJPUH,2,Fe+W,5,0,True,True,True,True,True,True,True,True,True,,
VAFGUE,2,Cu+Cu,5,2,True,True,True,True,True,True,True,True,True,,
FARYAZ,3,Ni+Ni+Ni,12,2,True,True,True,True,True,True,True,True,True,,
DIKZED,7,Mn+Mn+Mn+Mn+Mn+Mn+Mn,22,0,True,True,True,True,True,True,True,True,True,,
TISCUV,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
ILELOD,12,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,13,5,True,True,True,True,True,True,True,True,True,,
RUTBUG,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
KUSLIV,4,Cd+Cd+Cd+Cd,10,6,True,True,True,True,True,True,True,True,True,,
JOFHOF,2,Co+Co,9,3,True,True,True,True,True,True,True,True,True,,
ZETVAV,2,Re+Re,12,0,True,True,True,True,True,True,True,True,True,,
UCICAM,3,Cu+Mn+Mn,13,0,True,True,True,True,True,True,True,True,True,,
PAQFAR,6,Ni+Ni+Ni+Ni+Ni+Ni,28,0,True,True,True,True,True,True,True,True,True,,
KUWNOI,4,Fe+Fe+Pd+Pd,6,2,True,True,True,True,True,True,True,True,True,,
SIWBAF,2,Co+Co,4,0,True,True,True,True,True,True,True,True,True,,
OBAXIY,2,Fe+Fe,6,0,True,True,True,True,True,True,True,True,True,,
BELTET,2,Cd+Cd,8,2,True,True,True,True,True,True,True,True,True,,
ZAZFUB,5,Fe+Fe+Fe+Fe+Fe,16,2,True,True,True,True,True,True,True,True,True,,
OLAFAJ,2,Zn+Zn,6,2,True,True,True,True,True,True,True,True,True,,
FAQGUC,4,Cu+Cu+Cu+Cu,16,4,True,True,True,True,True,True,True,True,True,,
DOXYUO,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
QIBDAK,2,Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
XULVAE,4,Ni+Ni+V+V,21,2,True,True,True,True,True,True,True,True,True,,
MIVQEO,2,Fe+Ru,3,0,True,True,True,True,True,True,True,True,True,,
HEDZUM,2,Re+Re,12,0,True,True,True,True,True,True,True,True,True,,
CUJZAK,5,Cd+Cd+Cd+Cd+Cd,12,4,True,True,True,True,True,True,True,True,True,,
WOBCOF,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
JURYEE,2,Fe+Fe,8,2,True,True,True,True,True,True,True,True,True,,
BETFIS,2,Fe+Fe,3,1,True,True,True,True,True,True,True,True,True,,
YUWGUV,6,Zn+Zn+Zn+Zn+Zn+Zn,8,2,True,True,True,True,True,True,True,True,True,,
KAZLIK,2,Co+Co,6,1,True,True,True,True,True,True,True,True,True,,
UDUZUP,3,Ni+Ni+Ni,6,6,True,True,True,True,True,True,True,True,True,,
HAYWIQ,2,Ir+Ni,8,2,True,True,True,True,True,True,True,True,True,,
QOYVUV,2,Re+Re,12,0,True,True,True,True,True,True,True,True,True,,
GEWNAZ01,2,Fe+Fe,6,1,True,True,True,True,True,True,True,True,True,,
SEKLUQ,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
KEVWER05,5,Cu+Cu+Cu+Cu+Cu,18,4,True,True,True,True,True,True,True,True,True,,
COJNUL,3,Ni+Ni+Ni,14,0,True,True,True,True,True,True,True,True,True,,
RULGAH,2,Ag+Ag,7,0,True,True,True,True,True,True,True,True,True,,
ESOLED,2,Ru+Ru,3,3,True,True,True,True,True,True,True,True,True,,
DOSWOZ,4,Cu+Cu+Cu+Cu,8,4,True,True,True,True,True,True,True,True,True,,
XAWQUI,2,Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
KICTEW,2,Fe+Fe,8,2,True,True,True,True,True,True,True,True,True,,
EZUPUK,10,Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni+Ni,27,13,True,True,True,True,True,True,True,True,True,,
OZENEN,8,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,29,12,True,True,True,True,True,True,True,True,True,,
XAFLIB,12,La+La+La+La+La+La+La+W+W+W+W+W,18,9,True,True,True,True,True,True,True,True,True,,
ZEBPEB,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
INAWAX,6,Cd+Cd+Cd+Cd+Cd+Cd,20,6,True,True,True,True,True,True,True,True,True,,
WUDTUK,6,Co+Co+V+V+V+V,20,8,True,True,True,True,True,True,True,True,True,,
JADVET,4,Re+Re+Re+Re,20,4,True,True,True,True,True,True,True,True,True,,
GEFXEX,5,Ag+Ag+Ag+Ag+Ag,5,4,True,True,True,True,True,True,True,True,True,,
LIFZUX,2,Cu+Cu,5,1,True,True,True,True,True,True,True,True,True,,
FEHNOY,3,Cd+Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
OZENOX,2,Cu+W,6,2,True,True,True,True,True,True,True,True,True,,
EBEXAN,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,12,6,True,True,True,True,True,True,True,True,True,,
FACLUS,2,Co+Co,8,0,True,True,True,True,True,True,True,True,True,,
NAFRAR02,3,Cd+Cd+Cd,8,2,True,True,True,True,True,True,True,True,True,,
PUVBIT,3,Cr+Ni+Ni,16,1,True,True,True,True,True,True,True,True,True,,
MOPBOL03,8,Co+Co+Co+Co+Co+Co+Co+Co,6,5,True,True,True,True,True,True,True,True,True,,
YIWKOH,2,Cd+Cd,6,1,True,True,True,True,True,True,True,True,True,,
MUJCAZ,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
VEXRUM,4,Ni+Ni+Ni+Ni,20,4,True,True,True,True,True,True,True,True,True,,
JAMLOB,3,Fe+Pt+Pt,14,0,True,True,True,True,True,True,True,True,True,,
XIRYOP04,3,Fe+Fe+Fe,6,2,True,True,True,True,True,True,True,True,True,,
KUFXUF,2,Ir+Ir,6,0,True,True,True,True,True,True,True,True,True,,
OTUGEQ,2,Zn+Zn,6,1,True,True,True,True,True,True,True,True,True,,
FEPVUR,2,W+W,10,2,True,True,True,True,True,True,True,True,True,,
WEHGEY,6,Zn+Zn+Zn+Zn+Zn+Zn,10,6,True,True,True,True,True,True,True,True,True,,
KEZRAK,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
TIVTEB,2,Cu+Cu,6,1,True,True,True,True,True,True,True,True,True,,
KAJDIL,8,Au+Au+Fe+Fe+Fe+Fe+Fe+Fe,4,0,True,True,True,True,True,True,True,True,True,,
IJETOH,2,Zn+Zn,6,2,True,True,True,True,True,True,True,True,True,,
VIHBUL,4,Cu+Cu+Cu+Cu,9,2,True,True,True,True,True,True,True,True,True,,
FAJKIK,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
VAZGEL,2,Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
HEGBOL,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
ETRAMN01,3,Mn+Mn+Mn,6,2,True,True,True,True,True,True,True,True,True,,
FABKIF,2,Ag+Ag,6,0,True,True,True,True,True,True,True,True,True,,
IYOCEH,8,Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,26,12,True,True,True,True,True,True,True,True,True,,
JUJPUD,2,Au+Au,4,0,True,True,True,True,True,True,True,True,True,,
BAHBIA,6,Sc+Sc+Sc+Sc+Sc+Sc,12,0,True,True,True,True,True,True,True,True,True,,
YULKOG,6,Ni+Ni+Ni+Ni+Ni+Ni,22,10,True,True,True,True,True,True,True,True,True,,
YAJKEZ,2,V+V,12,0,True,True,True,True,True,True,True,True,True,,
ECOFEJ,3,Zn+Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
QICCUD,2,Cu+Cu,7,2,True,True,True,True,True,True,True,True,True,,
UQOMOD,6,Cu+Cu+Cu+Cu+Cu+Cu,21,1,True,True,True,True,True,True,True,True,True,,
QEJHUL,2,Co+Y,13,2,True,True,True,True,True,True,True,True,True,,
BEXMID,8,Co+Co+Co+Co+Co+Co+Co+Co,12,3,True,True,True,True,True,True,True,True,True,,
SEYQUL01,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,14,6,True,True,True,True,True,True,True,True,True,,
FUPXUN,10,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,19,9,True,True,True,True,True,True,True,True,True,,
KOVKOV,3,Hg+Hg+Hg,8,2,True,True,True,True,True,True,True,True,True,,
NOYGAN,3,Ir+Ir+Ir,12,3,True,True,True,True,True,True,True,True,True,,
NEVJUW,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
LELRID,2,Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
SOGJOO,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
WOPVAC,2,Ir+Ir,6,0,True,True,True,True,True,True,True,True,True,,
RELZEO,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
VIXVEH,4,Fe+Fe+Fe+Fe,19,3,True,True,True,True,True,True,True,True,True,,
ZEKXUK,2,Pt+Y,6,1,True,True,True,True,True,True,True,True,True,,
BEMYIB10,4,Au+Ru+Ru+Ru,11,1,True,True,True,True,True,True,True,True,True,,
LADYEX01,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
HAPMES,4,Cd+Cd+Cd+Cd,13,1,True,True,True,True,True,True,True,True,True,,
OVUHEV01,4,Cd+Cd+Cd+Cd,6,3,True,True,True,True,True,True,True,True,True,,
ZIQGUD,3,Cd+Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
TATYOE,2,Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
YUKTUW,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
NUHQAJ,3,Cu+Cu+Cu,8,2,True,True,True,True,True,True,True,True,True,,
TIHCOE,5,Cu+Cu+Cu+Cu+Cu,10,4,True,True,True,True,True,True,True,True,True,,
SOZGET,2,Re+Re,16,0,True,True,True,True,True,True,True,True,True,,
NUWRIG01,2,Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
GABLEC,2,Ru+Ru,10,2,True,True,True,True,True,True,True,True,True,,
CINHIQ,4,Zn+Zn+Zn+Zn,12,6,True,True,True,True,True,True,True,True,True,,
TOBXAJ,2,W+W,12,0,True,True,True,True,True,True,True,True,True,,
VITMUK,4,Ni+Ni+Ni+Ni,16,0,True,True,True,True,True,True,True,True,True,,
HIMVOQ,5,Ni+Ni+Ni+Ni+Ni,26,4,True,True,True,True,True,True,True,True,True,,
GUQLAF,2,Ni+Ni,10,2,True,True,True,True,True,True,True,True,True,,
QUYXIU,2,Zn+Zn,6,2,True,True,True,True,True,True,True,True,True,,
SAHVOQ,2,Co+Co,6,1,True,True,True,True,True,True,True,True,True,,
MOHMIG,5,Cu+Cu+Cu+Cu+Cu,13,3,True,True,True,True,True,True,True,True,True,,
YEFCOD,6,Zn+Zn+Zn+Zn+Zn+Zn,24,6,True,True,True,True,True,True,True,True,True,,
AGUPOL,6,Hg+Hg+Hg+Hg+Hg+Hg,8,4,True,True,True,True,True,True,True,True,True,,
FEWVOT,2,Fe+Pt,7,0,True,True,True,True,True,True,True,True,True,,
EJERUJ,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
QEYRAR,2,Fe+Fe,9,3,True,True,True,True,True,True,True,True,True,,
BUYFOU,3,Cu+Cu+Cu,12,2,True,True,True,True,True,True,True,True,True,,
KUVWEE,6,Mn+Mn+Mn+Mn+Mn+Mn,36,0,True,True,True,True,True,True,True,True,True,,
ZUGZOU,6,Zn+Zn+Zn+Zn+Zn+Zn,8,4,True,True,True,True,True,True,True,True,True,,
DAHTUD,2,Rh+Rh,4,0,True,True,True,True,True,True,True,True,True,,
DAKYAR,10,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,24,4,True,True,True,True,True,True,True,True,True,,
SIVWAZ,6,Cd+Cd+Cd+Cd+Cd+Cd,12,4,True,True,True,True,True,True,True,True,True,,
RUNXAA,6,Cr+Cr+Cr+Cr+Cu+Cu,24,2,True,True,True,True,True,True,True,True,True,,
IBAMOO,3,Pt+Pt+Pt,12,0,True,True,True,True,True,True,True,True,True,,
ULACUH,2,Ni+Pd,8,0,True,True,True,True,True,True,True,True,True,,
TIBZOW,4,Zn+Zn+Zn+Zn,24,0,True,True,True,True,True,True,True,True,True,,
IYOYIE,4,Co+Co+Co+Co,6,3,True,True,True,True,True,True,True,True,True,,
YUKBIQ,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
MATHOH,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
ZOVMUS,12,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+W+W+W+W,24,12,True,True,True,True,True,True,True,True,True,,
TUDTIY,6,Co+Co+Co+Co+Co+Co,11,3,True,True,True,True,True,True,True,True,True,,
YOSMEZ,2,Rh+Rh,6,2,True,True,True,True,True,True,True,True,True,,
LORNAJ,2,Ti+Ti,8,2,True,True,True,True,True,True,True,True,True,,
SULHOA,2,Mo+Mo,12,0,True,True,True,True,True,True,True,True,True,,
LEWZES,2,Ni+Ni,2,0,True,True,True,True,True,True,True,True,True,,
WODNEI,3,Ru+Ru+Ru,4,4,True,True,True,True,True,True,True,True,True,,
CDMSOR10,2,Ru+Ru,12,0,True,True,True,True,True,True,True,True,True,,
IBODIM,6,Cu+Cu+Cu+Cu+Cu+La,24,5,True,True,True,True,True,True,True,True,True,,
VANFEZ,3,Ni+Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
SERXAR,2,Ir+Ir,10,2,True,True,True,True,True,True,True,True,True,,
JIYSIT,2,W+W,2,0,True,True,True,True,True,True,True,True,True,,
LUYHAP,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,16,0,True,True,True,True,True,True,True,True,True,,
ZEYMIB,2,Mo+Mo,7,1,True,True,True,True,True,True,True,True,True,,
MAVWIQ,5,Mo+Mo+Mo+Mo+Mo,26,4,True,True,True,True,True,True,True,True,True,,
MOQBEC34,8,Co+Co+Co+Co+Co+Co+Co+Co,6,5,True,True,True,True,True,True,True,True,True,,
BIZJOK,4,Cd+Cd+Cd+Cd,11,4,True,True,True,True,True,True,True,True,True,,
FESFEP,3,Co+Co+Co,8,0,True,True,True,True,True,True,True,True,True,,
YEKMUA,4,Ta+Ta+V+V,17,3,True,True,True,True,True,True,True,True,True,,
UYEFAG,3,Au+Au+Ni,14,0,True,True,True,True,True,True,True,True,True,,
VALSEH,2,Ta+Ta,12,0,True,True,True,True,True,True,True,True,True,,
KAXXIS,3,Co+Co+Co,6,0,True,True,True,True,True,True,True,True,True,,
NENNUQ,2,Fe+V,4,0,True,True,True,True,True,True,True,True,True,,
NEKZUY,5,Cu+Cu+Cu+Cu+Cu,10,6,True,True,True,True,True,True,True,True,True,,
FOPHIE,6,Mn+Mn+Mn+Mn+Mn+Mn,12,3,True,True,True,True,True,True,True,True,True,,
CAQHOV02,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
NIDQIC,2,Fe+Fe,12,0,True,True,True,True,True,True,True,True,True,,
AQOPUS,6,Zn+Zn+Zn+Zn+Zn+Zn,13,1,True,True,True,True,True,True,True,True,True,,
MEFSAS,3,Co+Co+Co,7,1,True,True,True,True,True,True,True,True,True,,
HIGYUU,4,Co+Co+Ru+Ru,20,0,True,True,True,True,True,True,True,True,True,,
HAPYOP,2,Re+Re,12,0,True,True,True,True,True,True,True,True,True,,
LADJOQ,4,Ti+Ti+Ti+Ti,14,4,True,True,True,True,True,True,True,True,True,,
RIRTOD,4,Fe+Fe+Fe+Fe,8,4,True,True,True,True,True,True,True,True,True,,
UQAVAK,12,W+W+W+W+W+W+W+W+W+W+W+W,40,28,True,True,True,True,True,True,True,True,True,,
CABTOR,3,Ag+Ag+Ag,6,0,True,True,True,True,True,True,True,True,True,,
GAHZAS,2,Cu+Cu,6,1,True,True,True,True,True,True,True,True,True,,
DOQFEU,6,Cu+Cu+Cu+Cu+Cu+Cu,12,6,True,True,True,True,True,True,True,True,True,,
SOKYAS10,2,Mn+Mn,10,1,True,True,True,True,True,True,True,True,True,,
YUNFUI,2,Fe+Fe,11,1,True,True,True,True,True,True,True,True,True,,
KEJDEM,6,Zn+Zn+Zn+Zn+Zn+Zn,15,0,True,True,True,True,True,True,True,True,True,,
PEGJUJ,3,Cd+Cd+Cd,6,3,True,True,True,True,True,True,True,True,True,,
CASFOT,10,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,22,9,True,True,True,True,True,True,True,True,True,,
PUVJOG,6,Co+Co+V+V+V+V,22,3,True,True,True,True,True,True,True,True,True,,
FANBII,2,Ag+Ag,4,0,True,True,True,True,True,True,True,True,True,,
FASHUF,4,Ru+Ru+Ru+Ru,12,0,True,True,True,True,True,True,True,True,True,,
NUTMUM,2,Ir+Ir,3,3,True,True,True,True,True,True,True,True,True,,
ANERUH,3,Cd+Cd+Cd,18,0,True,True,True,True,True,True,True,True,True,,
RIHXEN,4,Zn+Zn+Zn+Zn,16,0,True,True,True,True,True,True,True,True,True,,
QAGZAZ,2,Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
JOGKUM,8,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,14,8,True,True,True,True,True,True,True,True,True,,
ETEFIU,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
NAYDAS02,2,Hf+Hf,10,2,True,True,True,True,True,True,True,True,True,,
XUDXIE,2,Pt+Pt,8,0,True,True,True,True,True,True,True,True,True,,
REXTUK,2,Cu+Cu,6,1,True,True,True,True,True,True,True,True,True,,
MOLQEL02,7,Zn+Zn+Zn+Zn+Zn+Zn+Zn,16,1,True,True,True,True,True,True,True,True,True,,
AHAGUL,3,Au+Au+Au,12,0,True,True,True,True,True,True,True,True,True,,
XEJPIN,2,Co+Co,12,0,True,True,True,True,True,True,True,True,True,,
UFIFIZ,2,V+V,8,0,True,True,True,True,True,True,True,True,True,,
QABLIQ,3,Os+Os+Os,12,0,True,True,True,True,True,True,True,True,True,,
YIJFAC,12,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,72,0,True,True,True,True,True,True,True,True,True,,
RAKTON,2,Pt+Pt,6,0,True,True,True,True,True,True,True,True,True,,
HOPXAP,4,Fe+Fe+Fe+Fe,16,0,True,True,True,True,True,True,True,True,True,,
EWUJAI,3,Cu+Cu+Cu,5,4,True,True,True,True,True,True,True,True,True,,
EKAJOP,6,Ru+Ru+Ru+Ru+Ru+Ru,20,5,True,True,True,True,True,True,True,True,True,,
TOHLIN,3,Co+Co+Co,6,2,True,True,True,True,True,True,True,True,True,,
PUCGOK,4,Re+Re+Re+Re,24,0,True,True,True,True,True,True,True,True,True,,
PETVUJ,4,Mo+Mo+Mo+Mo,14,6,True,True,True,True,True,True,True,True,True,,
TAYZEB,8,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,12,7,True,True,True,True,True,True,True,True,True,,
RIMCUL,2,Mo+Mo,10,2,True,True,True,True,True,True,True,True,True,,
ILUJEF,9,Co+Co+Co+Co+Co+Co+Co+Co+Co,24,0,True,True,True,True,True,True,True,True,True,,
BOYNAF,3,Cu+Cu+Cu,6,3,True,True,True,True,True,True,True,True,True,,
RERRUD03,4,Co+Co+Fe+Fe,24,0,True,True,True,True,True,True,True,True,True,,
ZUWVEU,3,Ag+Ag+Ag,4,1,True,True,True,True,True,True,True,True,True,,
YUVVIU,4,Cu+Cu+Cu+Cu,8,0,True,True,True,True,True,True,True,True,True,,
UKACOY,2,Ni+Ni,8,0,True,True,True,True,True,True,True,True,True,,
CUHVEG01,2,Nb+Nb,12,4,True,True,True,True,True,True,True,True,True,,
KICYEB,5,Cr+Mn+Mn+Mn+Mn,25,0,True,True,True,True,True,True,True,True,True,,
EKOVAC,6,Ni+Ni+Ni+Ni+Ni+Ni,25,9,True,True,True,True,True,True,True,True,True,,
OFOFOF,2,Cu+Cu,10,0,True,True,True,True,True,True,True,True,True,,
YINPUI,2,Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
UXUTEN,4,Rh+Rh+Rh+Rh,12,0,True,True,True,True,True,True,True,True,True,,
NUHQOX,2,Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
CONDAO,2,Mn+Mn,10,0,True,True,True,True,True,True,True,True,True,,
MOKYAP62,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,6,6,True,True,True,True,True,True,True,True,True,,
SONWAT,2,Re+Re,10,0,True,True,True,True,True,True,True,True,True,,
XOXSOW,4,Pd+Pd+Pd+Pd,12,0,True,True,True,True,True,True,True,True,True,,
XAVRAR01,2,Zn+Zn,8,0,True,True,True,True,True,True,True,True,True,,
SEZDAF01,5,Co+Co+Co+Co+Co,15,2,True,True,True,True,True,True,True,True,True,,
KOGNEZ,2,Zr+Zr,11,3,True,True,True,True,True,True,True,True,True,,
ZAQZOG,5,V+V+V+V+V,21,1,True,True,True,True,True,True,True,True,True,,
POTGOY,3,Ti+Ti+Ti,4,4,True,True,True,True,True,True,True,True,True,,
OLAREZ,6,Fe+Fe+Fe+Fe+Fe+Fe,18,6,True,True,True,True,True,True,True,True,True,,
TETXOH,2,Ru+Ru,9,1,True,True,True,True,True,True,True,True,True,,
YUYHIL,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,40,0,True,True,True,True,True,True,True,True,True,,
KAHXUN,2,Pd+Pd,8,0,True,True,True,True,True,True,True,True,True,,
EFIYOK,3,Co+Ni+Ni,14,4,True,True,True,True,True,True,True,True,True,,
ATUBUP01,2,Zn+Zn,12,0,True,True,True,True,True,True,True,True,True,,
JOQPOU,6,Ru+Ru+Ru+Ru+Ru+Ru,16,2,True,True,True,True,True,True,True,True,True,,
UJEYIS,2,Co+Co,10,0,True,True,True,True,True,True,True,True,True,,
QODPIM,6,Pd+Pd+Pd+Pd+Pd+Pd,24,0,True,True,True,True,True,True,True,True,True,,
HAXCUF,4,Fe+Fe+Fe+Fe,8,1,True,True,True,True,True,True,True,True,True,,
AQEMAN,2,Cd+Cd,10,2,True,True,True,True,True,True,True,True,True,,
ARABIH,8,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,12,6,True,True,True,True,True,True,True,True,True,,
KILZOW,2,Ni+Ni,12,0,True,True,True,True,True,True,True,True,True,,
DUZVOM,2,Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
MULVEU,6,Cu+Cu+Cu+Cu+Cu+Cu,22,6,True,True,True,True,True,True,True,True,True,,
GAWSIG03,2,Mo+Ni,10,0,True,True,True,True,True,True,True,True,True,,
IVOPAM,10,Co+Co+Co+Co+Co+Co+Co+Co+Co+Co,24,6,True,True,True,True,True,True,True,True,True,,
JAZLUR,4,W+W+W+W,11,3,True,True,True,True,True,True,True,True,True,,
TUWMIH,2,V+V,11,1,True,True,True,True,True,True,True,True,True,,
KODDOX,2,Au+Au,4,0,True,True,True,True,True,True,True,True,True,,
CUIPDT01,4,Cu+Cu+Cu+Cu,8,4,True,True,True,True,True,True,True,True,True,,
FUMLAE,2,Ir+Ir,4,0,True,True,True,True,True,True,True,True,True,,
BOLDEM,2,W+W,14,0,True,True,True,True,True,True,True,True,True,,
JOTWEX,6,Co+Co+Co+Co+Co+Co,6,4,True,True,True,True,True,True,True,True,True,,
NOWBUW,2,Ir+Ir,6,2,True,True,True,True,True,True,True,True,True,,
DANXIA,7,Zn+Zn+Zn+Zn+Zn+Zn+Zn,36,6,True,True,True,True,True,True,True,True,True,,
UHIXIT,3,Cu+Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
OFUYOE,2,Cu+Cu,7,1,True,True,True,True,True,True,True,True,True,,
VUDSIA,5,Zn+Zn+Zn+Zn+Zn,8,2,True,True,True,True,True,True,True,True,True,,
GIHMOZ,2,Pd+Pd,6,2,True,True,True,True,True,True,True,True,True,,
EBOJEM,3,Cd+Cd+Cd,7,0,True,True,True,True,True,True,True,True,True,,
NUDBEW,6,Cu+Cu+Cu+Cu+Cu+Cu,12,0,True,True,True,True,True,True,True,True,True,,
JUJMIN,6,Ti+Ti+Ti+Ti+Ti+Ti,30,6,True,True,True,True,True,True,True,True,True,,
AMUQEG,5,Cu+Cu+Cu+Cu+Cu,10,3,True,True,True,True,True,True,True,True,True,,
WIRBOR,6,Cd+Cd+Cd+Cd+Cd+Cd,12,2,True,True,True,True,True,True,True,True,True,,
TODJIF01,2,Fe+Ti,2,0,True,True,True,True,True,True,True,True,True,,
VAFBEL,2,Ag+Ag,8,0,True,True,True,True,True,True,True,True,True,,
QOTTUP,3,Cd+Cd+Cd,6,2,True,True,True,True,True,True,True,True,True,,
RAZROA,6,Mn+Mn+Mn+Mn+Mn+Mn,26,6,True,True,True,True,True,True,True,True,True,,
YEDPED,3,Cd+Cd+Cd,8,2,True,True,True,True,True,True,True,True,True,,
JEZVAP,4,Hg+Hg+Hg+Pt,10,0,True,True,True,True,True,True,True,True,True,,
FEZNUV,5,Cd+Cd+Cd+Pd+Pd,10,3,True,True,True,True,True,True,True,True,True,,
NIQDEW,3,Re+Re+Re,11,5,True,True,True,True,True,True,True,True,True,,
KEWJEC,2,Co+Co,6,0,True,True,True,True,True,True,True,True,True,,
VEWHAK,2,Au+Au,8,0,True,True,True,True,True,True,True,True,True,,
ADAZAH,6,Cr+Cr+Cr+Cr+Cr+Cr,32,2,True,True,True,True,True,True,True,True,True,,
RUCMES01,6,Ru+Ru+Ru+Ru+Ru+Ru,15,2,True,True,True,True,True,True,True,True,True,,
JEXGAV,3,Mo+Mo+W,10,4,True,True,True,True,True,True,True,True,True,,
OCOKUM,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
QUTCIT,3,Zn+Zn+Zn,13,1,True,True,True,True,True,True,True,True,True,,
CELGUY,2,Cr+Zr,7,1,True,True,True,True,True,True,True,True,True,,
FIPZIR,6,Cu+Cu+Cu+Cu+Cu+Cu,4,2,True,True,True,True,True,True,True,True,True,,
HUVVEC,5,Mn+Mn+Mn+Mn+Mn,25,3,True,True,True,True,True,True,True,True,True,,
MUVRUU,2,Cu+Cu,6,2,True,True,True,True,True,True,True,True,True,,
COCLIR,10,Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr+Zr,18,5,True,True,True,True,True,True,True,True,True,,
XAHNEC,2,Zn+Zn,10,0,True,True,True,True,True,True,True,True,True,,
EQUXUK,4,Ag+Ag+Fe+Fe,4,0,True,True,True,True,True,True,True,True,True,,
ROXCIT,2,Zn+Zn,12,0,True,True,True,True,True,True,True,True,True,,
DACHAR,7,Ag+Ag+Ag+Ag+Ag+Ag+Ag,10,2,True,True,True,True,True,True,True,True,True,,
DEBGAU,4,Zn+Zn+Zn+Zn,14,0,True,True,True,True,True,True,True,True,True,,
IVIXUI,2,Mn+Ru,12,0,True,True,True,True,True,True,True,True,True,,
