node_id,source_database,source_id,metal_count,metals_str,cn_list,shape_best_list,donor_set,bridge_types,haptic_modes,periodic_truncated,parse_valid,roundtrip_valid,L0,L1,L2,L3
MOF_ABAVIM,CSD_MOF,ABAVIM,1,Ni,6,OC,"O,O,O,O,O",,,True,True,True,Ni|CN:6,Ni|CN:6|Shape:OC,Ni|CN:6|Shape:OC|Donors:O+O+O+O+O|Bridges:0,d66e89ad72e3
MOF_ABAVIM01,CSD_MOF,ABAVIM01,1,Ni,6,OC,"O,O,O,O,O",,,True,True,True,Ni|CN:6,Ni|CN:6|Shape:OC,Ni|CN:6|Shape:OC|Donors:O+O+O+O+O|Bridges:0,d66e89ad72e3
MOF_ABAVOP,CSD_MOF,ABAVOP,4,Co+Co+Co+Co,"6,6,1,1","OC,OC,CN1,CN1","N,N,N,N,O,O,O,O,O,O,O,O,O,O",,,True,True,True,Co+Co+Co+Co|CN:6+6+1+1,Co+Co+Co+Co|CN:6+6+1+1|Shape:OC+OC+CN1+CN1,Co+Co+Co+Co|CN:6+6+1+1|Shape:OC+OC+CN1+CN1|Donors:N+N+N+N+O+O+O+O+O+O+O+O+O+O|Bridges:0,d64f0129ac78
MOF_ABAVOS,CSD_MOF,ABAVOS,1,Co,6,OC,"O,O,O,O,O",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:O+O+O+O+O|Bridges:0,2bcfc8e4a682
MOF_ABAVUV,CSD_MOF,ABAVUV,2,Co+Co,"6,1","OC,CN1","N,N,O,O,O,O,O",,,True,True,True,Co+Co|CN:6+1,Co+Co|CN:6+1|Shape:OC+CN1,Co+Co|CN:6+1|Shape:OC+CN1|Donors:N+N+O+O+O+O+O|Bridges:0,4b6285d80d65
MOF_ABAVUY,CSD_MOF,ABAVUY,4,Cd+Cd+Cd+Cd,"6,7,6,7","OC,PBPY,OC,PBPY","N,N,N,N,N,O,O,O,O,O,O,O,O,O,O,O","mu2-N,mu2-O",,True,True,True,Cd+Cd+Cd+Cd|CN:6+7+6+7,Cd+Cd+Cd+Cd|CN:6+7+6+7|Shape:OC+PBPY+OC+PBPY,Cd+Cd+Cd+Cd|CN:6+7+6+7|Shape:OC+PBPY+OC+PBPY|Donors:N+N+N+N+N+O+O+O+O+O+O+O+O+O+O+O|Bridges:8,0847a84d0009
MOF_ABAWOT,CSD_MOF,ABAWOT,3,Cu+Cu+Cu,"5,6,5","TBPY,OC,TBPY","N,O,O,O,O,O,O,O,O","mu2-N,mu2-O,mu3-O",,True,True,True,Cu+Cu+Cu|CN:5+6+5,Cu+Cu+Cu|CN:5+6+5|Shape:TBPY+OC+TBPY,Cu+Cu+Cu|CN:5+6+5|Shape:TBPY+OC+TBPY|Donors:N+O+O+O+O+O+O+O+O|Bridges:4,a6ece1b7d8ce
MOF_ABAXIN,CSD_MOF,ABAXIN,2,Zn+Zn,"5,5","TBPY,TBPY","N,O,O,O,O,O,O,O,O,O",,,True,True,True,Zn+Zn|CN:5+5,Zn+Zn|CN:5+5|Shape:TBPY+TBPY,Zn+Zn|CN:5+5|Shape:TBPY+TBPY|Donors:N+O+O+O+O+O+O+O+O+O|Bridges:0,ffdb31a348aa
MOF_ABAXOT,CSD_MOF,ABAXOT,2,Zn+Zn,"4,5","SP,TBPY","N,N,O,O,O,O,O,O,O",,,True,True,True,Zn+Zn|CN:4+5,Zn+Zn|CN:4+5|Shape:SP+TBPY,Zn+Zn|CN:4+5|Shape:SP+TBPY|Donors:N+N+O+O+O+O+O+O+O|Bridges:0,e42185f35884
MOF_ABAXUZ,CSD_MOF,ABAXUZ,2,Zn+Zn,"5,5","TBPY,TBPY","N,N,O,O,O,O,O,O,O,O",,,True,True,True,Zn+Zn|CN:5+5,Zn+Zn|CN:5+5|Shape:TBPY+TBPY,Zn+Zn|CN:5+5|Shape:TBPY+TBPY|Donors:N+N+O+O+O+O+O+O+O+O|Bridges:0,f504dddcba11
MOF_ABAYAE,CSD_MOF,ABAYAE,3,Cu+Cu+Cu,"5,5,1","TBPY,TBPY,CN1","N,N,N,N,O,O,O,O,O,O,O",,,True,True,True,Cu+Cu+Cu|CN:5+5+1,Cu+Cu+Cu|CN:5+5+1|Shape:TBPY+TBPY+CN1,Cu+Cu+Cu|CN:5+5+1|Shape:TBPY+TBPY+CN1|Donors:N+N+N+N+O+O+O+O+O+O+O|Bridges:0,800af1a637ac
MOF_ABAYAG,CSD_MOF,ABAYAG,2,Zn+Zn,"5,5","TBPY,TBPY","N,N,O,O,O,O,O,O,O,O",,,True,True,True,Zn+Zn|CN:5+5,Zn+Zn|CN:5+5|Shape:TBPY+TBPY,Zn+Zn|CN:5+5|Shape:TBPY+TBPY|Donors:N+N+O+O+O+O+O+O+O+O|Bridges:0,f504dddcba11
MOF_ABAYEI,CSD_MOF,ABAYEI,4,Ag+Ag+Ag+Ag,"2,2,3,1","L,L,TP,CN1","N,N,O,O,O,O,O,O",,,True,True,True,Ag+Ag+Ag+Ag|CN:2+2+3+1,Ag+Ag+Ag+Ag|CN:2+2+3+1|Shape:L+L+TP+CN1,Ag+Ag+Ag+Ag|CN:2+2+3+1|Shape:L+L+TP+CN1|Donors:N+N+O+O+O+O+O+O|Bridges:0,19e099cfb5c1
MOF_ABAYIM,CSD_MOF,ABAYIM,7,Ag+Ag+Ag+Ag+Ag+Ag+Ag,"4,3,0,1,0,1,1","SP,TP,CN0,CN1,CN0,CN1,CN1","N,N,N,O,O,O,O,O,O",mu2-O,,True,True,True,Ag+Ag+Ag+Ag+Ag+Ag+Ag|CN:4+3+0+1+0+1+1,Ag+Ag+Ag+Ag+Ag+Ag+Ag|CN:4+3+0+1+0+1+1|Shape:SP+TP+CN0+CN1+CN0+CN1+CN1,Ag+Ag+Ag+Ag+Ag+Ag+Ag|CN:4+3+0+1+0+1+1|Shape:SP+TP+CN0+CN1+CN0+CN1+CN1|Donors:N+N+N+O+O+O+O+O+O|Bridges:1,c157fdbe4fa2
MOF_ABAYIO,CSD_MOF,ABAYIO,3,Mn+Mn+Mn,"5,5,5","TBPY,TBPY,TBPY","Cl,Cl,Cl,O,O,O,O",mu3-O,,True,True,True,Mn+Mn+Mn|CN:5+5+5,Mn+Mn+Mn|CN:5+5+5|Shape:TBPY+TBPY+TBPY,Mn+Mn+Mn|CN:5+5+5|Shape:TBPY+TBPY+TBPY|Donors:Cl+Cl+Cl+O+O+O+O|Bridges:1,232033e4139c
MOF_ABAYOS,CSD_MOF,ABAYOS,5,Ag+Ag+Ag+Ag+Ag,"4,3,0,0,1","SP,TP,CN0,CN0,CN1","N,N,O,O,O,O,O,O",,,True,True,True,Ag+Ag+Ag+Ag+Ag|CN:4+3+0+0+1,Ag+Ag+Ag+Ag+Ag|CN:4+3+0+0+1|Shape:SP+TP+CN0+CN0+CN1,Ag+Ag+Ag+Ag+Ag|CN:4+3+0+0+1|Shape:SP+TP+CN0+CN0+CN1|Donors:N+N+O+O+O+O+O+O|Bridges:0,76e927aa7cf4
MOF_ABAYOS01,CSD_MOF,ABAYOS01,2,Ag+Ag,"3,4","TP,SP","N,N,O,O,O,O",mu2-O,,True,True,True,Ag+Ag|CN:3+4,Ag+Ag|CN:3+4|Shape:TP+SP,Ag+Ag|CN:3+4|Shape:TP+SP|Donors:N+N+O+O+O+O|Bridges:1,39a5475b1bc8
MOF_ABAYOU,CSD_MOF,ABAYOU,3,Co+Co+Co,"5,5,5","TBPY,TBPY,TBPY","Cl,Cl,Cl,O,O,O,O",mu3-O,,True,True,True,Co+Co+Co|CN:5+5+5,Co+Co+Co|CN:5+5+5|Shape:TBPY+TBPY+TBPY,Co+Co+Co|CN:5+5+5|Shape:TBPY+TBPY+TBPY|Donors:Cl+Cl+Cl+O+O+O+O|Bridges:1,776ca689aac6
MOF_ABAYOV,CSD_MOF,ABAYOV,3,Cd+Cd+Cd,"6,7,7","OC,PBPY,PBPY","N,N,N,N,N,N,N,N,O,O,O,O,O,O,O,O",mu2-O,,True,True,True,Cd+Cd+Cd|CN:6+7+7,Cd+Cd+Cd|CN:6+7+7|Shape:OC+PBPY+PBPY,Cd+Cd+Cd|CN:6+7+7|Shape:OC+PBPY+PBPY|Donors:N+N+N+N+N+N+N+N+O+O+O+O+O+O+O+O|Bridges:4,ce67a0b46419
MOF_ABAYUY,CSD_MOF,ABAYUY,3,Zn+Zn+Zn,"5,2,1","TBPY,L,CN1","N,N,N,O,O,O,O,O",,,True,True,True,Zn+Zn+Zn|CN:5+2+1,Zn+Zn+Zn|CN:5+2+1|Shape:TBPY+L+CN1,Zn+Zn+Zn|CN:5+2+1|Shape:TBPY+L+CN1|Donors:N+N+N+O+O+O+O+O|Bridges:0,48415144e286
MOF_ABAZAF,CSD_MOF,ABAZAF,2,Zn+Zn,"5,5","TBPY,TBPY","N,N,N,N,O,O,O,O,O,O",,,True,True,True,Zn+Zn|CN:5+5,Zn+Zn|CN:5+5|Shape:TBPY+TBPY,Zn+Zn|CN:5+5|Shape:TBPY+TBPY|Donors:N+N+N+N+O+O+O+O+O+O|Bridges:0,e03f94b4df81
MOF_ABAZEJ,CSD_MOF,ABAZEJ,2,Zn+Zn,"4,1","SP,CN1","N,N,O,O,O",,,True,True,True,Zn+Zn|CN:4+1,Zn+Zn|CN:4+1|Shape:SP+CN1,Zn+Zn|CN:4+1|Shape:SP+CN1|Donors:N+N+O+O+O|Bridges:0,bf96ea9d0825
MOF_ABECIX,CSD_MOF,ABECIX,5,Ag+Ag+Co+Co+Co,"6,6,6,2,2","OC,OC,OC,L,L","F,N,N,O,O,O,O,O,O,O,O,O,P,P","mu2-P,mu3-F",,True,True,True,Ag+Ag+Co+Co+Co|CN:6+6+6+2+2,Ag+Ag+Co+Co+Co|CN:6+6+6+2+2|Shape:OC+OC+OC+L+L,Ag+Ag+Co+Co+Co|CN:6+6+6+2+2|Shape:OC+OC+OC+L+L|Donors:F+N+N+O+O+O+O+O+O+O+O+O+P+P|Bridges:3,c4eaeb7f9ecd
MOF_ABECOD,CSD_MOF,ABECOD,5,Ag+Ag+Co+Co+Co,"4,6,6,6,4","SP,OC,OC,OC,SP","F,N,N,O,O,O,O,O,O,O,O,O,O,O,P,P","mu2-P,mu3-F",,True,True,True,Ag+Ag+Co+Co+Co|CN:4+6+6+6+4,Ag+Ag+Co+Co+Co|CN:4+6+6+6+4|Shape:SP+OC+OC+OC+SP,Ag+Ag+Co+Co+Co|CN:4+6+6+6+4|Shape:SP+OC+OC+OC+SP|Donors:F+N+N+O+O+O+O+O+O+O+O+O+O+O+P+P|Bridges:3,914a21d450a7
MOF_ABECUI,CSD_MOF,ABECUI,1,Co,6,OC,"N,N,O,O,O,O",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+O+O+O+O|Bridges:0,e91f36cfed65
MOF_ABECUJ,CSD_MOF,ABECUJ,12,Au+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co,"2,6,6,6,1,1,1,2,1,1,1,1","L,OC,OC,OC,CN1,CN1,CN1,L,CN1,CN1,CN1,CN1","F,N,N,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,P,P",mu3-F,,True,True,True,Au+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co|CN:2+1+1+1+6+6+6+1+1+1+2+1,Au+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co|CN:2+1+1+1+6+6+6+1+1+1+2+1|Shape:L+CN1+CN1+CN1+OC+OC+OC+CN1+CN1+CN1+L+CN1,Au+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co+Co|CN:2+1+1+1+6+6+6+1+1+1+2+1|Shape:L+CN1+CN1+CN1+OC+OC+OC+CN1+CN1+CN1+L+CN1|Donors:F+N+N+N+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+P+P|Bridges:1,c286b8fff207
MOF_ABEDAP,CSD_MOF,ABEDAP,1,Co,6,OC,"N,N,O,O,O,O",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+O+O+O+O|Bridges:0,e91f36cfed65
MOF_ABEDAQ,CSD_MOF,ABEDAQ,3,Co+Co+Co,"6,6,6","OC,OC,OC","F,N,N,O,O,O,O,O,O,O,O,O,O,O,O,O",mu3-F,,True,True,True,Co+Co+Co|CN:6+6+6,Co+Co+Co|CN:6+6+6|Shape:OC+OC+OC,Co+Co+Co|CN:6+6+6|Shape:OC+OC+OC|Donors:F+N+N+O+O+O+O+O+O+O+O+O+O+O+O+O|Bridges:1,7091091ec661
MOF_ABEDET,CSD_MOF,ABEDET,3,Co+Co+Co,"6,2,1","OC,L,CN1","N,N,O,O,O,O,O,O,O",,,True,True,True,Co+Co+Co|CN:6+2+1,Co+Co+Co|CN:6+2+1|Shape:OC+L+CN1,Co+Co+Co|CN:6+2+1|Shape:OC+L+CN1|Donors:N+N+O+O+O+O+O+O+O|Bridges:0,9f1631b5fd33
MOF_ABEDET01,CSD_MOF,ABEDET01,2,Co+Co,"6,1","OC,CN1","N,N,O,O,O,O,O",,,True,True,True,Co+Co|CN:6+1,Co+Co|CN:6+1|Shape:OC+CN1,Co+Co|CN:6+1|Shape:OC+CN1|Donors:N+N+O+O+O+O+O|Bridges:0,4b6285d80d65
MOF_ABEDEU,CSD_MOF,ABEDEU,4,Au+Co+Co+Co,"2,6,6,6","L,OC,OC,OC","F,N,N,O,O,O,O,O,O,O,O,O,P,P",mu3-F,,True,True,True,Au+Co+Co+Co|CN:2+6+6+6,Au+Co+Co+Co|CN:2+6+6+6|Shape:L+OC+OC+OC,Au+Co+Co+Co|CN:2+6+6+6|Shape:L+OC+OC+OC|Donors:F+N+N+O+O+O+O+O+O+O+O+O+P+P|Bridges:1,2b75e56e3a4e
MOF_ABEDIX,CSD_MOF,ABEDIX,1,Co,6,OC,"N,N,O,O,O,O",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+O+O+O+O|Bridges:0,e91f36cfed65
MOF_ABEDIY,CSD_MOF,ABEDIY,5,Co+Co+Co+Cu+Cu,"6,6,6,4,4","OC,OC,OC,SP,SP","F,N,N,O,O,O,O,O,O,O,O,O,O,O,O,P,P","mu2-O,mu2-P,mu3-F",,True,True,True,Co+Co+Co+Cu+Cu|CN:6+6+6+4+4,Co+Co+Co+Cu+Cu|CN:6+6+6+4+4|Shape:OC+OC+OC+SP+SP,Co+Co+Co+Cu+Cu|CN:6+6+6+4+4|Shape:OC+OC+OC+SP+SP|Donors:F+N+N+O+O+O+O+O+O+O+O+O+O+O+O+P+P|Bridges:4,8b09a213437e
MOF_ABEHOH,CSD_MOF,ABEHOH,1,Ni,6,OC,"N,N,O,O,O,O",,,True,True,True,Ni|CN:6,Ni|CN:6|Shape:OC,Ni|CN:6|Shape:OC|Donors:N+N+O+O+O+O|Bridges:0,96636951ed39
MOF_ABEKOL,CSD_MOF,ABEKOL,4,Cu+Cu+Cu+Cu,"5,5,5,5","TBPY,TBPY,TBPY,TBPY","I,I,I,I,I,N,N,N,N,N,N","mu3-N,mu4-I",,True,True,True,Cu+Cu+Cu+Cu|CN:5+5+5+5,Cu+Cu+Cu+Cu|CN:5+5+5+5|Shape:TBPY+TBPY+TBPY+TBPY,Cu+Cu+Cu+Cu|CN:5+5+5+5|Shape:TBPY+TBPY+TBPY+TBPY|Donors:I+I+I+I+I+N+N+N+N+N+N|Bridges:3,40de72b8f4ab
MOF_ABELAY,CSD_MOF,ABELAY,4,Cu+Cu+Cu+Cu,"4,4,4,4","SP,SP,SP,SP","I,I,I,I,N,N,N,N,N","mu2-I,mu2-N,mu3-N,mu4-I",,True,True,True,Cu+Cu+Cu+Cu|CN:4+4+4+4,Cu+Cu+Cu+Cu|CN:4+4+4+4|Shape:SP+SP+SP+SP,Cu+Cu+Cu+Cu|CN:4+4+4+4|Shape:SP+SP+SP+SP|Donors:I+I+I+I+N+N+N+N+N|Bridges:4,5ce6efe10247
MOF_ABELEC,CSD_MOF,ABELEC,4,Cu+Cu+Cu+Cu,"4,4,4,4","SP,SP,SP,SP","I,I,I,I,N,N,N,N,N","mu2-I,mu2-N,mu3-N,mu4-I",,True,True,True,Cu+Cu+Cu+Cu|CN:4+4+4+4,Cu+Cu+Cu+Cu|CN:4+4+4+4|Shape:SP+SP+SP+SP,Cu+Cu+Cu+Cu|CN:4+4+4+4|Shape:SP+SP+SP+SP|Donors:I+I+I+I+N+N+N+N+N|Bridges:4,5ce6efe10247
MOF_ABELIG,CSD_MOF,ABELIG,9,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,"4,4,4,4,1,1,1,1,1","SP,SP,SP,SP,CN1,CN1,CN1,CN1,CN1","I,I,I,I,I,N,N,N,N,N,N,N,N,N,N,N,N","mu2-I,mu3-I",,True,True,True,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+1+1+1+1+1,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+1+1+1+1+1|Shape:SP+SP+SP+SP+CN1+CN1+CN1+CN1+CN1,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+1+1+1+1+1|Shape:SP+SP+SP+SP+CN1+CN1+CN1+CN1+CN1|Donors:I+I+I+I+I+N+N+N+N+N+N+N+N+N+N+N+N|Bridges:3,ed41569fb41b
MOF_ABELOM,CSD_MOF,ABELOM,6,Cu+Cu+Cu+Cu+Cu+Cu,"4,4,4,4,4,4","SP,SP,SP,SP,SP,SP","I,I,I,I,I,I,N,N,N,N,N,N,N,N,N,N","mu2-I,mu2-N,mu3-I",,True,True,True,Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+4+4,Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+4+4|Shape:SP+SP+SP+SP+SP+SP,Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+4+4|Shape:SP+SP+SP+SP+SP+SP|Donors:I+I+I+I+I+I+N+N+N+N+N+N+N+N+N+N|Bridges:5,5cc6a356ccfb
MOF_ABELOM01,CSD_MOF,ABELOM01,6,Cu+Cu+Cu+Cu+Cu+Cu,"4,4,4,4,4,4","SP,SP,SP,SP,SP,SP","I,I,I,I,I,I,N,N,N,N,N,N,N,N,N,N","mu2-I,mu2-N,mu3-I",,True,True,True,Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+4+4,Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+4+4|Shape:SP+SP+SP+SP+SP+SP,Cu+Cu+Cu+Cu+Cu+Cu|CN:4+4+4+4+4+4|Shape:SP+SP+SP+SP+SP+SP|Donors:I+I+I+I+I+I+N+N+N+N+N+N+N+N+N+N|Bridges:5,5cc6a356ccfb
MOF_ABEMIF,CSD_MOF,ABEMIF,12,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,"5,5,5,5,5,5,5,5,5,5,5,5","TBPY,TBPY,TBPY,TBPY,TBPY,TBPY,TBPY,TBPY,TBPY,TBPY,TBPY,TBPY","Cl,Cl,Cl,Cl,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","mu2-O,mu3-Cl,mu3-O,mu6-O,mu7-Cl",,True,True,True,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu|CN:5+5+5+5+5+5+5+5+5+5+5+5,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu|CN:5+5+5+5+5+5+5+5+5+5+5+5|Shape:TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu|CN:5+5+5+5+5+5+5+5+5+5+5+5|Shape:TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY+TBPY|Donors:Cl+Cl+Cl+Cl+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O|Bridges:11,283b15535d6e
MOF_ABEMUR,CSD_MOF,ABEMUR,2,Ag+Ag,"2,2","L,L","N,N,N,N",,,True,True,True,Ag+Ag|CN:2+2,Ag+Ag|CN:2+2|Shape:L+L,Ag+Ag|CN:2+2|Shape:L+L|Donors:N+N+N+N|Bridges:0,5ef112afa3f4
MOF_ABENAY,CSD_MOF,ABENAY,1,Ag,3,TP,"N,N,O",,,True,True,True,Ag|CN:3,Ag|CN:3|Shape:TP,Ag|CN:3|Shape:TP|Donors:N+N+O|Bridges:0,3f2045027035
MOF_ABERAE,CSD_MOF,ABERAE,1,Zn,4,SP,"N,O,O,O",,,True,True,True,Zn|CN:4,Zn|CN:4|Shape:SP,Zn|CN:4|Shape:SP|Donors:N+O+O+O|Bridges:0,b193eada45f0
MOF_ABEREH,CSD_MOF,ABEREH,1,Cu,4,SP,"O,O,O",,,True,True,True,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:O+O+O|Bridges:0,179576632916
MOF_ABEREH01,CSD_MOF,ABEREH01,1,Cu,4,SP,"O,O,O",,,True,True,True,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:O+O+O|Bridges:0,179576632916
MOF_ABEREH02,CSD_MOF,ABEREH02,1,Cu,4,SP,"O,O,O",,,True,True,True,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:O+O+O|Bridges:0,179576632916
MOF_ABETEJ,CSD_MOF,ABETEJ,2,Cu+Cu,"5,5","TBPY,TBPY","O,O,O,O,O,O,O,O,O,O",,,True,True,True,Cu+Cu|CN:5+5,Cu+Cu|CN:5+5|Shape:TBPY+TBPY,Cu+Cu|CN:5+5|Shape:TBPY+TBPY|Donors:O+O+O+O+O+O+O+O+O+O|Bridges:0,bff0aacc973f
MOF_ABEVOV,CSD_MOF,ABEVOV,1,Mo,6,OC,"C,C,C,C,C,N",,,True,True,True,Mo|CN:6,Mo|CN:6|Shape:OC,Mo|CN:6|Shape:OC|Donors:C+C+C+C+C+N|Bridges:0,76bdc3ab3d6f
MOF_ABEVUB,CSD_MOF,ABEVUB,1,Mo,6,OC,"C,C,C,C,C,N",,,True,True,True,Mo|CN:6,Mo|CN:6|Shape:OC,Mo|CN:6|Shape:OC|Donors:C+C+C+C+C+N|Bridges:0,76bdc3ab3d6f
MOF_ABEWEN,CSD_MOF,ABEWEN,4,Co+Co+Co+Co,"6,6,6,6","OC,OC,OC,OC","N,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",,,True,True,True,Co+Co+Co+Co|CN:6+6+6+6,Co+Co+Co+Co|CN:6+6+6+6|Shape:OC+OC+OC+OC,Co+Co+Co+Co|CN:6+6+6+6|Shape:OC+OC+OC+OC|Donors:N+N+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O|Bridges:0,a1ee4be9d326
MOF_ABEXEM,CSD_MOF,ABEXEM,5,La+La+La+La+La,"9,9,2,1,1","CN9,CN9,L,CN1,CN1","N,N,N,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",,,True,True,True,La+La+La+La+La|CN:9+9+2+1+1,La+La+La+La+La|CN:9+9+2+1+1|Shape:CN9+CN9+L+CN1+CN1,La+La+La+La+La|CN:9+9+2+1+1|Shape:CN9+CN9+L+CN1+CN1|Donors:N+N+N+N+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O|Bridges:0,f5d4b42abd13
MOF_ABEXUD,CSD_MOF,ABEXUD,1,Cu,6,OC,"Cl,Cl,N,N",,,True,True,True,Cu|CN:6,Cu|CN:6|Shape:OC,Cu|CN:6|Shape:OC|Donors:Cl+Cl+N+N|Bridges:0,e1cf97c6f907
MOF_ABEYOX,CSD_MOF,ABEYOX,4,La+La+La+La,"9,9,2,2","CN9,CN9,L,L","N,N,N,N,N,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",,,True,True,True,La+La+La+La|CN:9+9+2+2,La+La+La+La|CN:9+9+2+2|Shape:CN9+CN9+L+L,La+La+La+La|CN:9+9+2+2|Shape:CN9+CN9+L+L|Donors:N+N+N+N+N+N+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O+O|Bridges:0,72ae18f30ee1
MOF_ABIBAS,CSD_MOF,ABIBAS,5,Co+Co+Co+Co+Co,"6,6,1,2,1","OC,OC,CN1,L,CN1","N,N,N,O,O,O,O,O,O,O,O,O,O,O,O",mu2-O,,True,True,True,Co+Co+Co+Co+Co|CN:6+6+1+2+1,Co+Co+Co+Co+Co|CN:6+6+1+2+1|Shape:OC+OC+CN1+L+CN1,Co+Co+Co+Co+Co|CN:6+6+1+2+1|Shape:OC+OC+CN1+L+CN1|Donors:N+N+N+O+O+O+O+O+O+O+O+O+O+O+O|Bridges:1,20b960a11120
MOF_ABIFAT,CSD_MOF,ABIFAT,1,Mn,6,OC,"N,N,O,O,O,O",,,True,True,True,Mn|CN:6,Mn|CN:6|Shape:OC,Mn|CN:6|Shape:OC|Donors:N+N+O+O+O+O|Bridges:0,103628d47c32
MOF_ABIFAT01,CSD_MOF,ABIFAT01,1,Mn,6,OC,"N,N,O,O,O,O",,,True,True,True,Mn|CN:6,Mn|CN:6|Shape:OC,Mn|CN:6|Shape:OC|Donors:N+N+O+O+O+O|Bridges:0,103628d47c32
MOF_ABIFEX,CSD_MOF,ABIFEX,2,Mn+Mn,"6,1","OC,CN1","N,N,N,O,O,O,O",,,True,True,True,Mn+Mn|CN:6+1,Mn+Mn|CN:6+1|Shape:OC+CN1,Mn+Mn|CN:6+1|Shape:OC+CN1|Donors:N+N+N+O+O+O+O|Bridges:0,5e3165d70eb1
MOF_ABIGEZ,CSD_MOF,ABIGEZ,1,Co,6,OC,"N,N,S,S",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+S+S|Bridges:0,60f23af29f38
MOF_ABIGEZ01,CSD_MOF,ABIGEZ01,1,Co,6,OC,"N,N,S,S",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+S+S|Bridges:0,60f23af29f38
MOF_ABIGEZ02,CSD_MOF,ABIGEZ02,1,Co,6,OC,"N,N,S,S",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+S+S|Bridges:0,60f23af29f38
MOF_ABIGEZ03,CSD_MOF,ABIGEZ03,1,Co,6,OC,"N,N,S,S",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+S+S|Bridges:0,60f23af29f38
MOF_ABIGEZ04,CSD_MOF,ABIGEZ04,1,Co,6,OC,"N,N,S,S",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+S+S|Bridges:0,60f23af29f38
MOF_ABIGEZ05,CSD_MOF,ABIGEZ05,1,Co,6,OC,"N,N,S,S",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+S+S|Bridges:0,60f23af29f38
MOF_ABIGEZ06,CSD_MOF,ABIGEZ06,1,Co,6,OC,"N,N,S,S",,,True,True,True,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+S+S|Bridges:0,60f23af29f38
