node_id,source_database,source_id,record_type,metal_count,metals_str,cn_list,shape_best_list,donor_set,bridge_types,haptic_modes,L0,L1,L2,L3,ligand_signature
MONO_AACANI10,CSD_molecular,AACANI10,mononuclear,1,Ni,5,TBPY,"N,N,O,O,O",,,Ni|CN:5,Ni|CN:5|Shape:TBPY,Ni|CN:5|Shape:TBPY|Donors:N+N+O+O+O|Bridges:0,e630cc9bf92e,N+N+O+O+O
MONO_AACANI11,CSD_molecular,AACANI11,mononuclear,1,Ni,5,TBPY,"N,N,O,O,O",,,Ni|CN:5,Ni|CN:5|Shape:TBPY,Ni|CN:5|Shape:TBPY|Donors:N+N+O+O+O|Bridges:0,e630cc9bf92e,N+N+O+O+O
MONO_AALCFE,CSD_molecular,AALCFE,mononuclear,1,Fe,4,SP,"C,C,C,C",,,Fe|CN:4,Fe|CN:4|Shape:SP,Fe|CN:4|Shape:SP|Donors:C+C+C+C|Bridges:0,5d96f8324320,C+C+C+C
MONO_AAMTCO,CSD_molecular,AAMTCO,mononuclear,1,Co,5,TBPY,"N,N,N,N,O",,,Co|CN:5,Co|CN:5|Shape:TBPY,Co|CN:5|Shape:TBPY|Donors:N+N+N+N+O|Bridges:0,5cec6da73117,N+N+N+N+O
MONO_AAMTCO10,CSD_molecular,AAMTCO10,mononuclear,1,Co,5,TBPY,"N,N,N,N,O",,,Co|CN:5,Co|CN:5|Shape:TBPY,Co|CN:5|Shape:TBPY|Donors:N+N+N+N+O|Bridges:0,5cec6da73117,N+N+N+N+O
MONO_AAPUNI,CSD_molecular,AAPUNI,mononuclear,1,Ni,4,SP,"N,N,O,O",,,Ni|CN:4,Ni|CN:4|Shape:SP,Ni|CN:4|Shape:SP|Donors:N+N+O+O|Bridges:0,719291e50a0f,N+N+O+O
MONO_AAZDCO,CSD_molecular,AAZDCO,mononuclear,1,Co,6,OC,"N,N,N,N,N,N",,,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+N+N+N+N|Bridges:0,cb4c33f79d9f,N+N+N+N+N+N
MONO_ABABUE,CSD_molecular,ABABUE,mononuclear,1,Ir,4,SP,"C,C,N,N",,,Ir|CN:4,Ir|CN:4|Shape:SP,Ir|CN:4|Shape:SP|Donors:C+C+N+N|Bridges:0,6f1cfc6f8323,C+C+N+N
MONO_ABACAL,CSD_molecular,ABACAL,mononuclear,1,Cu,3,TP,"C,N,O",,,Cu|CN:3,Cu|CN:3|Shape:TP,Cu|CN:3|Shape:TP|Donors:C+N+O|Bridges:0,f4369539b400,C+N+O
MONO_ABACAL01,CSD_molecular,ABACAL01,mononuclear,1,Cu,3,TP,"C,N,O",,,Cu|CN:3,Cu|CN:3|Shape:TP,Cu|CN:3|Shape:TP|Donors:C+N+O|Bridges:0,f4369539b400,C+N+O
MONO_ABACRE,CSD_molecular,ABACRE,mononuclear,1,Re,6,OC,"Br,Br,Br,Br,N,N",,,Re|CN:6,Re|CN:6|Shape:OC,Re|CN:6|Shape:OC|Donors:Br+Br+Br+Br+N+N|Bridges:0,04083eb24d78,Br+Br+Br+Br+N+N
MONO_ABAFAN,CSD_molecular,ABAFAN,mononuclear,1,Cu,4,SP,"N,N,N,N",,,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:N+N+N+N|Bridges:0,5a8fe651c013,N+N+N+N
MONO_ABAFER,CSD_molecular,ABAFER,mononuclear,1,Cu,4,SP,"N,N,N,N",,,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:N+N+N+N|Bridges:0,5a8fe651c013,N+N+N+N
MONO_ABAFOZ,CSD_molecular,ABAFOZ,mononuclear,1,Pd,4,SP,"N,N,O,O",,,Pd|CN:4,Pd|CN:4|Shape:SP,Pd|CN:4|Shape:SP|Donors:N+N+O+O|Bridges:0,1e078f45eece,N+N+O+O
MONO_ABAGET,CSD_molecular,ABAGET,mononuclear,1,Fe,3,TP,"N,N,N",,,Fe|CN:3,Fe|CN:3|Shape:TP,Fe|CN:3|Shape:TP|Donors:N+N+N|Bridges:0,d3745ba3fc6c,N+N+N
MONO_ABAHUH,CSD_molecular,ABAHUH,mononuclear,1,Co,5,TBPY,"N,N,N,N,S",,,Co|CN:5,Co|CN:5|Shape:TBPY,Co|CN:5|Shape:TBPY|Donors:N+N+N+N+S|Bridges:0,3d1a9fdcb061,N+N+N+N+S
MONO_ABAJAP,CSD_molecular,ABAJAP,mononuclear,1,Ni,5,TBPY,"N,N,N,N,S",,,Ni|CN:5,Ni|CN:5|Shape:TBPY,Ni|CN:5|Shape:TBPY|Donors:N+N+N+N+S|Bridges:0,afd2fc6b956e,N+N+N+N+S
MONO_ABAJET,CSD_molecular,ABAJET,mononuclear,1,Zn,5,TBPY,"N,N,N,N,S",,,Zn|CN:5,Zn|CN:5|Shape:TBPY,Zn|CN:5|Shape:TBPY|Donors:N+N+N+N+S|Bridges:0,95793ddda197,N+N+N+N+S
MONO_ABAJIX,CSD_molecular,ABAJIX,mononuclear,1,Co,5,TBPY,"N,N,N,N,N",,,Co|CN:5,Co|CN:5|Shape:TBPY,Co|CN:5|Shape:TBPY|Donors:N+N+N+N+N|Bridges:0,eed9fce63ace,N+N+N+N+N
MONO_ABAJOF,CSD_molecular,ABAJOF,mononuclear,1,Pt,4,SP,"C,I,I,N",,,Pt|CN:4,Pt|CN:4|Shape:SP,Pt|CN:4|Shape:SP|Donors:C+I+I+N|Bridges:0,68c7292706e2,C+I+I+N
MONO_ABAJUJ,CSD_molecular,ABAJUJ,mononuclear,1,Ni,5,TBPY,"Cl,N,N,N,N",,,Ni|CN:5,Ni|CN:5|Shape:TBPY,Ni|CN:5|Shape:TBPY|Donors:Cl+N+N+N+N|Bridges:0,98abe64105dd,Cl+N+N+N+N
MONO_ABAJUL,CSD_molecular,ABAJUL,mononuclear,1,Pt,4,SP,"C,I,I,N",,,Pt|CN:4,Pt|CN:4|Shape:SP,Pt|CN:4|Shape:SP|Donors:C+I+I+N|Bridges:0,68c7292706e2,C+I+I+N
MONO_ABAKAQ,CSD_molecular,ABAKAQ,mononuclear,1,Co,5,TBPY,"Br,N,N,N,N",,,Co|CN:5,Co|CN:5|Shape:TBPY,Co|CN:5|Shape:TBPY|Donors:Br+N+N+N+N|Bridges:0,f23bd2444148,Br+N+N+N+N
MONO_ABAKAS,CSD_molecular,ABAKAS,mononuclear,1,Pt,4,SP,"C,I,I,N",,,Pt|CN:4,Pt|CN:4|Shape:SP,Pt|CN:4|Shape:SP|Donors:C+I+I+N|Bridges:0,68c7292706e2,C+I+I+N
MONO_ABAKEU,CSD_molecular,ABAKEU,mononuclear,1,W,4,SP,"N,N,N,N",,,W|CN:4,W|CN:4|Shape:SP,W|CN:4|Shape:SP|Donors:N+N+N+N|Bridges:0,5c2b4c0317ef,N+N+N+N
MONO_ABAKEW,CSD_molecular,ABAKEW,mononuclear,1,Pt,4,SP,"C,I,I,N",,,Pt|CN:4,Pt|CN:4|Shape:SP,Pt|CN:4|Shape:SP|Donors:C+I+I+N|Bridges:0,68c7292706e2,C+I+I+N
MONO_ABAKIA,CSD_molecular,ABAKIA,mononuclear,1,Pt,4,SP,"C,I,I,N",,,Pt|CN:4,Pt|CN:4|Shape:SP,Pt|CN:4|Shape:SP|Donors:C+I+I+N|Bridges:0,68c7292706e2,C+I+I+N
MONO_ABAKOE,CSD_molecular,ABAKOE,mononuclear,1,W,5,TBPY,"Cl,N,N,N,O",,,W|CN:5,W|CN:5|Shape:TBPY,W|CN:5|Shape:TBPY|Donors:Cl+N+N+N+O|Bridges:0,252523123a75,Cl+N+N+N+O
MONO_ABAKUM,CSD_molecular,ABAKUM,mononuclear,1,Pd,4,SP,"C,I,I,N",,,Pd|CN:4,Pd|CN:4|Shape:SP,Pd|CN:4|Shape:SP|Donors:C+I+I+N|Bridges:0,b9a1a55024d5,C+I+I+N
MONO_ABALAR,CSD_molecular,ABALAR,mononuclear,1,Zn,4,SP,"Cl,Cl,N,N",,,Zn|CN:4,Zn|CN:4|Shape:SP,Zn|CN:4|Shape:SP|Donors:Cl+Cl+N+N|Bridges:0,2622993f7c29,Cl+Cl+N+N
MONO_ABALAR01,CSD_molecular,ABALAR01,mononuclear,1,Zn,4,SP,"Cl,Cl,N,N",,,Zn|CN:4,Zn|CN:4|Shape:SP,Zn|CN:4|Shape:SP|Donors:Cl+Cl+N+N|Bridges:0,2622993f7c29,Cl+Cl+N+N
MONO_ABAMIA,CSD_molecular,ABAMIA,mononuclear,1,Pt,4,SP,"Cl,Cl,P,P",,,Pt|CN:4,Pt|CN:4|Shape:SP,Pt|CN:4|Shape:SP|Donors:Cl+Cl+P+P|Bridges:0,1d8d900557b5,Cl+Cl+P+P
MONO_ABAMOJ,CSD_molecular,ABAMOJ,mononuclear,1,Cu,5,TBPY,"Cl,Cl,N,N,O",,,Cu|CN:5,Cu|CN:5|Shape:TBPY,Cu|CN:5|Shape:TBPY|Donors:Cl+Cl+N+N+O|Bridges:0,fb8833e01dd9,Cl+Cl+N+N+O
MONO_ABAMUO,CSD_molecular,ABAMUO,mononuclear,1,Cu,5,TBPY,"N,O,O,O,O",,,Cu|CN:5,Cu|CN:5|Shape:TBPY,Cu|CN:5|Shape:TBPY|Donors:N+O+O+O+O|Bridges:0,181c72acab20,N+O+O+O+O
MONO_ABAMUP,CSD_molecular,ABAMUP,mononuclear,1,Cu,5,TBPY,"Br,Br,N,N,O",,,Cu|CN:5,Cu|CN:5|Shape:TBPY,Cu|CN:5|Shape:TBPY|Donors:Br+Br+N+N+O|Bridges:0,7ebd94e4978c,Br+Br+N+N+O
MONO_ABANOH,CSD_molecular,ABANOH,mononuclear,1,Au,4,SP,"I,I,I,P",,,Au|CN:4,Au|CN:4|Shape:SP,Au|CN:4|Shape:SP|Donors:I+I+I+P|Bridges:0,0247f9dbb2fd,I+I+I+P
MONO_ABAPAV,CSD_molecular,ABAPAV,mononuclear,1,Au,2,L,"I,P",,,Au|CN:2,Au|CN:2|Shape:L,Au|CN:2|Shape:L|Donors:I+P|Bridges:0,a954448cdcb1,I+P
MONO_ABAPCU,CSD_molecular,ABAPCU,mononuclear,1,Cu,4,SP,"N,N,N,N",,,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:N+N+N+N|Bridges:0,5a8fe651c013,N+N+N+N
MONO_ABAPEZ,CSD_molecular,ABAPEZ,mononuclear,1,Au,2,L,"I,P",,,Au|CN:2,Au|CN:2|Shape:L,Au|CN:2|Shape:L|Donors:I+P|Bridges:0,a954448cdcb1,I+P
MONO_ABAPOJ,CSD_molecular,ABAPOJ,mononuclear,1,Au,2,L,"I,P",,,Au|CN:2,Au|CN:2|Shape:L,Au|CN:2|Shape:L|Donors:I+P|Bridges:0,a954448cdcb1,I+P
MONO_ABAQIE,CSD_molecular,ABAQIE,mononuclear,1,Au,4,SP,"Br,Br,Br,P",,,Au|CN:4,Au|CN:4|Shape:SP,Au|CN:4|Shape:SP|Donors:Br+Br+Br+P|Bridges:0,ba519e3540f5,Br+Br+Br+P
MONO_ABAQUQ,CSD_molecular,ABAQUQ,mononuclear,1,Au,4,SP,"I,I,P,P",,,Au|CN:4,Au|CN:4|Shape:SP,Au|CN:4|Shape:SP|Donors:I+I+P+P|Bridges:0,48f052bf0ec9,I+I+P+P
MONO_ABARAX,CSD_molecular,ABARAX,mononuclear,1,Y,9,CN9,"N,N,N,N,N,N,O,O,O",,,Y|CN:9,Y|CN:9|Shape:CN9,Y|CN:9|Shape:CN9|Donors:N+N+N+N+N+N+O+O+O|Bridges:0,8d5460f63c4f,N+N+N+N+N+N+O+O+O
MONO_ABARON,CSD_molecular,ABARON,mononuclear,1,Co,5,TBPY,"Cl,Cl,N,N,N",,,Co|CN:5,Co|CN:5|Shape:TBPY,Co|CN:5|Shape:TBPY|Donors:Cl+Cl+N+N+N|Bridges:0,4d2b3be63817,Cl+Cl+N+N+N
MONO_ABASAA,CSD_molecular,ABASAA,mononuclear,1,Zn,5,TBPY,"N,N,N,N,N",,,Zn|CN:5,Zn|CN:5|Shape:TBPY,Zn|CN:5|Shape:TBPY|Donors:N+N+N+N+N|Bridges:0,2cc8937e92ef,N+N+N+N+N
MONO_ABASEC,CSD_molecular,ABASEC,mononuclear,1,Ni,4,SP,"N,N,N,N",,,Ni|CN:4,Ni|CN:4|Shape:SP,Ni|CN:4|Shape:SP|Donors:N+N+N+N|Bridges:0,58f60b74ac30,N+N+N+N
MONO_ABASEE,CSD_molecular,ABASEE,mononuclear,1,Co,6,OC,"N,N,N,N,N,N",,,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+N+N+N+N|Bridges:0,cb4c33f79d9f,N+N+N+N+N+N
MONO_ABASOM,CSD_molecular,ABASOM,mononuclear,1,Cu,6,OC,"N,N,N,N,O,O",,,Cu|CN:6,Cu|CN:6|Shape:OC,Cu|CN:6|Shape:OC|Donors:N+N+N+N+O+O|Bridges:0,e14cd41c1047,N+N+N+N+O+O
MONO_ABASON,CSD_molecular,ABASON,mononuclear,1,W,6,OC,"N,N,N,O,O,O",,,W|CN:6,W|CN:6|Shape:OC,W|CN:6|Shape:OC|Donors:N+N+N+O+O+O|Bridges:0,4563994e1e09,N+N+N+O+O+O
MONO_ABASUR,CSD_molecular,ABASUR,mononuclear,1,Ru,7,PBPY,"H,H,H,H,N,P,P",,,Ru|CN:7,Ru|CN:7|Shape:PBPY,Ru|CN:7|Shape:PBPY|Donors:H+H+H+H+N+P+P|Bridges:0,29e122f5e5f8,H+H+H+H+N+P+P
MONO_ABATAZ,CSD_molecular,ABATAZ,mononuclear,1,Cu,6,OC,"N,N,N,N,O,O",,,Cu|CN:6,Cu|CN:6|Shape:OC,Cu|CN:6|Shape:OC|Donors:N+N+N+N+O+O|Bridges:0,e14cd41c1047,N+N+N+N+O+O
MONO_ABATEC,CSD_molecular,ABATEC,mononuclear,1,Ru,4,SP,"H,H,N,N",,,Ru|CN:4,Ru|CN:4|Shape:SP,Ru|CN:4|Shape:SP|Donors:H+H+N+N|Bridges:0,d1a61c36d86f,H+H+N+N
MONO_ABATED,CSD_molecular,ABATED,mononuclear,1,Co,2,L,"N,N",,,Co|CN:2,Co|CN:2|Shape:L,Co|CN:2|Shape:L|Donors:N+N|Bridges:0,53631006f4f7,N+N
MONO_ABATIK,CSD_molecular,ABATIK,mononuclear,1,Pd,4,SP,"N,N,O,P",,,Pd|CN:4,Pd|CN:4|Shape:SP,Pd|CN:4|Shape:SP|Donors:N+N+O+P|Bridges:0,e2c6be8045e2,N+N+O+P
MONO_ABATOM,CSD_molecular,ABATOM,mononuclear,1,Ru,3,TP,"H,N,N",,,Ru|CN:3,Ru|CN:3|Shape:TP,Ru|CN:3|Shape:TP|Donors:H+N+N|Bridges:0,511c6cc887e5,H+N+N
MONO_ABATOQ,CSD_molecular,ABATOQ,mononuclear,1,Pd,4,SP,"N,N,O,P",,,Pd|CN:4,Pd|CN:4|Shape:SP,Pd|CN:4|Shape:SP|Donors:N+N+O+P|Bridges:0,e2c6be8045e2,N+N+O+P
MONO_ABATUS,CSD_molecular,ABATUS,mononuclear,1,Ru,6,OC,"C,C,C,H,N,N",,,Ru|CN:6,Ru|CN:6|Shape:OC,Ru|CN:6|Shape:OC|Donors:C+C+C+H+N+N|Bridges:0,7dc57e8bc2af,C+C+C+H+N+N
MONO_ABATUT,CSD_molecular,ABATUT,mononuclear,1,Co,3,TP,"N,N,N",,,Co|CN:3,Co|CN:3|Shape:TP,Co|CN:3|Shape:TP|Donors:N+N+N|Bridges:0,5441edced824,N+N+N
MONO_ABAVAA,CSD_molecular,ABAVAA,mononuclear,1,Hg,2,L,"Cl,Si",,,Hg|CN:2,Hg|CN:2|Shape:L,Hg|CN:2|Shape:L|Donors:Cl+Si|Bridges:0,7c45f80a5e8a,Cl+Si
MONO_ABAVEE,CSD_molecular,ABAVEE,mononuclear,1,Hg,2,L,"Si,Si",,,Hg|CN:2,Hg|CN:2|Shape:L,Hg|CN:2|Shape:L|Donors:Si+Si|Bridges:0,627dce06dd11,Si+Si
MONO_ABAWAF,CSD_molecular,ABAWAF,mononuclear,1,Re,6,OC,"C,C,C,P,S,S",,,Re|CN:6,Re|CN:6|Shape:OC,Re|CN:6|Shape:OC|Donors:C+C+C+P+S+S|Bridges:0,e1d59d99b224,C+C+C+P+S+S
MONO_ABAWEJ,CSD_molecular,ABAWEJ,mononuclear,1,Re,6,OC,"As,C,C,C,S,S",,,Re|CN:6,Re|CN:6|Shape:OC,Re|CN:6|Shape:OC|Donors:As+C+C+C+S+S|Bridges:0,5d758d8d0b24,As+C+C+C+S+S
MONO_ABAWIN,CSD_molecular,ABAWIN,mononuclear,1,Re,6,OC,"C,C,C,N,S,S",,,Re|CN:6,Re|CN:6|Shape:OC,Re|CN:6|Shape:OC|Donors:C+C+C+N+S+S|Bridges:0,7874ee7519ab,C+C+C+N+S+S
MONO_ABAXEH,CSD_molecular,ABAXEH,mononuclear,1,Ni,4,SP,"I,N,N,N",,,Ni|CN:4,Ni|CN:4|Shape:SP,Ni|CN:4|Shape:SP|Donors:I+N+N+N|Bridges:0,94c4553c0aae,I+N+N+N
MONO_ABAXEH01,CSD_molecular,ABAXEH01,mononuclear,1,Ni,4,SP,"I,N,N,N",,,Ni|CN:4,Ni|CN:4|Shape:SP,Ni|CN:4|Shape:SP|Donors:I+N+N+N|Bridges:0,94c4553c0aae,I+N+N+N
MONO_ABAXEI,CSD_molecular,ABAXEI,mononuclear,1,Cu,4,SP,"N,N,O,O",,,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:N+N+O+O|Bridges:0,77e1a904e7a6,N+N+O+O
MONO_ABAXIK,CSD_molecular,ABAXIK,mononuclear,1,Fe,6,OC,"C,C,I,N,N,N",,,Fe|CN:6,Fe|CN:6|Shape:OC,Fe|CN:6|Shape:OC|Donors:C+C+I+N+N+N|Bridges:0,6da877ca0e97,C+C+I+N+N+N
MONO_ABAXIM,CSD_molecular,ABAXIM,mononuclear,1,Cu,4,SP,"N,N,O,O",,,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:N+N+O+O|Bridges:0,77e1a904e7a6,N+N+O+O
MONO_ABAXOS,CSD_molecular,ABAXOS,mononuclear,1,Os,6,OC,"H,H,N,N,P,P",,,Os|CN:6,Os|CN:6|Shape:OC,Os|CN:6|Shape:OC|Donors:H+H+N+N+P+P|Bridges:0,eb29de65374d,H+H+N+N+P+P
MONO_ABAXUX,CSD_molecular,ABAXUX,mononuclear,1,Pd,6,OC,"Br,C,C,N,N,N",,,Pd|CN:6,Pd|CN:6|Shape:OC,Pd|CN:6|Shape:OC|Donors:Br+C+C+N+N+N|Bridges:0,3b5da75664b2,Br+C+C+N+N+N
MONO_ABAYUB,CSD_molecular,ABAYUB,mononuclear,1,Cu,4,SP,"I,N,P,P",,,Cu|CN:4,Cu|CN:4|Shape:SP,Cu|CN:4|Shape:SP|Donors:I+N+P+P|Bridges:0,7121359d4d6e,I+N+P+P
MONO_ABAZAH,CSD_molecular,ABAZAH,mononuclear,1,Ir,6,OC,"C,C,N,N,N,O",,,Ir|CN:6,Ir|CN:6|Shape:OC,Ir|CN:6|Shape:OC|Donors:C+C+N+N+N+O|Bridges:0,20723cf07015,C+C+N+N+N+O
MONO_ABAZEK,CSD_molecular,ABAZEK,mononuclear,1,Pd,2,L,"Cl,P",,,Pd|CN:2,Pd|CN:2|Shape:L,Pd|CN:2|Shape:L|Donors:Cl+P|Bridges:0,1efabc5fa74f,Cl+P
MONO_ABAZEL,CSD_molecular,ABAZEL,mononuclear,1,Ir,6,OC,"C,C,N,N,N,O",,,Ir|CN:6,Ir|CN:6|Shape:OC,Ir|CN:6|Shape:OC|Donors:C+C+N+N+N+O|Bridges:0,20723cf07015,C+C+N+N+N+O
MONO_ABAZIO,CSD_molecular,ABAZIO,mononuclear,1,Pd,4,SP,"C,N,O,P",,,Pd|CN:4,Pd|CN:4|Shape:SP,Pd|CN:4|Shape:SP|Donors:C+N+O+P|Bridges:0,088f71d4d529,C+N+O+P
MONO_ABAZIQ,CSD_molecular,ABAZIQ,mononuclear,1,Ru,6,OC,"N,N,N,N,N,N",,,Ru|CN:6,Ru|CN:6|Shape:OC,Ru|CN:6|Shape:OC|Donors:N+N+N+N+N+N|Bridges:0,ed7c1c0653fb,N+N+N+N+N+N
MONO_ABAZOU,CSD_molecular,ABAZOU,mononuclear,1,Ir,3,TP,"C,I,I",,,Ir|CN:3,Ir|CN:3|Shape:TP,Ir|CN:3|Shape:TP|Donors:C+I+I|Bridges:0,2d0a18720a1b,C+I+I
MONO_ABAZOW,CSD_molecular,ABAZOW,mononuclear,1,Cu,3,TP,"C,N,O",,,Cu|CN:3,Cu|CN:3|Shape:TP,Cu|CN:3|Shape:TP|Donors:C+N+O|Bridges:0,f4369539b400,C+N+O
MONO_ABAZPT,CSD_molecular,ABAZPT,mononuclear,1,Pt,4,SP,"N,N,N,N",,,Pt|CN:4,Pt|CN:4|Shape:SP,Pt|CN:4|Shape:SP|Donors:N+N+N+N|Bridges:0,1ea8a3234426,N+N+N+N
MONO_ABCOPD,CSD_molecular,ABCOPD,mononuclear,1,Cu,6,OC,"N,N,O,O,O,O",,,Cu|CN:6,Cu|CN:6|Shape:OC,Cu|CN:6|Shape:OC|Donors:N+N+O+O+O+O|Bridges:0,29772fb9f834,N+N+O+O+O+O
MONO_ABDSCT,CSD_molecular,ABDSCT,mononuclear,1,Co,6,OC,"N,N,N,N,Se,Se",,,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:N+N+N+N+Se+Se|Bridges:0,012415d6587d,N+N+N+N+Se+Se
MONO_ABDZNC20,CSD_molecular,ABDZNC20,mononuclear,1,Zn,4,SP,"Cl,Cl,Cl,Cl",,,Zn|CN:4,Zn|CN:4|Shape:SP,Zn|CN:4|Shape:SP|Donors:Cl+Cl+Cl+Cl|Bridges:0,a7890c09ad2f,Cl+Cl+Cl+Cl
MONO_ABEBES,CSD_molecular,ABEBES,mononuclear,1,Cu,3,TP,"N,N,O",,,Cu|CN:3,Cu|CN:3|Shape:TP,Cu|CN:3|Shape:TP|Donors:N+N+O|Bridges:0,f1cefbc4a5cb,N+N+O
MONO_ABEBOA,CSD_molecular,ABEBOA,mononuclear,1,Co,4,SP,"Br,Br,O,O",,,Co|CN:4,Co|CN:4|Shape:SP,Co|CN:4|Shape:SP|Donors:Br+Br+O+O|Bridges:0,81195a48c201,Br+Br+O+O
MONO_ABEBUG,CSD_molecular,ABEBUG,mononuclear,1,Co,4,SP,"I,I,O,O",,,Co|CN:4,Co|CN:4|Shape:SP,Co|CN:4|Shape:SP|Donors:I+I+O+O|Bridges:0,cf5418a13dd5,I+I+O+O
MONO_ABECAN,CSD_molecular,ABECAN,mononuclear,1,Co,4,SP,"Cl,Cl,O,O",,,Co|CN:4,Co|CN:4|Shape:SP,Co|CN:4|Shape:SP|Donors:Cl+Cl+O+O|Bridges:0,74947e1f4930,Cl+Cl+O+O
MONO_ABECER,CSD_molecular,ABECER,mononuclear,1,Co,4,SP,"Br,Br,O,O",,,Co|CN:4,Co|CN:4|Shape:SP,Co|CN:4|Shape:SP|Donors:Br+Br+O+O|Bridges:0,81195a48c201,Br+Br+O+O
MONO_ABECIU,CSD_molecular,ABECIU,mononuclear,1,Ni,6,OC,"N,N,O,O,S,S",,,Ni|CN:6,Ni|CN:6|Shape:OC,Ni|CN:6|Shape:OC|Donors:N+N+O+O+S+S|Bridges:0,d4d15aebb4f1,N+N+O+O+S+S
MONO_ABECIV,CSD_molecular,ABECIV,mononuclear,1,Co,4,SP,"I,I,O,O",,,Co|CN:4,Co|CN:4|Shape:SP,Co|CN:4|Shape:SP|Donors:I+I+O+O|Bridges:0,cf5418a13dd5,I+I+O+O
MONO_ABECOB,CSD_molecular,ABECOB,mononuclear,1,Co,4,SP,"Br,Br,O,O",,,Co|CN:4,Co|CN:4|Shape:SP,Co|CN:4|Shape:SP|Donors:Br+Br+O+O|Bridges:0,81195a48c201,Br+Br+O+O
MONO_ABECUH,CSD_molecular,ABECUH,mononuclear,1,Co,4,SP,"N,N,O,O",,,Co|CN:4,Co|CN:4|Shape:SP,Co|CN:4|Shape:SP|Donors:N+N+O+O|Bridges:0,0d5b26f17542,N+N+O+O
MONO_ABEDAN,CSD_molecular,ABEDAN,mononuclear,1,Ni,6,OC,"N,N,N,S,S,S",,,Ni|CN:6,Ni|CN:6|Shape:OC,Ni|CN:6|Shape:OC|Donors:N+N+N+S+S+S|Bridges:0,d254a4f61056,N+N+N+S+S+S
MONO_ABEDAO,CSD_molecular,ABEDAO,mononuclear,1,Co,6,OC,"O,O,O,O,O,O",,,Co|CN:6,Co|CN:6|Shape:OC,Co|CN:6|Shape:OC|Donors:O+O+O+O+O+O|Bridges:0,62bac718689b,O+O+O+O+O+O
MONO_ABEDIV,CSD_molecular,ABEDIV,mononuclear,1,Ni,6,OC,"N,N,O,O,S,S",,,Ni|CN:6,Ni|CN:6|Shape:OC,Ni|CN:6|Shape:OC|Donors:N+N+O+O+S+S|Bridges:0,d4d15aebb4f1,N+N+O+O+S+S
MONO_ABEDUH,CSD_molecular,ABEDUH,mononuclear,1,Ni,6,OC,"N,N,O,O,S,S",,,Ni|CN:6,Ni|CN:6|Shape:OC,Ni|CN:6|Shape:OC|Donors:N+N+O+O+S+S|Bridges:0,d4d15aebb4f1,N+N+O+O+S+S
MONO_ABEFEV,CSD_molecular,ABEFEV,mononuclear,1,Ag,3,TP,"N,N,N",,,Ag|CN:3,Ag|CN:3|Shape:TP,Ag|CN:3|Shape:TP|Donors:N+N+N|Bridges:0,712360d0c76b,N+N+N
MONO_ABEFIZ,CSD_molecular,ABEFIZ,mononuclear,1,Ag,3,TP,"N,N,N",,,Ag|CN:3,Ag|CN:3|Shape:TP,Ag|CN:3|Shape:TP|Donors:N+N+N|Bridges:0,712360d0c76b,N+N+N
MONO_ABEFOF,CSD_molecular,ABEFOF,mononuclear,1,Ag,3,TP,"N,N,N",,,Ag|CN:3,Ag|CN:3|Shape:TP,Ag|CN:3|Shape:TP|Donors:N+N+N|Bridges:0,712360d0c76b,N+N+N
MONO_ABEFUI,CSD_molecular,ABEFUI,mononuclear,1,Zr,6,OC,"Cl,Cl,N,N,O,O",,,Zr|CN:6,Zr|CN:6|Shape:OC,Zr|CN:6|Shape:OC|Donors:Cl+Cl+N+N+O+O|Bridges:0,ebc92c275122,Cl+Cl+N+N+O+O
MONO_ABEFUI01,CSD_molecular,ABEFUI01,mononuclear,1,Zr,6,OC,"Cl,Cl,N,N,O,O",,,Zr|CN:6,Zr|CN:6|Shape:OC,Zr|CN:6|Shape:OC|Donors:Cl+Cl+N+N+O+O|Bridges:0,ebc92c275122,Cl+Cl+N+N+O+O
MONO_ABEGAP,CSD_molecular,ABEGAP,mononuclear,1,Zr,2,L,"N,N",,,Zr|CN:2,Zr|CN:2|Shape:L,Zr|CN:2|Shape:L|Donors:N+N|Bridges:0,e393178c4e90,N+N
MONO_ABEGAP01,CSD_molecular,ABEGAP01,mononuclear,1,Zr,2,L,"N,N",,,Zr|CN:2,Zr|CN:2|Shape:L,Zr|CN:2|Shape:L|Donors:N+N|Bridges:0,e393178c4e90,N+N
MONO_ABEGEW,CSD_molecular,ABEGEW,mononuclear,1,Ag,3,TP,"N,N,N",,,Ag|CN:3,Ag|CN:3|Shape:TP,Ag|CN:3|Shape:TP|Donors:N+N+N|Bridges:0,712360d0c76b,N+N+N
