molecular_record_id,molecular_refcode,mof_node_id,mof_source_id,match_rank,homology_score,metal_score,donor_set_score,CN_score,shape_similarity,bridge_or_haptic_score,topology_score,stereo_or_relation_score,match_level
MULTI_ABEWIO,ABEWIO,MOF_ABIXIU,ABIXIU,3,0.4,0.3,0.0,1.0,1.0,0.0,0.5,0.5,no_match
MULTI_ABEWIO,ABEWIO,MOF_ACBACU,ACBACU,4,0.4,0.3,0.0,1.0,1.0,0.0,0.5,0.5,no_match
MULTI_ABEWIO,ABEWIO,MOF_ADAXIP,ADAXIP,5,0.4,0.3,0.0,1.0,1.0,0.0,0.5,0.5,no_match
MONO_ACIQEK,ACIQEK,MOF_ACIGEB,ACIGEB,1,0.675,1.0,0.2,0.75,0.0,1.0,1.0,0.5,weak_match
MONO_ACIQEK,ACIQEK,MOF_ABOVOF,ABOVOF,2,0.6464,1.0,0.2857,0.5,0.0,1.0,1.0,0.5,weak_match
MONO_ACIQEK,ACIQEK,MOF_ABOVUL,ABOVUL,3,0.6464,1.0,0.2857,0.5,0.0,1.0,1.0,0.5,weak_match
MONO_ACIQEK,ACIQEK,MOF_ABOTUJ,ABOTUJ,4,0.6367,1.0,0.1667,0.6,0.0,1.0,1.0,0.5,weak_match
MONO_ACIQEK,ACIQEK,MOF_ABOWEW,ABOWEW,5,0.6307,1.0,0.1429,0.6,0.0,1.0,1.0,0.5,weak_match
MONO_ACACCU40,ACACCU40,MOF_ABEREH,ABEREH,1,0.9125,1.0,0.75,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MONO_ACACCU40,ACACCU40,MOF_ABEREH01,ABEREH01,2,0.9125,1.0,0.75,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MONO_ACACCU40,ACACCU40,MOF_ABEREH02,ABEREH02,3,0.9125,1.0,0.75,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MONO_ACACCU40,ACACCU40,MOF_ABUZOP,ABUZOP,4,0.835,1.0,0.8,0.8,0.0,1.0,1.0,0.5,bridge_topology_match
MONO_ACACCU40,ACACCU40,MOF_ACAKAT,ACAKAT,5,0.835,1.0,0.8,0.8,0.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ACITEL,ACITEL,MOF_ABIXIU,ABIXIU,1,0.835,1.0,0.8,0.8,0.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ACITEL,ACITEL,MOF_ACBACU,ACBACU,2,0.835,1.0,0.8,0.8,0.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ACITEL,ACITEL,MOF_ADAXIP,ADAXIP,3,0.835,1.0,0.8,0.8,0.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ACITEL,ACITEL,MOF_ADAQEB,ADAQEB,4,0.8104,1.0,0.875,0.5833,0.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ACITEL,ACITEL,MOF_ADAQEB01,ADAQEB01,5,0.8104,1.0,0.875,0.5833,0.0,1.0,1.0,0.5,bridge_topology_match
MONO_AEATCU10,AEATCU10,MOF_ABEREH,ABEREH,1,0.725,1.0,0.0,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AEATCU10,AEATCU10,MOF_ABEREH01,ABEREH01,2,0.725,1.0,0.0,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AEATCU10,AEATCU10,MOF_ABEREH02,ABEREH02,3,0.725,1.0,0.0,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AEATCU10,AEATCU10,MOF_ACIGEB,ACIGEB,4,0.725,1.0,0.0,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AEATCU10,AEATCU10,MOF_ACNCUB03,ACNCUB03,5,0.725,1.0,0.0,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_ADUFUD,ADUFUD,MOF_ABERAE,ABERAE,1,0.7607,1.0,0.1429,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_ADUFUD,ADUFUD,MOF_ACICUL,ACICUL,2,0.7607,1.0,0.1429,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_ADUFUD,ADUFUD,MOF_ACIKAA,ACIKAA,3,0.7064,1.0,0.2857,0.8,0.0,1.0,1.0,0.5,weak_match
MONO_ADUFUD,ADUFUD,MOF_ACUGUD,ACUGUD,4,0.7064,1.0,0.2857,0.8,0.0,1.0,1.0,0.5,weak_match
MONO_ADUFUD,ADUFUD,MOF_ABIHEC,ABIHEC,5,0.6708,1.0,0.25,0.6667,0.0,1.0,1.0,0.5,weak_match
MULTI_ACIYEQ,ACIYEQ,MOF_ACOVIB,ACOVIB,1,0.3929,0.0,0.88,0.7396,0.0,0.0,0,0.5,no_match
MULTI_ACIYEQ,ACIYEQ,MOF_ABINIK,ABINIK,2,0.385,0.3,0.0,0.8611,0.7778,0.0385,0.7,0.5,no_match
MULTI_ACIYEQ,ACIYEQ,MOF_ABINIK01,ABINIK01,3,0.385,0.3,0.0,0.8611,0.7778,0.0385,0.7,0.5,no_match
MULTI_ACIYEQ,ACIYEQ,MOF_ACOZAW,ACOZAW,4,0.3515,0.0,0.1842,0.7708,0.125,0.5,0.7,0.5,no_match
MULTI_ACIYEQ,ACIYEQ,MOF_ACENIF,ACENIF,5,0.3513,0.3,0.0,0.85,0.375,0.125,0.5,0.5,no_match
MONO_ADOLOU01,ADOLOU01,MOF_ABIHEC,ABIHEC,1,0.775,1.0,0.2,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_ADOLOU01,ADOLOU01,MOF_ABIYET,ABIYET,2,0.775,1.0,0.2,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_ADOLOU01,ADOLOU01,MOF_ABIYIX,ABIYIX,3,0.775,1.0,0.2,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_ADOLOU01,ADOLOU01,MOF_ABIYOD,ABIYOD,4,0.775,1.0,0.2,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_ADOLOU01,ADOLOU01,MOF_ABIZAQ,ABIZAQ,5,0.775,1.0,0.2,1.0,1.0,1.0,1.0,0.5,weak_match
MULTI_ADOTUK,ADOTUK,MOF_ABAZAF,ABAZAF,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MULTI_ADOTUK,ADOTUK,MOF_ABAXUZ,ABAXUZ,2,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MULTI_ADOTUK,ADOTUK,MOF_ABAYAG,ABAYAG,3,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MULTI_ADOTUK,ADOTUK,MOF_ABAXOT,ABAXOT,4,0.8618,1.0,0.7273,0.9,0.5,1.0,1.0,0.5,bridge_topology_match
MULTI_ADOTUK,ADOTUK,MOF_ABAXIN,ABAXIN,5,0.8596,1.0,0.5385,1.0,1.0,1.0,1.0,0.5,weak_match
MULTI_ABUQEW,ABUQEW,MOF_ABAXIN,ABAXIN,1,0.9295,1.0,0.8182,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ABUQEW,ABUQEW,MOF_ABAXUZ,ABAXUZ,2,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MULTI_ABUQEW,ABUQEW,MOF_ABAYAG,ABAYAG,3,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MULTI_ABUQEW,ABUQEW,MOF_ADECAQ,ADECAQ,4,0.85,1.0,0.8333,0.8333,0.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ABUQEW,ABUQEW,MOF_ABAZAF,ABAZAF,5,0.8321,1.0,0.4286,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AFIGAA,AFIGAA,MOF_ABERAE,ABERAE,1,0.7607,1.0,0.1429,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AFIGAA,AFIGAA,MOF_ACICUL,ACICUL,2,0.7607,1.0,0.1429,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AFIGAA,AFIGAA,MOF_ACEPIL,ACEPIL,3,0.6707,1.0,0.1429,0.8,0.0,1.0,1.0,0.5,weak_match
MONO_AFIGAA,AFIGAA,MOF_ACIKAA,ACIKAA,4,0.6663,1.0,0.125,0.8,0.0,1.0,1.0,0.5,weak_match
MONO_AFIGAA,AFIGAA,MOF_ACUGUD,ACUGUD,5,0.6663,1.0,0.125,0.8,0.0,1.0,1.0,0.5,weak_match
MONO_AGEJOM,AGEJOM,MOF_ABERAE,ABERAE,1,0.8083,1.0,0.3333,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AGEJOM,AGEJOM,MOF_ACICUL,ACICUL,2,0.8083,1.0,0.3333,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AGEJOM,AGEJOM,MOF_ACIKAA,ACIKAA,3,0.76,1.0,0.5,0.8,0.0,1.0,1.0,0.5,weak_match
MONO_AGEJOM,AGEJOM,MOF_ACEPIL,ACEPIL,4,0.7183,1.0,0.3333,0.8,0.0,1.0,1.0,0.5,weak_match
MONO_AGEJOM,AGEJOM,MOF_ABIHEC,ABIHEC,5,0.7155,1.0,0.4286,0.6667,0.0,1.0,1.0,0.5,weak_match
MULTI_ACHYZN,ACHYZN,MOF_ADAFAN,ADAFAN,1,0.9036,1.0,0.7143,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ACHYZN,ACHYZN,MOF_ADAFAN01,ADAFAN01,2,0.9036,1.0,0.7143,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ACHYZN,ACHYZN,MOF_ABAZAF,ABAZAF,3,0.85,1.0,0.8333,0.8333,0.0,1.0,1.0,0.5,bridge_topology_match
MULTI_ACHYZN,ACHYZN,MOF_ADECAQ,ADECAQ,4,0.85,1.0,0.5,1.0,1.0,1.0,1.0,0.5,weak_match
MULTI_ACHYZN,ACHYZN,MOF_ABAXUZ,ABAXUZ,5,0.7845,1.0,0.5714,0.8333,0.0,1.0,1.0,0.5,weak_match
MONO_ADULES,ADULES,MOF_ABIXEQ,ABIXEQ,1,0.725,1.0,0.4,0.75,0.0,1.0,1.0,0.5,weak_match
MONO_ADULES,ADULES,MOF_ACACIT,ACACIT,2,0.6783,1.0,0.3333,0.6,0.0,1.0,1.0,0.5,weak_match
MONO_ADULES,ADULES,MOF_ABIGEZ,ABIGEZ,3,0.675,1.0,0.4,0.5,0.0,1.0,1.0,0.5,weak_match
MONO_ADULES,ADULES,MOF_ABIGEZ01,ABIGEZ01,4,0.675,1.0,0.4,0.5,0.0,1.0,1.0,0.5,weak_match
MONO_ADULES,ADULES,MOF_ABIGEZ02,ABIGEZ02,5,0.675,1.0,0.4,0.5,0.0,1.0,1.0,0.5,weak_match
MONO_AGAVEM,AGAVEM,MOF_ACACIT,ACACIT,1,0.725,1.0,0.0,1.0,1.0,1.0,1.0,0.5,weak_match
MONO_AGAVEM,AGAVEM,MOF_ABAVOS,ABAVOS,2,0.6417,1.0,0.0,0.8333,0.0,1.0,1.0,0.5,weak_match
MONO_AGAVEM,AGAVEM,MOF_ABECUI,ABECUI,3,0.6417,1.0,0.0,0.8333,0.0,1.0,1.0,0.5,weak_match
MONO_AGAVEM,AGAVEM,MOF_ABEDAP,ABEDAP,4,0.6417,1.0,0.0,0.8333,0.0,1.0,1.0,0.5,weak_match
MONO_AGAVEM,AGAVEM,MOF_ABEDIX,ABEDIX,5,0.6417,1.0,0.0,0.8333,0.0,1.0,1.0,0.5,weak_match
MULTI_AFEPUA01,AFEPUA01,MOF_ACIQUZ,ACIQUZ,1,0.5167,1.0,0.0,0.5833,0.5,0.5,0.5,0.5,weak_match
MULTI_AFEPUA01,AFEPUA01,MOF_ABIVEO,ABIVEO,2,0.5117,1.0,0.1667,0.6,0.5,0.0,0.5,0.5,weak_match
MULTI_AFEPUA01,AFEPUA01,MOF_ABAVUV,ABAVUV,3,0.5024,1.0,0.1429,0.5833,0.5,0.0,0.5,0.5,weak_match
MULTI_AFEPUA01,AFEPUA01,MOF_ABEDET01,ABEDET01,4,0.5024,1.0,0.1429,0.5833,0.5,0.0,0.5,0.5,weak_match
MULTI_AFEPUA01,AFEPUA01,MOF_ABEDET,ABEDET,5,0.4617,0.8,0.1111,0.6111,0.3333,0.0,0.7,0.5,no_match
MONO_AGIVUJ01,AGIVUJ01,MOF_ABECUI,ABECUI,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MONO_AGIVUJ01,AGIVUJ01,MOF_ABEDAP,ABEDAP,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
