mof_node_id,mof_source_id,molecular_record_id,molecular_refcode,match_rank,homology_score,metal_score,donor_set_score,CN_score,shape_similarity,bridge_or_haptic_score,topology_score,stereo_or_relation_score,match_level
MOF_ABACUF,ABACUF,MONO_ACUEAC,ACUEAC,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABACUF,ABACUF,MONO_AFEXUG,AFEXUG,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABACUF,ABACUF,MONO_ABCOPD,ABCOPD,3,0.85,1.0,0.5,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABACUF,ABACUF,MONO_ACAJUM,ACAJUM,4,0.85,1.0,0.5,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABACUF,ABACUF,MONO_ACARAX,ACARAX,5,0.85,1.0,0.5,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABACUF01,ABACUF01,MONO_ACUEAC,ACUEAC,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABACUF01,ABACUF01,MONO_AFEXUG,AFEXUG,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABACUF01,ABACUF01,MONO_ABCOPD,ABCOPD,3,0.85,1.0,0.5,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABACUF01,ABACUF01,MONO_ACAJUM,ACAJUM,4,0.85,1.0,0.5,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABACUF01,ABACUF01,MONO_ACARAX,ACARAX,5,0.85,1.0,0.5,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABADUG,ABADUG,MULTI_ACENOL,ACENOL,1,0.7222,1.0,0.8667,0.8611,0.1667,0.0,0.5,0.5,relaxed_donor_geometry_match
MOF_ABADUG,ABADUG,MULTI_ACOQOY,ACOQOY,2,0.6663,1.0,0.125,0.8,0.0,1.0,1.0,0.5,weak_match
MOF_ABADUG,ABADUG,MULTI_ACEXUB,ACEXUB,3,0.585,0.8,0.6,0.5,0.0,1.0,0.1,0.5,relaxed_donor_geometry_match
MOF_ABADUG,ABADUG,MULTI_ADONIR,ADONIR,4,0.5821,0.0,0.4286,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABADUG,ABADUG,MULTI_ACACCR08,ACACCR08,5,0.5345,0.0,0.5714,0.8333,0.0,1.0,1.0,0.5,weak_match
MOF_ABAFUH,ABAFUH,MONO_ACACCU,ACACCU,1,0.77,0.8,1.0,0.5,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABAFUH,ABAFUH,MONO_ACACCU01,ACACCU01,2,0.77,0.8,1.0,0.5,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABAFUH,ABAFUH,MONO_ACACCU02,ACACCU02,3,0.77,0.8,1.0,0.5,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABAFUH,ABAFUH,MONO_ACACCU03,ACACCU03,4,0.77,0.8,1.0,0.5,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABAFUH,ABAFUH,MONO_ACACCU04,ACACCU04,5,0.77,0.8,1.0,0.5,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABAGAO,ABAGAO,MONO_ABUWOK,ABUWOK,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAGAO,ABAGAO,MONO_ABASOM,ABASOM,2,0.9036,1.0,0.7143,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAGAO,ABAGAO,MONO_ABATAZ,ABATAZ,3,0.9036,1.0,0.7143,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAGAO,ABAGAO,MONO_ABCOPD,ABCOPD,4,0.9036,1.0,0.7143,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAGAO,ABAGAO,MONO_ABIPOS,ABIPOS,5,0.9036,1.0,0.7143,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABALOF,ABALOF,MULTI_ACAROM,ACAROM,1,0.6345,1.0,0.0714,1.0,1.0,0.25,0.6667,0.5,weak_match
MOF_ABALOF,ABALOF,MULTI_ACURAV,ACURAV,2,0.63,0.8,0.8,0.5,0.0,0.35,0.7,0.5,relaxed_donor_geometry_match
MOF_ABALOF,ABALOF,MULTI_ACURAV01,ACURAV01,3,0.63,0.8,0.8,0.5,0.0,0.35,0.7,0.5,relaxed_donor_geometry_match
MOF_ABALOF,ABALOF,MULTI_ACIPIN,ACIPIN,4,0.5904,0.8,0.375,0.6667,0.6667,0.35,0.7,0.5,weak_match
MOF_ABALOF,ABALOF,MULTI_ADIGUS,ADIGUS,5,0.5804,0.8,0.375,0.6667,0.6667,0.25,0.7,0.5,weak_match
MOF_ABALUO,ABALUO,MONO_ABCOPD,ABCOPD,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABALUO,ABALUO,MONO_ACAJUM,ACAJUM,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABALUO,ABALUO,MONO_ACARAX,ACARAX,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABALUO,ABALUO,MONO_ACEJAU,ACEJAU,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABALUO,ABALUO,MONO_ACEJAU01,ACEJAU01,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAMIC,ABAMIC,MULTI_ADIFOI,ADIFOI,1,0.8417,1.0,0.4667,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABAMIC,ABAMIC,MULTI_ABOZUP,ABOZUP,2,0.8167,1.0,0.5333,0.9167,0.5,1.0,1.0,0.5,weak_match
MOF_ABAMIC,ABAMIC,MULTI_ADUQAU,ADUQAU,3,0.7716,1.0,0.3529,0.9167,0.5,1.0,1.0,0.5,weak_match
MOF_ABAMIC,ABAMIC,MULTI_ACELIH,ACELIH,4,0.736,1.0,0.2105,0.9167,0.5,1.0,1.0,0.5,weak_match
MOF_ABAMIC,ABAMIC,MULTI_ADIVER,ADIVER,5,0.7096,1.0,0.1053,0.9167,0.5,1.0,1.0,0.5,weak_match
MOF_ABAMOI,ABAMOI,MONO_ABCOPD,ABCOPD,1,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAMOI,ABAMOI,MONO_ACAJUM,ACAJUM,2,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAMOI,ABAMOI,MONO_ACARAX,ACARAX,3,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAMOI,ABAMOI,MONO_ACEJAU,ACEJAU,4,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAMOI,ABAMOI,MONO_ACEJAU01,ACEJAU01,5,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABANAW,ABANAW,MULTI_ABIXOA,ABIXOA,1,0.6365,0.3,0.8571,0.8667,0.6,0.6889,0.5,0.5,weak_match
MOF_ABANAW,ABANAW,MULTI_ADAJUL,ADAJUL,2,0.619,0.0,1.0,0.6667,0.6,0.8571,0.7,1.0,weak_match
MOF_ABANAW,ABANAW,MULTI_ACUZOO,ACUZOO,3,0.6047,0.2,0.8889,0.6667,0.6,0.7411,0.7,0.5,weak_match
MOF_ABANAW,ABANAW,MULTI_ACACCO,ACACCO,4,0.5576,0.0,0.8889,0.6667,0.6,0.7708,0.7,0.5,weak_match
MOF_ABANAW,ABANAW,MULTI_ACACCO01,ACACCO01,5,0.5576,0.0,0.8889,0.6667,0.6,0.7708,0.7,0.5,weak_match
MOF_ABAPUS,ABAPUS,MULTI_ACUBUX,ACUBUX,1,0.8333,1.0,0.8333,1.0,1.0,0.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAPUS,ABAPUS,MULTI_ACUBUX01,ACUBUX01,2,0.8333,1.0,0.8333,1.0,1.0,0.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAPUS,ABAPUS,MULTI_ADUQEX,ADUQEX,3,0.8333,1.0,0.8333,1.0,1.0,0.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAPUS,ABAPUS,MULTI_ADUQIB,ADUQIB,4,0.8333,1.0,0.8333,1.0,1.0,0.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAPUS,ABAPUS,MULTI_ACAFIW,ACAFIW,5,0.7694,1.0,0.9333,0.8889,0.3333,0.1667,0.5,0.5,relaxed_donor_geometry_match
MOF_ABAVIJ,ABAVIJ,MULTI_ACADCO,ACADCO,1,0.6267,0.8,0.9444,0.1944,0.3333,1.0,0.1,0.5,bridge_topology_match
MOF_ABAVIJ,ABAVIJ,MULTI_ABOLOU,ABOLOU,2,0.5792,0.8,0.7059,0.3056,0.3333,1.0,0,0.5,bridge_topology_match
MOF_ABAVIJ,ABAVIJ,MULTI_ADEGUN,ADEGUN,3,0.5792,0.8,0.7059,0.3056,0.3333,1.0,0,0.5,bridge_topology_match
MOF_ABAVIJ,ABAVIJ,MULTI_ACAQIE,ACAQIE,4,0.5556,0.8,0.6111,0.3056,0.3333,1.0,0,0.5,relaxed_donor_geometry_match
MOF_ABAVIJ,ABAVIJ,MULTI_ACEYEO,ACEYEO,5,0.5556,0.8,0.6111,0.3056,0.3333,1.0,0,0.5,relaxed_donor_geometry_match
MOF_ABAVIM,ABAVIM,MONO_ABESEI,ABESEI,1,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM,ABAVIM,MONO_ABUZUT,ABUZUT,2,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM,ABAVIM,MONO_ACAMNI,ACAMNI,3,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM,ABAVIM,MONO_ACLBNI,ACLBNI,4,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM,ABAVIM,MONO_ACLBNI01,ACLBNI01,5,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM01,ABAVIM01,MONO_ABESEI,ABESEI,1,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM01,ABAVIM01,MONO_ABUZUT,ABUZUT,2,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM01,ABAVIM01,MONO_ACAMNI,ACAMNI,3,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM01,ABAVIM01,MONO_ACLBNI,ACLBNI,4,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVIM01,ABAVIM01,MONO_ACLBNI01,ACLBNI01,5,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVOP,ABAVOP,MULTI_ACADCO,ACADCO,1,0.6811,0.8,0.7778,0.3333,0.5,1.0,0.7,0.5,bridge_topology_match
MOF_ABAVOP,ABAVOP,MULTI_ADAWUA,ADAWUA,2,0.6778,1.0,0.7778,0.6667,0.5,0.0,0.5,0.5,relaxed_donor_geometry_match
MOF_ABAVOP,ABAVOP,MULTI_ADUWEE,ADUWEE,3,0.644,1.0,0.1429,0.6667,0.0,1.0,1.0,0.5,weak_match
MOF_ABAVOP,ABAVOP,MULTI_ABECUI01,ABECUI01,4,0.6363,1.0,0.4286,0.8333,0.75,0.0,0.5,0.5,weak_match
MOF_ABAVOP,ABAVOP,MULTI_ABOLOU,ABOLOU,5,0.621,0.8,0.8571,0.0833,0.5,1.0,0.4,0.5,bridge_topology_match
MOF_ABAVOS,ABAVOS,MONO_ABEDAO,ABEDAO,1,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVOS,ABAVOS,MONO_ABZACO10,ABZACO10,2,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVOS,ABAVOS,MONO_ABZACO11,ABZACO11,3,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVOS,ABAVOS,MONO_ACONPB,ACONPB,4,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVOS,ABAVOS,MONO_ACOSEU,ACOSEU,5,0.9333,1.0,0.8333,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAVUV,ABAVUV,MULTI_ACUTAT,ACUTAT,1,0.7864,1.0,0.5455,0.75,0.5,1.0,1.0,0.5,weak_match
MOF_ABAVUV,ABAVUV,MULTI_ACOMGP,ACOMGP,2,0.7803,1.0,0.4545,0.8333,0.5,1.0,1.0,0.5,weak_match
MOF_ABAVUV,ABAVUV,MULTI_ABOLOU,ABOLOU,3,0.7625,1.0,0.5833,0.5833,0.5,1.0,1.0,0.5,weak_match
MOF_ABAVUV,ABAVUV,MULTI_ACAQIE,ACAQIE,4,0.7625,1.0,0.5833,0.5833,0.5,1.0,1.0,0.5,weak_match
MOF_ABAVUV,ABAVUV,MULTI_ACEYEO,ACEYEO,5,0.7625,1.0,0.5833,0.5833,0.5,1.0,1.0,0.5,weak_match
MOF_ABAVUY,ABAVUY,MULTI_ADCDNO10,ADCDNO10,1,0.5963,0.8,0.875,0.4375,0.0,0.25,0.4,0.5,relaxed_donor_geometry_match
MOF_ABAVUY,ABAVUY,MULTI_ABOKIL,ABOKIL,2,0.5829,0.0,0.8889,0.9286,0.5,0.75,0.5,0.5,weak_match
MOF_ABAVUY,ABAVUY,MULTI_ABOKOR,ABOKOR,3,0.5829,0.0,0.8889,0.9286,0.5,0.75,0.5,0.5,weak_match
MOF_ABAVUY,ABAVUY,MULTI_ABOLUA,ABOLUA,4,0.5775,0.8,0.75,0.5,0.5,0.0,0.4,0.5,relaxed_donor_geometry_match
MOF_ABAVUY,ABAVUY,MULTI_ACISEO,ACISEO,5,0.5762,0.8,0.7647,0.1905,0.3333,0.6528,0.4,0.5,bridge_topology_match
MOF_ABAWOT,ABAWOT,MULTI_ADARAY,ADARAY,1,0.7656,1.0,0.5625,1.0,1.0,0.0,1.0,0.5,weak_match
MOF_ABAWOT,ABAWOT,MULTI_ADARAY01,ADARAY01,2,0.7656,1.0,0.5625,1.0,1.0,0.0,1.0,0.5,weak_match
MOF_ABAWOT,ABAWOT,MULTI_ACAFIW,ACAFIW,3,0.7607,1.0,0.6429,1.0,1.0,0.25,0.5,0.5,relaxed_donor_geometry_match
MOF_ABAWOT,ABAWOT,MULTI_ACUBUX,ACUBUX,4,0.6944,1.0,0.5,0.8889,0.3333,0.0,1.0,0.5,weak_match
MOF_ABAWOT,ABAWOT,MULTI_ACUBUX01,ACUBUX01,5,0.6944,1.0,0.5,0.8889,0.3333,0.0,1.0,0.5,weak_match
MOF_ABAXIN,ABAXIN,MULTI_ABOWUL,ABOWUL,1,0.9295,1.0,0.8182,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAXIN,ABAXIN,MULTI_ABUQEW,ABUQEW,2,0.9295,1.0,0.8182,1.0,1.0,1.0,1.0,0.5,bridge_topology_match
MOF_ABAXIN,ABAXIN,MULTI_ABUYEC,ABUYEC,3,0.8596,1.0,0.5385,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABAXIN,ABAXIN,MULTI_ACOGOP,ACOGOP,4,0.8596,1.0,0.5385,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABAXIN,ABAXIN,MULTI_ADOMAL,ADOMAL,5,0.8596,1.0,0.5385,1.0,1.0,1.0,1.0,0.5,weak_match
MOF_ABAXOT,ABAXOT,MULTI_ABOWUL,ABOWUL,1,0.905,1.0,0.9,0.9,0.5,1.0,1.0,0.5,bridge_topology_match
MOF_ABAXOT,ABAXOT,MULTI_ABUYEC,ABUYEC,2,0.8618,1.0,0.7273,0.9,0.5,1.0,1.0,0.5,bridge_topology_match
MOF_ABAXOT,ABAXOT,MULTI_ACOGOP,ACOGOP,3,0.8618,1.0,0.7273,0.9,0.5,1.0,1.0,0.5,bridge_topology_match
MOF_ABAXOT,ABAXOT,MULTI_ADOMAL,ADOMAL,4,0.8618,1.0,0.7273,0.9,0.5,1.0,1.0,0.5,bridge_topology_match
MOF_ABAXOT,ABAXOT,MULTI_ADOTOE,ADOTOE,5,0.8618,1.0,0.7273,0.9,0.5,1.0,1.0,0.5,bridge_topology_match
MOF_ABAXUZ,ABAXUZ,MULTI_ABOWUL,ABOWUL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAXUZ,ABAXUZ,MULTI_ABUQEW,ABUQEW,2,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAXUZ,ABAXUZ,MULTI_ABUYEC,ABUYEC,3,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAXUZ,ABAXUZ,MULTI_ACOGOP,ACOGOP,4,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAXUZ,ABAXUZ,MULTI_ADOMAL,ADOMAL,5,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAE,ABAYAE,MULTI_ADARAY,ADARAY,1,0.8247,1.0,0.6875,0.7222,0.6667,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAE,ABAYAE,MULTI_ADARAY01,ADARAY01,2,0.8247,1.0,0.6875,0.7222,0.6667,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAE,ABAYAE,MULTI_ACUBUX,ACUBUX,3,0.75,1.0,0.6111,0.6111,0.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAE,ABAYAE,MULTI_ACUBUX01,ACUBUX01,4,0.75,1.0,0.6111,0.6111,0.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAE,ABAYAE,MULTI_ADUQEX,ADUQEX,5,0.75,1.0,0.6111,0.6111,0.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAG,ABAYAG,MULTI_ABOWUL,ABOWUL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAYAG,ABAYAG,MULTI_ABUQEW,ABUQEW,2,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAG,ABAYAG,MULTI_ABUYEC,ABUYEC,3,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAG,ABAYAG,MULTI_ACOGOP,ACOGOP,4,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYAG,ABAYAG,MULTI_ADOMAL,ADOMAL,5,0.8917,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYEI,ABAYEI,MULTI_ACOCAX,ACOCAX,1,0.6208,1.0,0.5,0.6667,0.25,0.0,0.75,0.5,weak_match
MOF_ABAYEI,ABAYEI,MULTI_AFAWAH,AFAWAH,2,0.5958,1.0,0.2,0.8333,0.75,0.0,0.6667,0.5,weak_match
MOF_ABAYEI,ABAYEI,MULTI_ACUWAW,ACUWAW,3,0.595,0.8,0.1667,0.6667,0.5,1.0,0.7,0.5,weak_match
MOF_ABAYEI,ABAYEI,MULTI_ADUSIB,ADUSIB,4,0.59,0.8,0.6,0.375,0.0,1.0,0.4,0.5,relaxed_donor_geometry_match
MOF_ABAYEI,ABAYEI,MULTI_ACTPAG,ACTPAG,5,0.5863,1.0,0.4286,0.625,0.25,0.0,0.6667,0.5,weak_match
MOF_ABAYIM,ABAYIM,MULTI_ACOCAX,ACOCAX,1,0.479,0.8,0.4615,0.3571,0.1429,0.5,0.1,0.5,no_match
MOF_ABAYIM,ABAYIM,MONO_AFURIF,AFURIF,2,0.4782,0.8,0.5556,0.5714,0.0,0.0,0,0.5,no_match
MOF_ABAYIM,ABAYIM,MONO_AFUSAY,AFUSAY,3,0.4782,0.8,0.5556,0.5714,0.0,0.0,0,0.5,no_match
MOF_ABAYIM,ABAYIM,MULTI_AFAWAH,AFAWAH,4,0.4636,0.8,0.3,0.5714,0.2857,0.25,0.1,0.5,no_match
MOF_ABAYIM,ABAYIM,MULTI_ACTPAG,ACTPAG,5,0.4564,0.8,0.4,0.2857,0.2857,0.5,0.1,0.5,no_match
MOF_ABAYIO,ABAYIO,MULTI_ACPYMN,ACPYMN,1,0.6443,1.0,0.2105,0.8333,0.0,1.0,0.5,0.5,weak_match
MOF_ABAYIO,ABAYIO,MULTI_ABOLEK,ABOLEK,2,0.5386,0.8,0.3077,0.6667,0.6667,0.0,0.7,0.5,weak_match
MOF_ABAYIO,ABAYIO,MULTI_AFEPEJ,AFEPEJ,3,0.5386,0.8,0.3077,0.6667,0.6667,0.0,0.7,0.5,weak_match
MOF_ABAYIO,ABAYIO,MULTI_ABULAN,ABULAN,4,0.5191,0.8,0.3077,0.6111,0.0,0.25,0.7,0.5,weak_match
MOF_ABAYIO,ABAYIO,MULTI_ACSLMN,ACSLMN,5,0.5191,0.8,0.3077,0.6111,0.0,0.25,0.7,0.5,weak_match
MOF_ABAYOS,ABAYOS,MONO_ABZSGA,ABZSGA,1,0.54,0.8,0.5,0.4,0.2,1.0,0,0.5,weak_match
MOF_ABAYOS,ABAYOS,MULTI_ADUSIB,ADUSIB,2,0.535,0.8,0.6,0.2,0.2,1.0,0.1,0.5,relaxed_donor_geometry_match
MOF_ABAYOS,ABAYOS,MONO_AFURIF,AFURIF,3,0.5321,0.8,0.4444,0.48,0.0,1.0,0,0.5,weak_match
MOF_ABAYOS,ABAYOS,MONO_AFUSAY,AFUSAY,4,0.5321,0.8,0.4444,0.48,0.0,1.0,0,0.5,weak_match
MOF_ABAYOS,ABAYOS,MULTI_ACOCAX,ACOCAX,5,0.51,0.8,0.5,0.4,0.2,0.0,0.7,0.5,weak_match
MOF_ABAYOS01,ABAYOS01,MULTI_ADUSIB,ADUSIB,1,0.7625,1.0,0.75,0.875,0.5,0.0,1.0,0.5,relaxed_donor_geometry_match
MOF_ABAYOS01,ABAYOS01,MULTI_ACUFIQ,ACUFIQ,2,0.675,1.0,0.4,0.875,0.5,0.0,1.0,0.5,weak_match
MOF_ABAYOS01,ABAYOS01,MULTI_ACUFIQ01,ACUFIQ01,3,0.675,1.0,0.4,0.875,0.5,0.0,1.0,0.5,weak_match
MOF_ABAYOS01,ABAYOS01,MULTI_AFERUB,AFERUB,4,0.675,1.0,0.4,0.875,0.5,0.0,1.0,0.5,weak_match
MOF_ABAYOS01,ABAYOS01,MULTI_AFERUB01,AFERUB01,5,0.675,1.0,0.4,0.875,0.5,0.0,1.0,0.5,weak_match
MOF_ABAYOU,ABAYOU,MULTI_ADAWOU,ADAWOU,1,0.6625,1.0,0.25,1.0,1.0,0.25,0.5,0.5,weak_match
MOF_ABAYOU,ABAYOU,MULTI_ACICUM,ACICUM,2,0.6264,1.0,0.2667,0.9444,0.6667,0.125,0.5,0.5,weak_match
MOF_ABAYOU,ABAYOU,MULTI_ACIMIK,ACIMIK,3,0.595,1.0,0.0,0.9333,0.6667,0.0,1.0,0.5,weak_match
MOF_ABAYOU,ABAYOU,MULTI_ACADCO,ACADCO,4,0.5893,1.0,0.1905,0.8333,0.0,0.0,1.0,0.5,weak_match
MOF_ABAYOU,ABAYOU,MULTI_ADUWEC,ADUWEC,5,0.5742,0.8,0.2667,0.75,0.75,0.25,0.7,0.5,weak_match
MOF_ABAYOV,ABAYOV,MULTI_ADCDNO10,ADCDNO10,1,0.6283,0.8,0.6667,0.5833,0.0,0.5,0.7,0.5,relaxed_donor_geometry_match
MOF_ABAYOV,ABAYOV,MULTI_ABOJUW,ABOJUW,2,0.623,0.8,0.75,0.619,0.3333,0.0,0.7,0.5,relaxed_donor_geometry_match
MOF_ABAYOV,ABAYOV,MULTI_ABOLUA,ABOLUA,3,0.623,0.8,0.75,0.619,0.3333,0.0,0.7,0.5,relaxed_donor_geometry_match
MOF_ABAYOV,ABAYOV,MULTI_AFEGEZ,AFEGEZ,4,0.5771,0.8,0.5,0.619,0.6667,0.0,0.7,0.5,weak_match
MOF_ABAYOV,ABAYOV,MULTI_ABARUT,ABARUT,5,0.5744,0.8,0.5556,0.619,0.3333,0.0,0.7,0.5,weak_match
MOF_ABAYUY,ABAYUY,MULTI_AFEBAQ,AFEBAQ,1,0.7347,1.0,0.75,0.9444,0.6667,0.0,0.5,0.5,relaxed_donor_geometry_match
MOF_ABAYUY,ABAYUY,MULTI_ACEXUB,ACEXUB,2,0.675,1.0,0.4444,0.4444,0.0,1.0,1.0,0.5,weak_match
MOF_ABAYUY,ABAYUY,MULTI_AFEGAV,AFEGAV,3,0.6713,1.0,0.625,0.8667,0.3333,0.0,0.5,0.5,relaxed_donor_geometry_match
MOF_ABAYUY,ABAYUY,MONO_ACAFUI,ACAFUI,4,0.6599,0.8,0.875,0.381,0.0,1.0,0.4,0.5,bridge_topology_match
MOF_ABAYUY,ABAYUY,MULTI_ABUYEC,ABUYEC,5,0.6517,0.8,0.8,0.2,0.3333,1.0,0.7,0.5,bridge_topology_match
MOF_ABAZAF,ABAZAF,MULTI_ABUYEC,ABUYEC,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAZAF,ABAZAF,MULTI_ACOGOP,ACOGOP,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAZAF,ABAZAF,MULTI_ADOMAL,ADOMAL,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAZAF,ABAZAF,MULTI_ADOTOE,ADOTOE,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAZAF,ABAZAF,MULTI_ADOTUK,ADOTUK,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,L3_collision
MOF_ABAZEJ,ABAZEJ,MULTI_ABIFEA,ABIFEA,1,0.7361,1.0,0.4444,0.625,0.5,1.0,1.0,0.5,weak_match
MOF_ABAZEJ,ABAZEJ,MONO_ABEGOG,ABEGOG,2,0.71,0.8,1.0,0.2,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABAZEJ,ABAZEJ,MONO_ABOXOI,ABOXOI,3,0.71,0.8,1.0,0.2,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABAZEJ,ABAZEJ,MONO_ABOXUO,ABOXUO,4,0.71,0.8,1.0,0.2,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABAZEJ,ABAZEJ,MONO_ADONIQ,ADONIQ,5,0.71,0.8,1.0,0.2,0.0,1.0,0.7,1.0,bridge_topology_match
MOF_ABECIX,ABECIX,MULTI_ACTPAG,ACTPAG,1,0.4796,0.3,0.625,0.6,0.0,0.3333,0.7,0.5,no_match
MOF_ABECIX,ABECIX,MULTI_ADAWUA,ADAWUA,2,0.4785,0.3,0.5238,0.6,0.4,0.375,0.7,0.5,no_match
MOF_ABECIX,ABECIX,MULTI_ABECUI01,ABECUI01,3,0.4546,0.3,0.4286,0.6,0.4,0.375,0.7,0.5,no_match
