selection_order,mol_id,fold,metal,cn,graph_sha256,candidate_count,k,signature_matches,exact_matches,signature_fully_collapsed,exact_fully_collapsed,signature_roundtrip_passes,exact_roundtrip_passes,signature_roundtrip_all,exact_roundtrip_all,candidate_count_matches,candidate_count_stable,variant_errors,signature_reference_sha256,exact_reference_sha256,encode_median_seconds,signature_median_seconds,exact_median_seconds,error_examples_json,fatal_error
1,OHUYUL,0,Ir,6,6608432c12b441774f93b95bb5b2f8a264a806fecb93a2e348a988a0b95c26eb,6,100,62,100,False,True,100,100,True,True,100,True,0,3a54c6cd363ad94a5c501cb451bf59db56205e16e7bc417dedc16ae4f42c3552,31413e7355d3153ffb43345b30cf4895399656c8f21e9412f25ab2428bd10d49,0.007802849999279715,0.00021699999342672527,0.0020909000013489276,[],
2,TOGCOH,3,Ni,6,eaa23ea3f23ed1e84bea11b4c93a0c58099aa389630fe2cff02650317d6ac6bd,4,100,42,100,False,True,100,100,True,True,100,True,0,0f68def6a6a2464baa12a9b7f4e10eec02d9e0598bf3ddb066f4274970193209,0f68def6a6a2464baa12a9b7f4e10eec02d9e0598bf3ddb066f4274970193209,0.009674200002336875,0.0003315999929327518,0.0020182000007480383,[],
3,FAFZAO,3,Cr,6,214cdd5585f8a93e8a7d0dfc0f07cfab4a78b38e9e15b8292b73c3d2c622498a,120,100,3,100,False,True,100,100,True,True,100,True,0,59fcf6c6054084c869b9401bdc9984550d025a71782dc81de8c67fa926b6fa99,752cae2a437634690d9bbce4fee8c006e02f2c3d9844cf36b3e350236bb32d3c,0.005680699992808513,0.0002514999941922724,0.043580700003076345,[],
4,UQAXES,4,Pt,4,d9cbc702045d79727c3e0755bfaf5ea7fdeb02e3cf371a1522ec263ae5ce6849,4,100,51,100,False,True,100,100,True,True,100,True,0,07e2a8044aa9bc4a7e4abb50869d08a0b95c05cf9e6a25f494678f815125e26c,1e93971b60d931c1445fee0ce52087e4e7908f222a74c9fca3c723c62225a258,0.007446550007443875,0.00017179999849759042,0.0007104999967850745,[],
5,YEXVOM,1,Pt,4,eb25454ca4284efd2b57c3fff5350c7d4f6978d53e74db76f053d12f91fceab3,2,100,100,100,True,True,100,100,True,True,100,True,0,d58de220be6486691a951de8e838e1093b8ddc2f97e159f449f418ea899b7242,d58de220be6486691a951de8e838e1093b8ddc2f97e159f449f418ea899b7242,0.0070368500018958,0.00023600002168677747,0.0006952999974600971,[],
6,COMQAZ,4,Pt,6,57d7883bd2c4b95e84e0296b2184768827d51a44110ad5945809131a99bf2f13,4,100,48,100,False,True,100,100,True,True,100,True,0,1bae33db82b13688949d9151b987a1d7b7bc0d4ad9e4f486fb5c59fdeb8acee6,9cb9cc5ced5fb5930716c3687bf7f25e1a53ec879622281b42c664937ea96bf7,0.007054650006466545,0.0003471999953035265,0.0016119999927468598,[],
7,CEWBAK,3,Rh,4,00eeb824f8787342d34966b55111f7670ff7f3acbf0f707967e8dde3d3590a2e,2,100,100,100,True,True,100,100,True,True,100,True,0,c4f73b826cc1c053a6cd0a3a8fc32150eda2a1ecb754e35bb36f359ff2fd8824,c4f73b826cc1c053a6cd0a3a8fc32150eda2a1ecb754e35bb36f359ff2fd8824,0.005983849987387657,0.0002629999944474548,0.0007807000074535608,[],
8,HAYJUO,1,Pd,4,e5262e378257e6ee9db9b801d1778a3a504786df7107a9fd96f5de83c781c387,4,100,56,100,False,True,100,100,True,True,100,True,0,0c9595579be343cd753d72eaec2411b552a0b486d8fc81a326748d8807102794,a807bc01e33e177844468df077eeb56639e87b0080f176e64e11f07c9c77dcf6,0.004067250003572553,0.00025060001644305885,0.00126090002595447,[],
9,RIRKOV,4,Pt,4,30501e95c4f6be5d57939b2a1750527a6f3079da98a911e3af17c4820e45be54,4,100,100,100,True,True,100,100,True,True,100,True,0,74e2fa4ffdb05751f4ad939004b180df0b42cc0e3628e52786b09198eec847c1,74e2fa4ffdb05751f4ad939004b180df0b42cc0e3628e52786b09198eec847c1,0.012193349990411662,0.00022039999021217227,0.000812700018286705,[],
10,KITNAF,1,Zn,4,0eb953ba4461cbfb484eae09cfef56b6540848d9140e168562dea98e2fc75fb4,2,100,100,100,True,True,100,100,True,True,100,True,0,2c05624f6c16d8429e2b544780962392885fdfc5b168e53f0aa46be0306eb4bd,2c05624f6c16d8429e2b544780962392885fdfc5b168e53f0aa46be0306eb4bd,0.005371649982407689,0.00019859999883919954,0.0005086000019218773,[],
11,HUWXUS,3,Cu,4,e87287a4d6f02e2908958bbab3a62be185129c34961d6e0dfb1d293c0b32f8d8,2,100,100,100,True,True,100,100,True,True,100,True,0,987033fc406f8aab33dceb5bdfa5b3d711dfa696a575414b5c85aa8f6b2f9692,987033fc406f8aab33dceb5bdfa5b3d711dfa696a575414b5c85aa8f6b2f9692,0.004729150008643046,0.0001936999906320125,0.0004940000071655959,[],
12,BIGXUL,1,Pt,4,aa735a925f01961dae7a6f5c247f5cb9cd234d3c0bf541bfb7a516d14d2484b9,6,100,29,100,False,True,100,100,True,True,100,True,0,5c35aa366ac249f2db73471d8542f8a6226d34553ff55ddc914dcd5d8a781341,92c46da48fdeff9337ab309bdcf087376640d943a7a6e3acc76a47d93b473b44,0.007825499997125007,0.00026229998911730945,0.0013011000119149685,[],
13,NAKKEQ,0,Pd,4,c0c3b387bb1a164ccdaf7ecad4933055ede8ebeddbbb58a570e3d7922ec68bd7,2,100,100,100,True,True,100,100,True,True,100,True,0,c3867d8176f0a3c844eedfb4c769c67dbca4f92f177d9b1f51ed180c8cb9a1e1,c3867d8176f0a3c844eedfb4c769c67dbca4f92f177d9b1f51ed180c8cb9a1e1,0.005837150005390868,0.00016500000492669642,0.000447300000814721,[],
14,VUZDOK,4,Pt,4,e6f10c0193a95ea5f5f53fcbee5978172eaac3f0ede2cca79d0a30394e0c6c1a,4,100,47,100,False,True,100,100,True,True,100,True,0,3dbf798122cb8a72ceea775cce070ad29f5bfd6caced85c8c67370fec1205bf6,0d26265e5c9b9f03c5aeccc1cb697c2db8626a81fadbce9578b5c9df3ac88861,0.003472600001259707,0.00017220000154338777,0.0008108000038191676,[],
15,JEPGOB,2,Pd,4,e60a11ba570c4797f214de79507d965b5c6d784282ac5742f281fe58195c79ac,2,100,100,100,True,True,100,100,True,True,100,True,0,a48fbbe9bc90a0d66b55d09fbf492dccbdf7be6cd33a4829b1f09bb33dd42c47,a48fbbe9bc90a0d66b55d09fbf492dccbdf7be6cd33a4829b1f09bb33dd42c47,0.007442600006470457,0.0001674999948590994,0.00046339997788891196,[],
16,NAQQAX,1,Fe,5,a74fb9638f7a1215f8604b2ead4600f5916dc1c62d1a4dc0f9f55672ff89c584,24,100,33,100,False,True,100,100,True,True,100,True,0,868d512a8947d2ae6b32d638fcbc41f8c47a41051eddbb4e440b4f6f6ebb7427,2d3a21830da4636235c7753d79c3b56e7485bce24667e4c8ce17a7df56b3a57c,0.009976000001188368,0.0003249000001233071,0.007426299998769537,[],
17,ZOJBUY,4,Zn,4,94cac00ffa2a86a0aea3be51a7d5c26c72e70b8db7088558091cbe6691d3054a,6,100,39,100,False,True,100,100,True,True,100,True,0,44a2f1b69a4af608b94e119288d3869fd00e497e07800c597d6882fc0a7e4375,3a1d1edbaac8c82fec6811f7b04fc155929d8d5fd58b645d96ae8087d38a3755,0.0008688499947311357,0.00013489997945725918,0.0007533999742008746,[],
18,SIWRAS,1,Ir,6,bb6e6e7ff18a9b644d237cfeaf2732a88d96a4596b32ee058b7b2e9b9ba12398,2,100,41,100,False,True,100,100,True,True,100,True,0,aa80cbcb56b407beb864d9d090eac263a2ff8fc5d357518f20750f60fcb071bd,aa80cbcb56b407beb864d9d090eac263a2ff8fc5d357518f20750f60fcb071bd,0.010190300003159791,0.00022759998682886362,0.0007711999933235347,[],
19,QULLIU,2,Pd,4,4fac6b12e4a5874bc9079d7c0a00d9edde60046d5740590b3631668323b7dbf3,4,100,47,100,False,True,100,100,True,True,100,True,0,3d9c21c4da032b9cc7db6cc9dafcf9e8b1e6d2f831094b32c0451a18a30e460c,3d9c21c4da032b9cc7db6cc9dafcf9e8b1e6d2f831094b32c0451a18a30e460c,0.006486849990324117,0.00016610001330263913,0.0007393999840132892,[],
20,WOMVUQ,4,Pt,6,9aeb3e57b12a4e12c6074f0bf72c0efcd332b8436a3fe5899e1bc073b632ba6c,6,100,34,100,False,True,100,100,True,True,100,True,0,17b4619cccd6cd32587b725d7a651f5d1d4534cef47af88254339bf3a936d188,17b4619cccd6cd32587b725d7a651f5d1d4534cef47af88254339bf3a936d188,0.005849049994139932,0.00025949999690055847,0.0023683000181335956,[],
21,AFOYUR,0,Zn,6,4dcb20370e4bc3cea57a6fa84613800be23020d1f36363876ea92c8f46f1f00d,2,100,100,100,True,True,100,100,True,True,100,True,0,f49f805c404b5513a9740a8cf307056b5a74af292c7b348529271c0d278b5105,f49f805c404b5513a9740a8cf307056b5a74af292c7b348529271c0d278b5105,0.008912550008972175,0.00021739999647252262,0.0008785999962128699,[],
22,DUMXAN,4,Ni,4,3f60fb8777564372edd69828dde225fb1a7ad37fd943beb18354356d7d8eb2ee,4,100,47,100,False,True,100,100,True,True,100,True,0,6e31f66e9915e5153de0a2e1ef19fc285fed5d9b1a61583d4d7c2fc45eb8b8ad,6e31f66e9915e5153de0a2e1ef19fc285fed5d9b1a61583d4d7c2fc45eb8b8ad,0.009757749998243526,0.0002480999974068254,0.0011636999843176454,[],
23,OGITIJ,2,Ni,4,3320405022b9ff393183a3f52f48e74f33fede1eecaea367ef307116c36fb762,2,100,100,100,True,True,100,100,True,True,100,True,0,993581a865613ba657c7018740e69400782b1c7be151fb266a555e97a4bfb2c7,993581a865613ba657c7018740e69400782b1c7be151fb266a555e97a4bfb2c7,0.003981349989771843,0.00020360000780783594,0.0005424999981187284,[],
24,XAFFET,4,Ni,4,42f41f3daf7b27df53804a36d7e5ec1a5460f89467cd06bb5b918e059c1d61dd,4,100,31,100,False,True,100,100,True,True,100,True,0,4dc33e1ab06a4bee00ed1d303c54bb605b8bdd261810e038fa74f329cfc16bba,5f1767f0b74a4fb856b45f53681e8b8b11ca40cb5fd457facb73167d6ad34421,0.005551099995500408,0.00017129999469034374,0.0007448999967891723,[],
25,YUWNEK,0,Pt,4,db1ee5a36709beed46b795223d22f3a628021c858933f6ad9a8bb419e396fc4c,2,100,54,100,False,True,100,100,True,True,100,True,0,0575a67b08dcfc721de832784b3e7f9c502a35a23febf740ff14bfe55470fcc4,46ab6cc56effca76f77402fd5a4aa04408421be5680543cba03e18a2ddf63b6e,0.0064557500154478475,0.00024049999774433672,0.0006908999930601567,[],
26,XOMFUA,4,Pd,4,8b0ba37284f7cabdf55e828edbf42c3540e79ebd3b8704e051b6c46427591b65,2,100,40,100,False,True,100,100,True,True,100,True,0,ad32effce4c8456294e7b66f0f92b4084d7c638d2b938664f00323e52a495282,3dfadf217962ad393ce7f222525188e7bfd59ad642b910a85da8edac8ab94222,0.005576900002779439,0.00017450001905672252,0.00047640001866966486,[],
27,JILSUS,4,Fe,6,48d884a962b908ed4fbb44bf64f5049aecff8c06503bf48412954d6aafb27764,4,100,42,100,False,True,100,100,True,True,100,True,0,c6909478dcaea8e258c13049f0a9ffb68afea912f90ed6e235cad55ea7fa111b,7ddaa5d6ed7d057144cd829cd62513c6ba869cc734a7e09cc80fd04a2a6f8ae7,0.00506334999226965,0.0002330999996047467,0.0013609000016003847,[],
28,QIYVUP,3,Pd,4,f8665ecac762c28fc6aba887f0241d387b8a015adcea064c1965801869cc0f56,2,100,51,100,False,True,100,100,True,True,100,True,0,17244829f1bcb7e75cd9b99e1bd3462c13eefbf5108e9bd4dc50a2f147c335b8,5a497a922ad2c7ddf5eb68d2175f9d49fffc0a67e01b1260cfcfb2353d72c3cd,0.0027597000007517636,0.00017889999435283244,0.0005881999968551099,[],
29,GUZTUQ,4,Pt,4,cfdd61c49bd4dd0318d744a0c0306b3c3887b6788da8cce619fef157db3d994a,4,100,58,100,False,True,100,100,True,True,100,True,0,54533bab2c99f96a1b597a27b86fd8e22d8483bd99ea3befee4670f8c5fd1ae5,e391bed8ccc0b9ebc408111dfcbe82f77a6caddb9a62ef9431e3c24c089333cf,0.002511500002583489,0.0001684999733697623,0.0007933000160846859,[],
30,KUFNOP,1,Pt,4,5d42df778af553290f86a586c95c3b57761bc99b071401a5865f32f3ae1f207b,2,100,49,100,False,True,100,100,True,True,100,True,0,507bbfb2589d47503fb3bfdd08a823f5f0f5ce7ca87ebfa874e0e5992324f758,031b9ed42b7df8214ce104a8cdab16e0f7d63b6b7d1dd04c8cbfbaf8b6f7d644,0.003872350003803149,0.00018900001305155456,0.0006151999987196177,[],
31,QUNYED,0,Pd,4,748968c6d0055632b023434e12838655d09b9897888a4b9b4a376262d4f1b837,2,100,47,100,False,True,100,100,True,True,100,True,0,6b4db3ef47b32495c6d79073235e8f606486d63e17551c32083e256aca3db6d3,69dc39831f6a1b147c622a01859053f4c8515a66ac4a056154a76d57646b4f55,0.0070913500094320625,0.00017159999697469175,0.0004769999941345304,[],
32,DACDER,1,Rh,4,256118dbce5bbfb8630edc3b471ed3172107aa417d7dcc72c008c517d9c76614,2,100,100,100,True,True,100,100,True,True,100,True,0,e976832a9f09d57213728c4dab4df289e9cf457a121b65b2c81463b695b8db16,e976832a9f09d57213728c4dab4df289e9cf457a121b65b2c81463b695b8db16,0.003153450001263991,0.0001762000028975308,0.0004867999814450741,[],
33,UGANOH,1,Pt,4,a7c85ff44b58a9fc0aab9cb7ae826360275c6c53e3934e8ce865cc3a9dea2a54,2,100,51,100,False,True,100,100,True,True,100,True,0,a01e6297b7ece02d12a219aa6c2186ba6afa11e197df7e612be58e64a699e2c0,a01e6297b7ece02d12a219aa6c2186ba6afa11e197df7e612be58e64a699e2c0,0.005289800013997592,0.0002590999938547611,0.0007910999993328005,[],
34,INILUP,3,Zn,6,d7717254ef0906d55be628d3537b23d621b7ad978a5b7b37410f65c42d64c757,2,100,100,100,True,True,100,100,True,True,100,True,0,32b5996e95db121da6f721147c212c550c1bc3aab51a97bb00e34c036bb3d2c1,32b5996e95db121da6f721147c212c550c1bc3aab51a97bb00e34c036bb3d2c1,0.011178300017490983,0.00030070001957938075,0.0008941999985836446,[],
35,SOCDAP,0,Rh,4,56eee21258b4c25ed28f372054eb5bc6bc10292f61f8632871b980e8c22d9d89,6,100,12,100,False,True,100,100,True,True,100,True,0,233775b469de92ff9e187d426f528647137d8fd1ac38407940ae935548109451,e998824eb6ad328cb1f22927c28cc71e5f95a273020896809502d0287dcfdc19,0.005106449985760264,0.00016920000780373812,0.001119799999287352,[],
36,XATXID,4,Pt,4,b993158c07239778f7549ba88c9331f93abe4d431a1d13761ec6cfe343e1b144,4,100,56,100,False,True,100,100,True,True,100,True,0,376c2008b36124389e734999a139c261e900dcf45dae96ece8b44722fc2b5383,657e62e405c83a9e97f678ac43cfbfb617b8932839fda037abc7c0832a3ae1b9,0.002334100005100481,0.000221800000872463,0.000977999996393919,[],
37,PYZTCI,4,Fe,5,55cfd4471327bedd4e936bc228069d7e5bbbfb39b8ee84f0f45ed4dd44b92042,24,100,33,100,False,True,100,100,True,True,100,True,0,5e7f03b75909ba06c1e39dcc31f855ffac76cd5369d47bb4b6ce901e20d2c232,5e7f03b75909ba06c1e39dcc31f855ffac76cd5369d47bb4b6ce901e20d2c232,0.002784399999654852,0.00028500001644715667,0.006768499995814636,[],
38,ZOJYEC,0,Pd,4,10e272dec4287c74d01e54ea2b72cd88bac0db679af1195eccda0d1942c47e63,2,100,62,100,False,True,100,100,True,True,100,True,0,b1db6a205f9c5fcbd53108c62fcc9b269f55925d44ceb19aa0ead88d3bb78c55,f74d6189d9ca644caac652b59a716f55d06427383c7e42cc4049be9e7d249ab4,0.005350049992557615,0.00024330001906491816,0.000745700002880767,[],
39,SUNMIA,2,Pt,4,cd2856794ee33665212dfce5c1423383d0452d8b70bf5b482a061618b913c5bd,4,100,46,100,False,True,100,100,True,True,100,True,0,0f12f7a9f1d05f2be1aa6fa16eaa5f32ac05a4c0e35a3261e59edbc9bcefce59,5fe4dfc487a72ae20859a6bd6c65bedc7f99b0c3896ddab86f375f36cd61095d,0.0063424000109080225,0.0001576000067871064,0.0007170000171754509,[],
40,BIYJIC,2,Ir,5,6992dce51bfbaf12f0d04f201308c2140ee3b0c0b8817c2a3dca3d955ec20c5a,6,100,29,100,False,True,100,100,True,True,100,True,0,5200e8561f5f938546f687e1764c0a60cf81b783115bb9307ecf7195a5d69984,5200e8561f5f938546f687e1764c0a60cf81b783115bb9307ecf7195a5d69984,0.004333649994805455,0.00028840001323260367,0.0019218999950680882,[],
41,FUDKAR,3,Rh,4,1d554c4c38e998dbf1f7e82b0bbc2ed18f2f5428156c922ec5c5219501a994d2,2,100,100,100,True,True,100,100,True,True,100,True,0,4812325aff7e12d17080ab606bc75c066d3eb429c3ea537351a2d440912453a8,4812325aff7e12d17080ab606bc75c066d3eb429c3ea537351a2d440912453a8,0.005702049995306879,0.0001619999820832163,0.0004461999924387783,[],
42,MULQIU,4,Zn,4,053acd652c9567f69bb4fbd908674403e7ef04ca562c54e2aea90a87b65a1da7,4,100,100,100,True,True,100,100,True,True,100,True,0,778ab96e6ccb4ad77c8e2df61d6fc403774f067beaba71d5df4378609a7d9222,778ab96e6ccb4ad77c8e2df61d6fc403774f067beaba71d5df4378609a7d9222,0.006015949998982251,0.0001702000154182315,0.0007187000010162592,[],
43,MAHSOG,2,Zn,5,113fdb2280a0421233f40c58b6bea1e487121a770ee36d65ff3101d96b82452c,2,100,50,100,False,True,100,100,True,True,100,True,0,da35e4a467b0802f055275e8d1b89d2a8a976c88ee7726d14f8033a2158cfe0a,e99254191ed0e405b78c94486e72a6d791e7649b1d5470efe7c2cabf4d172fd2,0.002632550007547252,0.00015159999020397663,0.0004101000085938722,[],
44,ICAREJ,4,Pt,4,4a1526e0d24add2f3c3ee271fa7ce75a58e2c7074d03e3cd4ed181fe780a5e01,2,100,45,100,False,True,100,100,True,True,100,True,0,0f35e70f36b608ca90d312621e5519eb79e397e86572a83a41e4961f72f0948b,0f35e70f36b608ca90d312621e5519eb79e397e86572a83a41e4961f72f0948b,0.007514349985285662,0.00026709999656304717,0.0007963000098243356,[],
45,WIXMAT,4,Ir,6,923aa82024fddee2202f6ae53e30e68dec101a46f0d7bf679e0c96835abf2247,6,100,32,100,False,True,100,100,True,True,100,True,0,104eba4a3ffd870b36caf524aa92d30bd31a9ad671df0fde6ab72e198229939f,a56e26879a60b0ac70501cb69c83866a0e0391551fb93df46752d5a74923cc59,0.005774099990958348,0.00023040000814944506,0.0017751999839674681,[],
46,HATTEB,3,Pd,4,f93037017e3594a2df06f70ea638773a16f680f3c53c6d33423af2962033b6e0,4,100,53,100,False,True,100,100,True,True,100,True,0,a0c731024ee4a5dbb45ed07a7913a4ae55d1f966ebcf5348481f56f7f5fd1e6a,0d35fe35af8056a1e83c2124ac5d7dcbdaa014ec4c48ec466e087535488d8b37,0.007765650007058866,0.00017939999816007912,0.0008491000044159591,[],
47,ZADROP,2,Zn,4,68dbe24d374c3e7c6daf0959afda8db47368c796f824ba526f2ad6113c3fd2aa,4,100,21,100,False,True,100,100,True,True,100,True,0,a2ce6590bd50c93f8cfbaea48d8c2b13b4b3ac40ad537a8d2878d08f31c0dc68,189215f6e9b0266510808889c89abec9385bf40d15b708e50289f172e019c7ae,0.008264199990662746,0.00022650000755675137,0.0009529000089969486,[],
48,MOBBEN,4,Ni,4,2d28fcf1bb2005dacff24603e24d9ac909ec8c5f0807269d4a5fc318598edeba,2,100,100,100,True,True,100,100,True,True,100,True,0,9604ab6a6826c64c18908eab639e17f8c45918d38f91ea1620124384474c7231,9604ab6a6826c64c18908eab639e17f8c45918d38f91ea1620124384474c7231,0.005185350004467182,0.00014260000898502767,0.0003630999999586493,[],
49,OPOGIK,1,Ir,6,6fa6f821d7ee5badb13967668e7f73e6dbb98029ff7025c31ae92de74bcafc3b,2,100,51,100,False,True,100,100,True,True,100,True,0,093cfcec81f3e67803f52477e26a573943b6549217de46c05114dbc44493ccdb,03854ebdd63a85e71c8bf4d4c4d0cd84491d25d70fce3bed874fe6c70746f24d,0.00853024999378249,0.00022879999596625566,0.0007028999971225858,[],
50,XOVFIZ,3,Pt,4,cd1c44af4b52811e4d655fa5d7a86a60943a8132841bfb936b6b429b65306184,4,100,57,100,False,True,100,100,True,True,100,True,0,2b560991ec9f0b8fc354b3786762e89c6fea78d4e8020d0b3550361733549397,2b560991ec9f0b8fc354b3786762e89c6fea78d4e8020d0b3550361733549397,0.0016885499935597181,0.0001548999862279743,0.0007987999997567385,[],
51,PIGLID,0,Ni,4,484eeeb0f8109ba9dfc23aff5cd8ab029619d2cdddb9827b996235bd4dea5503,2,100,100,100,True,True,100,100,True,True,100,True,0,f88f2ef6a07a1471479f3348ee84e671337573cdf83e4c1952461def75c0c3fc,f88f2ef6a07a1471479f3348ee84e671337573cdf83e4c1952461def75c0c3fc,0.0065968000126304105,0.0001866999955382198,0.0005784999812021852,[],
52,PASPEF,3,Zn,4,621ab75211a690ba3a9f0b0e17b8b75577c773e292f9ecad4275b21547cd997f,4,100,46,100,False,True,100,100,True,True,100,True,0,ff76bebf9393be6cca2c83aa790e409c6f711b5f0f8a9d4431d29f7fe772d397,ff76bebf9393be6cca2c83aa790e409c6f711b5f0f8a9d4431d29f7fe772d397,0.0027622000052360818,0.0002179000002797693,0.0010180000099353492,[],
53,ZAVVIE,0,Pt,6,135c3911d58076f0c10c0ab9ee2c3734ac103b78c6b89b6f67696a8b6b3dcd57,2,100,53,100,False,True,100,100,True,True,100,True,0,fd791c1f0fef57def8a7ec5613f77a8412e8e2b67434e0d51a2d1b28efc9f641,fd791c1f0fef57def8a7ec5613f77a8412e8e2b67434e0d51a2d1b28efc9f641,0.011515049991430715,0.0003453000099398196,0.0009299000084865838,[],
54,GOTYET,1,Fe,5,4cab1193bb802f307e85b1a0d8a5e33a296e2bca43d99d5001c23945a8d652da,2,100,46,100,False,True,100,100,True,True,100,True,0,fd4233170484605ef29dbf848a7e1c49e2063bcc89b7a3d9ace24ae326ac8737,fd4233170484605ef29dbf848a7e1c49e2063bcc89b7a3d9ace24ae326ac8737,0.002325549998204224,0.00015639999764971435,0.00041439998312853277,[],
55,YIKDEC,3,Fe,4,912b486e2758ff35752db2a7e4d462453de0c85e4efc479b34e9f7f1efadc17a,4,100,100,100,True,True,100,100,True,True,100,True,0,f094e6bfdcf02e6300c8cc3409ad862a78387f760ef913bb94d7261cd4016845,f094e6bfdcf02e6300c8cc3409ad862a78387f760ef913bb94d7261cd4016845,0.001868899998953566,0.00014019999071024358,0.0005816000048071146,[],
56,UGUCOO,2,Cr,6,0ed23c81955c6b68c3e07b26f378d9df023318163f6481040310ce1d16a7b8fb,120,100,3,100,False,True,100,100,True,True,100,True,0,8d36c7be865d5302730673f42acf8d2c3ca243b4e8fe4f8c4a4914449c63aa07,9d06df1c7e1f4d3c2402eba9561505d533c3058c3787b7f40791b99bd220380b,0.007622649995028041,0.0002840000088326633,0.04395170000498183,[],
57,OTAGIB,2,Fe,6,c289c7ba495b070a82a6c30f31739298ca4b24c825a5c7479d26614d853dd40d,8,100,53,100,False,True,100,100,True,True,100,True,0,0a1f5ff5723711f96034beed0061e0fe48022098666efc6dcb516a96781eec06,c11658a711b2d2459e8dabbd93d482a274991beb425b0807df5c6a11cab386a0,0.007796149991918355,0.00039190001552924514,0.0040271999896503985,[],
58,WECHAQ,4,Pd,4,6f2d29812920063a0ad8b53c4284ca2c10427f38841b224b3af1387ade139d27,2,100,100,100,True,True,100,100,True,True,100,True,0,bebfb3994981e965cdf05d7e0be0f3a3a583e8aebe956e3adb013a081f696f77,bebfb3994981e965cdf05d7e0be0f3a3a583e8aebe956e3adb013a081f696f77,0.009331950001069345,0.00024389999452978373,0.0006907999922987074,[],
59,DUXHEL,4,Pt,4,142b909368828d5735ccc8aa3ef3d24470d47e7126df59a452e3eafff976c595,4,100,51,100,False,True,100,100,True,True,100,True,0,841379b0420494830b8780e913c96e335aa601264bf108baaedda508664151e0,841379b0420494830b8780e913c96e335aa601264bf108baaedda508664151e0,0.007729949997155927,0.0001714999962132424,0.0007772000099066645,[],
60,OKUZOL,2,Pt,4,7291fe092504bae7828a306521121b2eb952a11f45a4f33ee1fbfedc7441a1e4,4,100,55,100,False,True,100,100,True,True,100,True,0,30bc7322207f0f55443df006696ea012819321a30c543306fd09254dac2f0c42,30bc7322207f0f55443df006696ea012819321a30c543306fd09254dac2f0c42,0.003260400000726804,0.00024040002608671784,0.0012364000140223652,[],
61,TEJWIQ,1,Zn,4,e672246ab12ec8b0e4c6c815e0d5d8ff012b468aa8e08479a19abcf9fbeb3954,2,100,51,100,False,True,100,100,True,True,100,True,0,770ce69d698195618676e151b11672c756196bffb42bdb31f32dde4b792b67e7,f33caf228cd763db16e5f5c19b558e38ce2cb8135a83fec4446c25cf885079fe,0.005001600002287887,0.00014789999113418162,0.00035439999192021787,[],
62,SAKBUF,0,Zn,4,2c532e834c1507f788fabd272948226a3b9611f79dd8937e2d3b8d76480879bc,2,100,60,100,False,True,100,100,True,True,100,True,0,b467248c8510ec84e65fd6050179ca06bfae4682983ff7ee41ebc553d431ad84,b467248c8510ec84e65fd6050179ca06bfae4682983ff7ee41ebc553d431ad84,0.0077006999927107245,0.0001453000004403293,0.0003499000158626586,[],
63,WIBQII,3,Ni,4,242430a1f97c9a960197769896198df2ff3e7e789d370493b3d8c39c284b28e5,2,100,100,100,True,True,100,100,True,True,100,True,0,cf11d0707f943f01cac107e8fa3300e233c2386fc2c57fa7a7daeab53526fe27,cf11d0707f943f01cac107e8fa3300e233c2386fc2c57fa7a7daeab53526fe27,0.0017337000026600435,0.00013800000306218863,0.0003960999893024564,[],
64,YEHTEL,2,Pd,4,98030d9fd69c45b309465cde05d2a391136d48f6ab9d220f8e9460c4aa3b62ce,4,100,48,100,False,True,100,100,True,True,100,True,0,4fa095347692ab7885e33a736fb0091ebff233384b46ef51bd94af36f62b3352,4fa095347692ab7885e33a736fb0091ebff233384b46ef51bd94af36f62b3352,0.00784735000343062,0.00021920001017861068,0.0008887999865692109,[],
65,HAKKEK,4,Pd,4,e88f7efa13df1f69e26fd9e9136e7be3a2856c08950387088c9f5ce60c7cd931,2,100,53,100,False,True,100,100,True,True,100,True,0,3a84545d99513e385b648dac0c1326abd43bad7929404e677788737c3d5d85d1,2f68a3f37cfbf15f504713910955183e952f1489a0fb159de589582eb24a545b,0.0037500000034924597,0.00015750000602565706,0.0004406000080052763,[],
66,PAMFES,0,Pt,4,a2c06567e4114037d48525eebf677dcd2686ccdfc7c1776ce2035b2afdb0aa74,2,100,52,100,False,True,100,100,True,True,100,True,0,c99511fa3fddd7553e6b3f55d6b369a22d8d8d61366b09b7afe22b6184a7b403,c99511fa3fddd7553e6b3f55d6b369a22d8d8d61366b09b7afe22b6184a7b403,0.0042491499916650355,0.00023830001009628177,0.0007340000011026859,[],
67,SERDOJ,2,Pt,4,5e10e0806fd8de8114805742464af2a6a7535a4b2712e94c126a644513bafb87,4,100,51,100,False,True,100,100,True,True,100,True,0,67e94d873020a8ecbd8b5d5b24b742d519d094feff7ed4a6b0a16244c5b00a5a,a5fbe48e2067dfa850ff43081f79c96bad7e4589fc26065b65d6b2f5d18e8241,0.0031790999928489327,0.00016150000737980008,0.0008615999831818044,[],
68,MAQHAN,4,Pd,4,bf9f50bb0e1a5793c2e379cd0536b751bdc48d8a1838dcb6adae0586d15ce38d,4,100,100,100,True,True,100,100,True,True,100,True,0,aa7f85b65d955d859e8f3b64a4a8e23ec026136a04acb10668e09b84a436b5e7,aa7f85b65d955d859e8f3b64a4a8e23ec026136a04acb10668e09b84a436b5e7,0.003578949996153824,0.000166199984960258,0.0007616000075358897,[],
