selection_order,mol_id,fold,metal,cn,graph_sha256,candidate_count,k,signature_matches,exact_matches,signature_fully_collapsed,exact_fully_collapsed,signature_roundtrip_passes,exact_roundtrip_passes,signature_roundtrip_all,exact_roundtrip_all,candidate_count_matches,candidate_count_stable,variant_errors,signature_reference_sha256,exact_reference_sha256,encode_median_seconds,signature_median_seconds,exact_median_seconds,error_examples_json,fatal_error
159,MAQPUS,1,Pt,4,43b8ae4f6e32d5eea24a0210fff20d6c4bbbb530575a32de324bd40dcbfc21b7,4,100,52,100,False,True,100,100,True,True,100,True,0,9f57873f60bc66fef7cc4264009e7863c3b38852e17b530ff8ceaa537652ebe2,9f57873f60bc66fef7cc4264009e7863c3b38852e17b530ff8ceaa537652ebe2,0.001962100010132417,0.00015510001685470343,0.0007363999902736396,[],
160,LUTDIQ,3,Ni,4,d22dcf8bcd6f58c6f6f386a380ad84b78956f5214ca94ac104119c067fb1f456,2,100,100,100,True,True,100,100,True,True,100,True,0,f17d9a064522e2d4ff66d7949e5babc71294753c94ce2ba4cfef162b8b56bb5b,f17d9a064522e2d4ff66d7949e5babc71294753c94ce2ba4cfef162b8b56bb5b,0.0020075999927939847,0.00014429999282583594,0.00046419998398050666,[],
161,LAMTEY,1,Rh,4,32969a4e3a1b20e059fe2dcc5df1f988193d3f3364847c4c26230238822aee48,2,100,100,100,True,True,100,100,True,True,100,True,0,c03655023e11c52a123aeccb2c916f4cc56a7b55fec752e13cad4fa0149316b3,c03655023e11c52a123aeccb2c916f4cc56a7b55fec752e13cad4fa0149316b3,0.0040133000002242625,0.0002542000147514045,0.0007626000151503831,[],
162,QABGIL,1,Pt,4,fa81777cb038dc4c0b9a8ac59b3f8d98f4c7d71e84ee479b47a2c75dfd984032,4,100,55,100,False,True,100,100,True,True,100,True,0,c1d0553687399ef0c865f955fb0f562cac165b496bd5fd0feb62e57c623545b4,c1d0553687399ef0c865f955fb0f562cac165b496bd5fd0feb62e57c623545b4,0.00447155001165811,0.0001702000154182315,0.0008713999995961785,[],
163,DEWKOI,3,Ni,4,dfc6041bc193b59213cc34cc451070a0be7972591d6d055463c4ca65f9ddd778,2,100,100,100,True,True,100,100,True,True,100,True,0,0afa275eb784ad1c861b4391708d71cbd0dc4b165a42c93916f8b3e09af61521,0afa275eb784ad1c861b4391708d71cbd0dc4b165a42c93916f8b3e09af61521,0.003154949998133816,0.00013930001296103,0.0003964999923482537,[],
164,KASDUE,4,Ni,4,a58fdad99029e05dca23f018f586e2472eea5b3a320e40f64e8f3851d3b034a4,4,100,53,100,False,True,100,100,True,True,100,True,0,6be4d4afd5f3782c4c2cf21ffcf9809a651d385bef4009509b576fa223f4efd7,6dd9c92ce8d24c55c5a64da76ab1d4661c3f27d410a14f6ef1a7e882fe05f829,0.00793629999679979,0.00017139999545179307,0.0007100999937392771,[],
165,WOVWUB,4,Zn,5,4ee4e3d28882a1e12071b2fa52cb494ef293aa2b5d0b3d532a69044a0d5382c4,2,100,54,100,False,True,100,100,True,True,100,True,0,5b52435943d6e40e547b15d32dc30ebec93c2e39f901b482cd40b65605968399,01a7d64ccfff846bf39ede4f517a7c32c49c23aa08899b56f455e2137da73cbb,0.003067650002776645,0.00015770000754855573,0.0004194999928586185,[],
166,LONMOQ,0,Cr,6,dcc30961062d3e5e8208d86d39dcd40878cae7804fc1fd3dfb11dc3c1beff20c,120,100,8,100,False,True,100,100,True,True,100,True,0,742bbee633eafaccf6667ee40238fa9c93433ab8970223dad6b15d21e16b0dcd,48339039918aec2946f2edbab66ee63b820dfc95cc7b05d5e5a51706486ced9a,0.007890799999586307,0.00025069998810067773,0.04129220001050271,[],
167,ZURDEV,4,Fe,5,e1d2662c176d0792c31982fda270c9d14cdb57a53b32daf07f8090a8b2dec6ad,12,100,100,100,True,True,100,100,True,True,100,True,0,f7171ddbd957e68d73e47727c8138be5b45997d9f3a50cf0fa2852f38a366e45,f7171ddbd957e68d73e47727c8138be5b45997d9f3a50cf0fa2852f38a366e45,0.006125350002548657,0.00020400001085363328,0.0029503999976441264,[],
168,WUMBOY,3,Pd,4,f1c203f0ff319e6489ff246395c21da1b155a4d3c20129fa07c9b49ad9c52d90,4,100,55,100,False,True,100,100,True,True,100,True,0,f6cba4a58be97acb3c7fe6f49e8c5bb0deb6459ae4e80f1cf96a2bdc90d552e1,1e75c3380c1a004cc3bc6e5fb561a2317b43e6f7b11102207dec90907d8d962b,0.002359749996685423,0.00016010002582333982,0.0007397000154014677,[],
169,BENKIP,0,Pt,4,105328dacdb815ca2a7ffc34c0d9489e57e6d9377db58ae8e8786711ec32894c,2,100,46,100,False,True,100,100,True,True,100,True,0,92bc73a4b1bc2c7bbdbfc2c0493fcc851873adfc3ba2ed2b5bc8498018e62bd1,2487e508a4a87206c02e9344af9b65b870e5994237d2ac77b7f6e4246f9084af,0.0031745500018587336,0.00014960000407882035,0.00042180001037195325,[],
170,TIGXIS,0,Zn,4,bfae70bcd49dfd14e5800c7ad5e0505fab6debb5459b76681e8f2cba474ea36a,4,100,100,100,True,True,100,100,True,True,100,True,0,cad49e3c94689b4885bb764554c44db735895c854ea15ef87d8d312295d2634e,cad49e3c94689b4885bb764554c44db735895c854ea15ef87d8d312295d2634e,0.002114549992256798,0.00016560000949539244,0.0007938000198919326,[],
171,QIDTUW,1,Zn,5,065482eea8ada9d4aff41a68d2a73254644cffb6c3a305f01d4308a8e5cb7ecc,2,100,100,100,True,True,100,100,True,True,100,True,0,98ed984d0113e5c87151bc8c361c3fe0545c73d8be4fc4b24351c05830b24d81,98ed984d0113e5c87151bc8c361c3fe0545c73d8be4fc4b24351c05830b24d81,0.003872599991154857,0.00015750000602565706,0.00040630000876262784,[],
172,QUQGEO,2,Zn,4,679958e76337d9dedfac35d20efad3d100edc1469e787f254c7a5fd2ac6a4fd0,2,100,100,100,True,True,100,100,True,True,100,True,0,82e9cb2c20094e252e6befad252a85b1ab13845bd00c53305f6b66d6c5a52ca3,82e9cb2c20094e252e6befad252a85b1ab13845bd00c53305f6b66d6c5a52ca3,0.0025677000085124746,0.00014310001279227436,0.0003428999916650355,[],
173,JEFLEL,2,Cr,6,341ab79102b164c03e1b9181aa1a93168079de80134a5b80f31dbc0ad176838e,120,100,6,100,False,True,100,100,True,True,100,True,0,276ddfc0a6d28d30bc21020d405ee9dd4bf5abf4ac90235c6166ebcb4ea4d579,1b6d2a2cec1be6fb792c77436a37800f579ce411893178da751ec27667886add,0.004327449991251342,0.0002429999876767397,0.0381659000122454,[],
174,CUXMOZ,2,Pd,4,2bbce4a9edec8aea4950f09abedd303f0319c0052f77a95a9a4cf9a768259275,2,100,47,100,False,True,100,100,True,True,100,True,0,20ca554120f94db3242d269b3958235395282d0c60a3dd86faf6b5058fbd0998,d2f52b19fa2d941e7ebf57cecfc60b31910612cde04f1f574f7d1eff481dc3e5,0.0036825000133831054,0.00023949999012984335,0.0007398999878205359,[],
175,NECQOF,2,Ir,6,7a319352ddf3f7fb781a343c397b1c4fe4f7017623158dee709efdd908f87f16,4,100,56,100,False,True,100,100,True,True,100,True,0,98554c1488c5a672c50540b67ae54ffa08a5e6a72c41b82e64bb54d6b7f3142f,c88c2fa05db20dbaf6c91dfc2493307911cb3eab75666d52e14a1eac84a5f1a5,0.008183799989637919,0.00023529998725280166,0.0012681999942287803,[],
176,YUDWOK,0,Pt,4,58eb8583a76e1e04c2eb750c4d1f080ba8ce67e58c0710e486200f7f380fcfa2,4,100,56,100,False,True,100,100,True,True,100,True,0,ad1c690f7def42b55689ee20ae135bcad4ff506ac53b99133d23adab82f1154c,790544682f8e2168935b48f1b6a575b0296939cdc660c2b8b666dea5b1fd2b16,0.005179300002055243,0.00017240000306628644,0.0007643999997526407,[],
177,YEJTOX,2,Pd,4,576da6d16d05b1b970659526e4df43fdd9e1d96b0babb98e6d7e1e4e5609b47d,2,100,46,100,False,True,100,100,True,True,100,True,0,18f778beafa10008c88a8e1bc36460d7187d5c3aa90ce0f5ab3781494c92e5b8,b2db24b669fb027075edd4fc86e1433738181884a0106eede994ae10c1bda8e5,0.00480414999765344,0.00015549999079667032,0.00042189998202957213,[],
178,ANIZOP,1,Pd,4,74324414dbd2cd380265b3b2a8c32c1682360a69750df0bdb63e8ba1eba60315,2,100,100,100,True,True,100,100,True,True,100,True,0,3116b1a266e5abd19fb34656889395755bcb1cff9281ba11b8cebb516bb2a718,3116b1a266e5abd19fb34656889395755bcb1cff9281ba11b8cebb516bb2a718,0.009483750007348135,0.0002634999982547015,0.0007755999977234751,[],
179,VOGNIP,3,Ni,4,fd8d519feb147e31d0d8f69ef8da9591267b34aa6abeedff577b3ce5abccf67d,2,100,47,100,False,True,100,100,True,True,100,True,0,892e55344f5ee5ff3b7e362ac06e8d897261b31bd14d7042d029ed6c7394a9ec,892e55344f5ee5ff3b7e362ac06e8d897261b31bd14d7042d029ed6c7394a9ec,0.006095899996580556,0.00014230000670067966,0.00033229999826289713,[],
180,VADZOP,1,Cr,6,2dab70b3ffc2aa507a629bdd8a18710629334aad3be109f3e2b420f6437bf769,48,100,8,100,False,True,100,100,True,True,100,True,0,597648fa5f3200ef64a7bbd946d4b79ce29d99e0f1e60af819e5ff86efb38b32,a582784b8e82ef3fd6feee4d39152fda24289dcc37b9c5de42e361723d6fd85c,0.004157000003033318,0.0002300000051036477,0.015333799994550645,[],
181,AFIBID,0,Zn,5,6ef22a5a2529fafd71520b4bf89f6f5d0b443678c5d5606b3245c11fee537069,2,100,55,100,False,True,100,100,True,True,100,True,0,a1fb3df77c9501b71ebe59e29a42e844578164be458dbb17a5a277f986547dce,a1fb3df77c9501b71ebe59e29a42e844578164be458dbb17a5a277f986547dce,0.0038415500021073967,0.00024759999359957874,0.0007183000270742923,[],
182,MOSRIY,1,Pt,4,47d5defc99e3c0a44d081112db6b4313c05acfedad19b2892526897290ecc146,2,100,49,100,False,True,100,100,True,True,100,True,0,f17d39a0431502d30b88db0261cb69ccb3fa5a50c167161b62dc964a8ed7b8ed,47059dc1c1870515c71d8b7d22733ac7878347f858903201653fbaec0ea45f97,0.004077849996974692,0.00018010000349022448,0.0006569000252056867,[],
183,CAZTEF,1,Pd,4,e815445000165b4498945a969cd3f84f5757f56b2889e45ccdfdf9a45f6d7eb6,4,100,100,100,True,True,100,100,True,True,100,True,0,37e73af9bda79da63a71c555e173797a9c472c7ac426daa457c322aa32bd8805,37e73af9bda79da63a71c555e173797a9c472c7ac426daa457c322aa32bd8805,0.002233799998066388,0.0001638999965507537,0.0007736000115983188,[],
184,TOTQEA,2,Pd,4,f7f6181740fb6a7e81d1b558f2b75cb24d3156527c12e681222beab4f146f881,2,100,100,100,True,True,100,100,True,True,100,True,0,629cb7180d890058b72cdcda840ac4a3d5c394e25ec45cf3fc9e7b91d549d51f,629cb7180d890058b72cdcda840ac4a3d5c394e25ec45cf3fc9e7b91d549d51f,0.004509750011493452,0.0002162999880965799,0.0004875999875366688,[],
185,IBEKUV,0,Pd,4,aa3e7e46f5cc5e59bf5264835d750a3553882cfb069d74a813dfc91d1140e7a8,2,100,50,100,False,True,100,100,True,True,100,True,0,558de6e032c52773e5611fd4abcb42e21e4cae2ea85cad52bf48cae6eb8c3606,49ba973e803874527175b36ada3956a197024bd9359397f78602a63d5a12e78b,0.005086899996967986,0.0001708999916445464,0.0005290000117383897,[],
186,SOPROE,2,Fe,5,3aa1eaa54627c0a40756e9782a2f6c4c1f72f414a76debf207306274ca770d14,24,100,22,100,False,True,100,100,True,True,100,True,0,1f6ec464523aea51c8b60ca4491ae60824fcc166f2147a2af665d5037d49c552,1f6ec464523aea51c8b60ca4491ae60824fcc166f2147a2af665d5037d49c552,0.004590800002915785,0.0001860999909695238,0.004266000003553927,[],
187,NEMDAL,2,Pt,4,c62f82f477362b041ffddcfceb631b59010a11f495f9208c99a3fede1dfaec10,4,100,100,100,True,True,100,100,True,True,100,True,0,bd21e5185b66efb1a9a603ff551279fa6f0966b09aa05a4cd98b30a369655111,bd21e5185b66efb1a9a603ff551279fa6f0966b09aa05a4cd98b30a369655111,0.003374949999852106,0.00025460001779720187,0.0012864999880548567,[],
188,XEYBOT,4,Pd,4,257cff2f0dd86573e5e12d2b33b5ed12039af7625e62b339649f3ef49a5043ec,2,100,57,100,False,True,100,100,True,True,100,True,0,554ded058632927495ee7ad4f369c0278f7553424cd35e800eec016468ee0909,554ded058632927495ee7ad4f369c0278f7553424cd35e800eec016468ee0909,0.011164299998199567,0.0002598999999463558,0.0007710999925620854,[],
189,FEHKAG,1,Ir,6,a124154f72aa7d5b93e58c9e3b71f2460ce56be3a87db929bc8f5894f4a4d6d9,6,100,65,100,False,True,100,100,True,True,100,True,0,3c8112303f3f14b9ff3c816baafb85226eebcaf96510c08b6fda59ae6b6e4616,13bcd8b04263f0ad808fa11dd34d85f82ac2e211c21d954577361967540bc3bc,0.010353500008932315,0.00021779999951831996,0.0018912999948952347,[],
190,GIQPOM,2,Pt,4,d848b741b7cede0f8e037b5af33b86ea80e5f9d0900c3a4b62100ebed25af509,24,100,37,100,False,True,100,100,True,True,100,True,0,bd4c0d8891267b7bde6aaa54e35358048ea908c6281dff521c6c03fb44609b78,e03db07b49c2530426e1b79f5a79f05ab6b78566b221d5d30406f95efa59efd2,0.003811549991951324,0.0002445999998599291,0.0049838999984785914,[],
191,XIQRIA,3,Rh,4,dffe1460e313e0e246df97af6157fa0c253d6133a1594d4a71a8e4c645452657,2,100,100,100,True,True,100,100,True,True,100,True,0,558262551609a34a795cf2d949751967d1a6732f603e0b193a9ef1464f2e4ec2,558262551609a34a795cf2d949751967d1a6732f603e0b193a9ef1464f2e4ec2,0.005370649989345111,0.0001568000006955117,0.0004268999909982085,[],
192,SEBHOX,2,Pt,4,6f8e9ecda387a48e2c4842dea05d05a7c86e44c95eac401d7c36dd69bab3c30e,2,100,50,100,False,True,100,100,True,True,100,True,0,e8fdb8526813a5c3158adbf826a64f1123ce9095bd2e21f5b5437cf90c33d0b6,e8fdb8526813a5c3158adbf826a64f1123ce9095bd2e21f5b5437cf90c33d0b6,0.003671099999337457,0.0001551999885123223,0.00043559999903663993,[],
193,CISZOU,1,Pt,4,2c3d0da7ed7fe5296c36af576f3bd22300929c2ad56f845e1c24cf557e4624ee,4,100,100,100,True,True,100,100,True,True,100,True,0,03e2dcaee6ef76e2797a6b85992aab4a7ca815fc60a6a88694365e8f802a559a,03e2dcaee6ef76e2797a6b85992aab4a7ca815fc60a6a88694365e8f802a559a,0.0037253999907989055,0.00015940002049319446,0.0007427000091411173,[],
194,VONTEA,3,Zn,6,bb3ad81cbd30cf60d745db0733b451f88ccfea1715a58486f5588a733dfbbfce,8,100,48,100,False,True,100,100,True,True,100,True,0,8acdeeab3522cdee124645224b2403ad1725406ebad63ed291036d5ce8589f48,8acdeeab3522cdee124645224b2403ad1725406ebad63ed291036d5ce8589f48,0.01202460000058636,0.00019810002413578331,0.0017171000072266906,[],
195,EWEYEN,2,Pd,4,39a668fc1415ad5043942f04bbc53c0d731e761f71f5c05e08a5e83866a4d03d,2,100,51,100,False,True,100,100,True,True,100,True,0,777a7fdca766e294f63df204ed4760febca3a5886546799d3a2b482f6a127c2e,777a7fdca766e294f63df204ed4760febca3a5886546799d3a2b482f6a127c2e,0.0072498499939683825,0.00018160001491196454,0.0005259999888949096,[],
196,TAPTAH,3,Pt,4,fbcdfbbc859cea026d8413762bd4fccd9d1a2183f6019f9a0c9e3143a5c8cc14,4,100,100,100,True,True,100,100,True,True,100,True,0,40a96b0821de7ba02e9ea0bc34fa86a748de1cedfb0d0d5d13c4195bdacc1082,40a96b0821de7ba02e9ea0bc34fa86a748de1cedfb0d0d5d13c4195bdacc1082,0.007564849991467781,0.0001804000057745725,0.0008883999835234135,[],
197,NAQLID,1,Pt,6,fcb494cb200703219f7be6da29916c4a22fb0065b3aa2d95f60aa4cbf6d1b5f9,2,100,53,100,False,True,100,100,True,True,100,True,0,64639f88c682a53a38c1fab81f83db0502f940ff51ed45dcbfd3f7a47aa056c0,7910983c16deb7a5ddd6f9daabd2627212f8b0f40d375655b20e758ae1170e65,0.007166050010710023,0.00021689999266527593,0.0006720999954268336,[],
198,JUFNON,3,Pt,4,f6a70e0e962cb8c8967559fe9150fe772c8961b06f6ad14b45fc60f4bc2e6f8a,2,100,100,100,True,True,100,100,True,True,100,True,0,b498c8910794a24638ffd9a0aab643a544cb3e1b6d1b24d6bdcec6339feb32b8,b498c8910794a24638ffd9a0aab643a544cb3e1b6d1b24d6bdcec6339feb32b8,0.004357099984190427,0.0001660000125411898,0.00047140000970102847,[],
199,ICICOP,0,Cu,5,31f70a9a201cb3b7e7001baf57f4cf3fc8c8bdfb568e30bc4ca5027aeec2dbac,2,100,100,100,True,True,100,100,True,True,100,True,0,f6ea3ccf3f9237448eb286fd9315820790390eaca1f05e7d22225fdc2260296c,f6ea3ccf3f9237448eb286fd9315820790390eaca1f05e7d22225fdc2260296c,0.008149050016072579,0.00015629999688826501,0.0003935999993700534,[],
200,AXUCAZ,2,Ni,4,f44ccb6ca00134acf72e21cf30e49e866369ccbcd05ef4408881552b81467704,2,100,50,100,False,True,100,100,True,True,100,True,0,2e60212ddcb72ea76f9e2c2684552a148c1aa5a7c9b18c062c31663072923d20,77906079db3e7474dca7c3891b2dd2f4035a06461f7d69a5f6f82f665f9cbc3e,0.005308750012773089,0.00023669999791309237,0.0006202000076882541,[],
201,IWACOZ,0,Pt,4,032a759ea3a4751aa41ecc12bbe11bd31be67f823c39e802579f621f10252b35,2,100,54,100,False,True,100,100,True,True,100,True,0,273e7322e3e9eaf04a31a176e90ef9a30703914b3465371a2771f2a21359f2e0,273e7322e3e9eaf04a31a176e90ef9a30703914b3465371a2771f2a21359f2e0,0.005031700013205409,0.000169599981745705,0.0004591000033542514,[],
202,HAMQOB,1,Pt,4,9b4be9b3267530e48119e79f1d4fe49861b7ccdfce9755946414dc71b3c1860b,2,100,50,100,False,True,100,100,True,True,100,True,0,7b3fcb6070c776e9254b7eeca25c76e8e035a26100069eff9d662b1626e0b132,7ab975f9cf3b3ecb09e53a7baeacf22e16b0040988f7c2d6875042df2d2eddf9,0.004958800011081621,0.00017100002150982618,0.0004751000087708235,[],
203,NOPNIQ,1,Cu,4,f1fd41df7665485db52ffbf8b28665706c57262ff4ae0d2e663f3082aee944a5,4,100,44,100,False,True,100,100,True,True,100,True,0,be7dd60b79acf63eb4564a0b2cda6ed26cdfdf91312a7b19218d3d901ced07ff,f1fdb2c17128f3eaa944358e1d08ee3cae841c594393188a8fa6084fbd201cbf,0.00863329999265261,0.00017370001296512783,0.0006526000215671957,[],
204,WEWCUW,1,Fe,6,b7f6d53099dd07aeca3ca1380474dcf309ade92946a470296b5b16113079b3d3,48,100,40,100,False,True,100,100,True,True,100,True,0,79a0e4d39256aec67ea1cbfe165db61a045734ae8886e094c9a395790c4bf8fa,656b294b91e412ae8442428091aee7c2a1139bcd77b52f238280ecb14f46241a,0.008229250001022592,0.0002657000150065869,0.0157271999923978,[],
205,KUFYUG,0,Ir,6,583b2b1ffa86408a284d07cba5e66a61f38c66857148abea39a23929476717f4,4,100,52,100,False,True,100,100,True,True,100,True,0,6b221c8d40376ba57f94929ed0dd80df4d4274465cecb544a3464fc09931fb3b,7240be8ab71a8f44eeb1fbcea68b2d76224f15012c2a747cc5e7758a99c006d7,0.00953714999195654,0.0003619000199250877,0.002138799987733364,[],
206,CEQTAT,1,Ni,4,95ecf78c07cb400806aa4fb3e5a0a638c2609f8e2a27e08ff54ee14bbc42e35c,4,100,100,100,True,True,100,100,True,True,100,True,0,4fe879f4cb32c742590ca146dd1fec6d6e32dba138ee01cf3bd3906de4c0bc3f,4fe879f4cb32c742590ca146dd1fec6d6e32dba138ee01cf3bd3906de4c0bc3f,0.004140400007599965,0.00016910000704228878,0.000763299991376698,[],
207,GARZAA,2,Ir,6,8c8013c68c658b96ec5472ce82ea618ed0e5030de09f5f94031303dd0821d33d,4,100,58,100,False,True,100,100,True,True,100,True,0,fef82bac005c288c9324138e4714fba64bc4b2fcd282a4071dda2e2265a12e81,fef82bac005c288c9324138e4714fba64bc4b2fcd282a4071dda2e2265a12e81,0.00975490000564605,0.0004064000095240772,0.002268599986564368,[],
208,WETVAT,2,Ir,6,afc3a6be34692ecf212f70ad09c13cf2adbe8dddc2df01483002911faafdee15,2,100,56,100,False,True,100,100,True,True,100,True,0,97a7c7e247f98ec28368ff0ee5f45bafbe052fe28b49fea802a88c897d4f623f,97a7c7e247f98ec28368ff0ee5f45bafbe052fe28b49fea802a88c897d4f623f,0.010168649998377077,0.00022300001000985503,0.0006935999845154583,[],
209,KULVIW,3,Fe,5,54d2dbd9c18280cb01106b68282a983ba1baabf67c6ba0ae421caf603e3de111,12,100,17,100,False,True,100,100,True,True,100,True,0,707b32a3aa2e9ac71a3d802d5db42031f01aa5d2118641f84fee93fe11d9c95b,3a65a8238981beb68dd13337811e439ee76cb4c276c0983bfc975e9ff6d17d19,0.006198449991643429,0.00019019999308511615,0.0023110000183805823,[],
210,OFOQIK,2,Pt,4,d004a1a2c8874113f1e773ed511aedc74f09ab2701b79e689133a1790e755519,2,100,100,100,True,True,100,100,True,True,100,True,0,45baf1b1037d87485d7edec12c39a97489c91955ddedeec16801d3b4ba6d53c4,45baf1b1037d87485d7edec12c39a97489c91955ddedeec16801d3b4ba6d53c4,0.004684600004111417,0.00026599998818710446,0.0007979999936651438,[],
211,JOMBEU,0,Ir,6,f5ecbaab7b756abb8b3d69b9c1b41c37cd089e5fef1543c6a5faa0cc2c2e2c0f,6,100,31,100,False,True,100,100,True,True,100,True,0,8ab1321821831d6b720ba1e7f0fee0ba261b42781436f507dba71394dd5564f0,908617243dc0e9891d72502211291216001ed10e6ddaedaf4e2207595cf811e1,0.006382050007232465,0.00021019999985583127,0.0015138000017032027,[],
212,CAFREG,3,Ir,6,1993ad0be3aae881b5d6b801251d46d1b7cdacc7676e21a1619601f139816755,12,100,34,100,False,True,100,100,True,True,100,True,0,be4c830847c4bb61f0451ae936f0b8d4c31eb8bdeba20f2d760c1531d502ceeb,c56b8cba867a8d12883d9695fde514c07b7a7e1c407459e83130be9a685cfe11,0.010100049985339865,0.00025110002025030553,0.004292800003895536,[],
213,JOBZEG,0,Zn,4,7853fc47abfdd9a6f871af803f8c324265775b4a30f3d4e4b6b681c6cc5fb635,2,100,38,100,False,True,100,100,True,True,100,True,0,de49903beaedc1cf60e14e2110003964c9fa2ac82d602e0bed5a6ca51da0af20,f79373d8e2ee872c63e750873c233d2b11f11ea389e2fd7a4f10beea12109eb1,0.002893900003982708,0.00021609998657368124,0.000600200000917539,[],
214,CIPKES,2,Fe,5,c8459a4ca5bcbde9821a3f430f487174d17302e8267fe7d9df428d6357f51f8c,6,100,36,100,False,True,100,100,True,True,100,True,0,5d0855c46bd5fbb14631e10d9331c991bc277387a37ff261ac01b37c7f5218ca,5d0855c46bd5fbb14631e10d9331c991bc277387a37ff261ac01b37c7f5218ca,0.009341149998363107,0.000308899994706735,0.0021902000007685274,[],
215,UZIWIM,2,Zn,6,323d12318ec65ca5963b0561d60e2b967daaa1ff3c0ed4e0e746d07f3a852731,48,100,31,100,False,True,100,100,True,True,100,True,0,fe5e87db924ff7af320585fcf425145cf70f162f2a7067d7c95905f3b46b321a,95aade02a3d9df81f16cf0b37204f45d1fdfdded9c2e6df123aa62bce48e57a2,0.005914900000789203,0.00024280001525767148,0.01526059999014251,[],
216,YILMEM,2,Pt,4,40197301785a5605bd55dce33f9e9307498cfd82d4b8ea72440784cd24312703,4,100,50,100,False,True,100,100,True,True,100,True,0,4a1077d1aa14bff5b827d9ef6ec0619e21a86feaaa32576f568eb155244331f5,a8751c27459e1824c8c3cbaa2a29aad2b039cd8be4d63d8a7cea0730face3eee,0.00972604998969473,0.00020989999757148325,0.0009415000095032156,[],
217,RECYAC,3,Ni,4,f56df63b37495cfdbe6c46cdd0d06cf9319a998153e238209f95e46f8f074ab7,2,100,100,100,True,True,100,100,True,True,100,True,0,7b59414d939a8445187770cc6498091e8feee77f4e3fbabb54fde8c8d69b8ff6,7b59414d939a8445187770cc6498091e8feee77f4e3fbabb54fde8c8d69b8ff6,0.004000249988166615,0.0001443000219296664,0.0003938000008929521,[],
218,QAGGUA,3,Pt,4,611c2e1525ca52c01d9d8147404c2c52c471536b20fffdfc812a76503dbd47f9,4,100,48,100,False,True,100,100,True,True,100,True,0,453090b96f39c0e608787d888c4e2937332afde0523fcfd744bbc40463dfc7ad,47c7dfa0154ed6cc2d343f033e322b6e0606a23a7b75b845de9b2f0366bf87fd,0.007837450015358627,0.0001687999756541103,0.0007723000016994774,[],
219,EFAJOO,2,Fe,6,8e294f0cce83ff5ab0bd93ae86d22ced05dd22cd9a2367c336a9adb1836ec532,4,100,100,100,True,True,100,100,True,True,100,True,0,ba4fe7d14d68393a54116a9fd08f6cc16ad5e273eacbada0da9c9874e4cbcc5a,ba4fe7d14d68393a54116a9fd08f6cc16ad5e273eacbada0da9c9874e4cbcc5a,0.006469550004112534,0.0002196999848820269,0.0011885999992955476,[],
220,WEPVEV,2,Pd,4,4f4ee4ca937345bd23b8f58341e8913a90d498d83fbbe24d4bdac90abb37f1f0,4,100,53,100,False,True,100,100,True,True,100,True,0,ead6f19fa32f67a277d15992cf2893be622db4c0670688dbd42e2b977b0ad2a9,ead6f19fa32f67a277d15992cf2893be622db4c0670688dbd42e2b977b0ad2a9,0.0062043000070843846,0.00016010002582333982,0.000728700018953532,[],
221,TEYDUZ,3,Zn,4,14e35c90d738627e2edbf244b7548fd756fde2ded1ae2cbb4d2f5cb7e6430957,2,100,100,100,True,True,100,100,True,True,100,True,0,df7727306aff4fbef26c5cfedcbabf5e6c0a3879eff9762e6d7395f01531c17e,df7727306aff4fbef26c5cfedcbabf5e6c0a3879eff9762e6d7395f01531c17e,0.006091249990276992,0.00015559999155811965,0.00036689999978989363,[],
222,JUJLOR,0,Pt,4,d61c437c04e1411a62d601b6ee49d6e739ef5db8025639efecfb50ec455d0913,2,100,44,100,False,True,100,100,True,True,100,True,0,9523f648cd8af0ee9a2a3c1b33a14bd29c919507113ad5b4bac9c0a89800efd2,9523f648cd8af0ee9a2a3c1b33a14bd29c919507113ad5b4bac9c0a89800efd2,0.006955099990591407,0.000155699992319569,0.00042169998050667346,[],
223,HECYOE,2,Cr,6,d5c180040fca747fd766534ff74b313fbfdd572132d8bc7b215c55cb4efa0b42,120,100,9,100,False,True,100,100,True,True,100,True,0,2b84878eca7cced696c588546272d7a8244ff43a88ee582d85b144c30a1918cd,fb6dc43e85906c4ecac0f6d2d7d05dc346dd15317ff410243130992cef66730f,0.005640600007609464,0.00025630000163801014,0.04469229999813251,[],
224,VIWFAK,0,Pd,4,1dc37a0281154e73de1178d0a600461512e80c4a66f2e70d070aacb8e226d771,4,100,58,100,False,True,100,100,True,True,100,True,0,3fae178aeb53f5e4ec63ba1a4372f2982f148af88f09787d6fb9ba07a61c7667,09c09b6292c622dbf4f6826c71261b85cc66c55fd407cd218acf941b4d71bac3,0.009093050000956282,0.00026030000299215317,0.0012913999962620437,[],
225,IMODOE,3,Ir,6,61c8e086727886ba7f9ae523905acd61bd4b428d2d0dbbbff6de06657152fe3a,4,100,45,100,False,True,100,100,True,True,100,True,0,d5393082caa6ac11728093f94686bae5b1352e679010fd422b380bd259a78a32,d5393082caa6ac11728093f94686bae5b1352e679010fd422b380bd259a78a32,0.00746584999433253,0.00024349999148398638,0.0012974999845027924,[],
