L3_hash,n_records,n_refcodes,unique_L0,unique_L1,unique_L2,CN,metal,ligand_signature,geometry_span,max_pairwise_CShM_distance,crosses_shape_boundary,representative_refcodes
433838783444,2,2,2,2,2,6,Fe,[H]C(=NN([H])C(=NC([H])([H])C([H])=C([H])[H])SC([H])([H])[H])C1C([H])C([H])C([H],0.04,3.7802,False,ZAJHEA;ZAJHIE
668238301546,6,6,6,2,2,4,Pt,N=C=S;[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(C3C([H])C([H])C([H])C([H]),0.04,8.53,False,ZAYBIM;ZAYBIM01;ZAYBIM02;ZAYCAF;ZAYCEJ;ZAYCIN
725947317706,2,2,2,2,1,4,Pt,Cl;[H]C([H])([H])S(=O)C([H])([H])[H];[H]C1NC2C(O)C([H])C([H])C([N+](=O)[O-])C2C(,0.04,1.5805,False,ZENWAT;ZENWEX
52673386927,3,3,3,2,1,4,Zn,[H]C1C([H])C([H])C(N=NC(S)=NN([H])C2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H];[H,0.04,0.7106,True,ZNDITZ02;ZNDITZ03;ZNDITZ11
316633385200,2,2,2,1,1,4,Pt,O=N=O;O=N=O;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C,0.03,0.0424,False,ACOXEX;DOTNAC
474122071718,3,3,3,2,2,5,Pt,Br;Br;[H]C1([H])SC([H])([H])C([H])([H])SC([H])([H])C([H])([H])SC1([H])[H],0.03,5.27,False,ACUWUQ01;ACUWUQ02;ACUWUQ03
905148507495,2,2,2,1,1,4,Pd,Cl;[H]C1NC(C([H])([H])N([H])C([H])([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1,0.03,0.0762,False,AFEROS01;EMATOC
761425149927,119,119,32,2,2,4,Au,Cl;Cl;Cl;Cl,0.03,8.71,False,AHOGEL;AJUGAQ;AJUGEU;ALEMUA;ALIPIV;ASACOM
179174772926,3,3,3,2,2,4,Cu,[H]C1C([H])C([H])C(C2=NC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H]),0.03,6.5701,False,AJISAN01;AJISAN02;AJISAN03
476165318629,2,2,2,1,1,4,Pt,[H]C(=NC1C([H])C([H])C([H])C([H])C1N=C([H])C1C([H])C([H])C([H])C([H])C1O)C1C([H],0.03,0.1237,False,AJIYEY;LIFTON
835140354006,3,3,3,2,1,6,Ni,[H]OC([H])([H])C1NC([H])C([H])C([H])C1[H];[H]OC([H])([H])C1NC([H])C([H])C([H])C1,0.03,5.5201,True,AKENUD;IQUBIF;OPOVEV
158471816704,3,3,3,1,1,4,Pt,[H]C1([H])C([H])([H])C(C(=O)O)(C(=O)O)C1([H])[H];[H]N([H])[H];[H]N([H])[H],0.03,0.2121,False,AMCBPT01;PARKOK;QASKEB
43013071051,4,4,4,2,1,4,Pd,Br;Br;[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H],0.03,1.9402,False,ATATUL;DUHJEW;LUDRAF;RESDUO
675023518682,2,2,2,1,1,4,Au,Cl;[H]C1NC(C(=NN=C(S)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2,0.03,0.0424,False,ATOPOO;DAXDUD
512484759131,2,2,2,2,1,5,Cu,[H]C1C([H])C(C(=O)O)C([H])C([H])C1F;[H]C1C([H])C(C(=O)O)C([H])C([H])C1F;[H]C1NC(,0.03,0.5109,True,AWIYUD;OYUBOA
673054705032,2,2,2,2,2,6,Zn,[H]C1C(c2nn[nH]n2)C([H])C([H])N(O)C1[H];[H]C1C(c2nn[nH]n2)C([H])C([H])N(O)C1[H];,0.03,2.5002,True,AXILUO;AXILUO01
210017247819,2,2,2,1,1,4,Pd,Cl;Cl;[H]C1=C([H])N(C([H])([H])N2CN(C([H])([H])[H])C([H])=C2[H])CN1C([H])([H])[H,0.03,0.0671,False,AXOBUK;SEPYOC
848746068029,12,12,11,2,2,4,Au,S=c1sc(S)c(S)s1;S=c1sc(S)c(S)s1,0.03,8.94,False,BAQMAL;CEJQOY;GIHHEM;MISJOO;PALXEJ;PALXEJ01
608150460909,7,7,6,2,2,4,Pd,[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C(,0.03,8.58,False,BASGUX02;BASGUX10;MAMDAH;MAMDAH01;QOMQIU;TITDOR
253097172453,2,2,2,1,1,4,Pt,[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]N([H])[H];[H]N([H])[H],0.03,0.2419,False,BEFHUP10;DATNOB
391519829827,2,2,2,2,2,4,Pd,Cl;[H]C1NC(C([H])([H])N(C([H])([H])[H])C([H])([H])C2NC([H])C([H])C([H])C2[H])C([,0.03,8.4301,False,BELMEM;BELMIQ
886773773546,2,2,2,1,1,4,Zn,Br;Br;[H]C([H])=C([H])C1C([H])C([H])NC([H])C1[H];[H]C([H])=C([H])C1C([H])C([H])N,0.03,0.0583,False,BENCUT;BENCUT01
803233075066,2,2,2,1,1,4,Zn,Cl;Cl;[H]OC1C([H])C([H])C(Br)C([H])C1C([H])=NN([H])C(=O)C1C([H])NC([H])C([H])C1[,0.03,0.2915,False,BICKUX;BICLAE
534010315363,2,2,2,2,2,4,W,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C([H])([H])P(C2C,0.03,10.35,False,BIDGIF;ELALEI
333889949763,16,16,6,2,2,4,Pd,Cl;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C,0.03,8.99,False,BISKIX;BISKIX01;BISKIX02;BISKIX04;BISKIX06;CACZUB
957346016986,2,2,2,1,1,4,Pd,Cl;[H]C([H])C#N;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([,0.03,0.0316,False,BOBRUF;BOBSAM
199994184544,2,2,2,2,1,5,Zn,F;[H]C1NC(SC(SC2NC([H])C([H])C([H])C2[H])SC2NC([H])C([H])C([H])C2[H])C([H])C([H],0.03,3.7901,True,BOCCUT;BOCDEE
38435983319,4,4,4,1,1,4,Pt,Cl;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C([H])([H],0.03,0.6903,False,BOFVIB;BOFVIB01;DEBXUD01;DEBXUD02
6389744202,4,4,3,1,1,4,Pd,Br;Br;[H]OC1C(C2C([H])C([H])C([H])C([H])C2[H])C([H])C(N=C([H])C2C([H])C([H])NC([,0.03,0.05,False,BOGZUT;EGUDIU;EGUDOA;EGUDOA01
284146171922,4,4,4,1,1,4,Pd,Cl;Cl;[H]OC1C(C2C([H])C([H])C([H])C([H])C2[H])C([H])C(N=C([H])C2C([H])C([H])NC([,0.03,0.0361,False,BOHBAC;EGUFAO;EGUFES;EGUFIW
204864407609,5,5,5,3,2,4,Pt,[H]C1C([H])C([H])N(O)C(S)C1[H];[H]C1CC(C2=NC3C([H])C([H])C([H])C([H])C3S2)C([H]),0.03,9.85,False,BOJDAJ;BOJDEN;BOJDIR;BOJDOX;PINJAB
481170570196,5,5,5,2,2,4,Pd,[H]C1C([H])C(C([H])([H])[H])C(N#C)C(C([H])([H])[H])C1[H];[H]C1C([H])C(C([H])([H],0.03,8.46,False,BOJJIW;BOJJIW01;BOJJIW02;BOJJIW03;BOJJIW04
919122760017,2,2,2,2,1,6,Fe,[H]C([H])([H])OC(=C(C#N)C#N)C(C#N)C#N;[H]C([H])([H])OC(=C(C#N)C#N)C(C#N)C#N;[H]C,0.03,1.7803,False,BOJMAP;BOJMAP01
648477109755,2,2,2,1,1,4,Pd,[H]C1NC(C([H])([H])N2CN(C([H])([H])C([H])([H])[H])C3C([H])C([H])C([H])C([H])C32),0.03,0.0361,False,BOYPIP;BOYQAI
332265770508,2,2,2,2,1,6,Mn,C#O;C#O;C#O;[H]c1nc(P(c2nc([H])c([H])n2C([H])([H])[H])c2nc([H])c([H])n2C([H])([H,0.03,1.2004,False,BUHPOK;BUHQIF
753597388943,2,2,2,1,1,4,Zn,Cl;Cl;[H]C(=NC1C([H])C([H])C([H])C([H])C1[H])C1NC([H])C([H])C([H])C1[H],0.03,0.0424,False,BULTAE;BULTAE01
8692783015,2,2,2,2,1,6,Fe,[H]C1NC(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N(C([H])(,0.03,3.2701,False,BUNSAF;BUNSAF01
743886062512,2,2,2,1,1,4,Ir,[H]C1C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])C(NC2C([H])C(C(C([H])([H])[H]),0.03,0.05,False,BUQMUZ;SEDXAE
385721974966,3,3,3,1,1,4,Cu,[H]C1NC([H])C(N(C([H])([H])P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H],0.03,0.2508,False,BUSJOS;BUSJUY;BUSKAF
43547334575,3,3,3,1,1,6,Ni,[H]N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H];[H]N([H])C([H])([,0.03,0.441,False,CAFXOA;JOBWAY01;QEGGUI
910708612038,2,2,2,1,1,6,Co,[H]C1=NC(N=N=N)=NN1[H];[H]C1=NC(N=N=N)=NN1[H];[H]O[H];[H]O[H];[H]O[H];[H]O[H],0.03,0.0424,False,CASMAM;LICSIB
207097870088,2,2,2,1,1,4,Pt,O=[N+]([O-])O;[H]C1C([H])C(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])CC(C([H])(,0.03,0.4909,False,CAVYAA;CAVYEE
734814009445,2,2,2,2,2,4,Pd,O=C(O)C(F)(F)F;O=C(O)C(F)(F)F;[H]C1=NN(C2([H])C([H])([H])C([H])(C([H])([H])[H])C,0.03,7.9701,False,CEHJIL;CEJBAX
50081648629,2,2,2,2,2,5,Cu,N=C=S;N=C=S;[H]c1c(C([H])([H])[H])nn(C([H])([H])C2NC(C([H])([H])n3nc(C([H])([H]),0.03,5.1801,False,CEPQUJ;CEPQUJ01
863375582204,2,2,2,1,1,4,Pd,Cl;[H]C1=C([H])N(C2C(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])C([H])C([H])C2C(,0.03,0.03,False,CEVLOF;CEVLOF01
315446445348,6,6,6,1,1,6,Co,[H]C1NC([H])C([H])C(C(=O)N([H])[H])C1[H];[H]C1NC([H])C([H])C(C(=O)N([H])[H])C1[H,0.03,0.5901,False,CEZYIS;HUCPIF;LAMMOD;LEHHUC;SETHIJ;YERKAK
610853307410,2,2,2,2,2,4,Pd,[H]N([H])C([H])([H])C(=O)O;[H]N([H])C([H])([H])C(=O)O,0.03,7.5401,False,CGLPDH11;TGLYPD10
286838804876,2,2,2,1,1,4,Au,[H]C([H])([H])C([H])([H])N(C(S)S)C([H])([H])C([H])([H])[H];[H]C([H])([H])C([H])(,0.03,0.0361,False,CIFVAQ;XUWFAA
808364549879,2,2,2,1,1,4,Pt,Cl;[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(C3C([H])C([H])C(C([H])([H])N4,0.03,0.0424,False,CIZHIE;CIZHIE01
437555924043,2,2,2,1,1,4,Cu,Br;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H,0.03,0.05,False,COYNOT;COYNOT02
901631202937,3,3,3,1,1,6,Ni,[H]N(C([H])([H])C(=O)O)C([H])([H])C(=O)O;[H]N(C([H])([H])C(=O)O)C([H])([H])C(=O),0.03,0.1334,False,CSNIDA;IMACNI01;OVIZAV
879069810904,5,5,5,2,1,6,Co,[H]OC(=O)c1c(C(=O)O)nc([H])n1[H];[H]OC(=O)c1c(C(=O)O)nc([H])n1[H];[H]O[H];[H]O[H,0.03,1.66,False,DAHROU01;DAHROU02;HOTDUR;MAHTOF;MAJKOY
743284485274,5,5,5,2,2,4,Cu,N#CC1NC(S)C(S)NC1C#N;N#CC1NC(S)C(S)NC1C#N,0.03,9.09,False,DAWXEF;UNUGOB;UNUTII;UNUTOO;ZIDBIA
751043354504,2,2,2,1,1,4,Cu,[H]C1C([H])C([H])C2C([H])C([H])C(C3NC4C([H])C([H])C([H])C([H])C4C([H])C3[H])NC2C,0.03,0.0316,True,DEFVIU;FINCAJ
426499802671,2,2,2,2,2,4,Pd,Cl;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])[H])C([H]),0.03,7.8401,False,DEPHUB;HIPXEJ
480177201761,2,2,2,1,1,6,Fe,[H]c1nc(-c2nc([H])sc2[H])c([H])s1;[H]c1nc(-c2nc([H])sc2[H])c([H])s1;[H]c1nc(-c2n,0.03,1.7603,False,DEVDUD01;NEBLIR
685575985778,5,5,4,1,1,4,Pd,I;I;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([,0.03,0.05,False,DIDPPD01;DIDPPD02;DIDPPD03;GODGIP;GODGIP01
431024414133,2,2,2,2,1,6,W,O;O;[H]C1NC2C(O)C([H])C([H])C([H])C2C([H])C1[H];[H]C1NC2C(O)C([H])C([H])C([H])C2,0.03,3.3601,False,DIDSUE;DIDSUE01
368451252681,3,3,3,1,1,4,Pt,[H]N([H])[H];[H]N([H])[H];[H]c1nc2c(nc([H])n2C([H])([H])[H])c(=O)n1[H];[H]c1nc2c,0.03,0.0361,False,DIDSUG;DIDTER;TUWTIO
473198946679,2,2,2,2,1,6,Cu,[H]c1c(C([H])([H])[H])nn(C([H])(C2NC([H])C([H])C([H])C2[H])n2nc(C([H])([H])[H])c,0.03,2.4602,False,DIDZUN;OBOQIH
333547713588,3,3,3,2,1,6,Co,O=C(O)C(=O)O;O=C(O)C(=O)O;[H]O[H];[H]O[H],0.03,1.4303,False,DIHXID;UDIJIB;XEZYOU
162375624685,3,3,3,1,1,6,Fe,[H]C(=O)N(C([H])([H])[H])C([H])([H])[H];[H]C(=O)N(C([H])([H])[H])C([H])([H])[H];,0.03,0.5504,False,DMFAFE01;JOHDAM;KAPHUG
203015135538,2,2,2,2,1,5,V,O;O;[H]C(=NN=C(O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])([,0.03,0.5408,False,DUBWEE;DUBWII
93314702050,5,5,4,1,1,4,Pd,Cl;Cl;[H]C1C([H])C([H])C(P(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2,0.03,0.0424,False,DUKZAN;DUKZAN01;TOLREU;TOLREU01;YIXWOV
868980002597,2,2,2,1,1,4,Cu,[H]C(=NC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[,0.03,0.1334,False,DULMOO;VUPHAR
653502784287,6,6,6,3,1,5,Fe,Cl;Cl;[H]C1C([H])C(C([H])([H])[H])C([H])C(P(C([H])(C([H])([H])[H])C([H])([H])[H],0.03,4.8001,True,EDECEX;EDECEX01;EDECEX02;EDECEX03;EDECEX04;EDECEX05
805178742825,3,3,3,1,1,6,Co,[H]O[H];[H]O[H];[H]O[H];[H]O[H];[H]c1nc2nc(C([H])([H])[H])c([H])c(C([H])([H])[H],0.03,0.2121,False,EDETIT;NUDJIH;SUFZAU
650667752718,2,2,2,1,1,6,Ni,[H]N([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H,0.03,0.222,False,EFALUS;KIGXON
393070126807,3,3,3,2,1,5,Co,Cl;[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H]),0.03,4.2901,False,EGILOX;ISINEF;TENWES
402899092140,2,2,2,1,1,4,Cu,C4GaH8S4;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H,0.03,0.2121,False,EKOXEI;EKOXEI01
108294392592,3,3,3,3,1,6,Mn,[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C1NC(C2NC([H])C([H])C([H,0.03,3.8301,True,EKOZEK;EKOZEK01;EKOZEK02
41986941241,2,2,2,1,1,4,Cu,[H]C(=Nc1c(C([H])([H])[H])n(C([H])([H])[H])n(C2C([H])C([H])C([H])C([H])C2[H])c1=,0.03,0.0424,False,EMIMOD;EMIMOD01
92506870959,2,2,2,1,1,4,Pd,Cl;Cl;[H]C1C([H])C2C([H])C([H])C(C([H])([H])[H])NC2C2NC(C([H])([H])[H])C([H])C([,0.03,1.8402,False,EPATUL;EPATUL01
163337344553,8,8,4,1,1,4,Ni,[H]C1=NN(B(N2N=C([H])C([H])=C2[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([,0.03,0.0361,False,EPZBNI;EPZBNI01;EPZBNI02;EPZBNI03;EPZBNI04;EPZBNI05
749758327053,2,2,2,2,2,4,Pt,I;[H]C1C(OC([H])([H])[H])C([H])C(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C(C(,0.03,7.3501,True,ESIKAS;TIFDER
390751079282,2,2,2,1,1,6,Ni,[H]N1C([H])([H])C([H])([H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([,0.03,0.9105,False,FAMVAS;HOBPUN
949072183794,2,2,2,2,2,4,Pt,Cl;Cl;[H]C([H])=C([H])C1C([H])C([H])NC([H])C1[H];[H]C([H])=C([H])C1C([H])C([H])N,0.03,8.5301,False,FASBOQ;OBEROC
777748768649,2,2,2,2,1,6,Cu,N=C=S;N=C=S;[H]c1c(C([H])([H])[H])nn(C([H])([H])N(C([H])([H])[H])C([H])([H])C([H,0.03,4.8601,True,FEBYAM;FEBYAM01
403917958963,2,2,2,1,1,6,Fe,[H]C1C([H])C([H])N(O)C([H])C1[H];[H]C1C([H])C([H])N(O)C([H])C1[H];[H]C1C([H])C([,0.03,0.2915,False,FEHPYO;YICGAT
712815365782,2,2,2,1,1,5,Re,O;O;O;[H]OC(C([H])([H])[H])(C([H])([H])[H])C(O)(C([H])([H])[H])C([H])([H])[H],0.03,0.0361,False,FEQDOU;TUQLEW
274505571665,2,2,2,2,1,6,Mn,Cl;[H]C(=NC([H])([H])C([H])([H])N=C([H])C1C([H])C(Br)C([H])C([H])C1O)C1C([H])C(B,0.03,1.0704,True,FETMAT;FETMAT01
681194975963,3,3,3,1,1,6,Fe,N=C=S;N=C=S;[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC(,0.03,0.2702,False,FETPYR;FETPYR01;FETPYR02
309095962851,4,4,4,1,1,4,Cu,Br;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H,0.03,0.95,False,FEYVAG01;OYILAK;RARDAP;YIMXUQ
165551667812,9,9,7,1,1,4,Cu,Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H,0.03,0.7303,False,FEYVIO01;FEYVIO02;TINREN;TINREN01;TINREN02;TINREN03
239019266087,2,2,2,2,2,4,Pd,[H]C([H])([H])C(=O)O;[H]C([H])([H])C(=O)O;[H]OC(C1C([H])C([H])NC([H])C1[H])(C1C(,0.03,8.6301,False,FIFJIO;FIFJOU
882908431710,2,2,2,2,1,6,Mn,Cl;Cl;[H]C1NC(C(=O)N([H])C2C([H])C([H])C(C([H])([H])[H])C([H])C2[H])C([H])C([H]),0.03,2.2702,True,FIXDEW;FIXDEW01
250436203575,2,2,2,1,1,4,Pd,[H]C([H])([H])N(C(=S)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H];[H]C([H])([H,0.03,0.0424,False,FOQBUJ;XABNAR
78782923908,3,3,3,1,1,4,Pt,Cl;[H]OC1C([H])C(C2NC([H])C([H])C([H])C2[H])NC(C2NC([H])C([H])C([H])C2[H])C1[H],0.03,0.05,False,FOSPEM;JODCIS;MAYMUX
852151905550,2,2,2,1,1,4,Pd,Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C([H])([H])P(,0.03,0.0316,False,FOVHEE;QICGOY
684946441065,2,2,2,2,2,5,Mn,Cl;[H]c1c2nc(c([H])c3[nH]c(c([H])c4nc(c([H])c5[nH]c1c(C([H])([H])C([H])([H])[H]),0.03,5.4701,False,FOVTOC;UCIBUD01
435724104373,2,2,2,1,1,6,Cu,O=[N+]([O-])O;O=[N+]([O-])O;[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(Cl)C,0.03,0.0583,False,FURTAO;FURTAO01
959359216096,2,2,2,2,1,5,Zn,[H]N([H])C(=S)C(=O)O;[H]N([H])C(=S)C(=O)O;[H]O[H],0.03,5.2301,True,GAYZIP;GAYZIP01
229174229121,4,4,4,1,1,4,Ni,N=C=S;N=C=S;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C,0.03,0.0424,False,GEBZUI;GEBZUI01;GEBZUI02;GEBZUI03
113915052586,2,2,2,1,1,4,Pd,[H]N([H])C([H])([H])C([H])([H])N([H])[H];[H]N([H])C([H])([H])C([H])([H])N([H])[H,0.03,0.0424,False,GEMKEQ;PDCLED
78945083832,5,5,5,2,1,6,Co,N=C=S;N=C=S;[H]C1NC(c2nnc(C3NC([H])C([H])C([H])C3[H])n2N([H])[H])C([H])C([H])C1[,0.03,1.9202,False,GEQDEM;GEQDEM02;GEQDEM03;GEQDEM04;GEQDEM05
998866176828,2,2,2,1,1,4,Zn,[H]C(=NC1C([H])C([H])C(C([H])([H])[H])C([H])C1[H])C1C([H])C([H])C([H])C([H])C1O;,0.03,0.0316,False,GEVXEK02;GEVXEK03
379883664397,2,2,2,2,1,4,Hg,Cl;Cl;[H]C1NC(C2NC3NC([H])C([H])C([H])C3C([H])C2[H])C([H])C([H])C1[H],0.03,4.1401,False,GINVEH;GINVEH01
220429374883,2,2,2,2,1,4,Ag,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C,0.03,2.3402,False,GODMOC;GODMUI
552340852191,2,2,2,1,1,4,Mn,[H]C1C([H])C([H])C([PH](O)(N[PH](S)(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H,0.03,0.0424,False,GOVDOK;GOVDOK01
494593435556,3,3,2,1,1,4,Pt,Cl;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C,0.03,0.0361,False,GUHJOI;GUHJOI01;QEHBOW
123498184377,2,2,2,1,1,4,Zn,Br;Br;[H]C1NC([H])C(Br)C([H])C1[H];[H]C1NC([H])C(Br)C([H])C1[H],0.03,0.1924,False,GUJQAG;GUJQAG02
401900037290,2,2,2,1,1,6,Ru,Cl;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C([H])([H],0.03,0.4011,False,HABHID;YIZZAI
229900387744,2,2,2,1,1,4,Cu,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C,0.03,0.114,False,HECWUK;TIQYEA
616747226662,10,10,4,1,1,4,Pt,Cl;Cl;[H]C1([H])N(C#N)C([H])([H])C([H])([H])C([H])([H])C1([H])[H];[H]C1([H])N(C#,0.03,0.05,False,HEFXIA;UKAWOU;UKAWOU01;UKAWOU02;UKAWOU03;UKAWOU04
44491927179,2,2,2,1,1,4,Au,Br;Br;Br;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H,0.03,0.0316,False,HENZOP01;HENZOP02
936642439802,2,2,2,1,1,4,Pt,Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])(C2CC(C([H])(P(C3C,0.03,0.05,False,HESBIQ;LEGTUM
547608928122,4,4,4,2,1,6,Mn,[H]OC(=O)C1C([H])NC(C(=O)O)C([H])C1[H];[H]OC(=O)C1C([H])NC(C(=O)O)C([H])C1[H];[H,0.03,3.74,True,HESNUO01;HESNUO02;HESNUO03;HESNUO04
86669993743,2,2,2,1,1,5,Zn,Br;Br;[H]C(=NN([H])C(=O)C([H])([H])OC1C([H])C([H])C(Cl)C([H])C1Cl)C1NC([H])C([H],0.03,0.8705,False,HEXROV;HEXRUB
431715961755,5,5,5,1,1,4,Pd,[H]C1NC(N([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C1NC(N([H])C2NC([H,0.03,0.0361,False,HIBDAY;KOFZOV;LOFBAK;OQEKIF;QEBQUL
827690210744,2,2,2,1,1,4,Pd,Cl;Cl;FC1C(F)C(F)C(P(C2C(F)C(F)C(F)C(F)C2F)C2C(F)C(F)C(F)C(F)C2F)C(F)C1F;FC1C(F),0.03,0.05,False,HIFJEL;HIFJEL01
343361496873,2,2,2,1,1,6,Zn,[H]C(=O)C1C(C([H])([H])[H])C([H])C(C([H])([H])[H])C([H])C1C([H])([H])[H];[H]C(=O,0.03,0.1432,False,HIJZAB;HIJZEF
322567570819,2,2,2,2,2,4,Co,[H]B123B45([H])C67([H])B89([H])C1%10([H])B21%11([H])B342([H])B563([H])B874([H])B,0.03,7.3301,False,HODGAL;NEBQUK
209311166018,2,2,2,2,1,6,Co,[H]C1NC([H])C(C(=O)O)C([H])C1C(=O)O;[H]O[H];[H]O[H];[H]O[H];[H]O[H];[H]O[H],0.03,6.0601,False,ICUNOK;ICUNOK01
754068016534,2,2,2,2,2,4,Pt,O=[N+]([O-])O;O=[N+]([O-])O;[H]C1NC([H])C(C([H])([H])[H])C([H])C1C([H])([H])[H];,0.03,8.6101,False,ICUVIL;ICUVUX
761660168543,2,2,2,1,1,4,Cu,[H]C(=NC1C([H])C([H])C([H])C([H])C1N=C([H])C1C([H])C([H])C([H])C(OC([H])([H])[H],0.03,0.03,False,IDELOT;POJWAO
96921328237,3,3,3,3,1,6,Fe,N=C=[Se];N=C=[Se];[H]C1NC(N(C2NC(N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([,0.03,3.8001,False,IHITOK;IHITOK01;IHITOK02
639172348425,2,2,2,2,1,5,Zn,Br;Br;[H]C1NC(C(=NC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([,0.03,3.2401,True,IJOMOK;IJOMOK01
231225387102,2,2,2,1,1,4,Ir,Cl;[H]C1C(OP(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C,0.03,0.05,False,IKIDOX;TUPKAU
903428541871,2,2,2,2,2,4,Cu,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C,0.03,3.6301,True,ILUVER;PEGDEK
378269153968,2,2,2,2,1,6,Zn,[H]N1N=C(C(=O)O)C([H])([H])C([H])([H])C1=O;[H]N1N=C(C(=O)O)C([H])([H])C([H])([H],0.03,0.3214,False,INOCEU;INOCIY
376796091548,2,2,2,1,1,6,Mn,I;I;[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C1NC(C2NC([H])C([H]),0.03,1.3403,False,ISAFOY;ISAFOY01
831348004744,3,3,3,2,2,4,Ag,[H]N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])(,0.03,9.48,False,ISOFAA;OTEVOB;OTEVUH
587386437624,2,2,2,2,2,5,Ni,N=C=S;N=C=S;[H]C([H])([H])C([H])(N1C([H])([H])C([H])([H])N(C([H])(C([H])([H])[H],0.03,5.9101,True,IWISOW;IWISOW01
