L3_hash,n_records,n_refcodes,unique_L0,unique_L1,unique_L2,CN,metal,ligand_signature,geometry_span,max_pairwise_CShM_distance,crosses_shape_boundary,representative_refcodes
917335042027,4,4,4,2,1,6,Cu,[H]C1C(C(=O)O)NC(C(=O)O)C([H])C1[H];[H]OC(=O)C1NC(C(=O)O[H])C([H])C([H])C1[H],3.45,6.0419,False,RAZNAH02;RAZNAH03;RAZNAH04;RAZNAH05
90145471783,4,4,4,3,2,6,Zn,[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(C3C([H])C([H])C([H])C([H])C3[H]),3.44,4.5804,True,BATHOW;BATJAK;BATJEO;OCOXOV
658164725451,2,2,2,2,1,6,Cu,Cl;Cl;[H]C([H])=C([H])C(=O)N([H])[H];[H]C([H])=C([H])C(=O)N([H])[H];[H]C([H])=C(,3.44,4.2059,False,NEDPUI;NEDPUI01
818939476586,2,2,2,2,1,6,Nb,I;I;I;I;[H]C1C([H])C([H])C(P(=O)(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C,3.42,3.4201,False,BABMIE;BABMIE01
380855813005,3,3,3,3,2,6,Co,[H]OC([H])([H])C([H])([H])O[H];[H]OC([H])([H])C([H])([H])O[H];[H]OC([H])([H])C([,3.42,4.5825,True,COETDS10;COETDS11;COFMIW
108007239977,3,3,3,2,1,6,Ni,Cl;Cl;[H]O[H];[H]O[H];[H]O[H];[H]O[H],3.41,3.5192,False,DILDAE;JODGOZ;QIBPIA
23575240694,3,3,3,3,2,5,Cu,Cl;[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H];[H]N([H])C([H])([H]),3.41,5.212,False,EKOMEZ;GEBVEO;QOPHAE
394252147401,2,2,2,2,1,6,Fe,[H]c1c(C([H])([H])[H])nn(C([H])([H])C2NC(C([H])([H])n3nc(C([H])([H])[H])c([H])c3,3.41,4.3125,False,NIJLIB;NIJMAU
273670690140,2,2,2,2,1,4,Pt,Cl;[H]c1nc(C([H])([H])N(C([H])([H])[H])C([H])([H])c2nc([H])c([H])n2C([H])([H])[H,3.41,3.6787,False,ZECLUR;ZECMAY
416302548642,179,179,163,11,2,4,Cu,Br;Br;Br;Br,3.4,8.1648,True,AHUVUU;AHUWIJ;AHUWIJ01;AHUWIJ02;AHUWUV;AQAMOX
416447783851,2,2,2,2,1,6,Co,Br;Br;[H]O[H];[H]O[H];[H]O[H];[H]O[H],3.4,3.4001,False,EBUSEB;ZZZACM02
623370000826,2,2,2,2,2,5,Hg,I;I;[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])NC(C3NC([H])C([H])C([H])C3[H])N2)C([,3.4,3.5555,True,EHERIV;QIXSAU
568906068972,4,4,3,2,2,5,Fe,C#O;C#O;[H]C1C(C(=NC2C(C([H])([H])[H])C([H])C(C([H])([H])[H])C([H])C2C([H])([H]),3.4,6.3982,False,MUHBEY;MUHBOI;MUHBOI01;MUHBOI02
344923416749,2,2,2,2,1,6,Mn,[H]N([H])C([H])([H])[H];[H]N([H])C([H])([H])[H];[H]N([H])C([H])([H])[H];[H]N([H],3.4,3.8518,False,TEBVIH;TIZJOD
978538866666,3,3,3,3,2,6,Zn,[H]OC([H])([H])C1NC(C([H])([H])O[H])C([H])C([H])C1[H];[H]OC([H])([H])C1NC(C([H]),3.39,4.3463,True,HEHGEK;HEMNAR;XUVJAZ
116976150998,3,3,3,2,2,4,Ni,[H]C([H])([H])C([H])(C([H])([H])[H])[PH]([SeH])(N[PH]([SeH])(C([H])(C([H])([H])[,3.39,4.1192,False,KOBYIK;KOBYIK01;KOFPIF
769579691883,2,2,2,2,2,5,Cr,C#O;C#O;C#O;[H]C1C([H])C([H])C(O)C(O)C1[H],3.39,4.0304,True,ZEKVOA;ZEKVUG
331485756589,4,4,3,2,1,6,Ni,Cl;Cl;[H]C1NC([H])C(C([H])([H])[H])C([H])C1C([H])([H])[H];[H]C1NC([H])C(C([H])([,3.38,4.234,False,CANBID;CANBID01;CANBID02;CANBID03
604962537757,2,2,2,2,1,6,Re,Cl;Cl;O;[H]C([H])([H])C(O)(C([H])([H])[H])C(OP1OC(C([H])([H])[H])(C([H])([H])[H],3.38,3.3807,False,JEFSET;TACMUG
867244929771,6,6,6,5,1,5,Cu,Br;[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C1NC(C2NC([H])C([H])C,3.36,4.6178,True,AJARAG;AJIJEJ;BPYRCV;GUPSOZ;GUPTAM;GUPTEQ
687105731447,3,3,3,3,1,6,Cr,[H]C1NC([H])C(C(=O)O)C([H])C1[H];[H]C1NC([H])C(C(=O)O)C([H])C1[H];[H]O[H];[H]O[H,3.36,4.2241,False,CIDVOA;CIDVOA01;CIDVOA03
600039504087,4,4,4,3,1,6,Fe,[H]N1C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[,3.36,4.3104,True,DETTOL;KIBVUO;PIKZOB;QETKOS
814734422278,2,2,2,2,1,6,Cd,[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C1NC(C2NC([H])C([H])C([H,3.36,4.212,False,DEZPEE;DEZPEE01
803336831570,2,2,2,2,1,6,Cu,[H]O[H];[H]O[H];[H]O[H];[H]O[H];[H]c1nnnn1C([H])([H])n1nnnc1[H];[H]c1nnnn1C([H]),3.35,3.3634,False,GUTYUS;GUVCEI
791981267400,3,3,3,2,1,6,Cu,[H]C1([H])SC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])SC([H])([H])C([H])([H],3.35,4.5624,False,REBMOB;REBMUH;XEBLEW
687041805698,4,4,4,4,2,5,Ru,Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C([H])([H])P(,3.34,5.7547,True,KAMWAX;POGNII;XIMXIC;YEXZEG
84539186897,2,2,2,2,1,6,Ru,Cl;Cl;[H]C1NC(N=NC2C([H])C([H])C([H])C([H])C2[H])NC([H])C1[H];[H]C1NC(N=NC2C([H],3.33,3.8191,True,HOTXOD;HOTXUJ
166114094257,8,8,7,3,2,5,Cu,Cl;[H]c1nc([H])n([H])c1[H];[H]c1nc([H])n([H])c1[H];[H]c1nc([H])n([H])c1[H];[H]c1,3.33,6.1587,True,XUBNIR;XUBNIR01;XUBNIR04;XUBNIR05;XUBNIR06;XUBNIR07
569996510767,2,2,2,2,1,5,Cu,[H]C([H])(C(=O)O)C(=O)O;[H]C1NC(C(=O)N([H])[H])C([H])C([H])C1[H];[H]O[H],3.32,3.9231,False,ETESOL;ETESOL01
642259904632,2,2,2,2,2,6,Ir,[H]C1C([H])C([H])C(C2=NC([H])(C([H])([H])C([H])([H])[H])C([H])([H])O2)C(O)C1[H];,3.31,4.1601,False,FESFER;FESFUH
717150780702,3,3,3,2,1,6,Co,[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(OC([H])([H])C([H])([H])OC3C([H]),3.31,3.318,False,SILMUY01;SILNEJ;SILNEJ01
295438040038,2,2,2,2,2,4,Fe,[H]B12B34([H])B56([H])C7([H])C89([H])B1%10([H])B231([H])B452([H])B768([H])B%1091,3.3,22.5725,False,PEKSIK;PEKSOQ
474433483658,2,2,2,2,2,5,Ru,C#O;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H]),3.3,6.2095,True,VAKDUH01;VAKDUH02
890569853703,4,4,4,3,1,6,Fe,[H]C1NC(C([H])([H])N([H])C([H])([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H],3.29,4.4931,True,GEJZAX01;JALJAH;MENXOT;QUVNAX
493650125514,2,2,2,2,2,4,Cu,O=C1C(=O)C(Cl)=C(O)C(O)=C1Cl;[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H,3.29,4.9065,False,JAXXUC02;LUZWAH
440321616002,3,3,3,2,1,6,Ni,[H]N(C(=S)N([H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H];[H]N(C(=S)N([H])C,3.28,4.1424,False,ABECIU;HOPCIY;YAMVUE
281350568103,2,2,2,2,1,6,Zn,[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(C3C([H])C([H])NC([H])C3[H])C2[H],3.27,5.1588,False,ENIBUB;ULAFET
100842914354,22,22,21,8,2,6,Zn,N=C=S;N=C=S;[H]C(=NC1C([H])C([H])C(N=NC2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H,3.26,9.12,True,DELPES;DELPES01;DELPES02;DELPES03;DELPES04;DELPES05
832329853807,2,2,2,2,1,6,Cu,[H]c1nnnn1C([H])([H])F;[H]c1nnnn1C([H])([H])F;[H]c1nnnn1C([H])([H])F;[H]c1nnnn1C,3.26,3.407,False,IJETAV;IJETEZ
22464333841,2,2,2,2,2,5,Cu,[H]N([H])C([H])([H])C(=O)O;[H]N([H])C1([H])C([H])([H])C([H])(N([H])[H])C([H])([H,3.25,3.25,True,GORQIN;GORQIN01
481653533779,2,2,2,2,1,5,Mn,[H]C1=C(C([H])([H])[H])[O][Li]2(<-[O](C([H])([H])[H])C([H])([H])C([H])([H])[O]->,3.25,3.25,True,ZADYOS;ZADYOS01
971834816755,2,2,2,2,2,4,Ni,[H]C([H])([H])C([H])([H])C([H])([H])OC(S)S;[H]C([H])([H])C([H])([H])C([H])([H])O,3.25,11.4413,False,ZOYFEY;ZOYFEY01
867145744303,21,21,19,7,2,6,Fe,[H]C(=NC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H]),3.24,5.5321,True,WENDOI03;WENDOI06;WENDOI07;WENDOI09;WENDOI10;WENDOI11
320298434942,2,2,2,2,1,6,Ru,Cl;Cl;[H]C1NC(N=NC2C(Cl)C([H])C([H])C([H])C2Cl)C([H])C([H])C1[H];[H]C1NC(N=NC2C(,3.23,3.5783,True,BAHJUS;BAHKAZ
65556201963,3,3,3,2,1,6,Mo,Cl;Cl;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C([H])([H],3.23,4.2063,False,DEMDOO;WOCCEW;WOCCIA
112750831475,2,2,2,2,1,6,Fe,N=C=S;N=C=S;[H]C(=NC1C([H])C([H])C(C#CC2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H,3.22,4.4421,True,DUKLII;NOWBIK04
663916458856,2,2,2,2,1,6,Ru,Cl;Cl;[H]c1sc(C([H])([H])N(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H],3.21,3.8141,False,UMERUA;UMESAH
156404012389,3,3,3,3,1,4,Co,[H]C([H])([H])C(=O)O;[H]C([H])([H])C(=O)O;[H]c1nc([H])n([H])c1[H];[H]c1nc([H])n(,3.19,9.4381,True,COIMAC01;COIMAC02;COIMAC10
287156068567,2,2,2,2,1,6,Zn,[H]C1NC(C(=NN=C(S)SC([H])([H])C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H,3.18,3.8442,False,PEWKIO;YATQOB
568529619257,2,2,2,2,2,6,Ni,[H]C([H])([H])C([H])([H])C([H])([H])OC(S)S;[H]C([H])([H])C([H])([H])C([H])([H])O,3.18,3.4132,False,XEFSEK;XEFSIO
510223600440,3,3,3,3,2,6,Zn,N=C=S;N=C=S;[H]C(=NC1C([H])C([H])C(C#CC2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H,3.17,3.5783,True,AGALUQ;AGAMAX;AGAMAX01
433675243022,2,2,2,2,1,6,Ag,[H]C1([H])SC([H])([H])C([H])([H])SC([H])([H])C([H])([H])SC1([H])[H];[H]C1([H])SC,3.17,3.6503,True,FIJTOH;SUTVAE
294342336761,2,2,2,2,1,5,Ru,C#O;C#O;[H]C1C([H])C(C([H])(C([H])([H])[H])C([H])([H])[H])C(NC2=C(P(C([H])([H])C,3.17,3.1757,False,ORUYEH;ORUYEH01
752490456723,2,2,2,2,2,5,Ru,C#O;[H]C([H])C([H])(N1CN(C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])=,3.17,7.2858,True,VEZNAQ;XUFROG
425201490239,2,2,2,2,2,5,Cu,[H]C1NC(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H,3.16,5.9826,True,DEPRAS;DEPREW
715420331258,2,2,2,2,1,6,Mn,[H]N([H])n1c(C([H])([H])[H])nn([H])c1=S;[H]N([H])n1c(C([H])([H])[H])nn([H])c1=S;,3.15,3.5107,False,CETDAG;CETGOX
518466293844,2,2,2,2,2,5,Ru,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C,3.15,6.4251,False,DIDHUX;FOVFOO
371920048482,2,2,2,2,2,6,La,[H]C1C([H])C(C2C([H])C([H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([,3.15,5.7079,True,KETFAT;KETFIB
821254537828,2,2,2,2,2,4,Cu,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C,3.15,7.1063,False,NOJWEQ;NOJWEQ02
494008510255,2,2,2,2,1,6,Pt,Cl;Cl;[H]N([H])C([H])([H])C([H])([H])N([H])[H];[H]N([H])C([H])([H])C([H])([H])N(,3.14,4.1412,False,CEAMPT;JESGAP
506797404952,2,2,2,2,1,6,Cu,[H]C1NC2C(=O)N(C([H])([H])[H])C(=O)N(C([H])([H])[H])C2NC1[H];[H]C1NC2C(=O)N(C([H,3.14,3.4062,False,DIQDUC;RIGPUS
540907947344,2,2,2,1,1,6,Ni,[H]C1C(C(=O)O)NC(C2NC(C(=O)O)C([H])C([H])C2[H])C([H])C1[H];[H]O[H];[H]O[H],3.14,4.6061,False,EREXIJ;EREXIJ01
376849540655,5,5,5,4,2,6,Co,[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C(OC([H])([H])[H])C2[H])C([H])C([H,3.13,5.1761,True,CIHHIN;CIHHUZ;WOKTUM;WOWXEN;XAHCEQ
185880941866,2,2,2,2,2,4,Ni,[H]C(=NC([H])([H])C([H])([H])N=C([H])C1C([H])C([H])C([H])C(OC([H])([H])C([H])([H,3.12,5.7501,False,GECFEB;TUMNIA
251633223091,2,2,2,2,1,6,Ru,[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C,3.12,4.556,False,OFISUT;OFOXUE
803500204717,3,3,3,3,1,6,Cu,N=C=S;N=C=S;[H]C1NC(C(=O)C2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C1,3.11,4.0219,False,OPULAN;OPULER;OPULER01
973515281071,3,3,3,3,2,6,Mo,C#O;C#O;C#O;[H]C1C(C([H])([H])[H])NN(B([H])(N2NC(C([H])([H])[H])C([H])C2C([H])([,3.1,3.5598,True,JAGVOC;WATZUM;WAVBAW
320279366946,2,2,2,2,2,5,Ru,Cl;Cl;[H]C1C(C([H])([H])[H])C([H])C(C([H])([H])[H])C(N2CN(C3C(C([H])([H])[H])C([,3.1,6.0797,True,LEMRAX;LEMREB
150045542737,2,2,2,2,1,6,Sc,Cl;Cl;[H]C(C(=NC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H,3.1,8.3934,True,MIDNAO;MIDNAO01
926149494263,2,2,2,2,1,4,Cu,[H]C([H])([H])C(O)O;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H],3.09,3.09,False,ACPHCU01;ACPHCU02
226782818862,2,2,2,1,1,4,Cu,[H]C1C([H])C([H])C(C([H])([H])N([H])C([H])(C(=O)NC([H])([H])C([H])([H])C([H])([H,3.09,3.2447,False,SAHXUX;VULMIA
755488688033,2,2,2,2,1,6,Ru,Cl;Cl;Cl;[H]C1([H])S(=O)C([H])([H])C([H])([H])C1([H])[H];[H]C1NC(C2NC([H])C([H]),3.08,3.3392,True,FIBKEH;VAZCEF
10463670315,9,9,9,4,1,6,Cu,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H];[H]OC([H])([H])C,3.07,4.3564,False,AYIQEF;DAYKOG;DAYKUM;DAYLAT;EYOXEV;GOPYAL
107749184769,3,3,3,2,1,5,Zn,Cl;Cl;[H]C1NC(C([H])(OC([H])([H])[H])N2C([H])(C3NC([H])C([H])C([H])C3[H])N(C3C([,3.07,3.0888,False,DUSTAO;DUSTES;DUSTIW
431551502683,3,3,3,2,2,4,Cu,Cl;[H]C(=NC1C([H])C(C([H])([H])[H])C([H])C([H])C1O)C1NC([H])C([H])C([H])C1[H],3.07,8.1688,True,GAFKOP;PEBQET;PEBQET01
706534243588,2,2,2,2,1,6,Re,C#O;C#O;C#O;Cl;[H]C(=NC([H])([H])C1NC([H])C([H])C([H])C1[H])C1C2C([H])C([H])C([H,3.07,4.2994,False,LENGOB;LENGUH
750132086329,2,2,2,2,2,4,Zn,[H]OC1C([H])C([H])C([H])C([H])C1C(=O)O;[H]OC1C([H])C([H])C([H])C([H])C1C(=O)O;[H,3.07,8.5222,False,OBIHOX;OBIHOX01
251496417862,2,2,2,2,2,6,Co,[H]C1=C([H])N(C([H])([H])[H])C(C(=NOB(ON=C(C2=NC([H])=C([H])N2C([H])([H])[H])C([,3.06,3.0642,True,FOFLAQ;POBMUS
878396764240,4,4,4,2,1,5,Cd,Cl;Cl;[H]C1NC(C2NC(C3NC([H])C([H])C([H])C3[H])NC(C3NC([H])C([H])C([H])C3[H])N2)C,3.05,5.6702,True,CICXIW;QIXSEY;QIXSEY01;QIXSEY02
583387788225,30,30,30,15,2,6,Fe,N=C=S;N=C=S;[H]C(=NC1C([H])C([H])C(N=NC2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H,3.05,9.6268,True,DEMBOP;XECNAU01;XECNAU03;XECNAU04;XECNAU16;XECNAU17
789676721932,3,3,3,3,2,4,Ir,C#O;C#O;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C([H],3.05,3.6363,False,DODXUQ;PPCAIR10;UFUBED
596741099369,4,4,4,2,1,6,Cu,[H]N1C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[,3.04,3.9107,False,FUPJAB;ILAPAM;JAFWUJ;KIQNON
11764662247,2,2,2,2,1,5,Zn,[H]C([H])([H])C(=O)O;[H]C([H])([H])C(O)O;[H]C1NC(N([H])[H])C(C([H])([H])[H])C([H,3.02,10.6665,False,AHITUI;AHITUI01
32918319733,2,2,2,2,2,6,Fe,[H]C(=NC([H])=C1C(=O)C(I)=C([H])C(I)=C1[H])C1NC([H])C([H])C([H])C1[H];[H]C(=NC([,3.02,4.722,False,YUJGOB;YUJGUH01
809575879408,7,7,7,7,2,6,Cd,[H]N([H])C([H])([H])C([H])([H])N([H])[H];[H]N([H])C([H])([H])C([H])([H])N([H])[H,3.01,5.4832,True,CARBIH;FAJFIF01;FOYDUT;GECWUK;ISIPOQ;KAXTEJ
1550556076,9,9,9,6,2,6,Fe,[H]C(=NC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])C1C([H])C([H])C([H],3.0,9.3068,True,FIBRAL;FIBRAL01;FIBRIT;FIBRIT01;FIBRIT02;NUWWUB
686549762,2,2,2,2,1,4,Zn,[H]C1C(C(=O)O)C([H])C([N+](=O)[O-])C([H])C1[N+](=O)[O-];[H]C1C(C(=O)O)C([H])C([N,3.0,3.0518,False,JOHYEN;JOHYEN01
219408492218,2,2,2,2,1,6,Re,C#O;C#O;C#O;[H]OC(=O)C([H])([H])N(C([H])([H])C(=O)O)C([H])([H])C1NC([H])C([H])C(,2.99,7.9627,False,CASYAX;CASYAX01
230065800455,2,2,2,2,2,6,Ni,O=[N+]([O-])O;[H]C1NC(C([H])([H])C([H])([H])SC([H])([H])C([H])([H])SC([H])([H])C,2.98,2.9824,False,HALCOM;OJAZAC
35291564080,2,2,2,2,1,5,Cu,Cl;Cl;[H]OC([H])([H])C(N=C([H])C1NC([H])C([H])C([H])C1[H])(C([H])([H])O[H])C([H],2.98,3.5834,False,ROVJAR;ROVJEV
224829414365,2,2,2,2,2,4,Ni,[H]C1C([H])C([H])C(NNC(NNC2C([H])C([H])C([H])C([H])C2O)C2C([H])C([H])C([H])C([H],2.97,7.9552,True,NIFORN;NIFORN01
825563489127,11,11,11,6,2,6,Fe,[H]C(=C([H])C1C([H])C(n2nc([H])c([H])c2[H])NC(n2nc([H])c([H])c2[H])C1[H])C1C([H],2.97,5.2178,True,REVCUS;REVCUS01;REVCUS02;REVCUS03;REVCUS04;REVCUS05
923184464026,3,3,3,2,1,4,Ni,[H]c1c2nc(c([H])c3[nH]c(c([H])c4nc(c([H])c5[nH]c1c(C([H])([H])C([H])([H])[H])c5C,2.97,2.9714,False,UTUBAN;UTUBER;YEMTUH
562876566264,4,4,4,4,1,6,Fe,[H]C(=NC1C([H])C([H])C(Br)C2C([H])C([H])C([H])NC12)C1C([H])C([H])C([H])C([H])C1O,2.96,3.1166,True,HORGAA;HORGII;HORHEF;HORHEF01
698040815100,7,7,7,5,2,5,Cu,I;[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H];[H]C1NC2C3NC([H])C([H,2.95,3.7555,True,BASHIM01;BASHIM02;FEKKAI;NAVGAV;QEPYAP;VITTOH
541808293517,10,10,10,6,2,6,Mn,[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H];[H]C1NC2C3NC([H])C([H]),2.95,9.5864,True,GUWMUH;HENVII;NALCUA01;PASPIK;PIMDEU01;SIQDOM
579454445462,2,2,2,2,1,6,Co,[H]C1=C([H])N([H])N=C1C(=NOB(ON=C(C1=NN([H])C([H])=C1[H])C([H])([H])[H])(ON=C(C1,2.94,8.1582,False,DOMWEK;DOMWEK01
271151532613,3,3,3,2,2,6,Ni,[H]OC([H])([H])C1NC(C([H])([H])O[H])C([H])C([H])C1[H];[H]OC([H])([H])C1NC(C([H]),2.93,5.9165,False,ABOBAV;XUVHUR;YONVIJ
381134442582,2,2,2,2,2,6,Ni,[H]C(=NN=C(S)SC([H])([H])[H])C1NC([H])C([H])C([H])C1[H];[H]C(=NN=C(S)SC([H])([H],2.93,2.9329,True,GOTSIR;GOTSIR01
90818633958,2,2,2,2,1,6,Re,C#O;C#O;C#O;O=S(=O)(O)C(F)(F)F;[H]C1C([H])C(C2NC(C([H])([H])[H])C([H])C([H])C2[H,2.93,3.0564,False,MUJFIJ;MUJFIJ01
369143026568,2,2,2,2,2,6,V,[H]C1C([H])C([H])C(C(O)(C2C([H])C([H])C([H])C([H])C2[H])C([H])([H])C2NC(C([H])([,2.93,3.0346,False,ZIQTEC;ZIQTIG
752865163920,2,2,2,2,1,4,Ni,[H]C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N(C,2.92,8.2444,False,PAHMOD;PAHMUJ
146140184528,2,2,2,1,1,4,Ni,[H]ON=C(C([H])([H])[H])C(NC([H])C(N#O)C([H])NC(C(=NO)C([H])([H])[H])(C([H])([H]),2.91,2.9101,False,FAVCEK;FAVCEK01
277550378521,3,3,3,3,1,6,Zn,[H]C1NC(C2NC([H])C([H])C(OC([H])([H])[H])C2[H])C([H])C(OC([H])([H])[H])C1[H];[H],2.91,8.2596,True,KEXSEN;LULBAZ;LULBAZ01
721434898252,2,2,2,2,1,6,Mo,O;O;[H]c1c([H])c([H])n(O)c(=O)c1[H];[H]c1c([H])c([H])n(O)c(=O)c1[H],2.91,3.2557,True,TICXEL;TICXEL01
940980806584,7,7,7,5,2,6,Fe,[H]C(=NC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])C1C([H])C([H])C([H],2.9,3.027,True,ACOROA;ACOROA01;EJODUF;EJODUF01;HAJLAH;HAJLAH01
213093160941,3,3,3,3,1,6,Ru,[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C1NC(C2NC([H])C([H])C([H,2.9,4.6775,False,CIHFUX;RESFAW;UGAHEQ
886803000117,7,7,7,6,2,6,Cu,[H]C1NC(C2NC([H])C(C([H])([H])[H])C([H])C2[H])C([H])C([H])C1C([H])([H])[H];[H]C1,2.9,4.6794,True,ECALAW;IBURED;IYUKIZ;IYUKOF;IYUKUL;IYULAS
816537537161,19,19,19,9,2,6,Cu,[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]C1NC(C2NC([H])C([H])C([H,2.9,9.9036,True,FALGAD;IYUGIV;IYUGOB;IYUGUH;IYUHAO;IYUHES
750987068059,3,3,3,3,2,6,Fe,[H]C(=NN([H])C1NC([H])C([H])C([H])N1)C1C([H])C([H])C([H])C(C([H])([H])[H])C1O;[H,2.9,3.4132,True,KEKLOE;KEKMUL;KEKMUL01
229478569685,2,2,2,2,1,6,Fe,[H]c1c(C2NC([H])C([H])NC2[H])nn(C([H])([H])C2NC([H])C([H])C([H])C2[H])c1[H];[H]c,2.9,3.5115,True,RIPZAS01;RIPZEW
780320495607,433,433,331,14,2,4,Cu,Cl;Cl;Cl;Cl,2.89,8.6805,True,ABEYAK;ABEYIS;ABEYIS01;AEBZTZ;AFOLOW;AGAWIO
283310585613,4,4,3,3,1,6,Ta,Cl;Cl;[H]C([H])([H])P(C([H])([H])[H])C([H])([H])[H];[H]C([H])([H])P(C([H])([H])[,2.89,5.9229,True,BUXFAB;BUXFEF;BUXFEF01;BUXFEF10
215487488647,7,7,7,5,2,6,Fe,N=C=S;N=C=S;[H]C1NC(C([H])([H])N(C([H])([H])C2NC([H])C([H])C([H])C2[H])C([H])([H,2.89,3.1409,True,WAHKEX;WAHKEX01;WAHKEX02;WAHKEX03;WAHKEX04;WAHKEX05
235985077264,6,6,6,2,1,4,Cu,[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C([H])C1[H];[H]C1NC([H])C([H])C(,2.88,6.4488,False,ABAFER;BADTAB10;GIGXOK;GIGXOK01;ISAFIS;YAGMAX
775102778607,2,2,2,2,2,6,Os,[H]C1NC(C([H])([H])N(C([H])([H])C2NC([H])C([H])C([H])C2[H])C([H])([H])C([H])([H],2.87,4.9312,True,CEXFOD;CEXGAQ
895774452902,8,8,7,5,2,4,Cu,N=C=S;N=C=S;N=C=S;N=C=S,2.87,8.5805,True,GAZKUN;HAGSEQ;HAGSEQ01;LOYZII;PIXYUR;RUKKOY
648034712990,2,2,2,2,2,6,Cr,C#O;C#O;C#O;C#O;[H]C1C([H])C([H])C(P(C2C([H])C([H])C([H])C([H])C2[H])N(C2C([H])C,2.87,3.8996,True,KUNWAU;KUNWAU01
279585421468,10,10,10,8,2,6,Co,Cl;Cl;[H]C1NC2C3NC([H])C([H])C([H])C3C([H])C([H])C2C([H])C1[H];[H]C1NC2C3NC([H]),2.86,9.6236,True,CILZEF;MEQFOE01;MEQFOE02;RODYIT01;VOBSUC;YEYJIY
871273436324,85,85,85,12,2,4,Fe,C#O;C#O;C#O;C#O,2.85,8.0767,True,AMEYOJ;ASOJUQ;BIPJAN;BODXEX;BUNXAL;CAFXIS
810359483503,2,2,2,2,2,6,Zn,[H]C1NC(C(=O)NC2C([H])C([H])C([H])C3C([H])C([H])C([H])NC23)C([H])C([H])C1[H];[H],2.85,9.9183,True,CIBLIL;IGOSOP
913850196125,3,3,3,3,2,6,Zn,[H]C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H];[H]O[H];[H]O[H];[H]O[H];[H],2.85,4.0447,True,DEJHIM;ISUCEE;XILMEL
