refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_TBPY,S_SPY,log_S_TBPY,log_S_SPY,delta_TBPY_SPY,is_intermediate_delta_lt_1,L3_key_hash
SAKWUW,Rh,+3,d6,P,1-1,4.5300,6.0300,0.6656,0.7875,1.5000,False,326791973459
SAKXEJ,Co,+2,d7,,,0.7500,0.8900,-0.0706,-0.0044,0.1400,True,367697938782
SALDNI,Ni,+2,d8,N,2,0.3900,4.5500,-0.3098,0.6675,4.1600,False,889068423065
SALDNI01,Ni,+2,d8,N,2,0.2600,0.3700,-0.4437,-0.3279,0.1100,True,889068423065
SALECI,Co,+2,d7,"N,O",4,5.3800,6.3100,0.7388,0.8069,0.9300,True,510948651465
SALFAQ,W,,,C,1-1,5.2600,5.7200,0.7292,0.7649,0.4600,True,155802333842
SALFER,V,,,,,0.6200,5.6500,-0.1427,0.7597,5.0300,False,650567329764
SALFIV,V,,,N,1-1,0.5000,5.8000,-0.2218,0.7709,5.3000,False,92234095250
SALFIY,W,,,C,1-1-1-1,5.4300,5.7300,0.7427,0.7657,0.3000,True,155802333842
SALFOB,V,,,,,0.4400,0.5800,-0.2676,-0.1675,0.1400,True,745094217275
SALFUH,V,,,,,0.4300,0.5800,-0.2757,-0.1675,0.1500,True,745094217275
SALJID,Rh,+3,d6,"C,N",1-1,4.7900,6.0100,0.6893,0.7860,1.2200,False,273114850350
SALKUL,Cu,+2,d9,N,2,5.2000,5.2800,0.7243,0.7308,0.0800,True,698236767691
SALSUU,Cu,+2,d9,"N,O",1-1,6.9400,6.7200,0.8476,0.8338,0.2200,True,162136910857
SALWEI,Cu,+2,d9,N,4,6.1200,8.5500,0.7938,0.9370,2.4300,False,881213535088
SAMCAO,Cu,+2,d9,N,1-1,6.5000,11.2600,0.8195,1.0554,4.7600,False,113370980881
SAMHOF,Cu,+2,d9,"Br,N",1-1,4.9100,6.3000,0.6998,0.8062,1.3900,False,68609682951
SAMLOI,W,,,O,1-1,5.8200,5.8400,0.7723,0.7738,0.0200,True,659028052460
SAMLUO,W,,,"N,O",1-1,3.8500,8.6300,0.5966,0.9410,4.7800,False,921664370390
SAMNAX,Rh,+3,d6,"C,N",1-1,5.3200,6.3700,0.7340,0.8109,1.0500,False,954154645251
SAMNOJ,Ti,,,"N,O",1-1,0.3300,1.6800,-0.3665,0.2504,1.3500,False,505425752642
SAMRAA,Rh,+3,d6,"C,I,P",1-1-1-1,6.1600,6.3900,0.7966,0.8122,0.2300,True,416306178403
SAMREE,Rh,+3,d6,P,1-1,5.9800,5.9900,0.7839,0.7846,0.0100,True,218709015162
SAMRII,Rh,+3,d6,"C,I",1-1,0.6100,1.7500,-0.1487,0.2672,1.1400,False,957790863755
SANVOT,Zn,+2,d10,N,1-1,0.5800,1.5900,-0.1675,0.2279,1.0100,False,274060151281
SAPNOO,Zn,+2,d10,"N,O",2,5.6900,6.8900,0.7627,0.8445,1.2000,False,278420735791
SAQBAO,Y,,,,,8.4500,11.1700,0.9320,1.0519,2.7200,False,975528084693
SAQBES,La,,,,,3.6600,12.4400,0.5752,1.0983,8.7800,False,666140867129
SAQBUI,La,,,,,5.1100,7.3600,0.7168,0.8727,2.2500,False,24857032449
SAQFEY,Cd,,,,,4.4400,5.3900,0.6571,0.7396,0.9500,True,80392074485
SAQFIC,Cd,,,,,4.6700,6.8200,0.6785,0.8401,2.1500,False,429530495101
SAQJIG,V,,,,,0.6100,5.8500,-0.1487,0.7745,5.2400,False,128009323573
SAQLEB,Ru,+2,d6,P,2-2,0.4000,0.8700,-0.3010,-0.0132,0.4700,True,145311600030
SAQMAY,Cu,+2,d9,O,1-1,0.3800,1.0000,-0.3188,0.0414,0.6200,True,929996914418
SAQRIM,Cu,+2,d9,,,3.9400,5.5300,0.6064,0.7505,1.5900,False,334182822102
SAQTUC,Cu,+2,d9,,,5.2700,6.4700,0.7300,0.8176,1.2000,False,373827257645
SARROV,Mn,,,N,2,0.7600,4.6200,-0.0655,0.6739,3.8600,False,635216864170
SARRUB,Mn,,,N,2,0.5700,0.8100,-0.1739,-0.0410,0.2400,True,659156877643
SASDIC,Ru,+2,d6,C,1-1-1-1,3.4600,6.3000,0.5514,0.8062,2.8400,False,428395642853
SASGEY,Zn,+2,d10,"C,N",2,7.0400,9.5000,0.8537,0.9823,2.4600,False,965316768695
SASGID,Cu,+2,d9,"N,O",2-1-1,0.9600,7.0200,0.0253,0.8525,6.0600,False,464824840615
SASKIG,Rh,+3,d6,"C,P",1-1,0.4500,3.3600,-0.2596,0.5391,2.9100,False,379360348386
SASMAC,Fe,+2,d6,,,0.7900,5.1000,-0.0506,0.7160,4.3100,False,812019933779
SASNAD,Ni,+2,d8,,,5.3900,5.4700,0.7396,0.7459,0.0800,True,372016845622
SASVIU,Co,+2,d7,,,0.8800,6.4600,-0.0088,0.8169,5.5800,False,361979523699
SATKAD,Ir,,,,,5.0400,5.7800,0.7110,0.7694,0.7400,True,507970179602
SATNEJ,Os,,,"C,N,P",1-1-1-1,5.2500,6.3100,0.7284,0.8069,1.0600,False,915894718574
SATQUB,Ni,+2,d8,N,1-1,0.4900,1.2400,-0.2291,0.1271,0.7500,True,697428794215
SATVEO,V,,,,,0.0200,1.2500,-0.9208,0.1303,1.2300,False,70472205335
SATVEO01,V,,,,,5.5800,5.7700,0.7543,0.7686,0.1900,True,70472205335
SATXOC,Ir,,,"C,N",2-2,4.8100,5.0600,0.6911,0.7126,0.2500,True,972282156376
SATYAO,Ni,+2,d8,"N,O",2,0.4900,0.7900,-0.2291,-0.0506,0.3000,True,214193738211
SATYES,Zn,+2,d10,,,0.4800,5.7500,-0.2366,0.7672,5.2700,False,422533752699
SATYIW,Co,+2,d7,"N,O",2,0.5500,6.6600,-0.1871,0.8299,6.1100,False,554279230453
SAVFUR,Cu,+2,d9,"N,O",2-2,4.8900,6.0600,0.6981,0.7896,1.1700,False,34047307718
SAVGAY,Cu,+2,d9,"N,O",2-2,0.5600,4.8400,-0.1805,0.6937,4.2800,False,378427772461
SAVHIG,Fe,+2,d6,P,1-1,0.4200,1.1600,-0.2840,0.1004,0.7400,True,492262851116
SAVHOM,Fe,+2,d6,P,1-1,0.0500,1.2400,-0.8239,0.1271,1.1900,False,672462722585
SAVJIK,Zr,,,,,0.6400,0.7200,-0.1308,-0.0862,0.0800,True,44323614406
SAVKEH,Zr,,,,,8.8700,9.8100,0.9528,0.9961,0.9400,True,366745868886
SAVLIK01,Zn,+2,d10,N,2,0.1800,0.6700,-0.5528,-0.1135,0.4900,True,175561591145
SAVNOW,Cr,,,,,4.2400,7.0900,0.6375,0.8567,2.8500,False,357003001789
SAVPEK,Cu,+2,d9,"N,O",3-1,9.5600,11.6900,0.9850,1.0715,2.1300,False,729043511106
SAVQEL,Cu,+2,d9,N,1-1,0.2100,6.2200,-0.5086,0.8007,6.0100,False,289070648507
SAVQIP,Cu,+2,d9,N,2-2,10.3800,7.0100,1.0204,0.8519,3.3700,False,232470802827
SAVQOV,Hg,,,,,3.0800,7.1000,0.5024,0.8573,4.0200,False,412872410244
SAWBUQ,Zn,+2,d10,,,0.6700,1.6300,-0.1135,0.2380,0.9600,True,561761104384
SAWQEM,V,,,,,5.1900,5.6700,0.7235,0.7612,0.4800,True,321983082021
SAWZOG,Cu,+2,d9,N,1-1,0.7000,0.8100,-0.0969,-0.0410,0.1100,True,832067625310
SAXBAX,Fe,+2,d6,,,5.6900,6.1400,0.7627,0.7952,0.4500,True,692095485545
SAXBEC,V,,,,,5.6200,5.8600,0.7574,0.7752,0.2400,True,200733219127
SAXBEC01,V,,,,,5.1000,5.6800,0.7160,0.7619,0.5800,True,200733219127
SAXCIG,Fe,+2,d6,,,4.7200,6.3100,0.6830,0.8069,1.5900,False,912030875462
SAXSER,Cu,+2,d9,"N,O",1-1-1-1,0.1500,0.7700,-0.6021,-0.0605,0.6200,True,920063702229
SAXVUI,Cu,+2,d9,,,4.0600,6.2200,0.6191,0.8007,2.1600,False,212550594743
SAXZEW,V,,,,,3.5900,6.7100,0.5670,0.8331,3.1200,False,260881352498
SAYCUQ,Cu,+2,d9,"N,O",2-2,5.0900,6.4200,0.7152,0.8142,1.3300,False,669165845303
SAYKOU,Re,,,"N,P",1-1,0.3100,0.6700,-0.3872,-0.1135,0.3600,True,770639521739
SAYNEL01,Cu,+2,d9,,,5.2500,5.8800,0.7284,0.7767,0.6300,True,539743313309
SAYQEO,Cu,+2,d9,N,1-1,0.5700,4.4000,-0.1739,0.6532,3.8300,False,227150465597
SAYXAR,Ta,,,O,1-1,0.2600,5.7900,-0.4437,0.7701,5.5300,False,214630999986
SAYXAR10,Ta,,,O,1-1,0.2600,5.7900,-0.4437,0.7701,5.5300,False,214630999986
SAZGEI,Co,+3,d6,"O,P",1-1,11.3300,14.8200,1.0580,1.1738,3.4900,False,609318752188
SAZKOW,Fe,+2,d6,,,0.8600,6.2000,-0.0177,0.7993,5.3400,False,96448156453
SEBCUB,Cu,+2,d9,N,1-1,5.0900,5.6800,0.7152,0.7619,0.5900,True,775611757522
SEBCUX,Mo,,,,,0.2500,1.5800,-0.4559,0.2253,1.3300,False,824994589605
SEBDOT,Rh,+3,d6,N,4,0.2300,0.6400,-0.4815,-0.1308,0.4100,True,757488501493
SEBLUH,Sc,,,,,4.7200,5.3400,0.6830,0.7356,0.6200,True,63518130018
SEBRAU,Ru,+2,d6,"Cl,P",1-1,5.8300,6.6700,0.7731,0.8306,0.8400,True,135431700675
SEBREY,Ru,+2,d6,P,2,0.2700,1.2400,-0.4318,0.1271,0.9700,True,162151303729
SEBZOR,Fe,+2,d6,P,2,0.6500,1.3200,-0.1249,0.1523,0.6700,True,168531761419
SEBZUX,Fe,+2,d6,P,2,0.7000,5.2800,-0.0969,0.7308,4.5800,False,953896418226
SECQIB,Mo,,,,,4.9600,5.2200,0.7042,0.7259,0.2600,True,900372406255
SEDWAD,Ir,,,O,1-1,0.5900,0.8500,-0.1612,-0.0223,0.2600,True,905001726874
SEFBAK,Co,+2,d7,,,0.8800,6.1000,-0.0088,0.7924,5.2200,False,610051614327
SEFHIY,Cu,+2,d9,"N,O",1-1,8.0800,16.0400,0.9128,1.2079,7.9600,False,769017021676
SEHWUB,Cu,+2,d9,N,2,8.9600,15.1500,0.9571,1.1833,6.1900,False,967596915591
SEJFAP,Cu,+2,d9,N,4,0.3300,0.8200,-0.3665,-0.0362,0.4900,True,444957423903
SEJKAV,Ru,+2,d6,"C,Cl,P",1-1-1-1,5.2600,5.7100,0.7292,0.7642,0.4500,True,927591042166
SEJLOI,Cu,+2,d9,N,1-1-1-1,5.0900,5.9000,0.7152,0.7782,0.8100,True,284918045645
SEJQEG,Co,+2,d7,,,0.5300,5.0200,-0.2007,0.7093,4.4900,False,890036164067
SEJTIO,Cu,+2,d9,N,1-1,0.3300,0.9000,-0.3665,0.0000,0.5700,True,455003962824
SEJXOY,Fe,+2,d6,P,2-2,5.2100,5.4300,0.7251,0.7427,0.2200,True,572674850114
SEKCIU,Re,,,,,8.6500,18.2300,0.9420,1.2632,9.5800,False,392180168320
SEKHEX,Cr,,,C,1-1-1-1,5.6000,5.9100,0.7559,0.7789,0.3100,True,402606621283
SEKHOH,W,,,C,1-1-1-1,0.0800,1.3000,-0.7447,0.1461,1.2200,False,155802333842
SEKPAD,Cr,,,N,1-1,4.6100,6.1900,0.6730,0.7987,1.5800,False,4830645902
SEKPIK,Ir,,,"Cl,P",1-1-1-1,0.1300,0.8300,-0.6383,-0.0315,0.7000,True,900741978357
SEKRIL,Sc,,,,,4.7800,5.9000,0.6884,0.7782,1.1200,False,934897880236
SEKWAJ,Ru,+2,d6,"C,N,P",3-1,5.0100,6.1600,0.7084,0.7966,1.1500,False,166839179494
SEKXIS,Cu,+2,d9,,,10.1600,8.8600,1.0111,0.9523,1.3000,False,415611519526
SELBUI,Cu,+2,d9,,,9.7000,13.8900,0.9912,1.1458,4.1900,False,808213047377
SELPUX,Cd,,,,,5.6100,7.3300,0.7566,0.8710,1.7200,False,494421651146
SELQIJ,Fe,+2,d6,,,2.6000,5.2500,0.4314,0.7284,2.6500,False,246914178920
SELSEI,Fe,+2,d6,,,0.5000,5.1600,-0.2218,0.7210,4.6600,False,755645734518
SELSIM,Fe,+2,d6,,,0.5400,1.5100,-0.1938,0.2068,0.9700,True,747527812212
SEMMAB,Sc,,,"N,O",1-1,6.2500,8.9900,0.8028,0.9586,2.7400,False,384594093538
SEMRIO,Mn,,,,,5.4800,6.5700,0.7466,0.8241,1.0900,False,618994968
SEMROU,Co,+2,d7,,,0.7500,1.2900,-0.0706,0.1430,0.5400,True,86539226469
SEMYOB,Cu,+2,d9,"N,O",2-2,10.6900,8.7900,1.0330,0.9489,1.9000,False,613019810441
SEMZIV,Ru,+2,d6,,,6.0200,11.2500,0.7868,1.0550,5.2300,False,676714654530
SEMZOB,Ru,+2,d6,,,5.6500,5.8800,0.7597,0.7767,0.2300,True,819886299241
SEMZUH,Ru,+2,d6,,,5.5500,5.7800,0.7520,0.7694,0.2300,True,731257426315
SENBES,Cu,+2,d9,"N,O",3-1,4.7600,6.4300,0.6866,0.8149,1.6700,False,558755592370
SENCEU,Ni,+2,d8,N,1-1,0.9000,2.4300,0.0000,0.4031,1.5300,False,26859397470
SENDEU,Cu,+2,d9,,,3.8700,7.3900,0.5988,0.8745,3.5200,False,134309237534
SENDIB,Co,+2,d7,,,5.4900,6.6400,0.7474,0.8287,1.1500,False,165174866403
SENDOH,Mn,,,,,3.4600,6.5200,0.5514,0.8209,3.0600,False,249467112827
SENFAV,Cu,+2,d9,,,5.4900,10.9100,0.7474,1.0418,5.4200,False,450958781687
SENSOX,Cu,+2,d9,"N,O",2-2,4.5400,6.3000,0.6665,0.8062,1.7600,False,764451819467
SEPKEF,Ir,,,"C,O",1-1,5.9300,6.5900,0.7803,0.8254,0.6600,True,610195975233
SEPKIJ,Ir,,,"C,O",1-1,8.9900,8.2600,0.9586,0.9222,0.7300,True,195640852521
SEPLEG,Ir,,,,,9.3300,9.6300,0.9745,0.9881,0.3000,True,523827887243
SEPLIK,Ir,,,,,12.1100,12.7000,1.0867,1.1072,0.5900,True,42780794511
SEPLOQ,Ir,,,"C,O",1-1,6.6500,6.7000,0.8293,0.8325,0.0500,True,655991965599
SEPLUW,Ir,,,C,1-1,6.2400,6.4500,0.8021,0.8162,0.2100,True,211021831742
SEPXAP,Hf,,,,,1.1900,5.3300,0.1106,0.7348,4.1400,False,364091592138
SEPXET,Hf,,,,,5.3800,6.2900,0.7388,0.8055,0.9100,True,122289644047
SEQJII,Zn,+2,d10,,,0.6700,7.4000,-0.1135,0.8751,6.7300,False,766938691030
SEQRIS,Zn,+2,d10,,,0.7400,5.8700,-0.0757,0.7760,5.1300,False,228254698557
SEQWEQ,Cr,,,C,1-1-1-1,0.0400,1.0900,-0.8539,0.0755,1.0500,False,402606621283
SERCIB,Ir,,,"C,P",1-1,0.2800,5.5700,-0.4202,0.7536,5.2900,False,873336558288
SERCOI,Zn,+2,d10,,,0.3000,0.6200,-0.3979,-0.1427,0.3200,True,21340345509
SERPEL,Ag,,,,,2.9400,5.9400,0.4829,0.7810,3.0000,False,760899873817
SERSUD,Rh,+3,d6,"C,P",1-1-1-1,6.0800,6.4800,0.7910,0.8182,0.4000,True,59811772935
SERTAK,Rh,+3,d6,As,1-1,5.8600,7.1300,0.7752,0.8591,1.2700,False,193166565919
SESDIG,Co,+2,d7,N,1-1,0.4300,1.5900,-0.2757,0.2279,1.1600,False,197203403671
SESPIQ,Zn,+2,d10,,,4.2900,5.5300,0.6425,0.7505,1.2400,False,846388787894
SESQIS,Ru,+2,d6,"C,P",1-1,5.9600,6.1000,0.7825,0.7924,0.1400,True,482881910787
SESSAL,Co,+3,d6,N,1-1,6.9000,12.5400,0.8451,1.1017,5.6400,False,112755075017
SESWIZ,V,,,,,4.5900,6.0300,0.6712,0.7875,1.4400,False,679432812694
SESZOF,Tc,,,,,0.3500,0.6700,-0.3468,-0.1135,0.3200,True,5695636007
SETCEZ,Cu,+2,d9,,,0.6300,0.7200,-0.1367,-0.0862,0.0900,True,697559241096
SETCEZ01,Cu,+2,d9,,,0.6400,0.7100,-0.1308,-0.0915,0.0700,True,697559241096
SETMOU,Cu,+2,d9,N,1-1,5.1400,6.0300,0.7193,0.7875,0.8900,True,477549085217
SETMOU01,Cu,+2,d9,N,1-1,0.3900,0.9200,-0.3098,0.0086,0.5300,True,477549085217
SETPAL,Co,+2,d7,"N,O",2,0.1000,5.3700,-0.6990,0.7380,5.2700,False,960023112399
SETVOE,Zn,+2,d10,,,0.5600,0.7500,-0.1805,-0.0706,0.1900,True,908074057024
SETXAR,V,,,,,4.7300,6.0700,0.6839,0.7903,1.3400,False,591128447209
SEVXAT,Mn,,,N,2,4.9100,5.8900,0.6998,0.7774,0.9800,True,743945849777
SEWFUZ,V,,,,,4.5000,5.5600,0.6628,0.7528,1.0600,False,640276016536
SEWGAG,V,,,,,4.5700,5.5900,0.6693,0.7551,1.0200,False,850104790027
SEWPAP,V,,,,,0.3400,4.5500,-0.3565,0.6675,4.2100,False,914794220099
SEWPIX,V,,,,,4.1500,5.4800,0.6284,0.7466,1.3300,False,59651063160
SEYFIN,Ru,+2,d6,"Cl,N,P",2-1-1,4.8900,5.1300,0.6981,0.7185,0.2400,True,430446645212
SEYHAH,Ru,+2,d6,"C,N,P",1-1-1-1,5.2600,6.1700,0.7292,0.7973,0.9100,True,629481218919
SEYNEQ,Cu,+2,d9,N,2,4.7000,5.3500,0.6812,0.7364,0.6500,True,936344015183
SEYREV,Co,+2,d7,,,2.2100,5.3300,0.3636,0.7348,3.1200,False,702553112008
SEZGEK,Re,,,,,5.0800,5.8100,0.7143,0.7716,0.7300,True,50332203182
SEZTUM,Cr,,,N,1-1-1-1,4.8700,5.8000,0.6964,0.7709,0.9300,True,100406464094
SEZTUN,Cu,+2,d9,"Cl,N",1-1,0.2600,1.2100,-0.4437,0.1173,0.9500,True,864278224541
SEZWED,Re,,,,,4.5900,5.4200,0.6712,0.7419,0.8300,True,65322547489
SEZZUT,Cu,+2,d9,"N,O",1-1,0.3200,6.1400,-0.3768,0.7952,5.8200,False,132769499133
SIBGES,Cu,+2,d9,N,1-1-1-1,4.5500,6.1600,0.6675,0.7966,1.6100,False,586543492458
SIBMEW,Zn,+2,d10,N,1-1,0.5800,6.2100,-0.1675,0.8000,5.6300,False,392649170987
SIBWOP,Ru,+2,d6,N,4,5.2500,5.7300,0.7284,0.7657,0.4800,True,706473250453
SICLAT,Os,,,P,1-1,0.5200,1.4600,-0.2076,0.1931,0.9400,True,395399788907
SIDDEO10,Ni,+2,d8,"Cl,N",1-1,0.2300,3.4300,-0.4815,0.5478,3.2000,False,963970043294
SIDDIT,Ir,,,"O,P,S",2-1-1,0.2800,1.7500,-0.4202,0.2672,1.4700,False,457185673944
SIDDUE10,Ni,+2,d8,"C,N",1-1,0.2700,3.6100,-0.4318,0.5694,3.3400,False,645531445330
SIDHET,Zn,+2,d10,,,4.8100,6.6100,0.6911,0.8267,1.8000,False,908955899874
SIDTII,Tc,,,,,0.6700,0.7400,-0.1135,-0.0757,0.0700,True,498052549453
SIFGOF,Hf,,,,,0.9100,4.8900,0.0043,0.6981,3.9800,False,62886346232
SIFGUL,Zr,,,,,1.0100,6.8600,0.0453,0.8426,5.8500,False,939499815423
SIFJIC,Fe,+2,d6,C,1-1,0.1100,1.0200,-0.6778,0.0492,0.9100,True,891993531602
SIFWEN,V,,,,,6.1200,6.3900,0.7938,0.8122,0.2700,True,646031372980
SIGDAP,Ru,+2,d6,"C,N",1-1,4.8900,5.8200,0.6981,0.7723,0.9300,True,708943500581
SIGDUH,Zr,,,,,0.6900,5.0200,-0.1024,0.7093,4.3300,False,876499100958
SIGGEX,Cu,+2,d9,,,5.1100,5.8600,0.7168,0.7752,0.7500,True,792238201190
SIGGIB,Cu,+2,d9,,,5.1100,6.2500,0.7168,0.8028,1.1400,False,762649982953
SIGKAU,W,,,,,3.4200,4.0100,0.5465,0.6138,0.5900,True,897614371089
SIGKIE,Hf,,,C,1-1,7.0100,2.9100,0.8519,0.4786,4.1000,False,24108553300
SIGLUP,Zn,+2,d10,N,1-1,0.3400,6.1100,-0.3565,0.7931,5.7700,False,205565161389
SIGLUP01,Zn,+2,d10,N,1-1,0.3300,5.9400,-0.3665,0.7810,5.6100,False,750345100836
SIGMIG,Ti,,,,,6.4400,12.3400,0.8156,1.0948,5.9000,False,287632967469
SIGQIL,Cu,+2,d9,N,1-1,0.8900,2.0000,-0.0044,0.3222,1.1100,False,365554203458
SIGQOR,Cu,+2,d9,N,1-1,6.4500,6.8500,0.8162,0.8420,0.4000,True,497253968077
SIGQOS,Cu,+2,d9,"Cl,N",1-1,0.7500,6.8300,-0.0706,0.8407,6.0800,False,301938252760
SIGSOS,Ru,+2,d6,,,6.1400,6.1700,0.7952,0.7973,0.0300,True,413463966253
SIGTAG,Ru,+2,d6,"C,N,P",2-1-1,6.8300,7.3400,0.8407,0.8716,0.5100,True,704520379173
SIHCIX,Re,,,P,1-1,1.2600,5.5700,0.1335,0.7536,4.3100,False,486036229442
SIHFAT,Zn,+2,d10,N,1-1,0.3400,5.7700,-0.3565,0.7686,5.4300,False,214415997863
SIHLIG,Ru,+2,d6,"C,N",1-1,5.0500,6.3600,0.7118,0.8102,1.3100,False,290231559632
SIHLOM,Ru,+2,d6,"C,N,P",3-1,0.6100,0.9000,-0.1487,0.0000,0.2900,True,861593338688
SIHLUS,Ru,+2,d6,"C,N,P",3-1,0.8000,6.1300,-0.0458,0.7945,5.3300,False,668419965493
SIHMAZ,Zr,,,,,0.6500,2.5300,-0.1249,0.4200,1.8800,False,714349801685
SIHMED,Hf,,,,,0.6100,6.1700,-0.1487,0.7973,5.5600,False,592748925105
SIHMUT,Hf,,,"I,N",1-1,1.1100,1.6400,0.0828,0.2405,0.5300,True,219927238870
SIHPUX,Ru,+2,d6,"C,N",1-1,0.7400,0.8500,-0.0757,-0.0223,0.1100,True,592206234997
SIHTOT,Cr,,,C,1-1-1-1,5.7000,5.9500,0.7634,0.7818,0.2500,True,402606621283
SIJFAT,Cu,+2,d9,N,1-1,0.5000,5.4100,-0.2218,0.7412,4.9100,False,406991875966
SIJJIE,Cu,+2,d9,N,1-1,4.3700,5.4600,0.6503,0.7451,1.0900,False,406991875966
SIJJUT,W,,,C,1-1,0.3000,1.8300,-0.3979,0.2856,1.5300,False,155802333842
SIJKAA,Cr,,,C,1-1,4.8600,5.3700,0.6955,0.7380,0.5100,True,402606621283
SIJQAD,Ru,+2,d6,"C,N,P",1-1-1-1,5.4400,5.8300,0.7435,0.7731,0.3900,True,104790283288
SIKBIA,Ru,+2,d6,"C,N,P",1-1-1-1,6.3600,6.3600,0.8102,0.8102,0.0000,True,938655650482
SIKSEO,Mn,,,O,2,3.6200,4.3600,0.5705,0.6493,0.7400,True,618653344169
SIKVAL,Ti,,,N,1-1,0.4000,5.1900,-0.3010,0.7235,4.7900,False,497511444823
SILGEC,Cu,+2,d9,N,1-1,5.5800,9.4300,0.7543,0.9791,3.8500,False,936896815472
SILGEC01,Cu,+2,d9,N,1-1,5.5800,9.4200,0.7543,0.9786,3.8400,False,936896815472
SILKUT,Fe,+2,d6,,,4.8500,5.6700,0.6946,0.7612,0.8200,True,929378598182
SILLUV,Cu,+2,d9,N,1-1,3.1000,3.9400,0.5051,0.6064,0.8400,True,136537670462
SILTEO,Os,,,"C,Cl",1-1,0.4400,0.8300,-0.2676,-0.0315,0.3900,True,573836186221
SILVEQ,Mo,,,P,1-1,0.5600,3.5300,-0.1805,0.5599,2.9700,False,371163584449
SILVIT,Cu,+2,d9,"N,O",3-1,9.9100,8.8500,1.0004,0.9518,1.0600,False,627986365580
SILWUF,W,,,,,5.2500,6.6400,0.7284,0.8287,1.3900,False,188932117497
SILXIV,Zn,+2,d10,,,0.6600,6.6600,-0.1192,0.8299,6.0000,False,532606554622
SIMHAB,Cu,+2,d9,,,12.7100,12.1000,1.1075,1.0864,0.6100,True,163387789520
SIMHAZ,Ru,+2,d6,"N,P",1-1,5.4400,5.6400,0.7435,0.7589,0.2000,True,276807735865
SIMHUT,Zr,,,N,1-1,0.4200,0.7800,-0.2840,-0.0555,0.3600,True,17612612378
SIMJEF,Zr,,,"N,S",1-1,0.9800,1.3500,0.0334,0.1614,0.3700,True,397158989577
SIMJIJ,Zr,,,"I,N",1-1,1.6900,6.6200,0.2529,0.8274,4.9300,False,351992082715
SIMNAD,Nb,,,,,0.2500,1.1900,-0.4559,0.1106,0.9400,True,88280478536
SIMNAD10,Nb,,,,,0.2500,1.1900,-0.4559,0.1106,0.9400,True,88280478536
SIMWAO,Y,,,,,6.4200,7.5000,0.8142,0.8808,1.0800,False,449832804338
SINDIC,Mn,,,O,1-1,4.9300,5.8000,0.7016,0.7709,0.8700,True,962335371365
SINFEC,Ru,+2,d6,"C,Cl,P",1-1-1-1,6.1200,6.1400,0.7938,0.7952,0.0200,True,740542142535
SINFIG,Ru,+2,d6,"C,Cl,P",1-1-1-1,0.5400,1.6200,-0.1938,0.2355,1.0800,False,241755566650
SINLUZ,Cu,+2,d9,N,2,4.2500,4.9200,0.6385,0.7007,0.6700,True,333655105063
SINMEK,Fe,+2,d6,N,1-1,0.1700,5.6400,-0.5686,0.7589,5.4700,False,867296046399
SINMIO,Co,+2,d7,N,1-1,0.1900,5.6100,-0.5376,0.7566,5.4200,False,570813009434
SINVOB,Cu,+2,d9,"N,O",1-1-1-1,0.2000,0.8900,-0.5229,-0.0044,0.6900,True,855472144015
SINXOF,Co,+2,d7,,,1.1700,1.7100,0.1038,0.2577,0.5400,True,184493411193
SIPGUT,Co,+2,d7,"O,P",1-1,0.3200,5.9700,-0.3768,0.7832,5.6500,False,96380355815
SIPQUD,Pt,+2,d8,"Br,C,P",1-1-1-1,0.4200,1.8500,-0.2840,0.2900,1.4300,False,124645095522
SIPXAQ,Cu,+2,d9,"Cl,N",1-1,0.8100,0.9400,-0.0410,0.0170,0.1300,True,758567236110
SIQBAX,Cd,,,,,1.9400,4.0100,0.3096,0.6138,2.0700,False,397424557878
SIQHUW,Fe,+2,d6,,,3.3600,6.6800,0.5391,0.8312,3.3200,False,301190284761
SIQLEK,Os,,,,,6.0800,6.1900,0.7910,0.7987,0.1100,True,71761918708
SIQLIO,Ru,+2,d6,"C,Cl,P",1-1-1-1,5.9600,6.0400,0.7825,0.7882,0.0800,True,506756159113
SIQPUG,Co,+3,d6,C,2,7.9500,7.9100,0.9058,0.9036,0.0400,True,726007989882
SIQTUJ,Zn,+2,d10,,,4.6200,6.0800,0.6739,0.7910,1.4600,False,54276767730
SIQVAT,Cu,+2,d9,,,0.8400,6.6400,-0.0269,0.8287,5.8000,False,292821421910
SIQVIB,Cu,+2,d9,,,0.8900,3.2700,-0.0044,0.5276,2.3800,False,725861102163
SIQXUL,Ru,+2,d6,Cl,1-1,6.1900,6.3500,0.7987,0.8096,0.1600,True,654729546501
SIQZOH,Mn,,,,,0.8000,5.5600,-0.0458,0.7528,4.7600,False,13750307535
SIQZUN,Mn,,,N,2,0.3300,0.9400,-0.3665,0.0170,0.6100,True,831427150122
SIRFIJ,Cu,+2,d9,"N,O",3-1,5.5500,6.0900,0.7520,0.7917,0.5400,True,556232618393
SIRGIJ,Cu,+2,d9,N,2,0.4500,3.5600,-0.2596,0.5635,3.1100,False,589038818979
SIRGOP,Cu,+2,d9,N,2,0.6100,6.1400,-0.1487,0.7952,5.5300,False,687166891958
SIRHAE,Cu,+2,d9,N,1-1,6.4600,9.3500,0.8169,0.9754,2.8900,False,983484895573
SIRKOV,Cu,+2,d9,"N,O",2-1-1,4.5500,6.4500,0.6675,0.8162,1.9000,False,212584299010
