subtask,method,pool_id,n_candidates,n_positives,n_negatives,top1_correct,top1_score,top5_has_correct
B_same_metal,coordrep_full,MOF_ADAFAN01,45,22,13,True,1.0,True
B_same_metal,coordrep_full,MOF_ADALID,10,1,9,True,0.485,True
B_same_metal,coordrep_full,MOF_ADAMIC,148,46,50,True,0.6417,True
B_same_metal,coordrep_full,MOF_ADAQEB,148,37,43,True,0.6208,True
B_same_metal,coordrep_full,MOF_ADAQEB01,148,37,43,True,0.6208,True
B_same_metal,coordrep_full,MOF_ADAWOS,25,6,5,True,1.0,True
B_same_metal,coordrep_full,MOF_ADAXIP,148,55,50,True,1.0,True
B_same_metal,coordrep_full,MOF_ADECAQ,45,19,15,True,0.8714,True
B_same_metal,coordrep_full,MOF_ADEFAS,148,51,56,True,1.0,True
B_same_metal,coordrep_full,MOF_ADEFEW,148,51,56,True,1.0,True
B_same_metal,coordrep_full,MOF_ADEFOG,148,51,56,True,1.0,True
B_same_metal,coordrep_full,MOF_ADEGEY,17,3,8,True,0.875,True
B_same_metal,coordrep_full,MOF_ADEGOG,45,20,12,True,0.6208,True
B_same_metal,coordrep_full,MOF_ADEJEA,23,9,10,True,0.6964,True
B_same_metal,donor_baseline,MOF_ABAMIC,10,3,3,False,0.5385,True
B_same_metal,donor_baseline,MOF_ABAVOP,35,1,15,False,0.5926,False
B_same_metal,donor_baseline,MOF_ABAVUV,64,14,9,True,0.5667,True
B_same_metal,donor_baseline,MOF_ABAXIN,45,19,15,True,0.9394,True
B_same_metal,donor_baseline,MOF_ABAXOT,45,19,13,False,0.6667,True
B_same_metal,donor_baseline,MOF_ABAXUZ,45,21,14,True,1.0,True
B_same_metal,donor_baseline,MOF_ABAYAE,23,9,10,True,0.5952,True
B_same_metal,donor_baseline,MOF_ABAYAG,45,21,14,True,1.0,True
B_same_metal,donor_baseline,MOF_ABAZAF,45,22,12,True,1.0,True
B_same_metal,donor_baseline,MOF_ABAZEJ,45,1,18,False,0.5417,True
B_same_metal,donor_baseline,MOF_ABEDET01,64,14,9,True,0.5667,True
B_same_metal,donor_baseline,MOF_ABEMUR,25,6,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ABETEJ,148,30,60,True,1.0,True
B_same_metal,donor_baseline,MOF_ABEWEN,35,1,16,True,0.9487,True
B_same_metal,donor_baseline,MOF_ABIFEX,32,8,8,False,0.5667,True
B_same_metal,donor_baseline,MOF_ABIQAE,17,2,9,True,0.5556,True
B_same_metal,donor_baseline,MOF_ABIRAF,25,6,5,True,0.6667,True
B_same_metal,donor_baseline,MOF_ABIREJ,25,6,5,True,0.6667,True
B_same_metal,donor_baseline,MOF_ABIRIN,25,6,5,True,0.6667,True
B_same_metal,donor_baseline,MOF_ABIVEO,64,2,10,True,0.5185,True
B_same_metal,donor_baseline,MOF_ABIWEN,30,6,15,False,0.6667,True
B_same_metal,donor_baseline,MOF_ABIWOY,148,2,97,True,0.6296,True
B_same_metal,donor_baseline,MOF_ABIXIU,148,55,50,True,1.0,True
B_same_metal,donor_baseline,MOF_ABIYUJ,45,24,12,True,1.0,True
B_same_metal,donor_baseline,MOF_ABOBIC,62,9,25,False,0.5667,True
B_same_metal,donor_baseline,MOF_ABOBUQ,25,4,5,True,0.5833,True
B_same_metal,donor_baseline,MOF_ABOCUP,148,55,50,True,0.9444,True
B_same_metal,donor_baseline,MOF_ABOKAD,25,4,5,True,0.5833,True
B_same_metal,donor_baseline,MOF_ABOSET,148,37,50,False,0.6667,True
B_same_metal,donor_baseline,MOF_ABOSIX,148,16,93,True,1.0,True
B_same_metal,donor_baseline,MOF_ABOSOC,23,2,11,True,0.5439,True
B_same_metal,donor_baseline,MOF_ABOSUJ,148,1,87,False,0.9722,False
B_same_metal,donor_baseline,MOF_ABOTUG,35,1,15,False,0.5926,False
B_same_metal,donor_baseline,MOF_ABOTUG01,64,19,9,True,1.0,True
B_same_metal,donor_baseline,MOF_ABOTUG02,35,1,9,False,0.6296,False
B_same_metal,donor_baseline,MOF_ABOTUG03,64,1,45,False,0.9444,False
B_same_metal,donor_baseline,MOF_ABOWIA,148,47,55,True,1.0,True
B_same_metal,donor_baseline,MOF_ABUFOU,32,9,8,True,0.5667,True
B_same_metal,donor_baseline,MOF_ABUFUA,75,5,30,True,0.625,True
B_same_metal,donor_baseline,MOF_ABUHAJ,11,4,1,True,0.6267,True
B_same_metal,donor_baseline,MOF_ABULUG,17,5,7,True,1.0,True
B_same_metal,donor_baseline,MOF_ABUQEU,18,1,5,False,0.5667,True
B_same_metal,donor_baseline,MOF_ABZCUH,17,3,7,False,0.5833,True
B_same_metal,donor_baseline,MOF_ABZCUH01,17,3,7,False,0.5833,True
B_same_metal,donor_baseline,MOF_ABZCUH02,17,3,7,False,0.5833,True
B_same_metal,donor_baseline,MOF_ABZCUH03,17,3,7,False,0.5833,True
B_same_metal,donor_baseline,MOF_ACABEM,23,10,10,True,0.6,True
B_same_metal,donor_baseline,MOF_ACAGEQ,62,15,24,True,0.625,True
B_same_metal,donor_baseline,MOF_ACAGOB,17,2,8,False,0.5417,True
B_same_metal,donor_baseline,MOF_ACAJEU,148,47,55,True,0.6667,True
B_same_metal,donor_baseline,MOF_ACAJIY,11,1,9,False,0.5111,True
B_same_metal,donor_baseline,MOF_ACAJOG,23,9,10,True,0.9583,True
B_same_metal,donor_baseline,MOF_ACAKEX,148,49,51,True,0.9444,True
B_same_metal,donor_baseline,MOF_ACAKUO,17,1,15,True,0.5714,True
B_same_metal,donor_baseline,MOF_ACALID,17,4,7,True,0.9167,True
B_same_metal,donor_baseline,MOF_ACAQII,17,4,7,True,0.9167,True
B_same_metal,donor_baseline,MOF_ACASUT,30,2,18,True,0.6667,True
B_same_metal,donor_baseline,MOF_ACATIJ,25,8,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACAVOT,11,2,4,True,0.619,True
B_same_metal,donor_baseline,MOF_ACBACU,148,56,52,False,0.9333,False
B_same_metal,donor_baseline,MOF_ACEBOA,17,5,9,True,0.5278,True
B_same_metal,donor_baseline,MOF_ACEDUJ,148,26,60,True,1.0,True
B_same_metal,donor_baseline,MOF_ACEKEZ,32,1,19,False,0.6364,True
B_same_metal,donor_baseline,MOF_ACEKOK,17,5,7,True,1.0,True
B_same_metal,donor_baseline,MOF_ACELIF,62,15,18,True,1.0,True
B_same_metal,donor_baseline,MOF_ACEMAA,23,2,9,True,0.5417,True
B_same_metal,donor_baseline,MOF_ACEMEE,23,2,9,True,0.5833,True
B_same_metal,donor_baseline,MOF_ACEMII,148,26,60,True,0.6389,True
B_same_metal,donor_baseline,MOF_ACEPAD,62,6,42,True,1.0,True
B_same_metal,donor_baseline,MOF_ACEPIH,148,26,60,True,1.0,True
B_same_metal,donor_baseline,MOF_ACESAG,17,5,7,True,1.0,True
B_same_metal,donor_baseline,MOF_ACETIP,25,7,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACETOV,25,7,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACEVIR,25,7,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACEVOX,25,8,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACEWAJ,45,2,20,False,0.8611,False
B_same_metal,donor_baseline,MOF_ACEWEN,45,1,20,False,0.8611,False
B_same_metal,donor_baseline,MOF_ACEWIR,45,2,20,False,0.8611,False
B_same_metal,donor_baseline,MOF_ACICOF,45,20,12,True,0.625,True
B_same_metal,donor_baseline,MOF_ACIDAT,148,25,50,False,0.6667,True
B_same_metal,donor_baseline,MOF_ACIJAX,148,49,49,True,1.0,True
B_same_metal,donor_baseline,MOF_ACIJEB,62,15,24,True,0.625,True
B_same_metal,donor_baseline,MOF_ACIQIN,32,16,7,False,0.9722,True
B_same_metal,donor_baseline,MOF_ACIRIP,17,4,9,True,0.6,True
B_same_metal,donor_baseline,MOF_ACIROV,25,8,5,True,0.6111,True
B_same_metal,donor_baseline,MOF_ACISAK,17,3,8,True,1.0,True
B_same_metal,donor_baseline,MOF_ACISEM,148,28,53,True,1.0,True
B_same_metal,donor_baseline,MOF_ACISIQ,148,7,60,True,0.5417,True
B_same_metal,donor_baseline,MOF_ACISOW,45,9,14,False,0.9167,True
B_same_metal,donor_baseline,MOF_ACITAK,148,3,59,True,0.8333,True
B_same_metal,donor_baseline,MOF_ACITOV,30,6,11,True,1.0,True
B_same_metal,donor_baseline,MOF_ACIYER,37,6,17,True,0.8889,True
B_same_metal,donor_baseline,MOF_ACIYER01,37,6,17,True,0.8889,True
B_same_metal,donor_baseline,MOF_ACIYER02,37,6,17,True,0.8889,True
B_same_metal,donor_baseline,MOF_ACIYER07,37,6,17,True,0.8889,True
B_same_metal,donor_baseline,MOF_ACIYIV,37,6,17,True,0.8889,True
B_same_metal,donor_baseline,MOF_ACMCRU,25,7,6,False,0.6667,True
B_same_metal,donor_baseline,MOF_ACMCRU01,25,7,6,False,0.6667,True
B_same_metal,donor_baseline,MOF_ACMONA,22,4,9,True,1.0,True
B_same_metal,donor_baseline,MOF_ACNBPC,62,12,26,True,0.6,True
B_same_metal,donor_baseline,MOF_ACOHUW,32,2,7,True,0.5667,True
B_same_metal,donor_baseline,MOF_ACOHUW01,32,2,7,False,0.5667,True
B_same_metal,donor_baseline,MOF_ACOHUW02,32,2,7,False,0.5667,True
B_same_metal,donor_baseline,MOF_ACOHUW03,32,2,7,False,0.5667,True
B_same_metal,donor_baseline,MOF_ACOLAG,75,4,29,False,0.6,True
B_same_metal,donor_baseline,MOF_ACOMEL,75,1,30,True,0.4545,True
B_same_metal,donor_baseline,MOF_ACORUJ,17,3,9,True,0.5476,True
B_same_metal,donor_baseline,MOF_ACOYEY,45,1,18,False,0.5417,True
B_same_metal,donor_baseline,MOF_ACPCRB,25,12,7,True,1.0,True
B_same_metal,donor_baseline,MOF_ACPCRB01,25,12,7,True,1.0,True
B_same_metal,donor_baseline,MOF_ACUCEG,45,1,18,False,0.5417,True
B_same_metal,donor_baseline,MOF_ACUCIK,45,1,18,False,0.5417,True
B_same_metal,donor_baseline,MOF_ACUDAD,25,7,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACUDEJ,148,43,44,False,0.625,False
B_same_metal,donor_baseline,MOF_ACUFAH,25,12,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACUFOV,45,19,14,False,0.625,True
B_same_metal,donor_baseline,MOF_ACUFUR,148,26,60,True,1.0,True
B_same_metal,donor_baseline,MOF_ACUFUR01,148,26,60,True,1.0,True
B_same_metal,donor_baseline,MOF_ACUHEO,18,3,14,True,0.6667,True
B_same_metal,donor_baseline,MOF_ACUQEX,33,3,12,True,0.8667,True
B_same_metal,donor_baseline,MOF_ACUQUK,25,4,5,True,0.5833,True
B_same_metal,donor_baseline,MOF_ACUQUK01,25,4,5,True,0.5833,True
B_same_metal,donor_baseline,MOF_ACUQUO,32,9,8,False,0.8571,True
B_same_metal,donor_baseline,MOF_ACURAR,25,8,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACUREV,25,6,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ACUWIE,148,34,51,False,0.5333,True
B_same_metal,donor_baseline,MOF_ACUWON,11,1,7,False,0.9286,True
B_same_metal,donor_baseline,MOF_ACYLAG,25,2,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ADAFAN,45,22,13,True,1.0,True
B_same_metal,donor_baseline,MOF_ADAFAN01,45,22,13,True,1.0,True
B_same_metal,donor_baseline,MOF_ADALID,10,1,9,False,0.7917,True
B_same_metal,donor_baseline,MOF_ADAMIC,148,46,50,False,0.6667,True
B_same_metal,donor_baseline,MOF_ADAQEB,148,37,43,False,0.625,True
B_same_metal,donor_baseline,MOF_ADAQEB01,148,37,43,False,0.625,True
B_same_metal,donor_baseline,MOF_ADAWOS,25,6,5,True,1.0,True
B_same_metal,donor_baseline,MOF_ADAXIP,148,55,50,True,1.0,True
B_same_metal,donor_baseline,MOF_ADECAQ,45,19,15,True,0.9048,True
B_same_metal,donor_baseline,MOF_ADEFAS,148,51,56,True,1.0,True
B_same_metal,donor_baseline,MOF_ADEFEW,148,51,56,True,1.0,True
B_same_metal,donor_baseline,MOF_ADEFOG,148,51,56,True,1.0,True
B_same_metal,donor_baseline,MOF_ADEGEY,17,3,8,True,0.9167,True
B_same_metal,donor_baseline,MOF_ADEGOG,45,20,12,True,0.625,True
B_same_metal,donor_baseline,MOF_ADEJEA,23,9,10,False,0.5952,True
B_same_metal,cshm_only,MOF_ABAMIC,10,3,3,True,1.0,True
B_same_metal,cshm_only,MOF_ABAVOP,35,1,15,False,0.75,False
B_same_metal,cshm_only,MOF_ABAVUV,64,14,9,True,0.5,True
B_same_metal,cshm_only,MOF_ABAXIN,45,19,15,True,1.0,True
B_same_metal,cshm_only,MOF_ABAXOT,45,19,13,False,0.5,True
B_same_metal,cshm_only,MOF_ABAXUZ,45,21,14,True,1.0,True
B_same_metal,cshm_only,MOF_ABAYAE,23,9,10,True,0.6667,True
B_same_metal,cshm_only,MOF_ABAYAG,45,21,14,True,1.0,True
B_same_metal,cshm_only,MOF_ABAZAF,45,22,12,True,1.0,True
B_same_metal,cshm_only,MOF_ABAZEJ,45,1,18,False,0.5,False
B_same_metal,cshm_only,MOF_ABEDET01,64,14,9,False,0.5,True
B_same_metal,cshm_only,MOF_ABEMUR,25,6,5,True,1.0,True
B_same_metal,cshm_only,MOF_ABETEJ,148,30,60,False,1.0,True
B_same_metal,cshm_only,MOF_ABEWEN,35,1,16,False,1.0,True
B_same_metal,cshm_only,MOF_ABIFEX,32,8,8,True,0.5,True
B_same_metal,cshm_only,MOF_ABIQAE,17,2,9,False,1.0,False
B_same_metal,cshm_only,MOF_ABIRAF,25,6,5,False,0.5,True
B_same_metal,cshm_only,MOF_ABIREJ,25,6,5,False,0.5,True
B_same_metal,cshm_only,MOF_ABIRIN,25,6,5,False,0.5,False
B_same_metal,cshm_only,MOF_ABIVEO,64,2,10,False,0.5,False
B_same_metal,cshm_only,MOF_ABIWEN,30,6,15,False,0.5,True
B_same_metal,cshm_only,MOF_ABIWOY,148,2,97,False,1.0,False
B_same_metal,cshm_only,MOF_ABIXIU,148,55,50,True,1.0,True
B_same_metal,cshm_only,MOF_ABIYUJ,45,24,12,False,1.0,True
B_same_metal,cshm_only,MOF_ABOBIC,62,9,25,False,0.5,False
B_same_metal,cshm_only,MOF_ABOBUQ,25,4,5,True,0.5,True
B_same_metal,cshm_only,MOF_ABOCUP,148,55,50,False,1.0,True
B_same_metal,cshm_only,MOF_ABOKAD,25,4,5,False,0.5,True
B_same_metal,cshm_only,MOF_ABOSET,148,37,50,True,0.5,True
B_same_metal,cshm_only,MOF_ABOSIX,148,16,93,False,1.0,True
B_same_metal,cshm_only,MOF_ABOSOC,23,2,11,False,1.0,True
B_same_metal,cshm_only,MOF_ABOSUJ,148,1,87,False,1.0,False
B_same_metal,cshm_only,MOF_ABOTUG,35,1,15,False,0.75,False
B_same_metal,cshm_only,MOF_ABOTUG01,64,19,9,True,1.0,True
B_same_metal,cshm_only,MOF_ABOTUG02,35,1,9,False,0.5,False
B_same_metal,cshm_only,MOF_ABOTUG03,64,1,45,False,1.0,True
B_same_metal,cshm_only,MOF_ABOWIA,148,47,55,False,1.0,True
B_same_metal,cshm_only,MOF_ABUFOU,32,9,8,True,0.5,True
B_same_metal,cshm_only,MOF_ABUFUA,75,5,30,False,0.5,False
B_same_metal,cshm_only,MOF_ABUHAJ,11,4,1,False,0.75,True
B_same_metal,cshm_only,MOF_ABULUG,17,5,7,False,1.0,True
B_same_metal,cshm_only,MOF_ABUQEU,18,1,5,False,0.5,True
B_same_metal,cshm_only,MOF_ABZCUH,17,3,7,False,0.5,False
B_same_metal,cshm_only,MOF_ABZCUH01,17,3,7,False,0.5,False
B_same_metal,cshm_only,MOF_ABZCUH02,17,3,7,False,0.5,False
B_same_metal,cshm_only,MOF_ABZCUH03,17,3,7,False,0.5,False
B_same_metal,cshm_only,MOF_ACABEM,23,10,10,True,0.6667,True
B_same_metal,cshm_only,MOF_ACAGEQ,62,15,24,False,0.5,True
B_same_metal,cshm_only,MOF_ACAGOB,17,2,8,False,1.0,False
B_same_metal,cshm_only,MOF_ACAJEU,148,47,55,False,0.5,True
B_same_metal,cshm_only,MOF_ACAJIY,11,1,9,False,0.6667,False
B_same_metal,cshm_only,MOF_ACAJOG,23,9,10,True,1.0,True
B_same_metal,cshm_only,MOF_ACAKEX,148,49,51,True,1.0,True
B_same_metal,cshm_only,MOF_ACAKUO,17,1,15,True,1.0,True
B_same_metal,cshm_only,MOF_ACALID,17,4,7,False,1.0,True
B_same_metal,cshm_only,MOF_ACAQII,17,4,7,False,1.0,True
B_same_metal,cshm_only,MOF_ACASUT,30,2,18,False,0.75,False
B_same_metal,cshm_only,MOF_ACATIJ,25,8,5,True,1.0,True
B_same_metal,cshm_only,MOF_ACAVOT,11,2,4,False,0.3333,False
B_same_metal,cshm_only,MOF_ACBACU,148,56,52,True,1.0,True
B_same_metal,cshm_only,MOF_ACEBOA,17,5,9,False,1.0,True
B_same_metal,cshm_only,MOF_ACEDUJ,148,26,60,True,1.0,True
B_same_metal,cshm_only,MOF_ACEKEZ,32,1,19,False,0.0,True
B_same_metal,cshm_only,MOF_ACEKOK,17,5,7,True,1.0,True
B_same_metal,cshm_only,MOF_ACELIF,62,15,18,True,1.0,True
B_same_metal,cshm_only,MOF_ACEMAA,23,2,9,True,1.0,True
B_same_metal,cshm_only,MOF_ACEMEE,23,2,9,True,1.0,True
B_same_metal,cshm_only,MOF_ACEMII,148,26,60,False,0.5,True
B_same_metal,cshm_only,MOF_ACEPAD,62,6,42,False,1.0,True
B_same_metal,cshm_only,MOF_ACEPIH,148,26,60,False,1.0,True
B_same_metal,cshm_only,MOF_ACESAG,17,5,7,False,1.0,True
B_same_metal,cshm_only,MOF_ACETIP,25,7,5,False,1.0,True
B_same_metal,cshm_only,MOF_ACETOV,25,7,5,False,1.0,True
B_same_metal,cshm_only,MOF_ACEVIR,25,7,5,True,1.0,True
B_same_metal,cshm_only,MOF_ACEVOX,25,8,5,True,1.0,True
B_same_metal,cshm_only,MOF_ACEWAJ,45,2,20,False,1.0,False
B_same_metal,cshm_only,MOF_ACEWEN,45,1,20,False,1.0,False
B_same_metal,cshm_only,MOF_ACEWIR,45,2,20,False,1.0,False
B_same_metal,cshm_only,MOF_ACICOF,45,20,12,True,0.5,True
B_same_metal,cshm_only,MOF_ACIDAT,148,25,50,False,0.5,False
B_same_metal,cshm_only,MOF_ACIJAX,148,49,49,True,1.0,True
B_same_metal,cshm_only,MOF_ACIJEB,62,15,24,False,0.5,True
B_same_metal,cshm_only,MOF_ACIQIN,32,16,7,True,1.0,True
B_same_metal,cshm_only,MOF_ACIRIP,17,4,9,False,0.0,True
B_same_metal,cshm_only,MOF_ACIROV,25,8,5,False,0.5,True
B_same_metal,cshm_only,MOF_ACISAK,17,3,8,True,1.0,True
B_same_metal,cshm_only,MOF_ACISEM,148,28,53,False,1.0,False
B_same_metal,cshm_only,MOF_ACISIQ,148,7,60,False,0.5,False
B_same_metal,cshm_only,MOF_ACISOW,45,9,14,True,1.0,True
B_same_metal,cshm_only,MOF_ACITAK,148,3,59,False,1.0,True
B_same_metal,cshm_only,MOF_ACITOV,30,6,11,False,1.0,True
B_same_metal,cshm_only,MOF_ACIYER,37,6,17,True,1.0,True
B_same_metal,cshm_only,MOF_ACIYER01,37,6,17,True,1.0,True
B_same_metal,cshm_only,MOF_ACIYER02,37,6,17,False,1.0,True
B_same_metal,cshm_only,MOF_ACIYER07,37,6,17,False,1.0,True
B_same_metal,cshm_only,MOF_ACIYIV,37,6,17,True,1.0,True
B_same_metal,cshm_only,MOF_ACMCRU,25,7,6,False,1.0,True
B_same_metal,cshm_only,MOF_ACMCRU01,25,7,6,False,1.0,True
B_same_metal,cshm_only,MOF_ACMONA,22,4,9,True,1.0,True
B_same_metal,cshm_only,MOF_ACNBPC,62,12,26,True,1.0,True
B_same_metal,cshm_only,MOF_ACOHUW,32,2,7,False,0.5,False
B_same_metal,cshm_only,MOF_ACOHUW01,32,2,7,False,0.5,False
B_same_metal,cshm_only,MOF_ACOHUW02,32,2,7,False,0.5,False
B_same_metal,cshm_only,MOF_ACOHUW03,32,2,7,False,0.5,False
B_same_metal,cshm_only,MOF_ACOLAG,75,4,29,False,0.5,False
B_same_metal,cshm_only,MOF_ACOMEL,75,1,30,False,0.5,False
B_same_metal,cshm_only,MOF_ACORUJ,17,3,9,True,0.5,True
B_same_metal,cshm_only,MOF_ACOYEY,45,1,18,False,0.5,False
B_same_metal,cshm_only,MOF_ACPCRB,25,12,7,True,1.0,True
B_same_metal,cshm_only,MOF_ACPCRB01,25,12,7,True,1.0,True
B_same_metal,cshm_only,MOF_ACUCEG,45,1,18,False,0.5,False
B_same_metal,cshm_only,MOF_ACUCIK,45,1,18,False,0.5,False
B_same_metal,cshm_only,MOF_ACUDAD,25,7,5,True,1.0,True
B_same_metal,cshm_only,MOF_ACUDEJ,148,43,44,False,0.5,False
B_same_metal,cshm_only,MOF_ACUFAH,25,12,5,True,1.0,True
B_same_metal,cshm_only,MOF_ACUFOV,45,19,14,True,0.5,True
B_same_metal,cshm_only,MOF_ACUFUR,148,26,60,True,1.0,True
B_same_metal,cshm_only,MOF_ACUFUR01,148,26,60,False,1.0,True
B_same_metal,cshm_only,MOF_ACUHEO,18,3,14,True,0.6667,True
B_same_metal,cshm_only,MOF_ACUQEX,33,3,12,False,1.0,False
B_same_metal,cshm_only,MOF_ACUQUK,25,4,5,True,0.5,True
B_same_metal,cshm_only,MOF_ACUQUK01,25,4,5,False,0.5,True
B_same_metal,cshm_only,MOF_ACUQUO,32,9,8,False,1.0,True
B_same_metal,cshm_only,MOF_ACURAR,25,8,5,True,1.0,True
B_same_metal,cshm_only,MOF_ACUREV,25,6,5,False,1.0,True
B_same_metal,cshm_only,MOF_ACUWIE,148,34,51,False,0.5,False
B_same_metal,cshm_only,MOF_ACUWON,11,1,7,False,1.0,True
B_same_metal,cshm_only,MOF_ACYLAG,25,2,5,True,1.0,True
B_same_metal,cshm_only,MOF_ADAFAN,45,22,13,True,1.0,True
B_same_metal,cshm_only,MOF_ADAFAN01,45,22,13,True,1.0,True
B_same_metal,cshm_only,MOF_ADALID,10,1,9,False,1.0,True
B_same_metal,cshm_only,MOF_ADAMIC,148,46,50,True,0.5,True
B_same_metal,cshm_only,MOF_ADAQEB,148,37,43,False,0.5,True
B_same_metal,cshm_only,MOF_ADAQEB01,148,37,43,False,0.5,False
B_same_metal,cshm_only,MOF_ADAWOS,25,6,5,False,1.0,True
B_same_metal,cshm_only,MOF_ADAXIP,148,55,50,False,1.0,True
B_same_metal,cshm_only,MOF_ADECAQ,45,19,15,True,1.0,True
B_same_metal,cshm_only,MOF_ADEFAS,148,51,56,True,1.0,True
B_same_metal,cshm_only,MOF_ADEFEW,148,51,56,True,1.0,True
B_same_metal,cshm_only,MOF_ADEFOG,148,51,56,False,1.0,True
B_same_metal,cshm_only,MOF_ADEGEY,17,3,8,True,1.0,True
B_same_metal,cshm_only,MOF_ADEGOG,45,20,12,False,0.5,True
B_same_metal,cshm_only,MOF_ADEJEA,23,9,10,False,0.6667,True
B_same_metal,L3_only,MOF_ABAMIC,10,3,3,False,0.0,True
B_same_metal,L3_only,MOF_ABAVOP,35,1,15,False,0.0,False
B_same_metal,L3_only,MOF_ABAVUV,64,14,9,False,0.0,True
B_same_metal,L3_only,MOF_ABAXIN,45,19,15,False,0.0,True
B_same_metal,L3_only,MOF_ABAXOT,45,19,13,False,0.0,True
B_same_metal,L3_only,MOF_ABAXUZ,45,21,14,True,1.0,True
B_same_metal,L3_only,MOF_ABAYAE,23,9,10,True,0.0,True
B_same_metal,L3_only,MOF_ABAYAG,45,21,14,True,1.0,True
B_same_metal,L3_only,MOF_ABAZAF,45,22,12,True,1.0,True
B_same_metal,L3_only,MOF_ABAZEJ,45,1,18,False,0.0,False
B_same_metal,L3_only,MOF_ABEDET01,64,14,9,False,0.0,True
B_same_metal,L3_only,MOF_ABEMUR,25,6,5,True,1.0,True
B_same_metal,L3_only,MOF_ABETEJ,148,30,60,True,1.0,True
B_same_metal,L3_only,MOF_ABEWEN,35,1,16,False,0.0,False
B_same_metal,L3_only,MOF_ABIFEX,32,8,8,True,0.0,True
B_same_metal,L3_only,MOF_ABIQAE,17,2,9,False,0.0,False
B_same_metal,L3_only,MOF_ABIRAF,25,6,5,False,0.0,True
B_same_metal,L3_only,MOF_ABIREJ,25,6,5,True,0.0,True
B_same_metal,L3_only,MOF_ABIRIN,25,6,5,False,0.0,False
B_same_metal,L3_only,MOF_ABIVEO,64,2,10,False,0.0,False
B_same_metal,L3_only,MOF_ABIWEN,30,6,15,False,0.0,True
B_same_metal,L3_only,MOF_ABIWOY,148,2,97,False,0.0,False
B_same_metal,L3_only,MOF_ABIXIU,148,55,50,True,1.0,True
B_same_metal,L3_only,MOF_ABIYUJ,45,24,12,True,1.0,True
B_same_metal,L3_only,MOF_ABOBIC,62,9,25,False,0.0,False
B_same_metal,L3_only,MOF_ABOBUQ,25,4,5,False,0.0,True
B_same_metal,L3_only,MOF_ABOCUP,148,55,50,False,0.0,True
B_same_metal,L3_only,MOF_ABOKAD,25,4,5,False,0.0,True
B_same_metal,L3_only,MOF_ABOSET,148,37,50,False,0.0,True
B_same_metal,L3_only,MOF_ABOSIX,148,16,93,False,0.0,True
B_same_metal,L3_only,MOF_ABOSOC,23,2,11,False,0.0,True
B_same_metal,L3_only,MOF_ABOSUJ,148,1,87,False,0.0,False
B_same_metal,L3_only,MOF_ABOTUG,35,1,15,False,0.0,False
B_same_metal,L3_only,MOF_ABOTUG01,64,19,9,True,1.0,True
B_same_metal,L3_only,MOF_ABOTUG02,35,1,9,False,0.0,False
B_same_metal,L3_only,MOF_ABOTUG03,64,1,45,False,0.0,False
B_same_metal,L3_only,MOF_ABOWIA,148,47,55,True,1.0,True
B_same_metal,L3_only,MOF_ABUFOU,32,9,8,True,0.0,True
B_same_metal,L3_only,MOF_ABUFUA,75,5,30,False,0.0,False
B_same_metal,L3_only,MOF_ABUHAJ,11,4,1,False,0.0,True
B_same_metal,L3_only,MOF_ABULUG,17,5,7,True,1.0,True
B_same_metal,L3_only,MOF_ABUQEU,18,1,5,False,0.0,False
B_same_metal,L3_only,MOF_ABZCUH,17,3,7,False,0.0,True
B_same_metal,L3_only,MOF_ABZCUH01,17,3,7,False,0.0,False
B_same_metal,L3_only,MOF_ABZCUH02,17,3,7,False,0.0,False
B_same_metal,L3_only,MOF_ABZCUH03,17,3,7,False,0.0,True
B_same_metal,L3_only,MOF_ACABEM,23,10,10,False,0.0,True
B_same_metal,L3_only,MOF_ACAGEQ,62,15,24,False,0.0,False
B_same_metal,L3_only,MOF_ACAGOB,17,2,8,False,0.0,False
B_same_metal,L3_only,MOF_ACAJEU,148,47,55,True,0.0,True
B_same_metal,L3_only,MOF_ACAJIY,11,1,9,False,0.0,False
B_same_metal,L3_only,MOF_ACAJOG,23,9,10,False,0.0,True
B_same_metal,L3_only,MOF_ACAKEX,148,49,51,False,0.0,True
B_same_metal,L3_only,MOF_ACAKUO,17,1,15,False,0.0,False
B_same_metal,L3_only,MOF_ACALID,17,4,7,True,0.0,True
B_same_metal,L3_only,MOF_ACAQII,17,4,7,True,0.0,True
B_same_metal,L3_only,MOF_ACASUT,30,2,18,False,0.0,True
B_same_metal,L3_only,MOF_ACATIJ,25,8,5,False,0.0,True
B_same_metal,L3_only,MOF_ACAVOT,11,2,4,False,0.0,False
B_same_metal,L3_only,MOF_ACBACU,148,56,52,False,0.0,True
B_same_metal,L3_only,MOF_ACEBOA,17,5,9,True,0.0,True
B_same_metal,L3_only,MOF_ACEDUJ,148,26,60,True,1.0,True
