structure,csd_refcode,doi,cif,cif_sha256,cshm_T-4,cshm_SP-4,delta_S,best_shape,coordrep_sha256,trans_pairs,cis_pairs,donor_pairs_total
cis-[PtCl2(NH3)2] in cisplatin DMF monosolvate,CUKRAB02,10.1107/S1600536812024014,pk2417sup1.cif,4ce775bfa24ed10cc92247a0f477669f6ad944d8596a5c3649f07a2a371c0140,33.28683439619154,0.3037450578815674,32.983089338309966,SP-4,1a888e5c1ebada233e303007615597c2e0d61794df7204c1f77a89347c5e1f09,2,4,6
