mol_id,cn,reference_a,reference_b,S_reference_a,S_reference_b,best_shape,best_cshm,second_shape,shape_margin,boundary_margin_lt_1
MAQDIT,4,SP,Td,1.0433817822961435,28.739071235112164,SP,1.0433817822961435,Td,27.69568945281602,False
MAQDOZ,4,SP,Td,1.4547563034767126,27.44798416984292,SP,1.4547563034767126,Td,25.993227866366208,False
MAQGOC,4,SP,Td,26.27611856679582,4.072786003975415,Td,4.072786003975415,SP,22.203332562820407,False
MAQHAN,4,SP,Td,0.0297584765938585,33.347577387697164,SP,0.0297584765938585,Td,33.31781891110331,False
MAQLUM,4,SP,Td,28.221931206377366,3.357637578923952,Td,3.357637578923952,SP,24.864293627453414,False
MAQNEZ,4,SP,Td,0.2911365602073842,32.474553082570814,SP,0.2911365602073842,Td,32.18341652236343,False
MAQNID,4,SP,Td,0.664631817023482,28.42882048983655,SP,0.664631817023482,Td,27.764188672813063,False
MAQNIE,4,SP,Td,1.140485070703665,33.17086839228815,SP,1.140485070703665,Td,32.03038332158449,False
MAQNOJ,4,SP,Td,3.9477610096550224,19.378564069386837,SP,3.9477610096550224,Td,15.430803059731812,False
MAQNOK,4,SP,Td,1.1347053499588693,33.50867094446012,SP,1.1347053499588693,Td,32.37396559450125,False
MAQNUP,4,SP,Td,3.516296118666188,20.711287502804165,SP,3.516296118666188,Td,17.19499138413798,False
MAQPAX,4,SP,Td,6.245475853367883,16.000595574133403,SP,6.245475853367883,Td,9.75511972076552,False
MAQPEB,4,SP,Td,3.3709315378502147,20.96141431738182,SP,3.3709315378502147,Td,17.590482779531605,False
MAQPOL,4,SP,Td,2.1654584505518213,23.38828055753497,SP,2.1654584505518213,Td,21.22282210698315,False
MAQQAX,4,SP,Td,2.287212715778467,23.039740248014937,SP,2.287212715778467,Td,20.75252753223647,False
MAQQEB,4,SP,Td,2.8289248809538456,22.6422310258806,SP,2.8289248809538456,Td,19.81330614492676,False
MAQQOL,4,SP,Td,2.369228304949881,23.30067397424394,SP,2.369228304949881,Td,20.931445669294057,False
MAQTON,4,SP,Td,0.7455587009996045,30.82096552394172,SP,0.7455587009996045,Td,30.07540682294211,False
MAQVOQ,4,SP,Td,9.142275440058087,30.714686791276726,SP,9.142275440058087,Td,21.57241135121864,False
MAQZOW,4,SP,Td,0.2623310527056388,31.405453685696344,SP,0.2623310527056388,Td,31.143122632990703,False
MARGAQ,4,SP,Td,0.1783112952649805,33.264384633717235,SP,0.1783112952649805,Td,33.08607333845225,False
MARJEU,4,SP,Td,1.083791621716209,30.9369311847088,SP,1.083791621716209,Td,29.853139562992588,False
MARJIY,4,SP,Td,0.4800861670009657,28.78956538539788,SP,0.4800861670009657,Td,28.30947921839692,False
MARMUN,4,SP,Td,0.0540739753932206,33.36619410905482,SP,0.0540739753932206,Td,33.312120133661594,False
MARNAU,4,SP,Td,0.064552513191686,33.36435376498191,SP,0.064552513191686,Td,33.29980125179022,False
MARNIC,4,SP,Td,0.6879119727408005,29.136532488955822,SP,0.6879119727408005,Td,28.448620516215023,False
MARNOI,4,SP,Td,0.6364332650892421,29.83913159749921,SP,0.6364332650892421,Td,29.202698332409973,False
MARPII,4,SP,Td,1.7038372016115264,32.91573528236547,SP,1.7038372016115264,Td,31.21189808075394,False
MARRED,4,SP,Td,26.00236787955972,10.502696887688783,Td,10.502696887688783,SP,15.499670991870932,False
MARRON,4,SP,Td,1.040177524814968,33.32627558862429,SP,1.040177524814968,Td,32.28609806380933,False
MARVOQ,4,SP,Td,1.10988435434414,33.54505074504459,SP,1.10988435434414,Td,32.43516639070045,False
MARZAJ,4,SP,Td,1.6140254697882384,27.10933294681224,SP,1.6140254697882384,Td,25.495307477024,False
MARZEN,4,SP,Td,1.612275476191402,32.60671056408691,SP,1.612275476191402,Td,30.994435087895507,False
MARZOX,4,SP,Td,1.625834880752013,32.688785707139225,SP,1.625834880752013,Td,31.06295082638721,False
MARZUD,4,SP,Td,1.1898094731187712,31.82291938388063,SP,1.1898094731187712,Td,30.63310991076186,False
MASBIT,4,SP,Td,0.3616689010337192,33.41291124298799,SP,0.3616689010337192,Td,33.05124234195427,False
MASBOZ,4,SP,Td,0.3461566769166653,33.4214097634686,SP,0.3461566769166653,Td,33.07525308655193,False
MASCUG,4,SP,Td,0.1762245670948902,32.29643790304741,SP,0.1762245670948902,Td,32.12021333595252,False
MASDAN,4,SP,Td,0.1962523890945433,31.98948493085889,SP,0.1962523890945433,Td,31.793232541764347,False
MASDER,4,SP,Td,0.5086380437583579,33.23844278061836,SP,0.5086380437583579,Td,32.72980473686,False
MASQAA,4,SP,Td,2.9941474455644137,35.21221413445566,SP,2.9941474455644137,Td,32.21806668889124,False
MASQEF,4,SP,Td,0.4033236162426304,33.426577513081085,SP,0.4033236162426304,Td,33.023253896838455,False
MASSAA,4,SP,Td,0.891193394293116,30.697302136690517,SP,0.891193394293116,Td,29.8061087423974,False
MASSIL,4,SP,Td,22.11305875724391,4.619595415851648,Td,4.619595415851648,SP,17.49346334139226,False
MASWAH,4,SP,Td,27.44745659206081,3.148818066059536,Td,3.148818066059536,SP,24.298638526001277,False
MASWOU,4,SP,Td,0.4907949627403862,31.193510268699256,SP,0.4907949627403862,Td,30.70271530595887,False
MATMID,4,SP,Td,0.5351550677832559,26.876313420497137,SP,0.5351550677832559,Td,26.341158352713883,False
MATREG,4,SP,Td,0.0005324987104549,33.328048992908755,SP,0.0005324987104549,Td,33.3275164941983,False
MATRIM,4,SP,Td,14.295731756643072,7.715358386620095,Td,7.715358386620095,SP,6.580373370022978,False
MATSUZ,4,SP,Td,19.34418289472669,6.51259647729973,Td,6.51259647729973,SP,12.831586417426958,False
MATTAG,4,SP,Td,19.11040326300679,6.582169787197084,Td,6.582169787197084,SP,12.528233475809706,False
MAVTIO,4,SP,Td,1.0149693061004774,33.37743738698933,SP,1.0149693061004774,Td,32.36246808088885,False
MAVTOU,4,SP,Td,1.731398644951282,33.43223950844918,SP,1.731398644951282,Td,31.7008408634979,False
MAVXIR,4,SP,Td,12.096168396166837,15.153957289891116,SP,12.096168396166837,Td,3.057788893724279,False
MAWDAS,4,SP,Td,23.81334872422044,5.441877525661582,Td,5.441877525661582,SP,18.371471198558854,False
MAWGAS,4,SP,Td,1.7391410895013626,32.265522802277246,SP,1.7391410895013626,Td,30.526381712775883,False
MAWHAU,4,SP,Td,0.5406331667574736,33.39152992222316,SP,0.5406331667574736,Td,32.85089675546568,False
MAWHUO,4,SP,Td,1.5546689256881443,32.03413644354229,SP,1.5546689256881443,Td,30.479467517854143,False
MAWJUS,4,SP,Td,1.5381698619340864,27.857976383877634,SP,1.5381698619340864,Td,26.319806521943548,False
MAWLOM,4,SP,Td,19.36061293305288,37.41342854868716,SP,19.36061293305288,Td,18.05281561563428,False
MAWLOO,4,SP,Td,0.0022651425189344,33.33221929344936,SP,0.0022651425189344,Td,33.329954150930426,False
MAWPAD,4,SP,Td,33.03700851984602,5.43732217977353,Td,5.43732217977353,SP,27.599686340072488,False
MAWPEG,4,SP,Td,0.1444106042551526,33.42787844462231,SP,0.1444106042551526,Td,33.28346784036716,False
MAWPOR,4,SP,Td,35.087349298354304,7.255203432259891,Td,7.255203432259891,SP,27.83214586609441,False
MAWQIM,4,SP,Td,0.6928292022693122,28.686709589329013,SP,0.6928292022693122,Td,27.9938803870597,False
MAWREI,4,SP,Td,7.127272121418339,16.440215338100472,SP,7.127272121418339,Td,9.312943216682132,False
MAWRIM,4,SP,Td,1.7629044450666431,26.07269621803428,SP,1.7629044450666431,Td,24.30979177296764,False
MAWROU,4,SP,Td,1.0005832816870135,32.568307507285084,SP,1.0005832816870135,Td,31.56772422559807,False
MAWSAH,4,SP,Td,1.5621653780017486,27.70782255189337,SP,1.5621653780017486,Td,26.14565717389162,False
MAWSUC,4,SP,Td,1.1453356494635132,32.169044064101335,SP,1.1453356494635132,Td,31.023708414637824,False
MAWZIV,4,SP,Td,23.898787227320984,3.6413052350890247,Td,3.6413052350890247,SP,20.25748199223196,False
MAXCIX,4,SP,Td,0.3688954923942693,28.58618551934991,SP,0.3688954923942693,Td,28.21729002695564,False
MAXMAD,4,SP,Td,33.02055135423267,47.30550181962241,SP,33.02055135423267,Td,14.284950465389734,False
MAXRUZ,4,SP,Td,22.489178563789565,6.609411983780773,Td,6.609411983780773,SP,15.879766580008791,False
MAXTUE,4,SP,Td,0.0040433059770704,33.041698713033014,SP,0.0040433059770704,Td,33.037655407055944,False
MAXVUG,4,SP,Td,0.299432729171853,28.33838689314081,SP,0.299432729171853,Td,28.038954163968963,False
MAYKUS,4,SP,Td,0.4589617226469301,33.09336316463736,SP,0.4589617226469301,Td,32.63440144199043,False
MAYSAJ,4,SP,Td,0.0137135158219232,33.34004393180637,SP,0.0137135158219232,Td,33.326330415984444,False
MAYSIO,4,SP,Td,1.1107490016554016,26.328664189475763,SP,1.1107490016554016,Td,25.21791518782036,False
MAZJAB,4,SP,Td,0.0348475754029136,33.351584267930235,SP,0.0348475754029136,Td,33.31673669252732,False
MAZJEF,4,SP,Td,0.1088740971271407,33.39582554801011,SP,0.1088740971271407,Td,33.28695145088297,False
MAZJIJ,4,SP,Td,0.0257343578847896,33.343461148265725,SP,0.0257343578847896,Td,33.31772679038094,False
MAZROV,4,SP,Td,0.5150038948963894,28.933468346078232,SP,0.5150038948963894,Td,28.418464451181844,False
MAZSIT,4,SP,Td,0.1741065124987746,33.33198781514267,SP,0.1741065124987746,Td,33.157881302643894,False
MAZSOY,4,SP,Td,0.9266277990977004,29.84849495636545,SP,0.9266277990977004,Td,28.921867157267744,False
MAZTOZ,4,SP,Td,1.4242590506212724,30.745740920846867,SP,1.4242590506212724,Td,29.321481870225597,False
MAZZEV,4,SP,Td,0.5417667443762422,33.40646334300465,SP,0.5417667443762422,Td,32.86469659862841,False
MBPAPD,4,SP,Td,0.8285261473923711,25.33422910484052,SP,0.8285261473923711,Td,24.50570295744815,False
MBZPSP,4,SP,Td,0.772078830581422,27.404072477785945,SP,0.772078830581422,Td,26.631993647204524,False
MCYSPT,4,SP,Td,0.1786454457622457,32.801892428836794,SP,0.1786454457622457,Td,32.62324698307455,False
MEBDOQ,4,SP,Td,0.1214771398435504,32.617310663610915,SP,0.1214771398435504,Td,32.49583352376737,False
MEBFOS,4,SP,Td,0.3300736724886005,30.49713856752212,SP,0.3300736724886005,Td,30.16706489503352,False
MEBKOX,4,SP,Td,0.686773290823413,33.58208506101045,SP,0.686773290823413,Td,32.89531177018704,False
MEBLOY,4,SP,Td,0.7890757755798536,33.4492587460492,SP,0.7890757755798536,Td,32.66018297046934,False
MEBXUN,4,SP,Td,1.5370433381913788,33.03045589713702,SP,1.5370433381913788,Td,31.49341255894564,False
MEBYAU,4,SP,Td,1.009248276386172,33.319121231996405,SP,1.009248276386172,Td,32.30987295561023,False
MECHEK,4,SP,Td,0.4236045071854757,28.892514971692385,SP,0.4236045071854757,Td,28.46891046450691,False
MECQIX,4,SP,Td,0.2599081397876643,33.28848418462788,SP,0.2599081397876643,Td,33.02857604484022,False
MECRAQ,4,SP,Td,14.903997479249044,5.4232849731562345,Td,5.4232849731562345,SP,9.480712506092807,False
MECROE,4,SP,Td,0.7979490654895169,28.00570744942452,SP,0.7979490654895169,Td,27.207758383935,False
MECSAR,4,SP,Td,1.0944020866807032,29.502588374279373,SP,1.0944020866807032,Td,28.40818628759867,False
MECSIZ,4,SP,Td,0.8118098268810453,32.30503358297835,SP,0.8118098268810453,Td,31.493223756097308,False
MECYUR,4,SP,Td,29.025301963340965,1.6431177569568904,Td,1.6431177569568904,SP,27.382184206384075,False
MEDBUT,4,SP,Td,1.051494873149608,28.083195583405654,SP,1.051494873149608,Td,27.03170071025605,False
MEDDOP,4,SP,Td,1.153624110862846,27.49960129243256,SP,1.153624110862846,Td,26.34597718156971,False
MEDGIP,4,SP,Td,0.3351243657802506,33.15386314495064,SP,0.3351243657802506,Td,32.81873877917039,False
MEDJAI,4,SP,Td,0.4979356218324245,33.4036460642651,SP,0.4979356218324245,Td,32.90571044243267,False
MEDKOX,4,SP,Td,0.625697688146184,31.374694046099084,SP,0.625697688146184,Td,30.7489963579529,False
MEDNIS,4,SP,Td,0.914927775092824,33.35598345306111,SP,0.914927775092824,Td,32.441055677968286,False
MEDNOY,4,SP,Td,0.7862647779957028,30.78379327457753,SP,0.7862647779957028,Td,29.997528496581825,False
MEDNUE,4,SP,Td,0.7370686517318938,32.65887762588687,SP,0.7370686517318938,Td,31.92180897415498,False
MEDPAM,4,SP,Td,0.7049904694164164,32.76019493353781,SP,0.7049904694164164,Td,32.055204464121395,False
MEDSIB,4,SP,Td,0.6627245379922544,31.125465675779814,SP,0.6627245379922544,Td,30.462741137787564,False
MEDSOG,4,SP,Td,22.281465504021373,2.27288050613212,Td,2.27288050613212,SP,20.00858499788925,False
MEDSOH,4,SP,Td,0.6297798111070575,28.8970902990422,SP,0.6297798111070575,Td,28.26731048793514,False
MEDXEA,4,SP,Td,21.79615075579993,4.018576526727144,Td,4.018576526727144,SP,17.777574229072783,False
MEDXOK,4,SP,Td,21.18438007902509,4.180807155889958,Td,4.180807155889958,SP,17.003572923135128,False
MEFTEX,4,SP,Td,1.9056736811754595,23.578547470990085,SP,1.9056736811754595,Td,21.672873789814624,False
MEFWIE,4,SP,Td,0.7542988568710765,31.406460468844525,SP,0.7542988568710765,Td,30.652161611973447,False
MEFXEB,4,SP,Td,0.618966322627345,33.068795904529615,SP,0.618966322627345,Td,32.44982958190227,False
MEFXOL,4,SP,Td,0.7690587876213338,31.221675152439825,SP,0.7690587876213338,Td,30.452616364818493,False
MEFXUR,4,SP,Td,0.4819282084259897,33.65432112657679,SP,0.4819282084259897,Td,33.1723929181508,False
MEGCOQ,4,SP,Td,24.10646740791602,1.6689829801652123,Td,1.6689829801652123,SP,22.43748442775081,False
MEGDAH,4,SP,Td,30.456579124941893,4.175521757763276,Td,4.175521757763276,SP,26.28105736717862,False
MEGDEJ,4,SP,Td,32.97351658057632,0.0178811448684985,Td,0.0178811448684985,SP,32.95563543570782,False
MEGGOV,4,SP,Td,3.967210997815366,22.559935653236423,SP,3.967210997815366,Td,18.59272465542106,False
MEGGUB,4,SP,Td,4.234679738571626,22.145881377914304,SP,4.234679738571626,Td,17.91120163934268,False
MEGHIS,4,SP,Td,0.9517071025534805,27.720988982506693,SP,0.9517071025534805,Td,26.76928187995321,False
MEGHOY,4,SP,Td,0.3420862900624405,33.0855085855284,SP,0.3420862900624405,Td,32.74342229546596,False
MEGJAN,4,SP,Td,33.64743748286501,5.444750710044704,Td,5.444750710044704,SP,28.202686772820304,False
MEGZIH,4,SP,Td,1.5146738306894667,27.51410682970272,SP,1.5146738306894667,Td,25.99943299901325,False
MEGZUX,4,SP,Td,0.8998558327528311,32.1817676285094,SP,0.8998558327528311,Td,31.281911795756567,False
MEHHOX,4,SP,Td,0.7631275644782423,33.84130877042532,SP,0.7631275644782423,Td,33.07818120594708,False
MEHKAM,4,SP,Td,1.798001032771424,34.52646002380011,SP,1.798001032771424,Td,32.72845899102869,False
MEHYUU,4,SP,Td,0.7190762781003756,33.3843482871842,SP,0.7190762781003756,Td,32.66527200908383,False
MEHZAB,4,SP,Td,0.7437308566946261,32.94359429824369,SP,0.7437308566946261,Td,32.19986344154906,False
MEHZEF,4,SP,Td,0.6975470765729662,33.79204139449988,SP,0.6975470765729662,Td,33.09449431792692,False
MEJLIW,4,SP,Td,1.135275171891391,33.971667772452925,SP,1.135275171891391,Td,32.83639260056153,False
MEJLOC,4,SP,Td,0.3969795795474693,32.86971070747661,SP,0.3969795795474693,Td,32.47273112792914,False
MEJWEE,4,SP,Td,27.9554611320924,1.5947105016828722,Td,1.5947105016828722,SP,26.36075063040953,False
MEJXOO,4,SP,Td,0.3013824481781713,29.490049087830588,SP,0.3013824481781713,Td,29.188666639652418,False
MEJXOP,4,SP,Td,0.3904030905690459,30.604833309954643,SP,0.3904030905690459,Td,30.2144302193856,False
MEJYUW,4,SP,Td,0.3532114719173083,33.31212738954725,SP,0.3532114719173083,Td,32.958915917629945,False
MEKBUC,4,SP,Td,0.4889615251914588,32.79590251395201,SP,0.4889615251914588,Td,32.30694098876055,False
MEKWEE,4,SP,Td,32.72335732104039,0.7321560708103027,Td,0.7321560708103027,SP,31.991201250230088,False
MELCAI,4,SP,Td,1.1717184898880164,29.59808258504025,SP,1.1717184898880164,Td,28.426364095152238,False
MELDOZ,4,SP,Td,0.4512986857613434,31.015018464649597,SP,0.4512986857613434,Td,30.56371977888825,False
MELJOD,4,SP,Td,0.2215404836997135,32.33952819507411,SP,0.2215404836997135,Td,32.1179877113744,False
MELQOK,4,SP,Td,0.8404920713533177,33.03983578949193,SP,0.8404920713533177,Td,32.199343718138614,False
MELRIH,4,SP,Td,0.1616292694571182,32.81949996563653,SP,0.1616292694571182,Td,32.657870696179415,False
MELYEL,4,SP,Td,33.182726783714614,3.375052854758448,Td,3.375052854758448,SP,29.807673928956167,False
MELYIP,4,SP,Td,31.607131094655745,3.5284159113520803,Td,3.5284159113520803,SP,28.07871518330366,False
MEMBIP,4,SP,Td,0.0037269912229366,33.33507047221824,SP,0.0037269912229366,Td,33.33134348099531,False
MEMDOX,4,SP,Td,33.35602238545278,0.0357664839457926,Td,0.0357664839457926,SP,33.32025590150699,False
MEMHUH,4,SP,Td,1.3270778055561694,33.31225797711097,SP,1.3270778055561694,Td,31.9851801715548,False
MEMJIX,4,SP,Td,0.0028375974367119,33.33261559672557,SP,0.0028375974367119,Td,33.32977799928886,False
MEMMUN,4,SP,Td,0.7148097317260171,33.378462666771966,SP,0.7148097317260171,Td,32.66365293504595,False
MEMPAW,4,SP,Td,30.610680712568264,0.5529166358870735,Td,0.5529166358870735,SP,30.05776407668119,False
MEMPEA,4,SP,Td,30.10625671093153,0.5486726884346476,Td,0.5486726884346476,SP,29.557584022496883,False
MEMPIE,4,SP,Td,30.95144166049994,0.2574450201336708,Td,0.2574450201336708,SP,30.69399664036627,False
MEMPOK,4,SP,Td,28.932333857599463,0.6401410863981095,Td,0.6401410863981095,SP,28.292192771201357,False
MEMPUQ,4,SP,Td,22.85317248485921,1.852759390564517,Td,1.852759390564517,SP,21.000413094294693,False
MEMQAX,4,SP,Td,29.82439730139828,0.6154288724121852,Td,0.6154288724121852,SP,29.208968428986093,False
MEMQEB,4,SP,Td,31.339048594750345,0.2678346091370028,Td,0.2678346091370028,SP,31.07121398561334,False
MEMQIF,4,SP,Td,29.13843467648776,0.6898981837857664,Td,0.6898981837857664,SP,28.448536492701997,False
MEMVAF,4,SP,Td,22.30106486961073,5.113411584768222,Td,5.113411584768222,SP,17.187653284842508,False
MEMVUV,4,SP,Td,33.87399023406885,1.7096219071589291,Td,1.7096219071589291,SP,32.16436832690992,False
MENKEZ,4,SP,Td,1.1494170124123115,33.227712981475406,SP,1.1494170124123115,Td,32.07829596906309,False
MENLEA,4,SP,Td,26.632812866959917,4.512345702632713,Td,4.512345702632713,SP,22.1204671643272,False
MENWIP,4,SP,Td,1.0542847912854878,33.34906074759429,SP,1.0542847912854878,Td,32.2947759563088,False
MENYEK,4,SP,Td,27.47714821977425,3.320837044346167,Td,3.320837044346167,SP,24.156311175428083,False
MEPCUI,4,SP,Td,0.6813198893393847,32.96768356254673,SP,0.6813198893393847,Td,32.28636367320735,False
MEPDAP,4,SP,Td,0.7261071181298497,28.938490461934386,SP,0.7261071181298497,Td,28.212383343804536,False
MEPDET,4,SP,Td,0.340070318986188,33.53486033475831,SP,0.340070318986188,Td,33.19479001577212,False
MEPDIX,4,SP,Td,0.8257811540476305,30.173404208699623,SP,0.8257811540476305,Td,29.347623054651997,False
MEPSIM,4,SP,Td,29.999321041476243,0.6085942902524598,Td,0.6085942902524598,SP,29.390726751223784,False
MEPWIN,4,SP,Td,26.16902619287829,4.777044721993716,Td,4.777044721993716,SP,21.39198147088458,False
MEPWOT,4,SP,Td,27.57386136833429,3.274066859134566,Td,3.274066859134566,SP,24.299794509199725,False
MERPUY,4,SP,Td,1.0134981349552863,30.19465461837351,SP,1.0134981349552863,Td,29.18115648341822,False
MERYEN,4,SP,Td,26.19508289381113,1.7731501974438606,Td,1.7731501974438606,SP,24.421932696367268,False
MERZAO,4,SP,Td,0.5087530246625587,30.27812142618308,SP,0.5087530246625587,Td,29.76936840152052,False
MESBAR,4,SP,Td,0.7102955619931094,31.14066843254968,SP,0.7102955619931094,Td,30.430372870556567,False
MESIRA,4,SP,Td,1.442369367386264,28.03900073495805,SP,1.442369367386264,Td,26.59663136757179,False
MESIRB,4,SP,Td,0.7547593729110873,32.739575625731405,SP,0.7547593729110873,Td,31.98481625282032,False
MESJOJ,4,SP,Td,0.6884033401675044,26.20347521448897,SP,0.6884033401675044,Td,25.51507187432147,False
MESJUP,4,SP,Td,0.7682528516424509,25.659477022067342,SP,0.7682528516424509,Td,24.89122417042489,False
METGIB,4,SP,Td,27.76828622750599,4.540976480693017,Td,4.540976480693017,SP,23.22730974681297,False
METHAU,4,SP,Td,26.773274353682552,2.420205170650455,Td,2.420205170650455,SP,24.353069183032098,False
METHEY,4,SP,Td,21.1080566046694,4.226468213650809,Td,4.226468213650809,SP,16.88158839101859,False
METSIO,4,SP,Td,0.8976207666188651,32.2568590057032,SP,0.8976207666188651,Td,31.35923823908433,False
METVIR,4,SP,Td,32.444627467776904,2.6965353863266266,Td,2.6965353863266266,SP,29.74809208145028,False
METXUF,4,SP,Td,31.6880032460894,1.3588430998323928,Td,1.3588430998323928,SP,30.32916014625701,False
MEVDOG,4,SP,Td,0.1882774536824316,33.02623757026822,SP,0.1882774536824316,Td,32.83796011658579,False
MEVHED,4,SP,Td,0.3967883426059519,33.578098882616494,SP,0.3967883426059519,Td,33.18131054001054,False
MEVWAP,4,SP,Td,0.871520684234449,33.69531144194087,SP,0.871520684234449,Td,32.823790757706426,False
MEWYAR,4,SP,Td,25.999570843841123,3.405751733316399,Td,3.405751733316399,SP,22.593819110524723,False
MEXCUQ,4,SP,Td,0.5975176480222278,30.42903207662316,SP,0.5975176480222278,Td,29.831514428600933,False
MEXKUX,4,SP,Td,27.70230765407396,1.7040632843475692,Td,1.7040632843475692,SP,25.998244369726397,False
MEXPOX,4,SP,Td,33.26068541912669,0.9185947774775928,Td,0.9185947774775928,SP,32.342090641649094,False
MEXPUD,4,SP,Td,31.64543437909072,0.7101946344448111,Td,0.7101946344448111,SP,30.93523974464591,False
MEXQAK,4,SP,Td,26.333959554428223,1.8566179183850096,Td,1.8566179183850096,SP,24.477341636043214,False
MEXZEW,4,SP,Td,0.406643672729812,32.95564276208175,SP,0.406643672729812,Td,32.54899908935194,False
MEYTIT,4,SP,Td,0.5125231490585755,32.874349173416924,SP,0.5125231490585755,Td,32.36182602435835,False
MEZFUV,4,SP,Td,0.0153439477922928,33.31833193986994,SP,0.0153439477922928,Td,33.30298799207765,False
MEZRUG,4,SP,Td,0.3097995415065623,33.2111118525601,SP,0.3097995415065623,Td,32.90131231105354,False
MEZVIW,4,SP,Td,0.5501037349147421,32.21849851388559,SP,0.5501037349147421,Td,31.66839477897085,False
MEZWAP,4,SP,Td,0.488144330904073,33.0581474605084,SP,0.488144330904073,Td,32.57000312960433,False
MIBBOQ,4,SP,Td,0.2096583812228469,33.224073864122545,SP,0.2096583812228469,Td,33.0144154828997,False
MIBBUW,4,SP,Td,0.2638794065431151,32.7660426759477,SP,0.2638794065431151,Td,32.50216326940458,False
MIBCEH,4,SP,Td,0.2521791500482066,32.31166602849855,SP,0.2521791500482066,Td,32.05948687845034,False
MIBDAE,4,SP,Td,0.3839684191953826,30.74707477244753,SP,0.3839684191953826,Td,30.363106353252142,False
MIBDEI,4,SP,Td,0.2646899167432214,31.68745071781965,SP,0.2646899167432214,Td,31.42276080107643,False
MIBDOS,4,SP,Td,0.2367887110780034,32.352968319148616,SP,0.2367887110780034,Td,32.11617960807061,False
MIBFAG,4,SP,Td,0.2638299508760801,31.7588114653039,SP,0.2638299508760801,Td,31.49498151442782,False
MIBJUG,4,SP,Td,1.397730285105015,32.41827404707274,SP,1.397730285105015,Td,31.020543761967726,False
MIBKAN,4,SP,Td,2.048220800425322,30.797458068811324,SP,2.048220800425322,Td,28.749237268386,False
MIBLES,4,SP,Td,0.9562209698821278,33.35190432413498,SP,0.9562209698821278,Td,32.39568335425285,False
MIBLOC,4,SP,Td,0.4459155298869135,31.50051549159553,SP,0.4459155298869135,Td,31.054599961708615,False
MIBZEG,4,SP,Td,0.2141513179651936,32.519056688372274,SP,0.2141513179651936,Td,32.30490537040708,False
MICNIY,4,SP,Td,26.759514253900782,2.8477803700426123,Td,2.8477803700426123,SP,23.91173388385817,False
MICQEU,4,SP,Td,9.401974222803062,32.151131622875454,SP,9.401974222803062,Td,22.74915740007239,False
MICQEX,4,SP,Td,0.4553517803646987,32.48928195102452,SP,0.4553517803646987,Td,32.033930170659815,False
MICQIB,4,SP,Td,0.5170357724960172,32.479025277788054,SP,0.5170357724960172,Td,31.96198950529204,False
MICQUK,4,SP,Td,0.4303772333273643,29.484094095818296,SP,0.4303772333273643,Td,29.053716862490933,False
MICZNI,4,SP,Td,5.8529263136901735,13.957969554592225,SP,5.8529263136901735,Td,8.105043240902049,False
MIDCIM,4,SP,Td,0.5105195862881238,29.941474061325764,SP,0.5105195862881238,Td,29.43095447503764,False
MIDCOS,4,SP,Td,0.8484233038538747,27.3458371768063,SP,0.8484233038538747,Td,26.497413872952425,False
MIDCOT,4,SP,Td,1.542301938034751,27.51433324101003,SP,1.542301938034751,Td,25.97203130297528,False
MIDCOU,4,SP,Td,1.2055896440648697,31.500472947929477,SP,1.2055896440648697,Td,30.294883303864605,False
MIDLAP,4,SP,Td,0.6371563836520284,32.8958913642965,SP,0.6371563836520284,Td,32.25873498064448,False
MIDLIV,4,SP,Td,0.4224791925037936,33.51278826268343,SP,0.4224791925037936,Td,33.09030907017964,False
MIDLIX,4,SP,Td,0.5998697734695405,33.4592817047528,SP,0.5998697734695405,Td,32.859411931283255,False
MIDRAS,4,SP,Td,5.244122216735785,31.208033068913643,SP,5.244122216735785,Td,25.963910852177857,False
MIDRIA,4,SP,Td,0.7288847597396652,27.52474457973569,SP,0.7288847597396652,Td,26.795859819996025,False
MIDTAY,4,SP,Td,0.3913386797946659,33.586302768158006,SP,0.3913386797946659,Td,33.19496408836334,False
MIDTEC,4,SP,Td,0.1891285694319827,33.44686225048524,SP,0.1891285694319827,Td,33.25773368105325,False
MIDWAX,4,SP,Td,25.899542160263685,1.8529151961889108,Td,1.8529151961889108,SP,24.046626964074772,False
MIDWEB,4,SP,Td,26.758107888044236,1.3659312795488088,Td,1.3659312795488088,SP,25.392176608495426,False
MIDXEG,4,SP,Td,0.7138358412574987,31.84693031614481,SP,0.7138358412574987,Td,31.133094474887315,False
MIFBEJ,4,SP,Td,0.5039187296509301,32.2663429595265,SP,0.5039187296509301,Td,31.762424229875567,False
MIFCIR,4,SP,Td,0.5979074721937241,33.310682307966715,SP,0.5979074721937241,Td,32.71277483577299,False
MIFCOX,4,SP,Td,0.659779889970888,32.45493360629666,SP,0.659779889970888,Td,31.79515371632577,False
MIFDAK,4,SP,Td,0.5522743445451294,32.885606364823666,SP,0.5522743445451294,Td,32.33333202027853,False
MIFDIS,4,SP,Td,0.963770270099384,29.16679713017881,SP,0.963770270099384,Td,28.203026860079422,False
MIFHUE,4,SP,Td,0.2141916287670631,33.301816071874946,SP,0.2141916287670631,Td,33.087624443107885,False
MIFJAM,4,SP,Td,0.2245129261063368,31.4045103462818,SP,0.2245129261063368,Td,31.179997420175464,False
MIFNUK,4,SP,Td,33.46207136051395,0.2431768115805916,Td,0.2431768115805916,SP,33.21889454893336,False
MIFSUQ,4,SP,Td,0.5434327030232305,33.69513761829837,SP,0.5434327030232305,Td,33.15170491527514,False
