mol_id,cn,reference_a,reference_b,S_reference_a,S_reference_b,best_shape,best_cshm,second_shape,shape_margin,boundary_margin_lt_1
ABAFOZ,4,SP,Td,1.1586660958970745,24.94176901661779,SP,1.1586660958970745,Td,23.783102920720715,False
ABAFUF,4,SP,Td,1.1660816878593148,24.67046478278283,SP,1.1660816878593148,Td,23.504383094923515,False
ABAGAM,4,SP,Td,0.2528721054278039,30.54638591879369,SP,0.2528721054278039,Td,30.293513813365884,False
ABAMIA,4,SP,Td,0.5154575652674687,33.52895543216695,SP,0.5154575652674687,Td,33.013497866899485,False
ABEFIZ,4,SP,Td,35.94690365851126,8.605934163763909,Td,8.605934163763909,SP,27.340969494747352,False
ABEPAA,4,SP,Td,0.7423900340610359,29.41170277253528,SP,0.7423900340610359,Td,28.669312738474243,False
ABEPEE,4,SP,Td,0.4784280364729831,33.04909314787546,SP,0.4784280364729831,Td,32.57066511140248,False
ABETEH,4,SP,Td,18.623193593034657,6.265703564911052,Td,6.265703564911052,SP,12.357490028123603,False
ABETIL,4,SP,Td,19.155606880329056,6.472403990761296,Td,6.472403990761296,SP,12.68320288956776,False
ABETUZ,4,SP,Td,2.0464701775884797,27.937660048994157,SP,2.0464701775884797,Td,25.891189871405675,False
ABEVAH,4,SP,Td,1.6073178693261974,31.480428843533016,SP,1.6073178693261974,Td,29.873110974206817,False
ABEVEL,4,SP,Td,1.66127115952256,31.59040250337496,SP,1.66127115952256,Td,29.9291313438524,False
ABICUK,4,SP,Td,1.1156234775088798,30.646471853319223,SP,1.1156234775088798,Td,29.530848375810343,False
ABIDIB,4,SP,Td,0.0337225809991481,33.35249824044546,SP,0.0337225809991481,Td,33.31877565944632,False
ABIFAV,4,SP,Td,0.0353608205766804,33.35577725918627,SP,0.0353608205766804,Td,33.32041643860959,False
ABIFEA,4,SP,Td,31.107477483444693,1.5900918616791198,Td,1.5900918616791198,SP,29.517385621765573,False
ABIFEZ,4,SP,Td,0.0259665132246077,33.34557042847259,SP,0.0259665132246077,Td,33.31960391524798,False
ABIPIK,4,SP,Td,0.0513422049272821,33.188947451929394,SP,0.0513422049272821,Td,33.137605247002114,False
ABIQUY,4,SP,Td,26.892929787466077,3.89360352915396,Td,3.89360352915396,SP,22.999326258312117,False
ABIWUD,4,SP,Td,0.2674920943902243,33.429258791794304,SP,0.2674920943902243,Td,33.16176669740408,False
ABODUS,4,SP,Td,30.54539551447439,0.4256862577797317,Td,0.4256862577797317,SP,30.11970925669466,False
ABOFAZ,4,SP,Td,0.3589783529599424,29.666029734965807,SP,0.3589783529599424,Td,29.307051382005863,False
ABOFUW,4,SP,Td,2.525378320527332,35.01605708084645,SP,2.525378320527332,Td,32.49067876031912,False
ABOJIO,4,SP,Td,0.4540087472543183,33.07766493005609,SP,0.4540087472543183,Td,32.62365618280177,False
ABOSAP,4,SP,Td,1.747876742317453,21.67045438289831,SP,1.747876742317453,Td,19.922577640580855,False
ABOXIY,4,SP,Td,1.4940313697583476,28.53540084312091,SP,1.4940313697583476,Td,27.041369473362565,False
ABOZOH,4,SP,Td,27.52753031772532,1.4213961587352113,Td,1.4213961587352113,SP,26.10613415899011,False
ABUCAC,4,SP,Td,0.186828358431398,32.85917394284237,SP,0.186828358431398,Td,32.67234558441097,False
ABUDOS,4,SP,Td,19.419122945991937,40.32293724004236,SP,19.419122945991937,Td,20.90381429405042,False
ABUVUP,4,SP,Td,0.1349994405903591,33.42107889152989,SP,0.1349994405903591,Td,33.28607945093953,False
ABUWEZ,4,SP,Td,0.122892000505073,33.41416176542981,SP,0.122892000505073,Td,33.291269764924735,False
ABUXIF,4,SP,Td,30.012197329034805,2.327827569339935,Td,2.327827569339935,SP,27.68436975969487,False
ACAPDA,4,SP,Td,0.1520122005421498,31.064944267635838,SP,0.1520122005421498,Td,30.912932067093685,False
ACAPIH,4,SP,Td,21.236906410706187,4.239392617189509,Td,4.239392617189509,SP,16.997513793516678,False
ACASOO,4,SP,Td,0.0203019244433824,32.186769771389635,SP,0.0203019244433824,Td,32.166467846946254,False
ACAWOR,4,SP,Td,1.0065974069584964,33.99526987323146,SP,1.0065974069584964,Td,32.98867246627296,False
ACEJUP,4,SP,Td,1.6336104923057662,28.96019113300628,SP,1.6336104923057662,Td,27.32658064070051,False
ACEKAU,4,SP,Td,9.76023832573784,32.59485532654461,SP,9.76023832573784,Td,22.834617000806773,False
ACEMEC,4,SP,Td,0.5252989850781595,33.29784273930775,SP,0.5252989850781595,Td,32.77254375422959,False
ACEQAA,4,SP,Td,0.3148595461348968,33.366638040168574,SP,0.3148595461348968,Td,33.05177849403368,False
ACEWIO,4,SP,Td,0.646888694869062,33.76181028072866,SP,0.646888694869062,Td,33.1149215858596,False
ACIFEY,4,SP,Td,31.53945707693448,2.257135655235653,Td,2.257135655235653,SP,29.28232142169883,False
ACITUB,4,SP,Td,0.7384244425473836,33.82221058181261,SP,0.7384244425473836,Td,33.08378613926523,False
ACIVIU,4,SP,Td,0.5313861043625665,33.28066773275867,SP,0.5313861043625665,Td,32.749281628396105,False
ACIVOA,4,SP,Td,0.447550674073037,33.60169799442665,SP,0.447550674073037,Td,33.154147320353616,False
ACIWER,4,SP,Td,0.5331380741850822,33.420776976250835,SP,0.5331380741850822,Td,32.88763890206575,False
ACIWIV,4,SP,Td,0.4172591943365212,33.18051569563476,SP,0.4172591943365212,Td,32.76325650129824,False
ACIWUH,4,SP,Td,1.4870153965660415,27.112913393094672,SP,1.4870153965660415,Td,25.625897996528632,False
ACOBOM,4,SP,Td,0.0948628096059835,30.85961050576861,SP,0.0948628096059835,Td,30.76474769616263,False
ACOSOD,4,SP,Td,2.226250386592676,29.316272213348057,SP,2.226250386592676,Td,27.090021826755383,False
ACOZOJ,4,SP,Td,31.03273017831784,1.718118816296474,Td,1.718118816296474,SP,29.314611362021367,False
ACPYZN,4,SP,Td,24.071575173880813,2.312000337597199,Td,2.312000337597199,SP,21.759574836283612,False
ACTBPD,4,SP,Td,0.2635011161435788,31.9780662866544,SP,0.2635011161435788,Td,31.71456517051082,False
ACUJEQ,4,SP,Td,0.0966657051511929,33.390769063631005,SP,0.0966657051511929,Td,33.29410335847981,False
ACUSAS,4,SP,Td,0.4425841077628775,31.876684008316264,SP,0.4425841077628775,Td,31.434099900553388,False
ACUSUP,4,SP,Td,0.5112518307023902,33.314837410047026,SP,0.5112518307023902,Td,32.803585579344634,False
ACUWOK,4,SP,Td,0.0124036833680316,33.094871066278166,SP,0.0124036833680316,Td,33.08246738291013,False
ACUWUQ,4,SP,Td,0.0785024420583208,32.639063730555826,SP,0.0785024420583208,Td,32.5605612884975,False
ADASOQ,4,SP,Td,31.16696294845709,0.1354479083729535,Td,0.1354479083729535,SP,31.031515040084138,False
ADAZUD,4,SP,Td,0.507714717336454,32.43821904022259,SP,0.507714717336454,Td,31.930504322886136,False
ADEBET,4,SP,Td,0.837476571312284,29.55741860131307,SP,0.837476571312284,Td,28.719942030000787,False
ADELEE,4,SP,Td,2.8622884853212405,21.948670631272808,SP,2.8622884853212405,Td,19.086382145951568,False
ADEMII,4,SP,Td,2.620097466562803,25.044983886660084,SP,2.620097466562803,Td,22.42488642009728,False
ADEQAC,4,SP,Td,0.0222969704861244,33.334184315947816,SP,0.0222969704861244,Td,33.31188734546169,False
ADETOV,4,SP,Td,27.245144893023955,1.7233385332423314,Td,1.7233385332423314,SP,25.521806359781625,False
ADEVOU,4,SP,Td,27.61412712348115,2.218411565189465,Td,2.218411565189465,SP,25.395715558291684,False
ADIBUL,4,SP,Td,0.2899783745016522,32.648850401148856,SP,0.2899783745016522,Td,32.358872026647205,False
ADIFID,4,SP,Td,0.9534675713672304,24.798299592737383,SP,0.9534675713672304,Td,23.844832021370152,False
ADIJAZ,4,SP,Td,0.4305726008025615,31.318253418593223,SP,0.4305726008025615,Td,30.88768081779066,False
ADIMUY,4,SP,Td,32.84277915572826,1.25142906273933,Td,1.25142906273933,SP,31.59135009298893,False
ADINIM,4,SP,Td,0.9799749302570602,32.449470660691176,SP,0.9799749302570602,Td,31.469495730434115,False
ADINOS,4,SP,Td,0.309866023316906,33.17150660447237,SP,0.309866023316906,Td,32.86164058115546,False
ADINUY,4,SP,Td,0.7724472076677695,31.861709475075266,SP,0.7724472076677695,Td,31.08926226740749,False
ADIRIP,4,SP,Td,1.9630171237170628,24.487020075590483,SP,1.9630171237170628,Td,22.52400295187342,False
ADIRIR,4,SP,Td,0.9962855286415878,30.755570095125982,SP,0.9962855286415878,Td,29.7592845664844,False
ADIXAM,4,SP,Td,0.2748730188036658,33.51626850919791,SP,0.2748730188036658,Td,33.24139549039424,False
ADIXEQ,4,SP,Td,0.3922638198573111,27.845377511654277,SP,0.3922638198573111,Td,27.45311369179696,False
ADIXUI,4,SP,Td,0.2887884205252054,32.936457306902675,SP,0.2887884205252054,Td,32.64766888637747,False
ADIYAP,4,SP,Td,0.307321929242534,32.943330341717505,SP,0.307321929242534,Td,32.63600841247497,False
ADOFAD,4,SP,Td,0.3915847022066239,32.10777381687732,SP,0.3915847022066239,Td,31.71618911467069,False
ADOFOR,4,SP,Td,0.0213272436205159,33.34737258986582,SP,0.0213272436205159,Td,33.3260453462453,False
ADOPUE,4,SP,Td,0.7088107727872388,33.799751782819186,SP,0.7088107727872388,Td,33.09094101003195,False
ADOWOG,4,SP,Td,0.4484738512585674,33.62394904636088,SP,0.4484738512585674,Td,33.17547519510231,False
ADOWUM,4,SP,Td,0.2554995172998916,32.04856648169227,SP,0.2554995172998916,Td,31.793066964392377,False
ADOXAT,4,SP,Td,0.4088848307391446,33.59771393807144,SP,0.4088848307391446,Td,33.18882910733229,False
ADOXEX,4,SP,Td,0.3966983510264315,33.58251439842449,SP,0.3966983510264315,Td,33.18581604739806,False
ADOXIB,4,SP,Td,0.426243936544501,29.42340356010179,SP,0.426243936544501,Td,28.997159623557287,False
ADOXUQ,4,SP,Td,0.8868923635069148,33.48380673415707,SP,0.8868923635069148,Td,32.596914370650154,False
ADOZOM,4,SP,Td,22.207677558091717,3.735021827294133,Td,3.735021827294133,SP,18.47265573079758,False
ADUBAG,4,SP,Td,29.13632624840196,4.099582621506064,Td,4.099582621506064,SP,25.0367436268959,False
ADUBUA,4,SP,Td,0.052537893026354,33.36581249557955,SP,0.052537893026354,Td,33.31327460255319,False
ADUFOW,4,SP,Td,1.28499433039018,33.11016898438878,SP,1.28499433039018,Td,31.8251746539986,False
ADUFUD,4,SP,Td,25.3253180523595,6.441139661299547,Td,6.441139661299547,SP,18.88417839105995,False
ADUGAJ,4,SP,Td,1.1347202775801717,33.428971694606986,SP,1.1347202775801717,Td,32.294251417026814,False
ADULAN,4,SP,Td,0.933141155862575,30.303376152098533,SP,0.933141155862575,Td,29.37023499623596,False
ADULIV,4,SP,Td,1.0086469884088476,29.849721539123955,SP,1.0086469884088476,Td,28.841074550715103,False
ADUMUJ,4,SP,Td,0.2863155572990339,33.51885155873524,SP,0.2863155572990339,Td,33.23253600143621,False
ADUNAQ,4,SP,Td,0.595133502709407,33.27875856175982,SP,0.595133502709407,Td,32.683625059050414,False
ADUNIY,4,SP,Td,0.5396796419762215,30.98169185966153,SP,0.5396796419762215,Td,30.442012217685317,False
ADUNOC,4,SP,Td,0.721677240294394,25.729945243345483,SP,0.721677240294394,Td,25.00826800305109,False
ADUNOE,4,SP,Td,0.44346552615143,33.30090440535785,SP,0.44346552615143,Td,32.85743887920642,False
ADUROG,4,SP,Td,27.394390290500024,3.9078477296539686,Td,3.9078477296539686,SP,23.48654256084605,False
ADURUM,4,SP,Td,29.029020410748917,4.464155263721753,Td,4.464155263721753,SP,24.56486514702716,False
ADUSAT,4,SP,Td,21.548736343608105,6.1941282430551725,Td,6.1941282430551725,SP,15.354608100552934,False
ADUSEZ,4,SP,Td,0.5517278072739188,33.683326392436605,SP,0.5517278072739188,Td,33.131598585162685,False
ADUVOL,4,SP,Td,0.3143100268961541,33.53078147033383,SP,0.3143100268961541,Td,33.21647144343768,False
AFAHOI,4,SP,Td,25.237220023443378,2.088927850312313,Td,2.088927850312313,SP,23.148292173131065,False
AFAJOJ,4,SP,Td,0.4616781248963696,33.33773749234433,SP,0.4616781248963696,Td,32.876059367447965,False
AFAKAW,4,SP,Td,0.3568720147082533,30.17594399711649,SP,0.3568720147082533,Td,29.819071982408243,False
AFAKEA,4,SP,Td,0.3499943002906198,33.493646745456665,SP,0.3499943002906198,Td,33.14365244516605,False
AFALIE,4,SP,Td,8.79210229402374,33.73445885863193,SP,8.79210229402374,Td,24.94235656460819,False
AFALUQ,4,SP,Td,9.917598106598344,33.73946220808098,SP,9.917598106598344,Td,23.821864101482635,False
AFAMEB,4,SP,Td,0.6765172705949437,30.71677995117504,SP,0.6765172705949437,Td,30.040262680580096,False
AFAMIF,4,SP,Td,0.6657746053339323,30.866887656151285,SP,0.6657746053339323,Td,30.20111305081735,False
AFAMOL,4,SP,Td,0.662324460346662,31.095996244025404,SP,0.662324460346662,Td,30.43367178367874,False
AFAMUR,4,SP,Td,0.669809809558404,31.33824749306425,SP,0.669809809558404,Td,30.66843768350585,False
AFANAY,4,SP,Td,0.6772484571754336,31.30263594113524,SP,0.6772484571754336,Td,30.6253874839598,False
AFANEC,4,SP,Td,0.6116343774773367,33.35250059003385,SP,0.6116343774773367,Td,32.74086621255651,False
AFANIG,4,SP,Td,1.191801796888973,32.362351504226325,SP,1.191801796888973,Td,31.17054970733735,False
AFATUW,4,SP,Td,0.4867153681887293,31.569083017711723,SP,0.4867153681887293,Td,31.082367649522997,False
AFEDEV,4,SP,Td,25.48630084348236,4.550156450358699,Td,4.550156450358699,SP,20.93614439312366,False
AFEGAU,4,SP,Td,0.9445512005598976,25.088718173035016,SP,0.9445512005598976,Td,24.14416697247512,False
AFEKIG,4,SP,Td,1.0420019768141684,26.276584169529876,SP,1.0420019768141684,Td,25.234582192715703,False
AFELAY,4,SP,Td,0.8117917957320776,33.04593124851596,SP,0.8117917957320776,Td,32.234139452783886,False
AFELEC,4,SP,Td,0.5915639801241864,32.7404340126722,SP,0.5915639801241864,Td,32.14887003254801,False
AFELIG,4,SP,Td,0.7025166218915118,32.53456390190777,SP,0.7025166218915118,Td,31.83204728001625,False
AFELUU,4,SP,Td,31.292168983218687,0.5936523720604286,Td,0.5936523720604286,SP,30.698516611158254,False
AFEYET,4,SP,Td,1.3790491790915784,32.90898152007046,SP,1.3790491790915784,Td,31.529932340978885,False
AFEZUK,4,SP,Td,1.1313130123907646,33.043670522054164,SP,1.1313130123907646,Td,31.9123575096634,False
AFICIC,4,SP,Td,1.0495122830876342,24.4396295733609,SP,1.0495122830876342,Td,23.390117290273267,False
AFIDID,4,SP,Td,29.1209954262122,0.6815219187747162,Td,0.6815219187747162,SP,28.439473507437484,False
AFIDOJ,4,SP,Td,32.27092565296452,0.1674179865719398,Td,0.1674179865719398,SP,32.10350766639258,False
AFIJII,4,SP,Td,8.495672632678676,36.83067160461158,SP,8.495672632678676,Td,28.334998971932905,False
AFILUX,4,SP,Td,0.8589586013328213,32.93999006012085,SP,0.8589586013328213,Td,32.081031458788026,False
AFIROW,4,SP,Td,0.4133153824544814,33.58030993098472,SP,0.4133153824544814,Td,33.16699454853023,False
AFIXUJ,4,SP,Td,0.2463300048305241,30.217256012705995,SP,0.2463300048305241,Td,29.97092600787547,False
AFOFIL,4,SP,Td,0.3865282279102769,32.63520176613569,SP,0.3865282279102769,Td,32.24867353822541,False
AFOHIM,4,SP,Td,0.4353868604626876,29.46617913500444,SP,0.4353868604626876,Td,29.030792274541756,False
AFOHUY,4,SP,Td,0.7813950805451145,27.552386952795707,SP,0.7813950805451145,Td,26.770991872250598,False
AFOJEN,4,SP,Td,0.7158104397297399,33.581094889160205,SP,0.7158104397297399,Td,32.86528444943047,False
AFOVEW,4,SP,Td,20.44574174294782,3.0236809873557746,Td,3.0236809873557746,SP,17.422060755592046,False
AFUPUO,4,SP,Td,6.813818100364886e-06,33.33304418526376,SP,6.813818100364886e-06,Td,33.333037371445656,False
AFUYAD,4,SP,Td,34.157622791324584,5.744297141089206,Td,5.744297141089206,SP,28.41332565023538,False
AGABEQ,4,SP,Td,0.9411599660375342,33.75239114341971,SP,0.9411599660375342,Td,32.811231177382176,False
AGAPOO,4,SP,Td,0.3543142683673752,31.90773931966929,SP,0.3543142683673752,Td,31.55342505130191,False
AGASEJ,4,SP,Td,28.08822609873519,44.26812534061507,SP,28.08822609873519,Td,16.17989924187988,False
AGEBEU,4,SP,Td,1.101253903820774,32.34416984563876,SP,1.101253903820774,Td,31.242915941817987,False
AGEJOM,4,SP,Td,27.662980595952103,3.5085626926364037,Td,3.5085626926364037,SP,24.154417903315704,False
AGEJUS,4,SP,Td,12.812907919584765,6.498789188913737,Td,6.498789188913737,SP,6.3141187306710265,False
AGEKON,4,SP,Td,1.051728470697426,32.87593038343217,SP,1.051728470697426,Td,31.824201912734743,False
AGELAA,4,SP,Td,1.5059058865908523,30.50540960004848,SP,1.5059058865908523,Td,28.999503713457628,False
AGELEF,4,SP,Td,0.4541252560481101,33.63523646063282,SP,0.4541252560481101,Td,33.18111120458471,False
AGELIJ,4,SP,Td,0.4941344004432581,33.65394294542494,SP,0.4941344004432581,Td,33.15980854498168,False
AGEMOS,4,SP,Td,0.0866219974126268,33.39106243714004,SP,0.0866219974126268,Td,33.30444043972741,False
AGETEL,4,SP,Td,0.916693038755919,32.61113363947342,SP,0.916693038755919,Td,31.694440600717503,False
AGEWEO,4,SP,Td,0.9941684300344068,33.13411381191463,SP,0.9941684300344068,Td,32.139945381880224,False
AGEWOY,4,SP,Td,0.8405426818925268,33.32113123535461,SP,0.8405426818925268,Td,32.480588553462084,False
AGICIC,4,SP,Td,0.2816668905342803,32.98343766983796,SP,0.2816668905342803,Td,32.70177077930368,False
AGIRUE,4,SP,Td,0.4746648733273719,31.66669882443617,SP,0.4746648733273719,Td,31.192033951108805,False
AGOHEJ,4,SP,Td,0.1057017406005147,30.91908972369368,SP,0.1057017406005147,Td,30.81338798309316,False
AGOQOD,4,SP,Td,0.4705361407533824,33.6385092331112,SP,0.4705361407533824,Td,33.16797309235782,False
AGOTOH,4,SP,Td,0.4974029752231521,31.731909642865453,SP,0.4974029752231521,Td,31.2345066676423,False
AGUFIT,4,SP,Td,0.1275714690686221,33.268659356744884,SP,0.1275714690686221,Td,33.141087887676264,False
AGUJUJ,4,SP,Td,8.338269281366983,31.302187554566483,SP,8.338269281366983,Td,22.9639182731995,False
AGUKET,4,SP,Td,0.747160186501102,30.9388762788174,SP,0.747160186501102,Td,30.191716092316295,False
AGUXIK,4,SP,Td,0.6553916187497135,31.93988613949979,SP,0.6553916187497135,Td,31.28449452075008,False
AGUYOT,4,SP,Td,1.0575244214776938,24.4481795995448,SP,1.0575244214776938,Td,23.390655178067103,False
AGUYUZ,4,SP,Td,1.2105943212796335,25.16064269518877,SP,1.2105943212796335,Td,23.950048373909137,False
AGUZAG,4,SP,Td,0.7464390179682622,27.676405686752027,SP,0.7464390179682622,Td,26.929966668783763,False
AHABER,4,SP,Td,26.185504667096986,5.462119941566359,Td,5.462119941566359,SP,20.72338472553062,False
AHABIV,4,SP,Td,23.325069495530144,6.469229976882987,Td,6.469229976882987,SP,16.85583951864716,False
AHABOB,4,SP,Td,0.3549284269118772,33.32665382476567,SP,0.3549284269118772,Td,32.971725397853795,False
AHABUH,4,SP,Td,1.0354813685884368,33.92186230388452,SP,1.0354813685884368,Td,32.88638093529608,False
AHACES,4,SP,Td,0.524259688680125,33.66577907973622,SP,0.524259688680125,Td,33.14151939105609,False
AHANUV,4,SP,Td,0.0910137512267935,30.873599747567976,SP,0.0910137512267935,Td,30.782585996341183,False
AHAQUX,4,SP,Td,21.56293477458981,2.2890076533069235,Td,2.2890076533069235,SP,19.273927121282885,False
AHASAE,4,SP,Td,1.5035674921118651,32.539707064811104,SP,1.5035674921118651,Td,31.03613957269924,False
AHASIM,4,SP,Td,1.500246979858413,33.66191109384626,SP,1.500246979858413,Td,32.16166411398785,False
AHAWIP,4,SP,Td,1.613272803653347,22.780988896343867,SP,1.613272803653347,Td,21.16771609269052,False
AHAWOV,4,SP,Td,1.070064833651972,25.472558997942198,SP,1.070064833651972,Td,24.40249416429022,False
AHAWUB,4,SP,Td,1.1793502250830172,24.56588383808648,SP,1.1793502250830172,Td,23.38653361300346,False
AHAXAI,4,SP,Td,0.4869045480999108,28.590812398217484,SP,0.4869045480999108,Td,28.10390785011757,False
AHAXEM,4,SP,Td,1.384569110302653,24.67921401526716,SP,1.384569110302653,Td,23.294644904964503,False
AHAZUE,4,SP,Td,32.32919522076416,4.602917491041905,Td,4.602917491041905,SP,27.72627772972226,False
AHEBAQ,4,SP,Td,38.191385095594725,10.784617932060709,Td,10.784617932060709,SP,27.40676716353402,False
AHEFIC,4,SP,Td,0.1531811949950979,32.47813980148428,SP,0.1531811949950979,Td,32.32495860648918,False
AHEFOI,4,SP,Td,0.2044537631134086,32.26213961973223,SP,0.2044537631134086,Td,32.057685856618825,False
AHEHIE,4,SP,Td,0.3976300404031536,33.08105988678639,SP,0.3976300404031536,Td,32.68342984638324,False
AHELEH,4,SP,Td,2.642819995427391,19.43406656305726,SP,2.642819995427391,Td,16.79124656762987,False
AHETAL,4,SP,Td,32.28965847002172,1.3165635843718773,Td,1.3165635843718773,SP,30.973094885649843,False
AHIGOP,4,SP,Td,0.1998322437588875,33.43859000306075,SP,0.1998322437588875,Td,33.23875775930186,False
AHIHAB,4,SP,Td,0.2086808366438501,31.93374706648649,SP,0.2086808366438501,Td,31.72506622984264,False
AHIHOO,4,SP,Td,0.5867320276296928,32.177479361013745,SP,0.5867320276296928,Td,31.59074733338405,False
AHOBOQ,4,SP,Td,0.1786735402136526,32.99116479735187,SP,0.1786735402136526,Td,32.81249125713822,False
AHOCAD,4,SP,Td,2.6025928911442997,35.039675966812645,SP,2.6025928911442997,Td,32.43708307566835,False
AHODOT,4,SP,Td,0.5311698245984405,32.12967095981767,SP,0.5311698245984405,Td,31.598501135219237,False
AHONER,4,SP,Td,8.837141699119591,32.561771735210584,SP,8.837141699119591,Td,23.724630036090996,False
AHONIV,4,SP,Td,0.1363783623453293,33.30312567680908,SP,0.1363783623453293,Td,33.166747314463755,False
AHOQIY,4,SP,Td,28.94628323380156,4.786232992954532,Td,4.786232992954532,SP,24.160050240847028,False
AHOREX,4,SP,Td,0.2331359019073245,32.4970314414632,SP,0.2331359019073245,Td,32.263895539555875,False
AHOWIF,4,SP,Td,0.2096638821546871,33.328892359300426,SP,0.2096638821546871,Td,33.11922847714574,False
AHUBOW,4,SP,Td,0.653875521278634,28.532759381893317,SP,0.653875521278634,Td,27.87888386061468,False
AHUJOC,4,SP,Td,20.862847934715575,7.373412935850602,Td,7.373412935850602,SP,13.489434998864976,False
AHUNIA,4,SP,Td,0.0518666712079118,33.07276849453348,SP,0.0518666712079118,Td,33.020901823325566,False
AJADEV,4,SP,Td,1.6991123516055824,23.48135957837028,SP,1.6991123516055824,Td,21.7822472267647,False
AJADIZ,4,SP,Td,3.5853870890562924,18.18425780525547,SP,3.5853870890562924,Td,14.598870716199178,False
AJAFIB,4,SP,Td,0.3190166313554151,31.08865386343605,SP,0.3190166313554151,Td,30.76963723208064,False
AJALED,4,SP,Td,18.51354671412485,3.923830093964497,Td,3.923830093964497,SP,14.589716620160353,False
AJALIH,4,SP,Td,27.894533370810223,2.042320635603409,Td,2.042320635603409,SP,25.852212735206816,False
AJAQAD,4,SP,Td,0.0868446433332497,33.39101305674822,SP,0.0868446433332497,Td,33.30416841341497,False
AJAWAK,4,SP,Td,1.8595749882323056,32.79365673983419,SP,1.8595749882323056,Td,30.934081751601884,False
AJAZUG,4,SP,Td,0.2224176368709228,32.04992991795724,SP,0.2224176368709228,Td,31.827512281086317,False
AJEBAS,4,SP,Td,0.3350248466245999,31.594049298696167,SP,0.3350248466245999,Td,31.259024452071568,False
AJEHAA,4,SP,Td,0.6442873098568489,29.16806969441382,SP,0.6442873098568489,Td,28.52378238455697,False
AJEHEE,4,SP,Td,0.4228732341571527,33.388388896229785,SP,0.4228732341571527,Td,32.96551566207263,False
AJELUZ,4,SP,Td,0.889866395138485,33.50082633096382,SP,0.889866395138485,Td,32.610959935825335,False
AJEMEK,4,SP,Td,0.329941441616819,32.99684457256725,SP,0.329941441616819,Td,32.66690313095043,False
AJEMIO,4,SP,Td,0.3592230951749942,33.032988647260254,SP,0.3592230951749942,Td,32.67376555208526,False
AJEMOU,4,SP,Td,0.6683804331501028,30.47212117974709,SP,0.6683804331501028,Td,29.803740746596997,False
AJETER,4,SP,Td,33.378066597479624,4.31142078097337,Td,4.31142078097337,SP,29.06664581650625,False
AJIDUU,4,SP,Td,0.7157152682652732,33.81035129168924,SP,0.7157152682652732,Td,33.094636023423966,False
AJIFAA,4,SP,Td,0.1616450667990817,33.43638406936622,SP,0.1616450667990817,Td,33.27473900256714,False
AJIHAD,4,SP,Td,0.1473766550533737,33.42813450851012,SP,0.1473766550533737,Td,33.28075785345675,False
AJIHEH,4,SP,Td,0.1541137144541192,33.43495805822488,SP,0.1541137144541192,Td,33.28084434377076,False
AJILOU,4,SP,Td,0.0195958878835321,33.34617899641921,SP,0.0195958878835321,Td,33.32658310853568,False
AJIPUE,4,SP,Td,35.284905790618765,7.664034821075068,Td,7.664034821075068,SP,27.62087096954369,False
AJIQAL,4,SP,Td,33.5599625056324,0.6697445359702487,Td,0.6697445359702487,SP,32.89021796966215,False
AJITAR,4,SP,Td,1.0513876453769853,29.828361163903423,SP,1.0513876453769853,Td,28.77697351852644,False
AJIXOI,4,SP,Td,0.9536275098013208,28.56706694005162,SP,0.9536275098013208,Td,27.6134394302503,False
AJIXUN,4,SP,Td,0.4443769155177338,31.93622911447199,SP,0.4443769155177338,Td,31.491852198954252,False
AJIXUO,4,SP,Td,0.9098036675694554,29.4421409978549,SP,0.9098036675694554,Td,28.532337330285443,False
AJIYIC,4,SP,Td,0.2028936406767733,31.66782759835744,SP,0.2028936406767733,Td,31.464933957680664,False
AJOBAF,4,SP,Td,0.6334921971538338,32.03279511214818,SP,0.6334921971538338,Td,31.399302914994344,False
AJOBEH,4,SP,Td,0.3491989761405114,31.005666609099457,SP,0.3491989761405114,Td,30.656467632958947,False
AJONAP,4,SP,Td,0.0542947368619816,33.09552497850225,SP,0.0542947368619816,Td,33.041230241640264,False
AJOXUU,4,SP,Td,0.889761331261537,29.75077276388131,SP,0.889761331261537,Td,28.861011432619776,False
AJOYAB,4,SP,Td,0.8672385077291601,29.740175277683655,SP,0.8672385077291601,Td,28.8729367699545,False
AJUDAN,4,SP,Td,0.529894895530731,33.33939024744442,SP,0.529894895530731,Td,32.80949535191369,False
AJUDER,4,SP,Td,0.4987461198757694,33.48488975525949,SP,0.4987461198757694,Td,32.98614363538372,False
AJUVUY,4,SP,Td,0.5839274149260754,33.50462001698927,SP,0.5839274149260754,Td,32.9206926020632,False
AJUWAF,4,SP,Td,0.5540846023422082,33.417869006877986,SP,0.5540846023422082,Td,32.86378440453578,False
AJUWEJ,4,SP,Td,0.5742138944753281,32.66344473130211,SP,0.5742138944753281,Td,32.08923083682678,False
AKALAC,4,SP,Td,12.84818682122713,31.12609486523633,SP,12.84818682122713,Td,18.2779080440092,False
AKAPAF,4,SP,Td,27.984611019326337,2.5873971252842707,Td,2.5873971252842707,SP,25.397213894042068,False
AKAPIN,4,SP,Td,25.867555853522155,2.962477145522453,Td,2.962477145522453,SP,22.905078707999703,False
AKASEM,4,SP,Td,33.57674536082247,2.134696143677193,Td,2.134696143677193,SP,31.44204921714528,False
AKASIQ,4,SP,Td,28.24547255620919,14.19367979257023,Td,14.19367979257023,SP,14.05179276363896,False
