refcode,metal_count,metals,candidate_type,bridge_count,bridge_types,has_mu2,has_mu3,has_mu4_or_higher,has_metal_metal_contact,has_direct_MM_bond,local_CNs,local_shapes,parse_valid,roundtrip_valid,metal_order_invariant,atom_order_invariant,ligand_order_invariant,bridge_consistency_valid,local_sphere_consistency_valid,L0_present,L1_present,L2_present,L3_present,record_generated,failure_stage,failure_reason,manual_audit_priority
ERIMAT,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
KURPIX,2,Cd+Cd,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BCPDMN,2,Mn+Mn,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GUQVAS,2,Sc+Sc,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CEZWOV,2,Ag+Ag,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DUJMIH,2,Ni+Ni,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YOXZUH,12,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5,5,5,5,5,6,6,6,6",",,,,,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YEXJUH,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YAXYUV01,2,Ni+W,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HXPAUP,4,Au+Au+Au+Au,multi,0,,False,False,False,False,False,"4,4,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WODKUZ,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"3,3,3",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HUQCOO,4,Au+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"3,0,0,0",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZAYLUJ,6,Ti+Ti+Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,"6,6,6,6,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HEBVIW,2,Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
RUFWIA,2,Co+Fe,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HAJRAO,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,4,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SEMXER,32,Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag+Ag,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_32,medium
MAVLOO,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KIZPAN,4,Hf+Hf+Hf+Hf,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RIRDAA,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YOSPUV,3,Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,2,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QUVPIH,2,Mn+Mn,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IHOKOI,2,Ag+Ag,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PIMFAU,5,Fe+Fe+Sc+Sc+Sc,multi,0,,False,False,False,False,False,"4,4,8,8,8",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WUQYIU,2,Au+Au,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
REQZIY,2,Rh+Rh,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QAWWUK,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,2,2,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XECTIK,3,Ni+Ni+Ni,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FAQLIT01,2,Ru+Ru,multi,0,,False,False,False,False,False,"5,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HUXTUT,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GALTOD,5,Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"2,6,6,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MAMQIA,3,Ti+Ti+Ti,multi,0,,False,False,False,False,False,"2,2,2",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PIBKOE,2,Ag+Ag,multi,0,,False,False,False,False,False,"2,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HIMTEE,2,Pd+Pd,multi,0,,False,False,False,False,False,"7,7",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
GUCXAF,30,Cr+Cr+Cr+Cr+Cr+Cr+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_30,medium
NOJYAM,2,Cu+Cu,multi,0,,False,False,False,False,False,"4,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RIXCIL,2,Cd+Cd,multi,0,,False,False,False,False,False,"2,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
AQIPUM,2,Zn+Zn,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EMOSUV01,2,Co+Co,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MURFIQ,3,Mn+Mn+Mn,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ADAMOJ06,2,Fe+Fe,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
INEWOO,10,Cu+Cu+Mo+Mo+Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"4,4,6,6,6,6,6,6,6,6",",,,,,,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
TIZGOA01,22,Co+Co+Co+Co+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_22,medium
QEBBUY,16,Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_16,medium
ZUMVIM,6,Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"4,4,4,4,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BIRMUK,2,Ir+Ir,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IFAPAH,2,Mn+Mn,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XOVLEA,2,Au+Au,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
RUYHUS,6,Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,2,2,5,5",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VOJGUW,2,Ir+Ru,multi,0,,False,False,False,False,False,"4,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TAXXUP,6,Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,4,4,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VEYQEX,2,Cu+Cu,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CABKAS,2,Ag+Ag,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QONKIQ19,8,Zn+Zn+Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"1,1,1,2,3,3,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MTCAZN02,2,Zn+Zn,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ALAXOC,2,Ir+Ir,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TONJOY,2,Cu+Cu,multi,0,,False,False,False,False,False,"2,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NALYII,2,Zn+Zn,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VIZQEA,4,Au+Au+Nb+Nb,multi,0,,False,False,False,False,False,"3,4,7,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KABMEI,2,Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
FUYYUV,2,Co+Co,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IQEGOA,4,V+V+V+V,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XOBBUO,6,Cd+Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,1,1,6,7",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EBAXEL,2,Ti+Ti,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QOLHOP,2,Cr+Cr,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
COBGEF,4,Fe+Fe+Ni+Ni,multi,0,,False,False,False,False,False,"4,7,3,4",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FANKUC,2,Cu+Cu,multi,0,,False,False,False,False,False,"3,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GOCXAY,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BAJJOM,2,Zn+Zn,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NADJUZ,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"3,3,3,3",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LUSCEK,4,Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,2,2,7",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
JUGXAN,3,Ni+Zn+Zn,multi,0,,False,False,False,False,False,"5,2,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TASBEU,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GAQJUE,2,Cu+Cu,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NURXOO,5,Fe+Fe+Fe+Ru+Ru,multi,0,,False,False,False,False,False,"1,6,6,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
SAGRIF,2,Ni+Ni,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QOXNOG,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,site_detection,no_sites_found,medium
TACWON,2,Cd+Cd,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XURKOL,2,Nb+Nb,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MOHMEE17,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,1,2,2,5,5",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GAKMEL,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BIQBUB,2,Zn+Zn,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EQEVON,3,Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EMOSOP,5,Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,2,6,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NUVFIT,2,Ti+Ti,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QINMUY,2,Co+Co,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YUDTIA,2,Re+Re,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GUJGUN,2,Re+Re,multi,0,,False,False,False,False,False,"6,6",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
TISHUY,2,Zn+Zn,multi,0,,False,False,False,False,False,"5,5",",",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
DIWGUL,4,Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
CAVLIV,6,Ni+Ni+Ni+Ni+Ni+Ni,multi,0,,False,False,False,False,False,"1,1,4,4,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZUTMIN,19,Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_19,medium
QUFZOI,9,Co+Co+Co+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"0,0,0,5,5,5,5,6,6",",,,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
BAMREO,3,Mn+Mn+Mn,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KOCQOL,24,W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+Zr+Zr+Zr+Zr,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_24,medium
IXEJIH,2,Rh+Rh,multi,0,,False,False,False,False,False,"10,10",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ELEQER,2,Pd+Pd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MENDER,2,Pt+Pt,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VEGBES,2,Fe+Fe,multi,0,,False,False,False,False,False,"1,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WAWCEC,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
FEGNOX,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"2,2,7",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ICIZID,5,Cd+Cd+Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,1,1,6",",,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WEJFAU,2,Fe+Ir,multi,0,,False,False,False,False,False,"0,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WUDCEH,8,Cu+Cu+Cu+Cu+Cu+Cu+Mo+Mo,multi,0,,False,False,False,False,False,"1,1,1,1,4,4,4,4",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EBIYIZ,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QOMSES,7,Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,1,1,1,6,6,6",",,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
DUDPAU,2,Pd+Pd,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
XEVZAZ,2,Fe+Fe,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KEVCEW,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"1,4,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
QOYKOG,22,Ni+Ni+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W+W,multi,0,,False,False,False,False,False,,,,,,,,,,,,,,False,metal_count,too_many_metals_22,medium
VUFJEO,2,Cd+Cd,multi,0,,False,False,False,False,False,"7,7",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GAHDAU,3,Os+Os+Os,multi,0,,False,False,False,False,False,"6,7,7",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
IXELON,3,Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ABAJOG,2,W+W,multi,0,,False,False,False,False,False,"7,7",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TUMGUE,2,Pt+Pt,multi,0,,False,False,False,False,False,"4,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ESULOW,3,Cr+Ni+Ni,multi,0,,False,False,False,False,False,"6,4,4",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
HIWMOT,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ONIBET,3,Sc+Sc+Sc,multi,0,,False,False,False,False,False,"6,6,6",",,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
UXUBEX,4,Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"5,5,5,5",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WEYWIH,3,Os+Os+Os,multi,0,,False,False,False,False,False,"6,6,6",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
POSPUI,4,Nb+Nb+Nb+Nb,multi,0,,False,False,False,False,False,"6,6,6,6",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
REBXIG,2,Au+Au,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
WEXZIJ03,3,Ag+Ag+Ag,multi,0,,False,False,False,False,False,"2,2,5",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
GITLUQ,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ZAZFIS,6,Fe+Fe+Fe+Fe+Fe+Fe,multi,0,,False,False,False,False,False,"4,4,6,6,6,6",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
JODYIO,2,Cu+Cu,multi,0,,False,False,False,False,False,"2,2",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
VIWKOD,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"2,2,2,2,6,6,6,6",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
LEPWEL,6,Co+Co+Co+Co+Co+Co,multi,0,,False,False,False,False,False,"1,1,1,3,6,6",",,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KORFEG,6,Zn+Zn+Zn+Zn+Zn+Zn,multi,0,,False,False,False,False,False,"4,4,4,4,4,4",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
XANPOS01,2,Cu+Cu,multi,0,,False,False,False,False,False,"5,5",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
NOKRUE,3,Cd+Cd+Cd,multi,0,,False,False,False,False,False,"2,2,8",",,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
REWVIC,2,V+V,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
YUJPOI,2,W+W,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
EFAVUD,4,Ti+Ti+Ti+Ti,multi,0,,False,False,False,False,False,"3,3,3,3",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
POHCAT,4,Pd+Pd+Pd+Pd,multi,0,,False,False,False,False,False,"2,2,2,2",",,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
PICFOX,2,Ti+Ti,multi,0,,False,False,False,False,False,"6,6",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
KUVRUO,2,Fe+Ru,multi,0,,False,False,False,False,False,"5,0",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
MERWOW,8,Cu+Cu+Cu+Cu+Cu+Cu+Cu+Cu,multi,0,,False,False,False,False,False,"4,4,4,4,4,4,4,4",",,,,,,,",True,True,True,True,True,True,True,True,True,True,True,True,,,low
TEXSEV,6,Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"6,6,6,6,6,6",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
UGEJOJ,2,Zr+Zr,multi,0,,False,False,False,False,False,"3,3",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
ITERUV,6,Mo+Mo+Mo+Mo+Mo+Mo,multi,0,,False,False,False,False,False,"9,9,9,9,9,9",",,,,,",True,False,False,False,False,True,True,True,True,True,True,False,validation,roundtrip_valid;metal_order_invariant;atom_order_invariant;ligand_order_invariant,high
JAYSEK,2,Ni+Ni,multi,0,,False,False,False,False,False,"1,4",",",True,True,True,True,True,True,True,True,True,True,True,True,,,low
