cn,scope,threshold_delta_s,operator,criterion,is_default_threshold,n_total,n_satisfying,fraction_satisfying,percent_satisfying
4,CN4,2.43,<,S_second - S_best < threshold_delta_s,False,16682,75,0.004495863805299124,0.44958638052991245
4,CN4,2.44,<,S_second - S_best < threshold_delta_s,False,16682,75,0.004495863805299124,0.44958638052991245
4,CN4,2.45,<,S_second - S_best < threshold_delta_s,False,16682,75,0.004495863805299124,0.44958638052991245
4,CN4,2.46,<,S_second - S_best < threshold_delta_s,False,16682,75,0.004495863805299124,0.44958638052991245
4,CN4,2.47,<,S_second - S_best < threshold_delta_s,False,16682,75,0.004495863805299124,0.44958638052991245
4,CN4,2.48,<,S_second - S_best < threshold_delta_s,False,16682,76,0.004555808656036446,0.45558086560364464
4,CN4,2.49,<,S_second - S_best < threshold_delta_s,False,16682,76,0.004555808656036446,0.45558086560364464
4,CN4,2.50,<,S_second - S_best < threshold_delta_s,False,16682,76,0.004555808656036446,0.45558086560364464
4,CN4,2.51,<,S_second - S_best < threshold_delta_s,False,16682,76,0.004555808656036446,0.45558086560364464
4,CN4,2.52,<,S_second - S_best < threshold_delta_s,False,16682,76,0.004555808656036446,0.45558086560364464
4,CN4,2.53,<,S_second - S_best < threshold_delta_s,False,16682,76,0.004555808656036446,0.45558086560364464
4,CN4,2.54,<,S_second - S_best < threshold_delta_s,False,16682,77,0.004615753506773768,0.4615753506773768
4,CN4,2.55,<,S_second - S_best < threshold_delta_s,False,16682,77,0.004615753506773768,0.4615753506773768
4,CN4,2.56,<,S_second - S_best < threshold_delta_s,False,16682,77,0.004615753506773768,0.4615753506773768
4,CN4,2.57,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.58,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.59,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.60,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.61,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.62,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.63,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.64,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.65,<,S_second - S_best < threshold_delta_s,False,16682,78,0.00467569835751109,0.467569835751109
4,CN4,2.66,<,S_second - S_best < threshold_delta_s,False,16682,79,0.004735643208248412,0.4735643208248411
4,CN4,2.67,<,S_second - S_best < threshold_delta_s,False,16682,79,0.004735643208248412,0.4735643208248411
4,CN4,2.68,<,S_second - S_best < threshold_delta_s,False,16682,79,0.004735643208248412,0.4735643208248411
4,CN4,2.69,<,S_second - S_best < threshold_delta_s,False,16682,79,0.004735643208248412,0.4735643208248411
4,CN4,2.70,<,S_second - S_best < threshold_delta_s,False,16682,79,0.004735643208248412,0.4735643208248411
4,CN4,2.71,<,S_second - S_best < threshold_delta_s,False,16682,80,0.004795588058985733,0.4795588058985733
4,CN4,2.72,<,S_second - S_best < threshold_delta_s,False,16682,80,0.004795588058985733,0.4795588058985733
4,CN4,2.73,<,S_second - S_best < threshold_delta_s,False,16682,80,0.004795588058985733,0.4795588058985733
4,CN4,2.74,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.75,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.76,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.77,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.78,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.79,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.80,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.81,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.82,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.83,<,S_second - S_best < threshold_delta_s,False,16682,82,0.004915477760460377,0.49154777604603767
4,CN4,2.84,<,S_second - S_best < threshold_delta_s,False,16682,83,0.0049754226111976985,0.4975422611197698
4,CN4,2.85,<,S_second - S_best < threshold_delta_s,False,16682,84,0.0050353674619350195,0.503536746193502
4,CN4,2.86,<,S_second - S_best < threshold_delta_s,False,16682,84,0.0050353674619350195,0.503536746193502
4,CN4,2.87,<,S_second - S_best < threshold_delta_s,False,16682,84,0.0050353674619350195,0.503536746193502
4,CN4,2.88,<,S_second - S_best < threshold_delta_s,False,16682,85,0.005095312312672341,0.5095312312672341
4,CN4,2.89,<,S_second - S_best < threshold_delta_s,False,16682,86,0.005155257163409663,0.5155257163409663
4,CN4,2.90,<,S_second - S_best < threshold_delta_s,False,16682,88,0.005275146864884306,0.5275146864884307
4,CN4,2.91,<,S_second - S_best < threshold_delta_s,False,16682,88,0.005275146864884306,0.5275146864884307
4,CN4,2.92,<,S_second - S_best < threshold_delta_s,False,16682,88,0.005275146864884306,0.5275146864884307
4,CN4,2.93,<,S_second - S_best < threshold_delta_s,False,16682,89,0.005335091715621628,0.5335091715621628
4,CN4,2.94,<,S_second - S_best < threshold_delta_s,False,16682,89,0.005335091715621628,0.5335091715621628
4,CN4,2.95,<,S_second - S_best < threshold_delta_s,False,16682,90,0.00539503656635895,0.539503656635895
4,CN4,2.96,<,S_second - S_best < threshold_delta_s,False,16682,90,0.00539503656635895,0.539503656635895
4,CN4,2.97,<,S_second - S_best < threshold_delta_s,False,16682,90,0.00539503656635895,0.539503656635895
4,CN4,2.98,<,S_second - S_best < threshold_delta_s,False,16682,92,0.005514926267833593,0.5514926267833593
4,CN4,2.99,<,S_second - S_best < threshold_delta_s,False,16682,92,0.005514926267833593,0.5514926267833593
4,CN4,3.00,<,S_second - S_best < threshold_delta_s,False,16682,92,0.005514926267833593,0.5514926267833593
5,CN5,0.00,<,S_second - S_best < threshold_delta_s,False,6356,0,0.0,0.0
5,CN5,0.01,<,S_second - S_best < threshold_delta_s,False,6356,6,0.0009439899307740718,0.09439899307740718
5,CN5,0.02,<,S_second - S_best < threshold_delta_s,False,6356,13,0.0020453115166771552,0.20453115166771554
5,CN5,0.03,<,S_second - S_best < threshold_delta_s,False,6356,22,0.003461296412838263,0.3461296412838263
5,CN5,0.04,<,S_second - S_best < threshold_delta_s,False,6356,31,0.004877281308999371,0.48772813089993705
5,CN5,0.05,<,S_second - S_best < threshold_delta_s,False,6356,35,0.005506607929515419,0.5506607929515418
5,CN5,0.06,<,S_second - S_best < threshold_delta_s,False,6356,40,0.0062932662051604785,0.6293266205160478
5,CN5,0.07,<,S_second - S_best < threshold_delta_s,False,6356,42,0.006607929515418502,0.6607929515418502
5,CN5,0.08,<,S_second - S_best < threshold_delta_s,False,6356,56,0.00881057268722467,0.8810572687224669
5,CN5,0.09,<,S_second - S_best < threshold_delta_s,False,6356,62,0.009754562617998742,0.9754562617998741
5,CN5,0.10,<,S_second - S_best < threshold_delta_s,False,6356,69,0.010855884203901826,1.0855884203901824
5,CN5,0.11,<,S_second - S_best < threshold_delta_s,False,6356,77,0.012114537444933921,1.2114537444933922
5,CN5,0.12,<,S_second - S_best < threshold_delta_s,False,6356,86,0.013530522341095029,1.3530522341095028
5,CN5,0.13,<,S_second - S_best < threshold_delta_s,False,6356,89,0.014002517306482064,1.4002517306482065
5,CN5,0.14,<,S_second - S_best < threshold_delta_s,False,6356,94,0.014789175582127124,1.4789175582127123
5,CN5,0.15,<,S_second - S_best < threshold_delta_s,False,6356,101,0.015890497168030208,1.5890497168030209
5,CN5,0.16,<,S_second - S_best < threshold_delta_s,False,6356,107,0.01683448709880428,1.683448709880428
5,CN5,0.17,<,S_second - S_best < threshold_delta_s,False,6356,113,0.01777847702957835,1.777847702957835
5,CN5,0.18,<,S_second - S_best < threshold_delta_s,False,6356,119,0.018722466960352423,1.8722466960352422
5,CN5,0.19,<,S_second - S_best < threshold_delta_s,False,6356,127,0.019981120201384518,1.998112020138452
5,CN5,0.20,<,S_second - S_best < threshold_delta_s,False,6356,134,0.021082441787287604,2.1082441787287602
5,CN5,0.21,<,S_second - S_best < threshold_delta_s,False,6356,135,0.021239773442416614,2.1239773442416614
5,CN5,0.22,<,S_second - S_best < threshold_delta_s,False,6356,142,0.0223410950283197,2.23410950283197
5,CN5,0.23,<,S_second - S_best < threshold_delta_s,False,6356,151,0.023757079924480805,2.3757079924480804
5,CN5,0.24,<,S_second - S_best < threshold_delta_s,False,6356,156,0.024543738200125866,2.4543738200125866
5,CN5,0.25,<,S_second - S_best < threshold_delta_s,False,6356,161,0.025330396475770924,2.5330396475770924
5,CN5,0.26,<,S_second - S_best < threshold_delta_s,False,6356,167,0.026274386406544996,2.6274386406545
5,CN5,0.27,<,S_second - S_best < threshold_delta_s,False,6356,173,0.027218376337319067,2.721837633731907
5,CN5,0.28,<,S_second - S_best < threshold_delta_s,False,6356,177,0.027847702957835115,2.7847702957835114
5,CN5,0.29,<,S_second - S_best < threshold_delta_s,False,6356,189,0.02973568281938326,2.973568281938326
5,CN5,0.30,<,S_second - S_best < threshold_delta_s,False,6356,197,0.030994336060415354,3.0994336060415355
5,CN5,0.31,<,S_second - S_best < threshold_delta_s,False,6356,201,0.031623662680931405,3.16236626809314
5,CN5,0.32,<,S_second - S_best < threshold_delta_s,False,6356,207,0.032567652611705473,3.2567652611705475
5,CN5,0.33,<,S_second - S_best < threshold_delta_s,False,6356,222,0.034927627438640654,3.4927627438640654
5,CN5,0.34,<,S_second - S_best < threshold_delta_s,False,6356,227,0.03571428571428571,3.5714285714285716
5,CN5,0.35,<,S_second - S_best < threshold_delta_s,False,6356,234,0.0368156073001888,3.6815607300188797
5,CN5,0.36,<,S_second - S_best < threshold_delta_s,False,6356,241,0.03791692888609188,3.7916928886091883
5,CN5,0.37,<,S_second - S_best < threshold_delta_s,False,6356,245,0.03854625550660793,3.854625550660793
5,CN5,0.38,<,S_second - S_best < threshold_delta_s,False,6356,249,0.03917558212712398,3.9175582127123976
5,CN5,0.39,<,S_second - S_best < threshold_delta_s,False,6356,257,0.040434235368156074,4.043423536815608
5,CN5,0.40,<,S_second - S_best < threshold_delta_s,False,6356,259,0.040748898678414094,4.07488986784141
5,CN5,0.41,<,S_second - S_best < threshold_delta_s,False,6356,266,0.04185022026431718,4.185022026431718
5,CN5,0.42,<,S_second - S_best < threshold_delta_s,False,6356,280,0.04405286343612335,4.405286343612334
5,CN5,0.43,<,S_second - S_best < threshold_delta_s,False,6356,288,0.045311516677155446,4.531151667715545
5,CN5,0.44,<,S_second - S_best < threshold_delta_s,False,6356,298,0.04688483322844556,4.688483322844556
5,CN5,0.45,<,S_second - S_best < threshold_delta_s,False,6356,304,0.04782882315921964,4.782882315921963
5,CN5,0.46,<,S_second - S_best < threshold_delta_s,False,6356,308,0.048458149779735685,4.845814977973569
5,CN5,0.47,<,S_second - S_best < threshold_delta_s,False,6356,315,0.04955947136563876,4.955947136563877
5,CN5,0.48,<,S_second - S_best < threshold_delta_s,False,6356,322,0.05066079295154185,5.066079295154185
5,CN5,0.49,<,S_second - S_best < threshold_delta_s,False,6356,328,0.051604782882315924,5.160478288231592
5,CN5,0.50,<,S_second - S_best < threshold_delta_s,False,6356,331,0.05207677784770296,5.207677784770296
5,CN5,0.51,<,S_second - S_best < threshold_delta_s,False,6356,338,0.05317809943360604,5.317809943360604
5,CN5,0.52,<,S_second - S_best < threshold_delta_s,False,6356,346,0.054436752674638135,5.443675267463814
5,CN5,0.53,<,S_second - S_best < threshold_delta_s,False,6356,351,0.0552234109502832,5.522341095028319
5,CN5,0.54,<,S_second - S_best < threshold_delta_s,False,6356,357,0.05616740088105727,5.616740088105727
5,CN5,0.55,<,S_second - S_best < threshold_delta_s,False,6356,365,0.057426054122089364,5.7426054122089365
5,CN5,0.56,<,S_second - S_best < threshold_delta_s,False,6356,371,0.05837004405286344,5.8370044052863435
5,CN5,0.57,<,S_second - S_best < threshold_delta_s,False,6356,378,0.05947136563876652,5.947136563876652
5,CN5,0.58,<,S_second - S_best < threshold_delta_s,False,6356,388,0.06104468219005664,6.104468219005664
5,CN5,0.59,<,S_second - S_best < threshold_delta_s,False,6356,395,0.062146003775959725,6.214600377595972
5,CN5,0.60,<,S_second - S_best < threshold_delta_s,False,6356,402,0.06324732536186281,6.32473253618628
5,CN5,0.61,<,S_second - S_best < threshold_delta_s,False,6356,409,0.06434864694776589,6.434864694776589
5,CN5,0.62,<,S_second - S_best < threshold_delta_s,False,6356,419,0.065921963499056,6.592196349905601
5,CN5,0.63,<,S_second - S_best < threshold_delta_s,False,6356,425,0.06686595342983008,6.686595342983008
5,CN5,0.64,<,S_second - S_best < threshold_delta_s,False,6356,428,0.06733794839521712,6.733794839521712
5,CN5,0.65,<,S_second - S_best < threshold_delta_s,False,6356,433,0.06812460667086218,6.812460667086218
5,CN5,0.66,<,S_second - S_best < threshold_delta_s,False,6356,442,0.06954059156702329,6.954059156702328
5,CN5,0.67,<,S_second - S_best < threshold_delta_s,False,6356,446,0.07016991818753933,7.016991818753933
5,CN5,0.68,<,S_second - S_best < threshold_delta_s,False,6356,454,0.07142857142857142,7.142857142857143
5,CN5,0.69,<,S_second - S_best < threshold_delta_s,False,6356,459,0.07221522970421648,7.221522970421649
5,CN5,0.70,<,S_second - S_best < threshold_delta_s,False,6356,469,0.07378854625550661,7.378854625550661
5,CN5,0.71,<,S_second - S_best < threshold_delta_s,False,6356,475,0.07473253618628067,7.473253618628068
5,CN5,0.72,<,S_second - S_best < threshold_delta_s,False,6356,483,0.07599118942731277,7.599118942731278
5,CN5,0.73,<,S_second - S_best < threshold_delta_s,False,6356,493,0.0775645059786029,7.756450597860289
5,CN5,0.74,<,S_second - S_best < threshold_delta_s,False,6356,499,0.07850849590937696,7.850849590937696
5,CN5,0.75,<,S_second - S_best < threshold_delta_s,False,6356,506,0.07960981749528005,7.960981749528005
5,CN5,0.76,<,S_second - S_best < threshold_delta_s,False,6356,513,0.08071113908118313,8.071113908118313
5,CN5,0.77,<,S_second - S_best < threshold_delta_s,False,6356,523,0.08228445563247325,8.228445563247325
5,CN5,0.78,<,S_second - S_best < threshold_delta_s,False,6356,528,0.08307111390811832,8.307111390811832
5,CN5,0.79,<,S_second - S_best < threshold_delta_s,False,6356,532,0.08370044052863436,8.370044052863436
5,CN5,0.80,<,S_second - S_best < threshold_delta_s,False,6356,535,0.0841724354940214,8.417243549402139
5,CN5,0.81,<,S_second - S_best < threshold_delta_s,False,6356,545,0.08574575204531151,8.574575204531152
5,CN5,0.82,<,S_second - S_best < threshold_delta_s,False,6356,555,0.08731906859660164,8.731906859660164
5,CN5,0.83,<,S_second - S_best < threshold_delta_s,False,6356,564,0.08873505349276274,8.873505349276275
5,CN5,0.84,<,S_second - S_best < threshold_delta_s,False,6356,572,0.08999370673379484,8.999370673379484
5,CN5,0.85,<,S_second - S_best < threshold_delta_s,False,6356,581,0.09140969162995595,9.140969162995594
5,CN5,0.86,<,S_second - S_best < threshold_delta_s,False,6356,588,0.09251101321585903,9.251101321585903
5,CN5,0.87,<,S_second - S_best < threshold_delta_s,False,6356,596,0.09376966645689112,9.376966645689112
5,CN5,0.88,<,S_second - S_best < threshold_delta_s,False,6356,604,0.09502831969792322,9.502831969792322
5,CN5,0.89,<,S_second - S_best < threshold_delta_s,False,6356,610,0.0959723096286973,9.597230962869729
5,CN5,0.90,<,S_second - S_best < threshold_delta_s,False,6356,616,0.09691629955947137,9.691629955947137
5,CN5,0.91,<,S_second - S_best < threshold_delta_s,False,6356,621,0.09770295783511643,9.770295783511642
5,CN5,0.92,<,S_second - S_best < threshold_delta_s,False,6356,627,0.0986469477658905,9.86469477658905
5,CN5,0.93,<,S_second - S_best < threshold_delta_s,False,6356,636,0.1000629326620516,10.00629326620516
5,CN5,0.94,<,S_second - S_best < threshold_delta_s,False,6356,644,0.1013215859030837,10.13215859030837
5,CN5,0.95,<,S_second - S_best < threshold_delta_s,False,6356,651,0.10242290748898679,10.242290748898679
5,CN5,0.96,<,S_second - S_best < threshold_delta_s,False,6356,664,0.10446821900566394,10.446821900566395
5,CN5,0.97,<,S_second - S_best < threshold_delta_s,False,6356,672,0.10572687224669604,10.572687224669604
5,CN5,0.98,<,S_second - S_best < threshold_delta_s,False,6356,679,0.10682819383259912,10.682819383259911
5,CN5,0.99,<,S_second - S_best < threshold_delta_s,False,6356,686,0.10792951541850221,10.79295154185022
5,CN5,1.00,<,S_second - S_best < threshold_delta_s,True,6356,693,0.10903083700440529,10.90308370044053
5,CN5,1.01,<,S_second - S_best < threshold_delta_s,False,6356,697,0.10966016362492133,10.966016362492134
5,CN5,1.02,<,S_second - S_best < threshold_delta_s,False,6356,701,0.11028949024543738,11.028949024543738
5,CN5,1.03,<,S_second - S_best < threshold_delta_s,False,6356,705,0.11091881686595342,11.091881686595343
5,CN5,1.04,<,S_second - S_best < threshold_delta_s,False,6356,719,0.1131214600377596,11.31214600377596
5,CN5,1.05,<,S_second - S_best < threshold_delta_s,False,6356,726,0.11422278162366269,11.422278162366268
5,CN5,1.06,<,S_second - S_best < threshold_delta_s,False,6356,737,0.1159534298300818,11.595342983008182
5,CN5,1.07,<,S_second - S_best < threshold_delta_s,False,6356,742,0.11674008810572688,11.674008810572687
5,CN5,1.08,<,S_second - S_best < threshold_delta_s,False,6356,748,0.11768407803650094,11.768407803650094
5,CN5,1.09,<,S_second - S_best < threshold_delta_s,False,6356,753,0.11847073631214601,11.8470736312146
5,CN5,1.10,<,S_second - S_best < threshold_delta_s,False,6356,761,0.1197293895531781,11.97293895531781
5,CN5,1.11,<,S_second - S_best < threshold_delta_s,False,6356,765,0.12035871617369415,12.035871617369414
5,CN5,1.12,<,S_second - S_best < threshold_delta_s,False,6356,773,0.12161736941472624,12.161736941472624
5,CN5,1.13,<,S_second - S_best < threshold_delta_s,False,6356,782,0.12303335431088736,12.303335431088735
5,CN5,1.14,<,S_second - S_best < threshold_delta_s,False,6356,788,0.12397734424166142,12.397734424166142
5,CN5,1.15,<,S_second - S_best < threshold_delta_s,False,6356,791,0.12444933920704845,12.444933920704846
5,CN5,1.16,<,S_second - S_best < threshold_delta_s,False,6356,799,0.12570799244808056,12.570799244808056
5,CN5,1.17,<,S_second - S_best < threshold_delta_s,False,6356,810,0.1274386406544997,12.74386406544997
5,CN5,1.18,<,S_second - S_best < threshold_delta_s,False,6356,818,0.12869729389553178,12.869729389553179
5,CN5,1.19,<,S_second - S_best < threshold_delta_s,False,6356,823,0.12948395217117684,12.948395217117683
5,CN5,1.20,<,S_second - S_best < threshold_delta_s,False,6356,831,0.13074260541220895,13.074260541220893
5,CN5,1.21,<,S_second - S_best < threshold_delta_s,False,6356,838,0.131843926998112,13.184392699811202
5,CN5,1.22,<,S_second - S_best < threshold_delta_s,False,6356,844,0.13278791692888608,13.278791692888609
5,CN5,1.23,<,S_second - S_best < threshold_delta_s,False,6356,855,0.13451856513530522,13.451856513530522
5,CN5,1.24,<,S_second - S_best < threshold_delta_s,False,6356,862,0.1356198867212083,13.561988672120831
5,CN5,1.25,<,S_second - S_best < threshold_delta_s,False,6356,871,0.1370358716173694,13.703587161736941
5,CN5,1.26,<,S_second - S_best < threshold_delta_s,False,6356,879,0.13829452485840152,13.82945248584015
5,CN5,1.27,<,S_second - S_best < threshold_delta_s,False,6356,891,0.14018250471994964,14.018250471994966
5,CN5,1.28,<,S_second - S_best < threshold_delta_s,False,6356,897,0.14112649465072372,14.112649465072373
5,CN5,1.29,<,S_second - S_best < threshold_delta_s,False,6356,907,0.14269981120201383,14.269981120201384
5,CN5,1.30,<,S_second - S_best < threshold_delta_s,False,6356,915,0.14395846444304594,14.395846444304594
5,CN5,1.31,<,S_second - S_best < threshold_delta_s,False,6356,927,0.1458464443045941,14.584644430459408
5,CN5,1.32,<,S_second - S_best < threshold_delta_s,False,6356,935,0.14710509754562617,14.710509754562619
5,CN5,1.33,<,S_second - S_best < threshold_delta_s,False,6356,945,0.1486784140969163,14.86784140969163
5,CN5,1.34,<,S_second - S_best < threshold_delta_s,False,6356,953,0.1499370673379484,14.99370673379484
5,CN5,1.35,<,S_second - S_best < threshold_delta_s,False,6356,960,0.1510383889238515,15.103838892385149
5,CN5,1.36,<,S_second - S_best < threshold_delta_s,False,6356,972,0.1529263687853996,15.292636878539962
5,CN5,1.37,<,S_second - S_best < threshold_delta_s,False,6356,978,0.1538703587161737,15.38703587161737
5,CN5,1.38,<,S_second - S_best < threshold_delta_s,False,6356,988,0.1554436752674638,15.544367526746381
5,CN5,1.39,<,S_second - S_best < threshold_delta_s,False,6356,998,0.15701699181875392,15.701699181875393
5,CN5,1.40,<,S_second - S_best < threshold_delta_s,False,6356,1002,0.15764631843927,15.764631843926997
5,CN5,1.41,<,S_second - S_best < threshold_delta_s,False,6356,1009,0.15874764002517305,15.874764002517306
5,CN5,1.42,<,S_second - S_best < threshold_delta_s,False,6356,1015,0.15969162995594713,15.969162995594713
5,CN5,1.43,<,S_second - S_best < threshold_delta_s,False,6356,1020,0.1604782882315922,16.047828823159218
5,CN5,1.44,<,S_second - S_best < threshold_delta_s,False,6356,1027,0.16157960981749528,16.15796098174953
5,CN5,1.45,<,S_second - S_best < threshold_delta_s,False,6356,1031,0.16220893643801132,16.220893643801134
5,CN5,1.46,<,S_second - S_best < threshold_delta_s,False,6356,1042,0.16393958464443045,16.393958464443045
5,CN5,1.47,<,S_second - S_best < threshold_delta_s,False,6356,1048,0.16488357457520453,16.488357457520454
5,CN5,1.48,<,S_second - S_best < threshold_delta_s,False,6356,1055,0.16598489616110762,16.59848961611076
5,CN5,1.49,<,S_second - S_best < threshold_delta_s,False,6356,1059,0.16661422278162366,16.661422278162366
5,CN5,1.50,<,S_second - S_best < threshold_delta_s,False,6356,1066,0.16771554436752675,16.771554436752673
5,CN5,1.51,<,S_second - S_best < threshold_delta_s,False,6356,1073,0.16881686595342982,16.881686595342984
5,CN5,1.52,<,S_second - S_best < threshold_delta_s,False,6356,1081,0.17007551919446193,17.007551919446193
5,CN5,1.53,<,S_second - S_best < threshold_delta_s,False,6356,1087,0.171019509125236,17.1019509125236
5,CN5,1.54,<,S_second - S_best < threshold_delta_s,False,6356,1093,0.17196349905601008,17.196349905601007
5,CN5,1.55,<,S_second - S_best < threshold_delta_s,False,6356,1099,0.17290748898678415,17.290748898678412
5,CN5,1.56,<,S_second - S_best < threshold_delta_s,False,6356,1105,0.1738514789175582,17.38514789175582
5,CN5,1.57,<,S_second - S_best < threshold_delta_s,False,6356,1116,0.17558212712397733,17.558212712397733
5,CN5,1.58,<,S_second - S_best < threshold_delta_s,False,6356,1125,0.17699811202013846,17.699811202013844
5,CN5,1.59,<,S_second - S_best < threshold_delta_s,False,6356,1131,0.17794210195091253,17.794210195091253
5,CN5,1.60,<,S_second - S_best < threshold_delta_s,False,6356,1139,0.17920075519194462,17.920075519194462
5,CN5,1.61,<,S_second - S_best < threshold_delta_s,False,6356,1144,0.17998741346758967,17.99874134675897
5,CN5,1.62,<,S_second - S_best < threshold_delta_s,False,6356,1156,0.18187539332913782,18.187539332913783
5,CN5,1.63,<,S_second - S_best < threshold_delta_s,False,6356,1165,0.18329137822529892,18.329137822529894
5,CN5,1.64,<,S_second - S_best < threshold_delta_s,False,6356,1173,0.18455003146633103,18.455003146633103
5,CN5,1.65,<,S_second - S_best < threshold_delta_s,False,6356,1176,0.18502202643171806,18.502202643171806
5,CN5,1.66,<,S_second - S_best < threshold_delta_s,False,6356,1183,0.18612334801762115,18.612334801762113
5,CN5,1.67,<,S_second - S_best < threshold_delta_s,False,6356,1195,0.1880113278791693,18.801132787916927
5,CN5,1.68,<,S_second - S_best < threshold_delta_s,False,6356,1201,0.18895531780994337,18.895531780994336
5,CN5,1.69,<,S_second - S_best < threshold_delta_s,False,6356,1212,0.19068596601636248,19.068596601636248
5,CN5,1.70,<,S_second - S_best < threshold_delta_s,False,6356,1217,0.19147262429200756,19.147262429200754
5,CN5,1.71,<,S_second - S_best < threshold_delta_s,False,6356,1220,0.1919446192573946,19.194461925739457
5,CN5,1.72,<,S_second - S_best < threshold_delta_s,False,6356,1227,0.19304594084329768,19.304594084329768
5,CN5,1.73,<,S_second - S_best < threshold_delta_s,False,6356,1232,0.19383259911894274,19.383259911894275
5,CN5,1.74,<,S_second - S_best < threshold_delta_s,False,6356,1240,0.19509125235997482,19.509125235997484
5,CN5,1.75,<,S_second - S_best < threshold_delta_s,False,6356,1247,0.1961925739458779,19.61925739458779
5,CN5,1.76,<,S_second - S_best < threshold_delta_s,False,6356,1254,0.197293895531781,19.7293895531781
5,CN5,1.77,<,S_second - S_best < threshold_delta_s,False,6356,1263,0.1987098804279421,19.87098804279421
5,CN5,1.78,<,S_second - S_best < threshold_delta_s,False,6356,1270,0.1998112020138452,19.981120201384517
5,CN5,1.79,<,S_second - S_best < threshold_delta_s,False,6356,1278,0.20106985525487728,20.10698552548773
5,CN5,1.80,<,S_second - S_best < threshold_delta_s,False,6356,1282,0.20169918187539332,20.169918187539334
5,CN5,1.81,<,S_second - S_best < threshold_delta_s,False,6356,1289,0.2028005034612964,20.28005034612964
5,CN5,1.82,<,S_second - S_best < threshold_delta_s,False,6356,1299,0.20437382001258653,20.437382001258655
5,CN5,1.83,<,S_second - S_best < threshold_delta_s,False,6356,1308,0.20578980490874765,20.578980490874763
5,CN5,1.84,<,S_second - S_best < threshold_delta_s,False,6356,1317,0.20720578980490875,20.720578980490874
5,CN5,1.85,<,S_second - S_best < threshold_delta_s,False,6356,1324,0.20830711139081184,20.830711139081185
5,CN5,1.86,<,S_second - S_best < threshold_delta_s,False,6356,1336,0.21019509125235997,21.019509125236
5,CN5,1.87,<,S_second - S_best < threshold_delta_s,False,6356,1342,0.21113908118313404,21.113908118313404
5,CN5,1.88,<,S_second - S_best < threshold_delta_s,False,6356,1348,0.21208307111390812,21.208307111390813
5,CN5,1.89,<,S_second - S_best < threshold_delta_s,False,6356,1352,0.21271239773442416,21.271239773442417
5,CN5,1.90,<,S_second - S_best < threshold_delta_s,False,6356,1369,0.21538703587161737,21.538703587161738
5,CN5,1.91,<,S_second - S_best < threshold_delta_s,False,6356,1381,0.21727501573316552,21.72750157331655
5,CN5,1.92,<,S_second - S_best < threshold_delta_s,False,6356,1389,0.2185336689741976,21.85336689741976
5,CN5,1.93,<,S_second - S_best < threshold_delta_s,False,6356,1395,0.21947765890497167,21.94776589049717
5,CN5,1.94,<,S_second - S_best < threshold_delta_s,False,6356,1403,0.22073631214600378,22.07363121460038
5,CN5,1.95,<,S_second - S_best < threshold_delta_s,False,6356,1418,0.22309628697293896,22.309628697293896
5,CN5,1.96,<,S_second - S_best < threshold_delta_s,False,6356,1428,0.22466960352422907,22.46696035242291
5,CN5,1.97,<,S_second - S_best < threshold_delta_s,False,6356,1440,0.22655758338577722,22.655758338577723
5,CN5,1.98,<,S_second - S_best < threshold_delta_s,False,6356,1446,0.2275015733165513,22.750157331655128
5,CN5,1.99,<,S_second - S_best < threshold_delta_s,False,6356,1458,0.22938955317809942,22.938955317809942
5,CN5,2.00,<,S_second - S_best < threshold_delta_s,False,6356,1466,0.23064820641913153,23.06482064191315
5,CN5,2.01,<,S_second - S_best < threshold_delta_s,False,6356,1475,0.23206419131529263,23.206419131529263
