run_stage,selection_order,mol_id,fold,metal,cn,graph_sha256,arm,k,representation,reference_sha256,matched_variants,mismatched_variants,match_fraction,unique_variant_hashes,unique_hashes_with_reference,all_variants_match_reference
full,202,ZEHMAE,3,Zn,5,ff6ab16419191cad9aa12306c7930d65e9abf1f8b9262444eed6c9b101ad9e55,permutation,100,patched_coordrep,b31d85c91e69ecfec4dd63730400bc196e83ce806f4e56ba55baa6f6795ebba0,100,0,1.0,1,1,True
full,202,ZEHMAE,3,Zn,5,ff6ab16419191cad9aa12306c7930d65e9abf1f8b9262444eed6c9b101ad9e55,combined,100,raw_cartesian,4c89cf9267b5aaa96f7b2601eb0f450de487b37ae672da2bbe4a874afc33480d,0,100,0.0,100,101,False
full,202,ZEHMAE,3,Zn,5,ff6ab16419191cad9aa12306c7930d65e9abf1f8b9262444eed6c9b101ad9e55,combined,100,ordered_distance_matrix,fc5ca3159ca8635da09f6842a29817cc0338900ca2a47f2a0e3ed5d64a31a38d,0,100,0.0,71,72,False
full,202,ZEHMAE,3,Zn,5,ff6ab16419191cad9aa12306c7930d65e9abf1f8b9262444eed6c9b101ad9e55,combined,100,connectivity_only,cd0bab09d45cb27de1815f301ac090f5e20847a4ac12de18fbdb9149247e2237,100,0,1.0,1,1,True
full,202,ZEHMAE,3,Zn,5,ff6ab16419191cad9aa12306c7930d65e9abf1f8b9262444eed6c9b101ad9e55,combined,100,uncanonicalized_coordrep,76e22ed94c71f6c1a48132e103a584653f015485aedd829f51f90a4bd1794097,0,100,0.0,4,5,False
full,202,ZEHMAE,3,Zn,5,ff6ab16419191cad9aa12306c7930d65e9abf1f8b9262444eed6c9b101ad9e55,combined,100,patched_coordrep,b31d85c91e69ecfec4dd63730400bc196e83ce806f4e56ba55baa6f6795ebba0,100,0,1.0,1,1,True
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,rigid,100,raw_cartesian,c6cda43947243d7c775d24b162015c4060ef25861d3d6a7f2b18581d051db7b4,0,100,0.0,100,101,False
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,rigid,100,ordered_distance_matrix,93ea93874f917547151a81ede22bf6825e20a0f1015dab67eb2fabf2c8797493,100,0,1.0,1,1,True
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,rigid,100,connectivity_only,61453af2587c54a1d941580bce248df3edf6cad87d3ae7f5bbda4eb226358e14,100,0,1.0,1,1,True
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,rigid,100,uncanonicalized_coordrep,29af987c571d1c84be63c501f8c3b774d57c4a3fcb7c47331cac6bbad1c1080d,100,0,1.0,1,1,True
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,rigid,100,patched_coordrep,d00a40319aa1444f049b59e425acb56d37ef0059cf2abe4fd6b14c3829c766bc,100,0,1.0,1,1,True
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,permutation,100,raw_cartesian,c6cda43947243d7c775d24b162015c4060ef25861d3d6a7f2b18581d051db7b4,0,100,0.0,68,69,False
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,permutation,100,ordered_distance_matrix,93ea93874f917547151a81ede22bf6825e20a0f1015dab67eb2fabf2c8797493,0,100,0.0,68,69,False
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,permutation,100,connectivity_only,61453af2587c54a1d941580bce248df3edf6cad87d3ae7f5bbda4eb226358e14,100,0,1.0,1,1,True
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,permutation,100,uncanonicalized_coordrep,29af987c571d1c84be63c501f8c3b774d57c4a3fcb7c47331cac6bbad1c1080d,0,100,0.0,2,3,False
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,permutation,100,patched_coordrep,d00a40319aa1444f049b59e425acb56d37ef0059cf2abe4fd6b14c3829c766bc,100,0,1.0,1,1,True
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,combined,100,raw_cartesian,c6cda43947243d7c775d24b162015c4060ef25861d3d6a7f2b18581d051db7b4,0,100,0.0,100,101,False
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,combined,100,ordered_distance_matrix,93ea93874f917547151a81ede22bf6825e20a0f1015dab67eb2fabf2c8797493,1,99,0.01,73,73,False
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,combined,100,connectivity_only,61453af2587c54a1d941580bce248df3edf6cad87d3ae7f5bbda4eb226358e14,100,0,1.0,1,1,True
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,combined,100,uncanonicalized_coordrep,29af987c571d1c84be63c501f8c3b774d57c4a3fcb7c47331cac6bbad1c1080d,1,99,0.01,3,3,False
full,203,YOQWEJ,0,Cu,5,ed10009b005776ba684aa311bc6a07f0e18a205134993752425e703938b4a3f4,combined,100,patched_coordrep,d00a40319aa1444f049b59e425acb56d37ef0059cf2abe4fd6b14c3829c766bc,100,0,1.0,1,1,True
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,rigid,100,raw_cartesian,b672a050c92e9b7e313beeabf4f798bfa269b59ce05b8112986d052db6952e57,0,100,0.0,100,101,False
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,rigid,100,ordered_distance_matrix,90597d986254ecdb675622cccc7a9e20f9eabcaf3f2d6735e87fff06401c265a,100,0,1.0,1,1,True
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,rigid,100,connectivity_only,ba4db0083f470c2825bf91adb80cbaa9b6cdf69d06367fb363b80843e6aa438d,100,0,1.0,1,1,True
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,rigid,100,uncanonicalized_coordrep,a36d0ee67e581b94bd631d110976a4708ab6abe10968540d500c64997d2b2240,100,0,1.0,1,1,True
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,rigid,100,patched_coordrep,6b581583f980d47e75abf2c4e9b2da7c8588f4209d30e0ec158cc75680769497,100,0,1.0,1,1,True
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,permutation,100,raw_cartesian,b672a050c92e9b7e313beeabf4f798bfa269b59ce05b8112986d052db6952e57,0,100,0.0,91,92,False
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,permutation,100,ordered_distance_matrix,90597d986254ecdb675622cccc7a9e20f9eabcaf3f2d6735e87fff06401c265a,0,100,0.0,91,92,False
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,permutation,100,connectivity_only,ba4db0083f470c2825bf91adb80cbaa9b6cdf69d06367fb363b80843e6aa438d,100,0,1.0,1,1,True
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,permutation,100,uncanonicalized_coordrep,a36d0ee67e581b94bd631d110976a4708ab6abe10968540d500c64997d2b2240,56,44,0.56,2,2,False
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,permutation,100,patched_coordrep,6b581583f980d47e75abf2c4e9b2da7c8588f4209d30e0ec158cc75680769497,100,0,1.0,1,1,True
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,combined,100,raw_cartesian,b672a050c92e9b7e313beeabf4f798bfa269b59ce05b8112986d052db6952e57,0,100,0.0,100,101,False
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,combined,100,ordered_distance_matrix,90597d986254ecdb675622cccc7a9e20f9eabcaf3f2d6735e87fff06401c265a,0,100,0.0,96,97,False
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,combined,100,connectivity_only,ba4db0083f470c2825bf91adb80cbaa9b6cdf69d06367fb363b80843e6aa438d,100,0,1.0,1,1,True
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,combined,100,uncanonicalized_coordrep,a36d0ee67e581b94bd631d110976a4708ab6abe10968540d500c64997d2b2240,39,61,0.39,2,2,False
full,204,TEHLOK,4,Fe,6,ac010cac786203ac584a7a7fb4c10329ed67866b92374205949db4afd515c1aa,combined,100,patched_coordrep,6b581583f980d47e75abf2c4e9b2da7c8588f4209d30e0ec158cc75680769497,100,0,1.0,1,1,True
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,rigid,100,raw_cartesian,8c842eeceb3114334fabd6979a115f0f35e05c557ec7fddd63dbc2708651d06a,0,100,0.0,100,101,False
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,rigid,100,ordered_distance_matrix,455c0a81c6ee0bb1eab026aca8768157bfbb43aaed4f4015bd77114fbc8d017f,100,0,1.0,1,1,True
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,rigid,100,connectivity_only,b934691b86ef0cb5a603f34465430ab2da8909f3a8f7d46c6ed6f76f01367a05,100,0,1.0,1,1,True
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,rigid,100,uncanonicalized_coordrep,2a41115f9ee1578ac965e16559083348b46448299de8c88a73cd49b567ab27e0,100,0,1.0,1,1,True
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,rigid,100,patched_coordrep,af9077d87c22179f34d955a7bae38b1790e7e0dfd1577757c5ceba08d0a66d8e,100,0,1.0,1,1,True
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,permutation,100,raw_cartesian,8c842eeceb3114334fabd6979a115f0f35e05c557ec7fddd63dbc2708651d06a,2,98,0.02,24,24,False
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,permutation,100,ordered_distance_matrix,455c0a81c6ee0bb1eab026aca8768157bfbb43aaed4f4015bd77114fbc8d017f,2,98,0.02,24,24,False
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,permutation,100,connectivity_only,b934691b86ef0cb5a603f34465430ab2da8909f3a8f7d46c6ed6f76f01367a05,100,0,1.0,1,1,True
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,permutation,100,uncanonicalized_coordrep,2a41115f9ee1578ac965e16559083348b46448299de8c88a73cd49b567ab27e0,3,97,0.03,12,12,False
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,permutation,100,patched_coordrep,af9077d87c22179f34d955a7bae38b1790e7e0dfd1577757c5ceba08d0a66d8e,100,0,1.0,1,1,True
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,combined,100,raw_cartesian,8c842eeceb3114334fabd6979a115f0f35e05c557ec7fddd63dbc2708651d06a,0,100,0.0,100,101,False
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,combined,100,ordered_distance_matrix,455c0a81c6ee0bb1eab026aca8768157bfbb43aaed4f4015bd77114fbc8d017f,4,96,0.04,24,24,False
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,combined,100,connectivity_only,b934691b86ef0cb5a603f34465430ab2da8909f3a8f7d46c6ed6f76f01367a05,100,0,1.0,1,1,True
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,combined,100,uncanonicalized_coordrep,2a41115f9ee1578ac965e16559083348b46448299de8c88a73cd49b567ab27e0,9,91,0.09,12,12,False
full,205,RABGUZ,2,Pd,4,49da0f602865dff5d32a0d445befc4252efa0b33f0579bb8aa9ef058a3a2cd83,combined,100,patched_coordrep,af9077d87c22179f34d955a7bae38b1790e7e0dfd1577757c5ceba08d0a66d8e,100,0,1.0,1,1,True
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,rigid,100,raw_cartesian,24cb53ce21d0294e61d8c9ee4b815272d927e8cd541370a13e6e0b32fa4771fe,0,100,0.0,100,101,False
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,rigid,100,ordered_distance_matrix,1153ea7d9a206476f9d03179a3f6006df3b8461abd6ad048194a12c33ae96309,100,0,1.0,1,1,True
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,rigid,100,connectivity_only,6e7d0c64b476348ad48abe5ac55d0322f855766c160cb773753f531b6fa06615,100,0,1.0,1,1,True
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,rigid,100,uncanonicalized_coordrep,32248d28de7683c7140b08297727d2ce26b79f781f6a48bef218102e388a27a9,100,0,1.0,1,1,True
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,rigid,100,patched_coordrep,d56f4aa745a34036e7f28928eb29d67252073210f3fac9a7a2c2f64539c17749,100,0,1.0,1,1,True
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,permutation,100,raw_cartesian,24cb53ce21d0294e61d8c9ee4b815272d927e8cd541370a13e6e0b32fa4771fe,5,95,0.05,24,24,False
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,permutation,100,ordered_distance_matrix,1153ea7d9a206476f9d03179a3f6006df3b8461abd6ad048194a12c33ae96309,5,95,0.05,24,24,False
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,permutation,100,connectivity_only,6e7d0c64b476348ad48abe5ac55d0322f855766c160cb773753f531b6fa06615,100,0,1.0,1,1,True
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,permutation,100,uncanonicalized_coordrep,32248d28de7683c7140b08297727d2ce26b79f781f6a48bef218102e388a27a9,0,100,0.0,4,5,False
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,permutation,100,patched_coordrep,d56f4aa745a34036e7f28928eb29d67252073210f3fac9a7a2c2f64539c17749,100,0,1.0,1,1,True
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,combined,100,raw_cartesian,24cb53ce21d0294e61d8c9ee4b815272d927e8cd541370a13e6e0b32fa4771fe,0,100,0.0,100,101,False
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,combined,100,ordered_distance_matrix,1153ea7d9a206476f9d03179a3f6006df3b8461abd6ad048194a12c33ae96309,4,96,0.04,23,23,False
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,combined,100,connectivity_only,6e7d0c64b476348ad48abe5ac55d0322f855766c160cb773753f531b6fa06615,100,0,1.0,1,1,True
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,combined,100,uncanonicalized_coordrep,32248d28de7683c7140b08297727d2ce26b79f781f6a48bef218102e388a27a9,1,99,0.01,4,4,False
full,206,HEQCIS,0,Cu,4,c04f035f894fb14fbe4a42dbeb925d650e3b5542e29f09f6440319fb216ef2d1,combined,100,patched_coordrep,d56f4aa745a34036e7f28928eb29d67252073210f3fac9a7a2c2f64539c17749,100,0,1.0,1,1,True
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,rigid,100,raw_cartesian,b7a64ec44ef75d7c602ce4eaa2fa7cd1e42a6d7ec3a304635711167fa13d2618,0,100,0.0,100,101,False
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,rigid,100,ordered_distance_matrix,5a23e074944b650f455371b8e81eead26aa63160c25f85d3eab36bb32487b784,100,0,1.0,1,1,True
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,rigid,100,connectivity_only,692790a37a1b8f6bb965f472f28599e10268f22ee6bbcd2886a5734aabd1a81e,100,0,1.0,1,1,True
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,rigid,100,uncanonicalized_coordrep,caf80f46e6b250f351350cd1e4ee15310e5942b5205d6dd995402a841078a1de,100,0,1.0,1,1,True
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,rigid,100,patched_coordrep,995601becf961422cc2cdcf8d8d1ec6573a4e4c71028481ebf4acd528ff8a68b,100,0,1.0,1,1,True
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,permutation,100,raw_cartesian,b7a64ec44ef75d7c602ce4eaa2fa7cd1e42a6d7ec3a304635711167fa13d2618,1,99,0.01,64,64,False
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,permutation,100,ordered_distance_matrix,5a23e074944b650f455371b8e81eead26aa63160c25f85d3eab36bb32487b784,1,99,0.01,47,47,False
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,permutation,100,connectivity_only,692790a37a1b8f6bb965f472f28599e10268f22ee6bbcd2886a5734aabd1a81e,100,0,1.0,1,1,True
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,permutation,100,uncanonicalized_coordrep,caf80f46e6b250f351350cd1e4ee15310e5942b5205d6dd995402a841078a1de,50,50,0.5,5,5,False
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,permutation,100,patched_coordrep,995601becf961422cc2cdcf8d8d1ec6573a4e4c71028481ebf4acd528ff8a68b,100,0,1.0,1,1,True
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,combined,100,raw_cartesian,b7a64ec44ef75d7c602ce4eaa2fa7cd1e42a6d7ec3a304635711167fa13d2618,0,100,0.0,100,101,False
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,combined,100,ordered_distance_matrix,5a23e074944b650f455371b8e81eead26aa63160c25f85d3eab36bb32487b784,1,99,0.01,49,49,False
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,combined,100,connectivity_only,692790a37a1b8f6bb965f472f28599e10268f22ee6bbcd2886a5734aabd1a81e,100,0,1.0,1,1,True
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,combined,100,uncanonicalized_coordrep,caf80f46e6b250f351350cd1e4ee15310e5942b5205d6dd995402a841078a1de,42,58,0.42,4,4,False
full,207,UGAFIS,4,Zn,5,3722cd6fbc588d0d92525f29b03da7ff9595e9ce7a82b50fd15d53b10cc1664c,combined,100,patched_coordrep,995601becf961422cc2cdcf8d8d1ec6573a4e4c71028481ebf4acd528ff8a68b,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,rigid,100,raw_cartesian,8dedfcd7ab631e090045a6979f2ac0018434933c0e19e3395d4520b5583dfe5d,0,100,0.0,100,101,False
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,rigid,100,ordered_distance_matrix,aac394684352fd850e0017608b82a73ef4d47812cfed0b0a8bb32c7019672b52,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,rigid,100,connectivity_only,73c578e15f8e68124ff8430ff705cf599449fe93e520f4c94f9269096d5ce63e,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,rigid,100,uncanonicalized_coordrep,e296c5454e22dc8dda04f4ac5bd82da62b59d6fb421c88ccdc8d4393a674953c,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,rigid,100,patched_coordrep,e296c5454e22dc8dda04f4ac5bd82da62b59d6fb421c88ccdc8d4393a674953c,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,permutation,100,raw_cartesian,8dedfcd7ab631e090045a6979f2ac0018434933c0e19e3395d4520b5583dfe5d,3,97,0.03,24,24,False
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,permutation,100,ordered_distance_matrix,aac394684352fd850e0017608b82a73ef4d47812cfed0b0a8bb32c7019672b52,3,97,0.03,24,24,False
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,permutation,100,connectivity_only,73c578e15f8e68124ff8430ff705cf599449fe93e520f4c94f9269096d5ce63e,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,permutation,100,uncanonicalized_coordrep,e296c5454e22dc8dda04f4ac5bd82da62b59d6fb421c88ccdc8d4393a674953c,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,permutation,100,patched_coordrep,e296c5454e22dc8dda04f4ac5bd82da62b59d6fb421c88ccdc8d4393a674953c,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,combined,100,raw_cartesian,8dedfcd7ab631e090045a6979f2ac0018434933c0e19e3395d4520b5583dfe5d,0,100,0.0,100,101,False
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,combined,100,ordered_distance_matrix,aac394684352fd850e0017608b82a73ef4d47812cfed0b0a8bb32c7019672b52,4,96,0.04,24,24,False
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,combined,100,connectivity_only,73c578e15f8e68124ff8430ff705cf599449fe93e520f4c94f9269096d5ce63e,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,combined,100,uncanonicalized_coordrep,e296c5454e22dc8dda04f4ac5bd82da62b59d6fb421c88ccdc8d4393a674953c,100,0,1.0,1,1,True
full,208,QOFFIA,4,Pd,4,ddd587513c625384db8838ac153ff4424d639e07415cbf9597ac6f66cc5c5616,combined,100,patched_coordrep,e296c5454e22dc8dda04f4ac5bd82da62b59d6fb421c88ccdc8d4393a674953c,100,0,1.0,1,1,True
full,209,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,rigid,100,raw_cartesian,629e5887df413c9138fa97039d0b47e20daa9fb3fbf85367df2919d47aa93b6c,0,100,0.0,100,101,False
full,209,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,rigid,100,ordered_distance_matrix,4bdf7f0d237c61ad9b5e1995d1bcab29801e9de368c93e4606aeec6e0a63c84c,100,0,1.0,1,1,True
full,209,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,rigid,100,connectivity_only,cf2b51dc792f9886ea6f3e6fea542b6bbb970e814a3ea5477fbb9c6c6a5fd399,100,0,1.0,1,1,True
full,209,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,rigid,100,uncanonicalized_coordrep,476fc4a8de0c734a18aa8a6b9662c2b61ada7bbde20359777ffed140730129ba,100,0,1.0,1,1,True
full,209,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,rigid,100,patched_coordrep,476fc4a8de0c734a18aa8a6b9662c2b61ada7bbde20359777ffed140730129ba,100,0,1.0,1,1,True
full,209,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,permutation,100,raw_cartesian,629e5887df413c9138fa97039d0b47e20daa9fb3fbf85367df2919d47aa93b6c,7,93,0.07,24,24,False
full,209,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,permutation,100,ordered_distance_matrix,4bdf7f0d237c61ad9b5e1995d1bcab29801e9de368c93e4606aeec6e0a63c84c,7,93,0.07,24,24,False
full,209,AZIXIS,0,Ni,4,1c5be25b50c48adbd47cb37c9adf5a0e6460a58075931c2caf8f9735a035baf3,permutation,100,connectivity_only,cf2b51dc792f9886ea6f3e6fea542b6bbb970e814a3ea5477fbb9c6c6a5fd399,100,0,1.0,1,1,True
