model,target,n_fold_seed_runs,n_folds,n_seeds,parameters,mae_mean,mae_sd,rmse_mean,rmse_sd,r2_mean,r2_sd,spearman_mean,spearman_sd
schnet_3d,dipole_moment,15,5,3,301827,0.8664696884532116,0.13268150953385766,1.4402403084182531,0.27292269696864335,0.8761065614502876,0.051584016946444454,0.9481645633456893,0.020247117266453084
schnet_3d,hl_gap_ev,15,5,3,301827,0.282721930630723,0.011232133994160055,0.40281136187861155,0.014117961479852514,0.809452303565727,0.013815660631489812,0.9032167143125648,0.007147450713360103
